NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM
10010205	55	繁星碎	产地：西域	CJSH_equip_dao_1_9	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff																																	-1	1
10010206	55	打造刀六级成品	产地：南疆	CJSH_equip_dao_1_6	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff																																	-1	1
10010207	55	打造刀七级成品	产地：中原地区	CJSH_equip_dao_1_2	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff																																	-1	1
10010208	55	暴虎烈	产地：波斯地区	CJSH_equip_dao_1_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff																																	-1	1
10010209	55	打造刀九级成品	产地：蒙古	CJSH_equip_dao_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff																																	-1	1
10010210	55	破山	产地：莫斯科	CJSH_equip_dao_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff																																	-1	1
10011001	67	新手之刀	产地：蒙古	HAN2_Equip_common_weapon_2_9	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011002	55	黄金之刀	产地：蒙古	HAN2_Equip_jiachuan_4_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	1
10011101	55	草原之刀	产地：蒙古	CJSH_equip_dao_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011102	55	克烈之刀	产地：蒙古	CJSH_equip_dao_2_7	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011103	55	鞑靼之刀	产地：蒙古	CJSH_equip_dao_2_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011104	55	乃蛮之刀	产地：蒙古	CJSH_equip_dao_2_2	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011105	55	乌月之刀	产地：金国	CJSH_equip_dao_1_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011106	55	凤翔之刀	产地：金国	CJSH_equip_dao_1_4	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011107	55	西辽之刀	产地：西域	CJSH_equip_dao_1_4	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011108	55	突厥之刀	产地：西域	CJSH_equip_dao_1_4	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011109	55	金帐之刀	产地：欧洲	CJSH_equip_dao_1_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10011110	55	破日刀	产地：莫斯科	CJSH_equip_dao_1_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012001	55	梵音刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012201	55	旋经刀	产地：西域	CJSH_equip_dao_2_7	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012202	55	飞晶刀	产地：南疆	CJSH_equip_dao_2_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012203	55	大明王刀	产地：中原地区	CJSH_equip_dao_2_9	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012204	55	神谱刀	产地：波斯地区	CJSH_equip_dao_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012205	55	金刚杵刀	产地：蒙古	CJSH_equip_dao_2_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012206	55	真言刀	产地：莫斯科	CJSH_equip_dao_2_2	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012207	55	圣音刀	产地：波斯地区	CJSH_equip_dao_2_3	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012208	55	神光刀	产地：莱茵河畔	CJSH_equip_dao_2_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012209	55	天石刀	产地：印度地区	CJSH_equip_dao_1_9	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10012210	55	落风刀	产地：西域	CJSH_equip_dao_1_9	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffffff																																	-1	1
10013001	55	巴鲁湾地泉鲸浪斩	产地：南疆	CJSH_equip_dao_2_6	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	1
10013002	55	高加索炼狱魔刀	产地：中原地区	CJSH_equip_dao_2_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	1
10013003	55	十三翼追潮	产地：波斯地区	CJSH_equip_dao_2_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	1
10014001	57	世传君主之刀	产地：蒙古	HAN2_Equip_shichuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	1
10014002	59	国传君主之刀	产地：金国	HAN2_Equip_guochuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	1
10014003	61	神传君主之刀	产地：西域	HAN2_Equip_shenchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	1
10014004	63	天传君主之刀	产地：莱茵河畔	HAN2_Equip_tianchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10016001	55	轻骑兵征服之刀	产地：蒙古	CJSH_equip_dao_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016002	55	重骑兵冲锋之刀	产地：蒙古	CJSH_equip_dao_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016010	55	轻骑兵守卫之刀	产地：蒙古	CJSH_equip_dao_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016020	55	塔塔尔杀手之刀	产地：印度地区	CJSH_equip_dao_2_7	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016030	55	穿云之刀	产地：印度地区	CJSH_equip_dao_2_7	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016040	55	一统蒙古之刀	产地：印度地区	CJSH_equip_dao_2_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016050	55	一统蒙古之刀	产地：印度地区	CJSH_equip_dao_2_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016060	55	凤翔日暮之刀	产地：印度地区	CJSH_equip_dao_2_2	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016070	55	逼反楚材之刀	产地：印度地区	CJSH_equip_dao_2_2	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016080	55	金国挽歌之刀	产地：印度地区	CJSH_equip_dao_1_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016090	55	贺兰山之刀	产地：印度地区	CJSH_equip_dao_1_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016100	67	十夫长名将之刀	产地：蒙古	HAN2_Equip_common_weapon_2_9	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016110	69	百夫长名将之刀	产地：蒙古	HAN2_Equip_common_weapon_2_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016120	71	千夫长名将之刀	产地：蒙古	HAN2_Equip_common_weapon_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016130	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016140	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016150	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016160	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016170	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016180	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016190	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016200	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016210	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016220	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016230	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016240	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016250	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016260	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016270	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016280	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016290	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10016300	55	任务刀	产地：印度地区	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10017001	55	真言刀	产地：西域	CJSH_equip_dao_1_1	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																	-1	1
10018001	199	王者之剑	GM专用	HAN2_Equip_minghun_weapon_1_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成地狱_主剑_01	武器绑定点_01	成地狱_主剑_02	武器绑定点_02																													-1	1
10018002	199	叹为观止	GM专用	Khan2_equip_huangjin_05_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		
10019000	55	百度护法之刀	产地：蒙古	CJSH_equip_dao_2_7	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019100	55	男爵骑士之刀	产地：蒙古	CJSH_equip_dao_1_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019200	55	千寻护法之刀	产地：蒙古	CJSH_equip_dao_2_2	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019300	55	子爵骑士之刀	产地：蒙古	CJSH_equip_dao_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019400	69	四象江湖之刀	产地：蒙古	HAN2_Equip_common_weapon_2_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019500	71	六合江湖之刀	产地：蒙古	HAN2_Equip_common_weapon_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019550	67	阔亦田统帅之刀	产地：蒙古	HAN2_Equip_common_weapon_2_9	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019551	69	十三翼统帅之刀	产地：蒙古	HAN2_Equip_common_weapon_2_10	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019552	71	高加索统帅之刀	产地：蒙古	HAN2_Equip_common_weapon_2_11	刀	掉落刀.lmodel	cj_yingguang_huang	0	26d12b																																		1
10019600	61	神龙掌门之刀	产地：西域	CJSH_equip_dao_2_4	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019700	73	神赐金牌之刀	产地：西域	HAN2_Equip_shenci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019701	75	天赐金牌之刀	产地：西域	HAN2_Equip_tianci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019801	57	世传君主之刀	产地：蒙古	HAN2_Equip_shichuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	成三_世传刀01	武器绑定点_01	成三_世传刀02	武器绑定点_02																														1
10019802	59	国传君主之刀	产地：金国	HAN2_Equip_guochuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	成三_国传刀01	武器绑定点_02	成三_国传刀02	武器绑定点_02	成三_国传刀03	武器绑定点_02																												1
10019803	61	神传君主之刀	产地：西域	HAN2_Equip_shenchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	成三_神传刀01	武器绑定点_02	成三_神传刀01	武器绑定点_01	成三_神传刀02	武器绑定点_01																												1
10019804	61	神龙掌门之刀	产地：西域	CJSH_equip_dao_2_4	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	成三_神传刀01	武器绑定点_02	成三_神传刀01	武器绑定点_01	成三_神传刀02	武器绑定点_01																												1
10019805	73	神赐金牌之刀	产地：西域	HAN2_Equip_shenci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	成三_神赐刀01	武器绑定点_02	成三_神赐刀01	武器绑定点_01	成三_神赐刀02	武器绑定点_01																												1
10019810	63	天传君主之刀	产地：莱茵河畔	HAN2_Equip_tianchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	武器_天传刀_01	武器绑定点_01																																1
10019811	75	天赐金牌之刀	产地：西域	HAN2_Equip_tianci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	武器_天赐刀_01	武器绑定点_01																																1
10019850	65	冥传君主之刀	产地：莱茵河畔	HAN2_Equip_mingchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019851	77	冥赐金牌之刀	产地：西域	HAN2_Equip_mingci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019852	65	冥传君主之刀	产地：莱茵河畔	HAN2_Equip_mingchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	武器_冥传刀_01	武器绑定点_01																																1
10019853	77	冥赐金牌之刀	产地：西域	HAN2_Equip_mingci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	武器_冥赐刀_01	武器绑定点_01																																1
10019854	81	冥龙掌门之刀	产地：中原地区	HAN2_Equip_minglong_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019855	83	冥炎洪荒之刀	产地：金国	HAN2_Equip_mingyan_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019856	79	冥魂可汗之刀	产地：蒙古	HAN2_Equip_minghun_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019857	81	冥龙掌门之刀	产地：中原地区	HAN2_Equip_minglong_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	武器_冥赐刀_01	武器绑定点_01																																1
10019858	83	冥炎洪荒之刀	产地：金国	HAN2_Equip_mingyan_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	武器_冥赐刀_01	武器绑定点_01																																1
10019859	79	冥魂可汗之刀	产地：蒙古	HAN2_Equip_minghun_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	武器_冥赐刀_01	武器绑定点_01																																1
10019860	95	天·斩月		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00																																		1
10019861	95	冥·狂妖		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00																																		1
10019862	95	玄·龙雀		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00																																		1
10019863	95	天·斩月		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	黄金武器70_刀01	武器绑定点_01	黄金武器70_刀01	武器绑定点_02	黄金武器70_刀01	武器绑定点_03	黄金武器70_刀01	武器绑定点_04																										1
10019864	95	冥·狂妖		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	黄金武器80_刀01	武器绑定点_01	黄金武器80_刀01	武器绑定点_02	黄金武器80_刀01	武器绑定点_03	黄金武器80_刀01	武器绑定点_04																										1
10019865	95	玄·龙雀		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	黄金武器90_刀01	武器绑定点_01	黄金武器90_刀01	武器绑定点_02	黄金武器90_刀01	武器绑定点_03	黄金武器90_刀01	武器绑定点_04																										1
10019866	97	天·月蚀		Khan2_equip_huangjin_03_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶3_刀01	武器绑定点_03	成3_水晶3_刀02	武器绑定点_04	成3_水晶3_刀03	武器绑定点_01	成3_水晶3_刀04	武器绑定点_01																										1
10019867	97	天·月蚀		Khan2_equip_huangjin_03_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶2_刀01	武器绑定点_03	成3_水晶2_刀02	武器绑定点_04	成3_水晶2_刀03	武器绑定点_01	成3_水晶2_刀04	武器绑定点_01																										1
10019868	97	天·月蚀		Khan2_equip_huangjin_03_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶_刀01	武器绑定点_03	成3_水晶_刀02	武器绑定点_04	成3_水晶_刀03	武器绑定点_01	成3_水晶_刀04	武器绑定点_01																										1
10019869	97	冥·妖尊		Khan2_equip_huangjin_05_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶3_刀01	武器绑定点_03	成3_水晶3_刀02	武器绑定点_04	成3_水晶3_刀03	武器绑定点_01	成3_水晶3_刀04	武器绑定点_01																										1
10019870	97	冥·妖尊		Khan2_equip_huangjin_05_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶2_刀01	武器绑定点_03	成3_水晶2_刀02	武器绑定点_04	成3_水晶2_刀03	武器绑定点_01	成3_水晶2_刀04	武器绑定点_01																										1
10019871	97	冥·妖尊		Khan2_equip_huangjin_05_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶_刀01	武器绑定点_03	成3_水晶_刀02	武器绑定点_04	成3_水晶_刀03	武器绑定点_01	成3_水晶_刀04	武器绑定点_01																										1
10019872	97	玄·龙王		Khan2_equip_huangjin_07_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶3_刀01	武器绑定点_03	成3_水晶3_刀02	武器绑定点_04	成3_水晶3_刀03	武器绑定点_01	成3_水晶3_刀04	武器绑定点_01																										1
10019873	97	玄·龙王		Khan2_equip_huangjin_07_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶2_刀01	武器绑定点_03	成3_水晶2_刀02	武器绑定点_04	成3_水晶2_刀03	武器绑定点_01	成3_水晶2_刀04	武器绑定点_01																										1
10019874	97	玄·龙王		Khan2_equip_huangjin_07_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶_刀01	武器绑定点_03	成3_水晶_刀02	武器绑定点_04	成3_水晶_刀03	武器绑定点_01	成3_水晶_刀04	武器绑定点_01																										1
10019875	77	神·斩月	#O上古神器，十级可装备，可在大都神兵大师处升级至天级神器！	HAN2_Equip_mingci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	武器_冥赐刀_01	武器绑定点_01																																1
10019876	77	神·斩月	#O上古神器，十级可装备，可在大都神兵大师处升级至天级神器！	HAN2_Equip_mingci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	武器_冥赐刀_01	武器绑定点_01																																1
10019877	95	圣·刹那		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00																																		1
10019878	95	圣·刹那		Khan2_equip_huangjin_01_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	黄金武器90_刀01	武器绑定点_01	黄金武器90_刀01	武器绑定点_02	黄金武器90_刀01	武器绑定点_03	黄金武器90_刀01	武器绑定点_04																										1
10019879	97	圣·芳华		Khan2_equip_huangjin_07_13	刀	掉落刀.lmodel	cj_yingguang_huang	0	ff2a00	成3_水晶3_刀01	武器绑定点_03	成3_水晶3_刀02	武器绑定点_04	成3_水晶3_刀03	武器绑定点_01	成3_水晶3_刀04	武器绑定点_01																										1
10019900	61	神传远征之刀	产地：西域	HAN2_Equip_shenchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019901	73	神赐可汗之刀	产地：西域	HAN2_Equip_shenci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019902	61	神龙刺陵之刀	产地：西域	CJSH_equip_dao_2_4	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019903	63	天传远征之刀	产地：莱茵河畔	HAN2_Equip_tianchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019904	75	天赐可汗之刀	产地：西域	HAN2_Equip_tianci_weapon_1_8	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019905	65	冥传君主之刀	产地：西域	HAN2_Equip_mingchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019906	93	玄传君主之刀	产地：莱茵河畔	HAN2_Equip_xuanchuan_wuqi_7	刀	掉落刀.lmodel	cj_yingguang_huang	0	ffcc00																																		1
10019907	93	玄传君主之刀	产地：莱茵河畔	HAN2_Equip_xuanchuan_wuqi_7	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	成三_玄传刀02	武器绑定点_01	成三_玄传刀01	武器绑定点_02	成三_玄传刀03	武器绑定点_01																												1
10019910	61	神传远征之刀	产地：西域	HAN2_Equip_shenchuan_wushi_5	刀	掉落刀.lmodel	cj_yingguang_huang	0	950cff	成三_神传刀01	武器绑定点_02	成三_神传刀01	武器绑定点_01	成三_神传刀02	武器绑定点_01																												1
