NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM
48	59	-1	Combat	-1	-1	80	-1	-1	-1	-1	1	BehaviorStateToSpeak	66	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	59	-1	Combat	-1	-1	1	-1	-1	-1	-1	1	BehaviorStateToSpeak	69	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
50	59	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2542	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
51	59	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	65	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
52	59	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	60	-1	Combat	-1	-1	59	-1	-1	-1	-1	-1	BehaviorStateToSkill	2542	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
54	60	-1	Combat	-1	-1	79	-1	-1	-1	-1	-1	BehaviorStateToSkill	2001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55	60	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
56	61	-1	Idle	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	177	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
57	61	-1	Idle	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	178	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
58	61	-1	Idle	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	179	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
59	70	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
60	70	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
61	75	-1	-1	OnEnterCombat	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	14130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
62	75	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	16362	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	75	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
64	75	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	16363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
65	75	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	156	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
66	75	-1	Combat	-1	80	-1	-1	-1	-1	-1	-1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
67	76	-1	Idle	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	157	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
68	76	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	157	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
69	77	-1	Idle	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	158	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
70	77	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	158	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
71	78	-1	Idle	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	159	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
72	78	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	159	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
73	79	-1	Idle	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	160	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
74	79	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	160	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
75	80	-1	Idle	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	161	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76	80	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	161	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77	81	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	162	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
78	81	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	163	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
79	82	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	164	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
80	82	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	165	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
81	83	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	156	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
82	84	-1	Idle	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	169	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
83	85	-1	Idle	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	170	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
84	86	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	171	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
85	86	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	173	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
86	86	-1	Combat	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	174	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
87	86	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
88	87	-1	Patrol	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	172	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
89	87	-1	Patrol	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	175	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
90	87	-1	Patrol	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	176	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
91	87	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
92	88	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
93	89	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	13769	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
94	90	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	13770	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
95	91	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	13771	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
96	100	-1	Idle	-1	3	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	74	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
97	100	-1	Idle	-1	3	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	75	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
98	101	-1	Idle	-1	1	-1	-1	-1	-1	-1	-1	BehaviorStateToSpeak	76	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
99	102	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
100	102	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
101	200	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
102	200	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
103	201	-1	Combat	-1	-1	-1	-1	-1	-1	-1	5	BehaviorStateToSkill	1001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
104	202	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
105	202	-1	Combat	-1	3	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	24	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
106	202	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
107	203	-1	Combat	-1	-1	30	-1	-1	-1	-1	1	BehaviorStateToSkill	2001	-1	-1	BehaviorStateToSpeak	25	1	-1	-1	-1	-1	-1
108	203	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
109	203	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	21	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
110	203	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	1	-1	-1	0	-1	-1
111	204	-1	Combat	-1	-1	30	-1	-1	-1	-1	1	BehaviorStateToSkill	4005	-1	-1	BehaviorStateToSpeak	29	1	-1	-1	-1	-1	-1
112	204	-1	Combat	-1	-1	50	-1	-1	-1	-1	2	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
113	204	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSpeak	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
114	204	-1	Combat	-1	40	80	-1	-1	-1	-1	-1	BehaviorStateToSkill	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
115	204	-1	Combat	-1	-1	80	-1	-1	-1	-1	1	BehaviorStateToSpeak	27	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
116	204	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
117	204	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	26	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
118	205	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
119	205	-1	Combat	-1	40	80	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
120	205	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
121	206	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
122	206	-1	Combat	-1	-1	20	-1	-1	-1	-1	1	BehaviorStateToSkill	3000	-1	-1	BehaviorStateToSpeak	71	1	-1	-1	-1	-1	-1
123	206	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	2424	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
124	206	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3001	-1	-1	BehaviorStateToSpeak	70	1	-1	-1	-1	-1	-1
125	206	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
126	207	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
127	207	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	2209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
128	207	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
129	207	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
130	208	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
131	208	-1	Combat	-1	-1	90	-1	-1	-1	-1	-1	BehaviorStateToSkill	2139	-1	-1	BehaviorStateToSpeak	73	1	-1	-1	-1	-1	-1
132	208	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
133	208	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
134	209	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
135	209	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
136	210	-1	Combat	-1	50	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	3002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
137	210	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
138	211	-1	Combat	-1	-1	80	-1	-1	-1	-1	-1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
139	211	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
140	212	-1	Combat	-1	-1	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	3002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
141	212	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
142	212	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
143	212	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
144	213	-1	Combat	-1	5	90	-1	-1	-1	-1	1	BehaviorStateToFlee	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
145	213	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
146	214	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
147	214	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
148	215	-1	Combat	-1	-1	10	-1	-1	-1	-1	1	BehaviorStateToSkill	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
149	215	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
150	215	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
151	215	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
152	215	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
153	216	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
154	216	-1	Combat	-1	2	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
155	216	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
156	217	-1	-1	OnDamage	-1	50	-1	-1	-1	-1	1	BehaviorStateToSpeak	31	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
157	217	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
158	217	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
159	218	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
160	219	-1	Combat	-1	-1	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	3002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
161	219	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
162	219	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
163	220	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
164	220	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
165	220	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
166	221	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
167	221	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
168	221	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
169	222	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
170	222	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
171	222	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
172	223	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
173	223	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
