NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
±‡∫≈	ÀÊª˙±‡∫≈	attr±‡∫≈	¬ﬂº≠±Ì±‡∫≈	’Û”™±‡∫≈	√˚≥∆	≥∆∫≈	x÷·◊¯±Í	z÷·◊¯±Í	≥ØœÚ	Ω≈±æ±‡∫≈	÷ÿ…˙ ±º‰	∑÷◊È±‡∫≈	∂”ŒÈ±‡∫≈	ª˘¥°AI	AIŒƒº˛	—≤¬ﬂ¬∑æ∂	…ÃµÍ0	…ÃµÍ1	…ÃµÍ2	…ÃµÍ3	√˚”˛ID	µ»º∂	æµœÒ◊È
35	15424756	9513	-1	21	∫∫÷–“∞÷Ì		36.571522	190.437988	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
36	15424757	9513	-1	21	∫∫÷–“∞÷Ì		36.585712	190.130936	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
37	15424758	9513	-1	21	∫∫÷–“∞÷Ì		36.850937	189.656845	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
38	15424759	9513	-1	21	∫∫÷–“∞÷Ì		36.980331	191.291321	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
39	15424760	9513	-1	21	∫∫÷–“∞÷Ì		37.040497	189.378204	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
40	15424764	9513	-1	21	∫∫÷–“∞÷Ì		51.978992	158.010925	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
41	15424766	9513	-1	21	∫∫÷–“∞÷Ì		52.122406	157.752274	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
42	15424767	9513	-1	21	∫∫÷–“∞÷Ì		52.240047	157.368423	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
43	15424768	9513	-1	21	∫∫÷–“∞÷Ì		52.298038	158.118439	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
44	15424769	9513	-1	21	∫∫÷–“∞÷Ì		52.346352	157.869019	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
45	15424772	9513	-1	21	∫∫÷–“∞÷Ì		52.617523	159.290268	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
46	15424773	9513	-1	21	∫∫÷–“∞÷Ì		52.686054	158.584076	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
47	15424775	9513	-1	21	∫∫÷–“∞÷Ì		53.753384	158.922318	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
48	15424779	9513	-1	21	∫∫÷–“∞÷Ì		56.316601	69.646576	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
49	15424780	9513	-1	21	∫∫÷–“∞÷Ì		56.342529	69.85701	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
50	15424781	9513	-1	21	∫∫÷–“∞÷Ì		56.434681	70.678276	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
51	15424782	9513	-1	21	∫∫÷–“∞÷Ì		56.672367	69.396507	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
52	15424784	9513	-1	21	∫∫÷–“∞÷Ì		57.041439	69.251427	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
53	15424785	9513	-1	21	∫∫÷–“∞÷Ì		57.142269	70.091743	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
54	15424786	9513	-1	21	∫∫÷–“∞÷Ì		57.287735	68.899422	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
55	15424787	9513	-1	21	∫∫÷–“∞÷Ì		57.522949	70.889221	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
56	15424788	9513	-1	21	∫∫÷–“∞÷Ì		57.662704	69.606125	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
57	15424789	9513	-1	21	∫∫÷–“∞÷Ì		57.732323	69.383812	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
58	15424790	9513	-1	21	∫∫÷–“∞÷Ì		57.843849	70.32869	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
59	15424810	9513	-1	21	∫∫÷–“∞÷Ì		71.124054	130.906006	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
60	15424811	9513	-1	21	∫∫÷–“∞÷Ì		71.124054	131.106018	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
61	15424812	9513	-1	21	∫∫÷–“∞÷Ì		71.124054	131.006012	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
62	15424813	9513	-1	21	∫∫÷–“∞÷Ì		71.224052	131.006012	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
63	15424814	9513	-1	21	∫∫÷–“∞÷Ì		71.224052	130.806015	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
64	15424815	9513	-1	21	∫∫÷–“∞÷Ì		71.224052	131.206009	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
65	15424816	9513	-1	21	∫∫÷–“∞÷Ì		71.224052	131.106018	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
66	15424817	9513	-1	21	∫∫÷–“∞÷Ì		71.224052	130.906006	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
67	15424818	9513	-1	21	∫∫÷–“∞÷Ì		71.324051	130.906006	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
68	15424819	9513	-1	21	∫∫÷–“∞÷Ì		71.324051	131.106018	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
69	15424820	9513	-1	21	∫∫÷–“∞÷Ì		71.324051	131.006012	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
70	15424821	9513	-1	21	∫∫÷–“∞÷Ì		71.424049	131.006012	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
71	15424822	9513	-1	21	∫∫÷–“∞÷Ì		71.524055	131.006012	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
72	15424823	9513	-1	21	∫∫÷–“∞÷Ì		71.749367	173.63797	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
73	15424824	9513	-1	21	∫∫÷–“∞÷Ì		71.801796	173.472061	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
74	15424825	9513	-1	21	∫∫÷–“∞÷Ì		71.840607	173.653915	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
75	15424826	9513	-1	21	∫∫÷–“∞÷Ì		71.930206	172.895599	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
76	15424827	9513	-1	21	∫∫÷–“∞÷Ì		71.951668	174.557068	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
77	15424828	9513	-1	21	∫∫÷–“∞÷Ì		72.07357	173.281128	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
78	15424829	9513	-1	21	∫∫÷–“∞÷Ì		72.297791	172.994019	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
79	15424830	9513	-1	21	∫∫÷–“∞÷Ì		72.421211	173.807495	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
80	15424831	9513	-1	21	∫∫÷–“∞÷Ì		72.447609	173.745987	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
81	15424832	9513	-1	21	∫∫÷–“∞÷Ì		72.703613	174.246231	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
82	15424833	9513	-1	21	∫∫÷–“∞÷Ì		72.809792	173.507751	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
83	15424834	9513	-1	21	∫∫÷–“∞÷Ì		72.85923	172.990036	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
84	15424835	9513	-1	21	∫∫÷–“∞÷Ì		72.934219	173.271713	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
85	15424836	9513	-1	21	∫∫÷–“∞÷Ì		73.055374	172.93718	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
86	15424837	9513	-1	21	∫∫÷–“∞÷Ì		73.225983	173.999054	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
87	15424839	9513	-1	21	∫∫÷–“∞÷Ì		73.861237	210.826874	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
88	15424840	9513	-1	21	∫∫÷–“∞÷Ì		74.325401	211.041397	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
89	15424843	9513	-1	21	∫∫÷–“∞÷Ì		74.900826	211.589203	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
90	15424845	9513	-1	21	∫∫÷–“∞÷Ì		75.227531	210.747025	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
91	15424846	9513	-1	21	∫∫÷–“∞÷Ì		75.249771	211.34758	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
92	15424847	9513	-1	21	∫∫÷–“∞÷Ì		75.271454	209.622528	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
93	15424850	9513	-1	21	∫∫÷–“∞÷Ì		75.823509	211.204483	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
94	15424851	9513	-1	21	∫∫÷–“∞÷Ì		75.928391	211.066589	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
95	15424852	9513	-1	21	∫∫÷–“∞÷Ì		76.061127	211.980469	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
96	15424857	9513	-1	21	∫∫÷–“∞÷Ì		84.45797	100.451248	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
97	15424858	9513	-1	21	∫∫÷–“∞÷Ì		84.557968	100.451248	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
98	15424859	9513	-1	21	∫∫÷–“∞÷Ì		84.557968	100.251251	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
99	15424860	9513	-1	21	∫∫÷–“∞÷Ì		84.557968	100.651245	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
100	15424861	9513	-1	21	∫∫÷–“∞÷Ì		84.557968	100.551247	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
101	15424862	9513	-1	21	∫∫÷–“∞÷Ì		84.557968	100.35125	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
102	15424863	9513	-1	21	∫∫÷–“∞÷Ì		84.657967	100.35125	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
103	15424864	9513	-1	21	∫∫÷–“∞÷Ì		84.657967	100.551247	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
104	15424865	9513	-1	21	∫∫÷–“∞÷Ì		84.657967	100.451248	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
105	15424866	9513	-1	21	∫∫÷–“∞÷Ì		84.757965	100.451248	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
106	15424867	9513	-1	21	∫∫÷–“∞÷Ì		84.857971	100.451248	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
107	15424873	9513	-1	21	∫∫÷–“∞÷Ì		106.570801	143.201935	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
108	15424887	9513	-1	21	∫∫÷–“∞÷Ì		103.031883	113.516182	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
109	15424891	9513	-1	21	∫∫÷–“∞÷Ì		103.648575	112.512177	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
110	15424893	9513	-1	21	∫∫÷–“∞÷Ì		103.709457	113.851212	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
111	15424895	9513	-1	21	∫∫÷–“∞÷Ì		104.212349	113.558296	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
112	15424897	9513	-1	21	∫∫÷–“∞÷Ì		104.526108	112.781288	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
113	15424899	9513	-1	21	∫∫÷–“∞÷Ì		104.783592	114.245766	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
114	15424900	9513	-1	21	∫∫÷–“∞÷Ì		104.791832	114.306381	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
115	15424907	9513	-1	21	∫∫÷–“∞÷Ì		109.575523	178.51152	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
116	15424909	9513	-1	21	∫∫÷–“∞÷Ì		109.629021	178.189026	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
117	15424912	9513	-1	21	∫∫÷–“∞÷Ì		105.72052	145.285446	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
118	15424913	9513	-1	21	∫∫÷–“∞÷Ì		107.639656	145.251709	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
119	15424914	9513	-1	21	∫∫÷–“∞÷Ì		109.928276	179.580658	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
120	15424915	9513	-1	21	∫∫÷–“∞÷Ì		109.991676	179.253586	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
121	15424916	9513	-1	21	∫∫÷–“∞÷Ì		110.060196	179.719925	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
122	15424919	9513	-1	21	∫∫÷–“∞÷Ì		110.229927	178.96344	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
123	15424920	9513	-1	21	∫∫÷–“∞÷Ì		108.878952	144.932465	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
124	15424921	9513	-1	21	∫∫÷–“∞÷Ì		110.271957	178.277695	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
125	15424922	9513	-1	21	∫∫÷–“∞÷Ì		110.457054	180.331955	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
126	15424923	9513	-1	21	∫∫÷–“∞÷Ì		108.994598	145.798401	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
127	15424924	9513	-1	21	∫∫÷–“∞÷Ì		110.563461	178.550507	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
128	15424925	9513	-1	21	∫∫÷–“∞÷Ì		108.861969	145.321396	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
129	15424926	9513	-1	21	∫∫÷–“∞÷Ì		110.67527	179.271454	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
130	15424928	9513	-1	21	∫∫÷–“∞÷Ì		111.150299	143.938065	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
131	15424929	9513	-1	21	∫∫÷–“∞÷Ì		110.897278	221.792679	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
132	15424930	9513	-1	21	∫∫÷–“∞÷Ì		110.130402	142.84436	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
133	15424931	9513	-1	21	∫∫÷–“∞÷Ì		111.040184	143.201889	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
134	15424934	9513	-1	21	∫∫÷–“∞÷Ì		111.698143	221.690979	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
135	15424935	9513	-1	21	∫∫÷–“∞÷Ì		111.775169	221.568344	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
136	15424939	9513	-1	21	∫∫÷–“∞÷Ì		111.835121	222.157364	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
137	15424940	9513	-1	21	∫∫÷–“∞÷Ì		111.846428	222.274902	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
138	15424941	9513	-1	21	∫∫÷–“∞÷Ì		111.869743	222.076126	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
139	15424942	9513	-1	21	∫∫÷–“∞÷Ì		111.973236	222.702698	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
140	15424943	9513	-1	21	∫∫÷–“∞÷Ì		112.316803	222.126343	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
141	15424944	9513	-1	21	∫∫÷–“∞÷Ì		112.702042	222.51091	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
142	15424945	9513	-1	21	∫∫÷–“∞÷Ì		220.37442	68.595718	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
143	15424946	9513	-1	21	∫∫÷–“∞÷Ì		217.648865	68.083611	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
144	15424947	9513	-1	21	∫∫÷–“∞÷Ì		215.558182	69.735374	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
145	15424948	9513	-1	21	∫∫÷–“∞÷Ì		222.355667	69.903732	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
146	15424949	9513	-1	21	∫∫÷–“∞÷Ì		223.93071	67.310478	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
147	15424950	9513	-1	21	∫∫÷–“∞÷Ì		221.45723	69.629982	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
148	15424951	9513	-1	21	∫∫÷–“∞÷Ì		223.789047	66.720612	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
149	15424952	9513	-1	21	∫∫÷–“∞÷Ì		223.7742	67.305397	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
150	15424953	9513	-1	21	∫∫÷–“∞÷Ì		227.064407	64.907791	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
151	15424954	9513	-1	21	∫∫÷–“∞÷Ì		225.064453	66.096237	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
152	15424955	9513	-1	21	∫∫÷–“∞÷Ì		222.372345	65.893951	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
153	15424956	9513	-1	21	∫∫÷–“∞÷Ì		224.317719	64.961395	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
154	15424957	9513	-1	21	∫∫÷–“∞÷Ì		226.283646	64.447495	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
155	15424958	9513	-1	21	∫∫÷–“∞÷Ì		225.714539	62.857548	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
156	15424959	9513	-1	21	∫∫÷–“∞÷Ì		223.074173	65.415108	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
157	15424965	9761	-1	21	∑ÔœË∂æ÷©÷Î		137.741409	117.017029	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
158	15424966	9761	-1	21	∑ÔœË∂æ÷©÷Î		137.747864	116.89109	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
159	15424968	9761	-1	21	∑ÔœË∂æ÷©÷Î		138.075455	118.902481	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
160	15424969	9761	-1	21	∑ÔœË∂æ÷©÷Î		138.146576	117.668846	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
161	15424970	9761	-1	21	∑ÔœË∂æ÷©÷Î		138.34465	118.190208	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
162	15424971	9761	-1	21	∑ÔœË∂æ÷©÷Î		138.706253	117.455719	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
