NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
index	guid	type	obj_id	camp_id	name	title	pos_x	pos_z	dir	script_id	respawn_time	group_id	team_id	base_ai	ai_file	patrol_id	shop0	shop1	shop2	shop3	ReputationID	level	viewgroup
23	24	18802	-1	21	пипи		33.631641	20.572676	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
24	25	18802	-1	21	пипи		33.631641	18.572676	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
25	26	18802	-1	21	пипи		34.631641	20.572676	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
26	27	18802	-1	21	пипи		34.631641	18.572676	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
27	28	18802	-1	21	пипи		35.631641	19.572676	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
28	29	18802	-1	21	пипи		35.631641	20.572676	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
29	30	18802	-1	21	пипи		35.631641	18.572676	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
30	31	18802	-1	21	пипи		33.654522	225.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
31	32	18802	-1	21	пипи		33.754520	224.996689	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
32	33	18802	-1	21	пипи		32.654522	225.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
33	34	18802	-1	21	пипи		32.654522	226.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
34	35	18802	-1	21	пипи		32.654522	224.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
35	36	18802	-1	21	пипи		33.654522	226.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
36	37	18802	-1	21	пипи		33.654522	224.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
37	38	18802	-1	21	пипи		34.654522	225.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
38	39	18802	-1	21	пипи		34.654522	226.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
39	40	18802	-1	21	пипи		34.654522	224.096695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
40	41	18802	-1	21	пипи		87.021606	44.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
41	42	18802	-1	21	пипи		87.121605	44.560211	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
42	43	18802	-1	21	пипи		86.021606	44.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
43	44	18802	-1	21	пипи		86.021606	45.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
44	45	18802	-1	21	пипи		86.021606	43.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
45	46	18802	-1	21	пипи		87.021606	45.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
46	47	18802	-1	21	пипи		87.021606	43.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
47	48	18802	-1	21	пипи		88.021606	44.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
48	49	18802	-1	21	пипи		88.021606	45.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
49	50	18802	-1	21	пипи		88.021606	43.660213	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
50	51	18802	-1	21	пипи		145.322556	44.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
51	52	18802	-1	21	пипи		145.422562	44.342884	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
52	53	18802	-1	21	пипи		144.322556	44.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
53	54	18802	-1	21	пипи		144.322556	45.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
54	55	18802	-1	21	пипи		144.322556	43.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
55	56	18802	-1	21	пипи		145.322556	45.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
56	57	18802	-1	21	пипи		145.322556	43.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
57	58	18802	-1	21	пипи		146.322556	44.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
58	59	18802	-1	21	пипи		146.322556	45.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
59	60	18802	-1	21	пипи		146.322556	43.442883	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
60	61	18802	-1	21	пипи		35.364658	72.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
61	62	18802	-1	21	пипи		35.464657	72.077751	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
62	63	18802	-1	21	пипи		34.364658	72.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
63	64	18802	-1	21	пипи		34.364658	73.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
64	65	18802	-1	21	пипи		34.364658	71.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
65	66	18802	-1	21	пипи		35.364658	73.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
66	67	18802	-1	21	пипи		35.364658	71.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
67	68	18802	-1	21	пипи		36.364658	72.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
68	69	18802	-1	21	пипи		36.364658	73.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
69	70	18802	-1	21	пипи		36.364658	71.177750	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
70	71	18805	-1	21	пэ		119.613113	55.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
71	72	18805	-1	21	пэ		119.713112	55.341072	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
72	73	18805	-1	21	пэ		118.613113	55.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
73	74	18805	-1	21	пэ		118.613113	56.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
74	75	18805	-1	21	пэ		118.613113	54.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
75	76	18805	-1	21	пэ		119.613113	56.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
76	77	18805	-1	21	пэ		119.613113	54.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
77	78	18805	-1	21	пэ		120.613113	55.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
78	79	18805	-1	21	пэ		120.613113	56.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
79	80	18805	-1	21	пэ		120.613113	54.441071	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
80	81	18805	-1	21	пэ		41.281807	50.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
81	82	18805	-1	21	пэ		41.381805	50.658787	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
82	83	18805	-1	21	пэ		40.281807	50.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
83	84	18805	-1	21	пэ		40.281807	51.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
84	85	18805	-1	21	пэ		40.281807	49.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
85	86	18805	-1	21	пэ		41.281807	51.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
86	87	18805	-1	21	пэ		41.281807	49.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
87	88	18805	-1	21	пэ		42.281807	50.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
88	89	18805	-1	21	пэ		42.281807	51.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
89	90	18805	-1	21	пэ		42.281807	49.758785	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
90	91	18805	-1	21	пэ		202.448273	70.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
91	92	18805	-1	21	пэ		202.548279	70.510696	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
92	93	18805	-1	21	пэ		201.448273	70.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
93	94	18805	-1	21	пэ		201.448273	71.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
94	95	18805	-1	21	пэ		201.448273	69.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
95	96	18805	-1	21	пэ		202.448273	71.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
96	97	18805	-1	21	пэ		202.448273	69.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
97	98	18805	-1	21	пэ		203.448273	70.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
98	99	18805	-1	21	пэ		203.448273	71.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
99	100	18805	-1	21	пэ		203.448273	69.610695	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
100	101	18805	-1	21	пэ		206.330048	119.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
101	102	18805	-1	21	пэ		206.430054	119.451500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
102	103	18805	-1	21	пэ		205.330048	119.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
103	104	18805	-1	21	пэ		205.330048	120.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
104	105	18805	-1	21	пэ		205.330048	118.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
105	106	18805	-1	21	пэ		206.330048	120.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
106	107	18805	-1	21	пэ		206.330048	118.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
107	108	18805	-1	21	пэ		207.330048	119.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
108	109	18805	-1	21	пэ		207.330048	120.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
109	110	18805	-1	21	пэ		207.330048	118.551498	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
110	111	18802	-1	21	пипи		218.615280	105.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
111	112	18802	-1	21	пипи		218.715286	105.785095	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
112	113	18802	-1	21	пипи		217.615280	105.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
113	114	18802	-1	21	пипи		217.615280	106.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
114	115	18802	-1	21	пипи		217.615280	104.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
115	116	18802	-1	21	пипи		218.615280	106.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
116	117	18802	-1	21	пипи		218.615280	104.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
117	118	18802	-1	21	пипи		219.615280	105.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
118	119	18802	-1	21	пипи		219.615280	106.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
119	120	18802	-1	21	пипи		219.615280	104.885094	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
120	121	18805	-1	21	пэ		139.797928	218.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
121	122	18805	-1	21	пэ		139.897934	218.548370	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
122	123	18805	-1	21	пэ		138.797928	218.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
123	124	18805	-1	21	пэ		138.797928	219.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
124	125	18805	-1	21	пэ		138.797928	217.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
125	126	18805	-1	21	пэ		139.797928	219.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
126	127	18805	-1	21	пэ		139.797928	217.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
127	128	18805	-1	21	пэ		140.797928	218.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
128	129	18805	-1	21	пэ		140.797928	219.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
129	130	18805	-1	21	пэ		140.797928	217.648376	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
130	131	18802	-1	21	пипи		127.000801	198.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
131	132	18802	-1	21	пипи		127.100800	198.042648	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
132	133	18802	-1	21	пипи		126.000801	198.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
133	134	18802	-1	21	пипи		126.000801	199.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
134	135	18802	-1	21	пипи		126.000801	197.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
135	136	18802	-1	21	пипи		127.000801	199.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
136	137	18802	-1	21	пипи		127.000801	197.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
137	138	18802	-1	21	пипи		128.000793	198.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
138	139	18802	-1	21	пипи		128.000793	199.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
139	140	18802	-1	21	пипи		128.000793	197.142654	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
140	141	18805	-1	21	пэ		80.865204	228.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
141	142	18805	-1	21	пэ		80.965202	228.397186	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
142	143	18805	-1	21	пэ		79.865204	228.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
143	144	18805	-1	21	пэ		79.865204	229.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
144	145	18805	-1	21	пэ		79.865204	227.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
145	146	18805	-1	21	пэ		80.865204	229.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
146	147	18805	-1	21	пэ		80.865204	227.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
147	148	18805	-1	21	пэ		81.865204	228.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
148	149	18805	-1	21	пэ		81.865204	229.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
149	150	18805	-1	21	пэ		81.865204	227.497192	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
150	151	18802	-1	21	пипи		82.920715	204.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
151	152	18802	-1	21	пипи		83.020714	204.075714	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
152	153	18802	-1	21	пипи		81.920715	204.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
153	154	18802	-1	21	пипи		81.920715	205.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
154	155	18802	-1	21	пипи		81.920715	203.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
155	156	18802	-1	21	пипи		82.920715	205.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
156	157	18802	-1	21	пипи		82.920715	203.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
157	158	18802	-1	21	пипи		83.920715	204.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
158	159	18802	-1	21	пипи		83.920715	205.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
159	160	18802	-1	21	пипи		83.920715	203.175720	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
160	161	1	-1	20	х╔╦ё╦т╣дгЬсРдз		32.269501	127.101997	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	60	0	
161	162	1	-1	20	╢с╦ё╦тю╢╣дхК©з		49.716385	127.136482	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	60	0	
162	163	1	-1	20	╢╚кмхк		160.486023	117.274757	12	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	60	0	
