NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
╠Ю╨е	кФ╩З╠Ю╨е	attr╠Ю╨е	бъ╪╜╠М╠Ю╨е	уСс╙╠Ю╨е	цШЁф	Ёф╨е	xжАвЬ╠Й	zжАвЬ╠Й	Ё╞оР	╫е╠╬╠Ю╨е	жьиЗй╠╪Д	╥жвИ╠Ю╨е	╤снИ╠Ю╨е	╩Ы╢║AI	AIнд╪Ч	я╡бъб╥╬╤	ил╣Й0	ил╣Й1	ил╣Й2	ил╣Й3	цШсЧID	╣х╪╤	╬╣оЯвИ
54	7	6960	-1	21	сд╨зж╝жК		56.330002	95.446686	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
55	8	6960	-1	21	сд╨зж╝жК		66.104332	128.228867	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
56	9	6960	-1	21	сд╨зж╝жК		101.392387	128.807327	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
57	10	6960	-1	21	сд╨зж╝жК		176.053894	129.205231	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
58	12	6961	-1	21	сдущж╝╥Д		67.761238	161.315735	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
59	13	6961	-1	21	сдущж╝╥Д		61.864395	199.412445	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
60	14	6961	-1	21	сдущж╝╥Д		101.513496	201.641144	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
61	15	6961	-1	21	сдущж╝╥Д		107.002625	160.559967	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
62	16	6961	-1	21	сдущж╝╥Д		132.523056	161.643631	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
63	6	6960	-1	21	сд╨зж╝жК		79.702927	70.641556	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
64	7	6960	-1	21	сд╨зж╝жК		58.531391	93.305176	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
65	8	6960	-1	21	сд╨зж╝жК		68.035912	128.845657	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
66	9	6960	-1	21	сд╨зж╝жК		101.92276	131.741577	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
67	10	6960	-1	21	сд╨зж╝жК		174.84021	130.618439	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
68	12	6961	-1	21	сдущж╝╥Д		66.728035	163.286713	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
69	13	6961	-1	21	сдущж╝╥Д		64.465424	200.78894	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
70	14	6961	-1	21	сдущж╝╥Д		102.21508	199.912796	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
71	15	6961	-1	21	сдущж╝╥Д		108.321632	159.472168	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
72	16	6961	-1	21	сдущж╝╥Д		137.180191	162.126038	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
73	17	6961	-1	21	сдущж╝╥Д		173.45639	210.322327	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
74	1	6960	-1	21	сд╨зж╝жК		158.927414	35.670742	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
75	2	6960	-1	21	сд╨зж╝жК		189.003174	86.294991	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
76	3	6960	-1	21	сд╨зж╝жК		141.682632	77.577698	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
77	4	6960	-1	21	сд╨зж╝жК		118.7855	59.575809	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
78	5	6960	-1	21	сд╨зж╝жК		113.262085	87.168739	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
79	6	6960	-1	21	сд╨зж╝жК		78.321152	73.770271	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
80	7	6960	-1	21	сд╨зж╝жК		57.707035	95.430496	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
81	8	6960	-1	21	сд╨зж╝жК		67.121727	129.436707	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
82	9	6960	-1	21	сд╨зж╝жК		101.481087	129.607513	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
83	10	6960	-1	21	сд╨зж╝жК		172.888351	130.384872	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
84	12	6961	-1	21	сдущж╝╥Д		68.703148	163.08783	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
85	13	6961	-1	21	сдущж╝╥Д		64.675217	197.614151	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
86	14	6961	-1	21	сдущж╝╥Д		102.273926	203.635071	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
87	15	6961	-1	21	сдущж╝╥Д		104.934624	159.044525	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
88	16	6961	-1	21	сдущж╝╥Д		133.139633	159.819733	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
89	17	6961	-1	21	сдущж╝╥Д		172.971115	205.933838	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
90	1	6960	-1	21	сд╨зж╝жК		158.975647	36.627686	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
91	2	6960	-1	21	сд╨зж╝жК		188.046127	89.366211	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
92	3	6960	-1	21	сд╨зж╝жК		141.682632	77.577698	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
93	4	6960	-1	21	сд╨зж╝жК		118.972992	60.671841	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
94	5	6960	-1	21	сд╨зж╝жК		114.36824	91.0131	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
95	6	6960	-1	21	сд╨зж╝жК		78.377373	71.347168	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
96	7	6960	-1	21	сд╨зж╝жК		56.896557	94.306259	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
97	8	6960	-1	21	сд╨зж╝жК		65.107903	127.949547	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
98	9	6960	-1	21	сд╨зж╝жК		103.575951	132.22879	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
99	10	6960	-1	21	сд╨зж╝жК		173.44043	130.922989	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
100	12	6961	-1	21	сдущж╝╥Д		66.611916	164.039658	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
101	13	6961	-1	21	сдущж╝╥Д		61.92173	197.780457	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
102	14	6961	-1	21	сдущж╝╥Д		100.821884	200.546066	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
103	15	6961	-1	21	сдущж╝╥Д		106.966026	159.386597	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
104	16	6961	-1	21	сдущж╝╥Д		134.864288	159.704468	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
105	1	6960	-1	21	сд╨зж╝жК		159.110764	37.452374	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
106	2	6960	-1	21	сд╨зж╝жК		190.278625	86.257751	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
107	3	6960	-1	21	сд╨зж╝жК		141.682632	77.577698	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
108	4	6960	-1	21	сд╨зж╝жК		116.384979	61.359058	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
109	5	6960	-1	21	сд╨зж╝жК		113.955475	89.078896	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
110	6	6960	-1	21	сд╨зж╝жК		80.62751	72.76619	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
111	7	6960	-1	21	сд╨зж╝жК		56.331112	93.517372	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
112	8	6960	-1	21	сд╨зж╝жК		64.495911	126.84893	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
113	9	6960	-1	21	сд╨зж╝жК		101.838287	130.166199	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
114	10	6960	-1	21	сд╨зж╝жК		173.026993	129.015335	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
115	12	6961	-1	21	сдущж╝╥Д		66.281723	164.059158	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
116	13	6961	-1	21	сдущж╝╥Д		62.335888	200.609695	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
117	14	6961	-1	21	сдущж╝╥Д		104.100655	200.514999	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
118	15	6961	-1	21	сдущж╝╥Д		107.97541	157.884232	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
119	16	6961	-1	21	сдущж╝╥Д		135.15538	160.989014	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
120	17	6961	-1	21	сдущж╝╥Д		173.637833	207.738235	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
121	1	6960	-1	21	сд╨зж╝жК		156.84404	35.968643	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
122	2	6960	-1	21	сд╨зж╝жК		189.550919	85.735573	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
123	3	6960	-1	21	сд╨зж╝жК		141.682632	77.577698	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
124	4	6960	-1	21	сд╨зж╝жК		117.847847	61.819508	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
125	5	6960	-1	21	сд╨зж╝жК		111.625923	89.085861	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
126	6	6960	-1	21	сд╨зж╝жК		79.086502	72.526321	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
127	7	6960	-1	21	сд╨зж╝жК		56.233768	92.097321	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
128	8	6960	-1	21	сд╨зж╝жК		65.614693	129.512283	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
129	9	6960	-1	21	сд╨зж╝жК		104.183952	130.498093	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
130	10	6960	-1	21	сд╨зж╝жК		170.290909	131.629333	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
131	12	6961	-1	21	сдущж╝╥Д		66.150223	164.563614	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
132	13	6961	-1	21	сдущж╝╥Д		63.231651	196.990814	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
133	14	6961	-1	21	сдущж╝╥Д		100.466095	203.506409	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
134	15	6961	-1	21	сдущж╝╥Д		105.935852	160.306015	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
135	16	6961	-1	21	сдущж╝╥Д		133.715256	161.551575	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
136	17	6961	-1	21	сдущж╝╥Д		173.394135	207.851303	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
137	1	6960	-1	21	сд╨зж╝жК		154.951782	36.776337	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
138	2	6960	-1	21	сд╨зж╝жК		152.355316	92.842697	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
139	3	6960	-1	21	сд╨зж╝жК		141.682632	77.577698	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
140	4	6960	-1	21	сд╨зж╝жК		119.26165	61.993526	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
141	5	6960	-1	21	сд╨зж╝жК		116.050117	89.612488	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
142	6	6960	-1	21	сд╨зж╝жК		80.0476	71.928925	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
143	7	6960	-1	21	сд╨зж╝жК		57.613354	91.96067	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
144	8	6960	-1	21	сд╨зж╝жК		64.15313	129.123337	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
145	9	6960	-1	21	сд╨зж╝жК		103.574677	129.194321	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
146	10	6960	-1	21	сд╨зж╝жК		172.532043	127.364059	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
147	12	6961	-1	21	сдущж╝╥Д		66.830841	164.85376	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
148	13	6961	-1	21	сдущж╝╥Д		60.913673	199.520752	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
149	14	6961	-1	21	сдущж╝╥Д		104.049774	204.116898	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
150	15	6961	-1	21	сдущж╝╥Д		106.998581	158.299957	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
151	16	6961	-1	21	сдущж╝╥Д		134.323761	159.652771	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
152	18	3846	400046	20			123	100	32	0	2000	-1	-1	5	0	0	-1	-1	-1	-1	-1	30	0	
153	19	3847	400047	20			76	97	32	0	2000	-1	-1	5	0	1	-1	-1	-1	-1	-1	30	0	
154	20	3849	400049	20			66	212	32	0	2000	-1	-1	5	0	2	-1	-1	-1	-1	-1	35	0	
155	21	3850	400050	20			140	205	32	0	2000	-1	-1	5	0	3	-1	-1	-1	-1	-1	35	0	
156	22	6961	-1	21	сдущж╝╥Д		192.075806	155.670197	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
157	23	6961	-1	21	сдущж╝╥Д		192.89975	157.630722	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
158	24	6961	-1	21	сдущж╝╥Д		191.427368	155.590912	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
159	25	6961	-1	21	сдущж╝╥Д		190.194473	158.122513	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
160	26	6961	-1	21	сдущж╝╥Д		189.869125	156.591385	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
161	27	6961	-1	21	сдущж╝╥Д		190.182388	155.526398	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
162	28	6961	-1	21	сдущж╝╥Д		192.387405	158.366531	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
163	29	6961	-1	21	сдущж╝╥Д		193.113983	156.707245	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
164	30	6961	-1	21	сдущж╝╥Д		191.159546	156.801773	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
165	31	6961	-1	21	сдущж╝╥Д		191.159546	156.801773	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
166	32	6961	-1	21	сдущж╝╥Д		165.326111	167.788254	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
167	33	6961	-1	21	сдущж╝╥Д		166.619858	166.275024	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
168	34	6961	-1	21	сдущж╝╥Д		168.187836	169.217529	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
169	35	6961	-1	21	сдущж╝╥Д		165.445938	169.23735	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
170	36	6961	-1	21	сдущж╝╥Д		165.678223	166.19458	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
171	37	6961	-1	21	сдущж╝╥Д		167.996094	166.068741	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
172	38	6961	-1	21	сдущж╝╥Д		167.546967	167.578659	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
173	39	6961	-1	21	сдущж╝╥Д		166.35997	167.918884	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
174	40	6961	-1	21	сдущж╝╥Д		166.625214	169.135223	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
175	41	6961	-1	21	сдущж╝╥Д		166.625214	169.135223	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
176	42	6961	-1	21	сдущж╝╥Д		172.762726	209.630508	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
177	43	6961	-1	21	сдущж╝╥Д		171.998474	207.07074	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
178	44	6961	-1	21	сдущж╝╥Д		174.3311	207.745422	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
179	45	6961	-1	21	сдущж╝╥Д		172.705368	205.878922	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
