NUM	NUM	NUM	NUM	NUM	NUM	NUM			
85	5	-1	-1	1000	11000906	1			
86	5	-1	-1	1000	11000907	1			
87	1	11000904	1	1000	14040013	1			
88	1	11000905	1	1000	14040014	1			
89	1	11000906	1	1000	14040015	1			
90	1	11000903	1	1000	14040008	1			
91	1	11000904	1	1000	14040009	1			
92	1	11000905	1	1000	14040010	1			
93	1	11000906	1	1000	14040035	1			
94	1	11000904	1	1000	14010024	1			
95	1	11000905	1	1000	14010025	1			
96	1	11000906	1	1000	14010043	1			
97	1	11000904	1	1000	14020024	1			
98	1	11000905	1	1000	14020025	1			
99	1	11000906	1	1000	14020043	1			
100	1	11000904	1	1000	14030024	1			
101	1	11000905	1	1000	14030025	1			
102	1	11000906	1	1000	14030043	1			
103	1	11000904	1	1000	14040024	1			
104	1	11000905	1	1000	14040025	1			
105	1	11000906	1	1000	14040036	1			
106	1	11000906	1	1000	14010044	1			
107	1	11000906	1	1000	14020044	1			
108	1	11000906	1	1000	14030044	1			
109	1	11000906	1	1000	14040037	1			
110	1	11000905	1	1000	14010020	1			
111	1	11000905	1	1000	14020020	1			
112	1	11000905	1	1000	14030020	1			
113	1	11000905	1	1000	14040020	1			
114	1	11000903	1	1000	14010023	1			
115	1	11000903	1	1000	14020023	1			
116	1	11000903	1	1000	14030023	1			
117	1	11000903	1	1000	14040023	1			
118	1	11000365	1	1000	14050002	1			
119	1	11000366	1	1000	14050003	1			
120	1	11000367	1	1000	14050004	1			
121	1	11000368	1	1000	14050005	1			
122	1	11000369	1	1000	14050006	1			
123	1	11000365	1	1000	14050102	1			
124	1	11000366	1	1000	14050103	1			
125	1	11000367	1	1000	14050104	1			
126	1	11000368	1	1000	14050105	1			
127	1	11000369	1	1000	14050106	1			
128	1	11000365	1	1000	14050202	1			
129	1	11000366	1	1000	14050203	1			
130	1	11000367	1	1000	14050204	1			
131	1	11000368	1	1000	14050205	1			
132	1	11000369	1	1000	14050206	1			
133	1	11000365	1	1000	14050302	1			
134	1	11000366	1	1000	14050303	1			
135	1	11000367	1	1000	14050304	1			
136	1	11000368	1	1000	14050305	1			
137	1	11000369	1	1000	14050306	1			
138	1	11000365	1	1000	14050402	1			
139	1	11000366	1	1000	14050403	1			
140	1	11000367	1	1000	14050404	1			
141	1	11000368	1	1000	14050405	1			
142	1	11000369	1	1000	14050406	1			
143	1	11000365	1	1000	14050502	1			
144	1	11000366	1	1000	14050503	1			
145	1	11000367	1	1000	14050504	1			
146	1	11000368	1	1000	14050505	1			
147	1	11000369	1	1000	14050506	1			
148	1	11000365	1	1000	14050602	1			
149	1	11000366	1	1000	14050603	1			
150	1	11000367	1	1000	14050604	1			
151	1	11000368	1	1000	14050605	1			
152	1	11000369	1	1000	14050606	1			
153	1	11000365	1	1000	14050702	1			
154	1	11000366	1	1000	14050703	1			
155	1	11000367	1	1000	14050704	1			
156	1	11000368	1	1000	14050705	1			
157	1	11000369	1	1000	14050706	1			
158	1	11000365	1	1000	14050802	1			
159	1	11000366	1	1000	14050803	1			
160	1	11000367	1	1000	14050804	1			
161	1	11000368	1	1000	14050805	1			
162	1	11000369	1	1000	14050806	1			
163	5	11033005	1	1000	14100002	1			
164	5	11033005	1	1000	14100003	1			
165	5	11033005	1	1000	14100004	1			
166	5	11033006	1	1000	14100005	1			
167	5	11033005	1	1000	14100012	1			
168	5	11033005	1	1000	14100013	1			
169	5	11033005	1	1000	14100014	1			
170	5	11033006	1	1000	14100015	1			
171	5	11033005	1	1000	14100022	1			
172	5	11033005	1	1000	14100023	1			
173	5	11033005	1	1000	14100024	1			
174	5	11033006	1	1000	14100025	1			
175	5	11033005	1	1000	14100032	1			
176	5	11033005	1	1000	14100033	1			
177	5	11033005	1	1000	14100034	1			
178	5	11033006	1	1000	14100035	1			
179	5	11033005	1	1000	14100042	1			
180	5	11033005	1	1000	14100043	1			
181	5	11033005	1	1000	14100044	1			
182	5	11033006	1	1000	14100045	1			
183	5	11033005	1	1000	14100052	1			
184	5	11033005	1	1000	14100053	1			
185	5	11033005	1	1000	14100054	1			
186	5	11033006	1	1000	14100055	1			
187	5	11033005	1	1000	14100062	1			
188	5	11033005	1	1000	14100063	1			
189	5	11033005	1	1000	14100064	1			
190	5	11033006	1	1000	14100065	1			
191	5	-1	-1	1000	11000366	1			
192	5	-1	-1	1000	11000367	1			
193	1	11000365	1	1000	14040039	1			
194	1	11000366	1	1000	14040040	1			
195	1	11000367	1	1000	14040041	1			
196	1	11000368	1	1000	14040042	1			
197	1	11000934	1	1000	14030033	1			
198	1	11000934	1	1000	14030037	1			
199	1	11000934	1	1000	14030041	1			
200	1	11000934	1	1000	14040033	1			
201	1	11000935	1	1000	14010033	1			
202	1	11000935	1	1000	14010037	1			
203	1	11000935	1	1000	14010041	1			
204	1	11000905	1	1000	14010133	1			
205	1	11000905	1	1000	14010134	1			
206	1	11000905	1	1000	14010135	1			
207	1	11000905	1	1000	14010136	1			
208	1	11000905	1	1000	14010137	1			
209	1	11000905	1	1000	14010138	1			
210	1	11000905	1	1000	14010139	1			
211	1	11000905	1	1000	14010140	1			
212	1	11000905	1	1000	14010141	1			
213	1	11000905	1	1000	14010142	1			
214	1	11000905	1	1000	14010143	1			
215	1	11000905	1	1000	14010144	1			
216	1	11000905	1	1000	14010145	1			
217	1	11000905	1	1000	14010146	1			
218	1	11000905	1	1000	14010147	1			
219	1	11000905	1	1000	14010148	1			
220	1	11000905	1	1000	14010149	1			
221	1	11000905	1	1000	14010150	1			
222	1	11000905	1	1000	14010151	1			
223	1	11000905	1	1000	14010152	1			
224	1	11000905	1	1000	14010153	1			
225	1	11000905	1	1000	14010154	1			
226	1	11000905	1	1000	14010155	1			
227	1	11000905	1	1000	14010156	1			
228	1	11000905	1	1000	14010157	1			
229	1	11000905	1	1000	14010158	1			
230	1	11000905	1	1000	14010159	1			
231	1	11000905	1	1000	14010160	1			
232	1	11000905	1	1000	14010161	1			
233	1	11000905	1	1000	14010162	1			
234	1	11000905	1	1000	14010163	1			
235	1	11000905	1	1000	14010164	1			
236	1	11000905	1	1000	14010165	1			
237	1	11000905	1	1000	14010166	1			
238	1	11000905	1	1000	14010167	1			
239	1	11000905	1	1000	14010168	1			
240	1	11000905	1	1000	14010169	1			
241	1	11000905	1	1000	14010170	1			
242	1	11000905	1	1000	14010171	1			
243	1	11000905	1	1000	14010172	1			
244	1	11000905	1	1000	14010173	1			
245	1	11000905	1	1000	14010174	1			
246	1	11000905	1	1000	14010175	1			
247	1	11000905	1	1000	14010176	1			
248	1	11000905	1	1000	14010177	1			
249	1	11000905	1	1000	14010178	1			
250	1	11000905	1	1000	14010179	1			
251	1	11000905	1	1000	14010180	1			
252	1	11000905	1	1000	14010181	1			
253	1	11000905	1	1000	14010182	1			
254	1	11000905	1	1000	14010183	1			
255	1	11000905	1	1000	14010184	1			
256	1	11000905	1	1000	14010185	1			
257	1	11000905	1	1000	14010186	1			
258	1	11000905	1	1000	14010187	1			
259	1	11000905	1	1000	14010188	1			
260	1	11000905	1	1000	14010189	1			
261	1	11000905	1	1000	14010190	1			
262	1	11000905	1	1000	14010191	1			
263	1	11000905	1	1000	14010192	1			
264	1	11000905	1	1000	14010193	1			
265	1	11000905	1	1000	14010194	1			
266	1	11000905	1	1000	14010195	1			
267	1	11000905	1	1000	14010196	1			
268	1	11000905	1	1000	14010197	1			
269	1	11000905	1	1000	14010198	1			
270	1	11000905	1	1000	14010199	1			
271	1	11000905	1	1000	14010200	1			
272	1	11000905	1	1000	14010201	1			
273	1	11000905	1	1000	14010202	1			
274	1	11000905	1	1000	14010203	1			
275	1	11000905	1	1000	14010204	1			
276	1	11000905	1	1000	14010205	1			
277	1	11000905	1	1000	14010206	1			
278	1	11000905	1	1000	14010207	1			
279	1	11000905	1	1000	14010208	1			
280	1	11000905	1	1000	14010209	1			
281	1	11000905	1	1000	14010210	1			
282	1	11000905	1	1000	14010211	1			
283	1	11000905	1	1000	14010212	1			
284	1	11000905	1	1000	14010213	1			
285	1	11000905	1	1000	14010214	1			
286	1	11000905	1	1000	14010215	1			
287	1	11000905	1	1000	14010216	1			
288	1	11000905	1	1000	14010217	1			
289	1	11000905	1	1000	14010218	1			
290	1	11000905	1	1000	14010219	1			
291	1	11000905	1	1000	14010220	1			
292	1	11000935	1	1000	14010221	1			
293	1	11000935	1	1000	14010222	1			
294	1	11000935	1	1000	14010223	1			
295	1	11000935	1	1000	14010224	1			
296	1	11000935	1	1000	14010225	1			
297	1	11000935	1	1000	14010226	1			
298	1	11000935	1	1000	14010227	1			
299	1	11000935	1	1000	14010228	1			
300	1	11000935	1	1000	14010229	1			
301	1	11000935	1	1000	14010230	1			
302	1	11000935	1	1000	14010231	1			
303	1	11000935	1	1000	14010232	1			
304	1	11000935	1	1000	14010233	1			
305	1	11000935	1	1000	14010234	1			
306	1	11000935	1	1000	14010235	1			
307	1	11000935	1	1000	14010236	1			
308	1	11000935	1	1000	14010237	1			
309	1	11000935	1	1000	14010238	1			
310	1	11000935	1	1000	14010239	1			
311	1	11000935	1	1000	14010240	1			
312	1	11000935	1	1000	14010241	1			
313	1	11000935	1	1000	14010242	1			
314	1	11000935	1	1000	14010243	1			
315	1	11000935	1	1000	14010244	1			
316	1	11000935	1	1000	14010245	1			
317	1	11000935	1	1000	14010246	1			
318	1	11000935	1	1000	14010247	1			
319	1	11000935	1	1000	14010248	1			
320	1	11000935	1	1000	14010249	1			
321	1	11000935	1	1000	14010250	1			
322	1	11000935	1	1000	14010251	1			
323	1	11000935	1	1000	14010252	1			
324	1	11000935	1	1000	14010253	1			
325	1	11000935	1	1000	14010254	1			
326	1	11000935	1	1000	14010255	1			
327	1	11000935	1	1000	14010256	1			
328	1	11000935	1	1000	14010257	1			
329	1	11000935	1	1000	14010258	1			
330	1	11000935	1	1000	14010259	1			
331	1	11000935	1	1000	14010260	1			
332	1	11000935	1	1000	14010261	1			
333	1	11000935	1	1000	14010262	1			
334	1	11000935	1	1000	14010263	1			
335	1	11000935	1	1000	14010264	1			
336	1	11000935	1	1000	14010265	1			
337	1	11000935	1	1000	14010266	1			
338	1	11000935	1	1000	14010267	1			
339	1	11000935	1	1000	14010268	1			
340	1	11000935	1	1000	14010269	1			
341	1	11000935	1	1000	14010270	1			
342	1	11000935	1	1000	14010271	1			
343	1	11000935	1	1000	14010272	1			
344	1	11000935	1	1000	14010273	1			
345	1	11000935	1	1000	14010274	1			
346	1	11000935	1	1000	14010275	1			
347	1	11000935	1	1000	14010276	1			
348	1	11000935	1	1000	14010277	1			
349	1	11000935	1	1000	14010278	1			
350	1	11000935	1	1000	14010279	1			
351	1	11000935	1	1000	14010280	1			
352	1	11000935	1	1000	14010281	1			
353	1	11000935	1	1000	14010282	1			
354	1	11000935	1	1000	14010283	1			
355	1	11000935	1	1000	14010284	1			
356	1	11000935	1	1000	14010285	1			
357	1	11000935	1	1000	14010286	1			
358	1	11000935	1	1000	14010287	1			
359	1	11000935	1	1000	14010288	1			
360	1	11000935	1	1000	14010289	1			
361	1	11000935	1	1000	14010290	1			
362	1	11000935	1	1000	14010291	1			
363	1	11000935	1	1000	14010292	1			
364	1	11000935	1	1000	14010293	1			
365	1	11000935	1	1000	14010294	1			
366	1	11000935	1	1000	14010295	1			
367	1	11000935	1	1000	14010296	1			
368	1	11000935	1	1000	14010297	1			
369	1	11000935	1	1000	14010298	1			
370	1	11000935	1	1000	14010299	1			
371	1	11000935	1	1000	14010300	1			
372	1	11000935	1	1000	14010301	1			
373	1	11000935	1	1000	14010302	1			
374	1	11000935	1	1000	14010303	1			
375	1	11000935	1	1000	14010304	1			
376	1	11000935	1	1000	14010305	1			
377	1	11000935	1	1000	14010306	1			
378	1	11000935	1	1000	14010307	1			
379	1	11000935	1	1000	14010308	1			
380	1	11000905	1	1000	14010397	1			
381	1	11000905	1	1000	14010398	1			
382	1	11000905	1	1000	14010399	1			
383	1	11000905	1	1000	14010400	1			
384	1	11000905	1	1000	14010401	1			
385	1	11000905	1	1000	14010402	1			
386	1	11000905	1	1000	14010403	1			
387	1	11000905	1	1000	14010404	1			
388	1	11000905	1	1000	14010405	1			
389	1	11000905	1	1000	14010406	1			
390	1	11000905	1	1000	14010407	1			
391	1	11000905	1	1000	14010408	1			
392	1	11000905	1	1000	14010409	1			
393	1	11000905	1	1000	14010410	1			
394	1	11000905	1	1000	14010411	1			
395	1	11000905	1	1000	14010412	1			
396	1	11000905	1	1000	14010413	1			
397	1	11000905	1	1000	14010414	1			
398	1	11000905	1	1000	14010415	1			
399	1	11000905	1	1000	14010416	1			
400	1	11000905	1	1000	14010417	1			
401	1	11000905	1	1000	14010418	1			
402	1	11000905	1	1000	14010419	1			
403	1	11000905	1	1000	14010420	1			
404	1	11000905	1	1000	14010421	1			
405	1	11000905	1	1000	14010422	1			
406	1	11000905	1	1000	14010423	1			
407	1	11000905	1	1000	14010424	1			
408	1	11000905	1	1000	14010425	1			
409	1	11000905	1	1000	14010426	1			
410	1	11000905	1	1000	14010427	1			
411	1	11000905	1	1000	14010428	1			
412	1	11000905	1	1000	14010429	1			
413	1	11000905	1	1000	14010430	1			
414	1	11000905	1	1000	14010431	1			
415	1	11000905	1	1000	14010432	1			
416	1	11000905	1	1000	14010433	1			
417	1	11000905	1	1000	14010434	1			
418	1	11000905	1	1000	14010435	1			
419	1	11000905	1	1000	14010436	1			
420	1	11000905	1	1000	14010437	1			
421	1	11000905	1	1000	14010438	1			
422	1	11000905	1	1000	14010439	1			
423	1	11000905	1	1000	14010440	1			
424	1	11000905	1	1000	14010441	1			
425	1	11000905	1	1000	14010442	1			
426	1	11000905	1	1000	14010443	1			
427	1	11000905	1	1000	14010444	1			
428	1	11000905	1	1000	14010445	1			
429	1	11000905	1	1000	14010446	1			
430	1	11000905	1	1000	14010447	1			
431	1	11000905	1	1000	14010448	1			
432	1	11000905	1	1000	14010449	1			
433	1	11000905	1	1000	14010450	1			
434	1	11000905	1	1000	14010451	1			
435	1	11000905	1	1000	14010452	1			
436	1	11000905	1	1000	14010453	1			
437	1	11000905	1	1000	14010454	1			
438	1	11000905	1	1000	14010455	1			
439	1	11000905	1	1000	14010456	1			
440	1	11000905	1	1000	14010457	1			
441	1	11000905	1	1000	14010458	1			
442	1	11000905	1	1000	14010459	1			
443	1	11000905	1	1000	14010460	1			
444	1	11000905	1	1000	14010461	1			
445	1	11000905	1	1000	14010462	1			
446	1	11000905	1	1000	14010463	1			
447	1	11000905	1	1000	14010464	1			
448	1	11000905	1	1000	14010465	1			
449	1	11000905	1	1000	14010466	1			
450	1	11000905	1	1000	14010467	1			
451	1	11000905	1	1000	14010468	1			
452	1	11000905	1	1000	14010469	1			
453	1	11000905	1	1000	14010470	1			
454	1	11000905	1	1000	14010471	1			
455	1	11000905	1	1000	14010472	1			
456	1	11000905	1	1000	14010473	1			
457	1	11000905	1	1000	14010474	1			
458	1	11000905	1	1000	14010475	1			
459	1	11000905	1	1000	14010476	1			
460	1	11000905	1	1000	14010477	1			
461	1	11000905	1	1000	14010478	1			
462	1	11000905	1	1000	14010479	1			
463	1	11000905	1	1000	14010480	1			
464	1	11000905	1	1000	14010481	1			
465	1	11000905	1	1000	14010482	1			
466	1	11000905	1	1000	14010483	1			
467	1	11000905	1	1000	14010484	1			
468	1	11000935	1	1000	14010485	1			
469	1	11000935	1	1000	14010486	1			
470	1	11000935	1	1000	14010487	1			
471	1	11000935	1	1000	14010488	1			
472	1	11000935	1	1000	14010489	1			
473	1	11000935	1	1000	14010490	1			
474	1	11000935	1	1000	14010491	1			
475	1	11000935	1	1000	14010492	1			
476	1	11000935	1	1000	14010493	1			
477	1	11000935	1	1000	14010494	1			
478	1	11000935	1	1000	14010495	1			
479	1	11000935	1	1000	14010496	1			
480	1	11000935	1	1000	14010497	1			
481	1	11000935	1	1000	14010498	1			
482	1	11000935	1	1000	14010499	1			
483	1	11000935	1	1000	14010500	1			
484	1	11000935	1	1000	14010501	1			
485	1	11000935	1	1000	14010502	1			
486	1	11000935	1	1000	14010503	1			
487	1	11000935	1	1000	14010504	1			
488	1	11000935	1	1000	14010505	1			
489	1	11000935	1	1000	14010506	1			
490	1	11000935	1	1000	14010507	1			
491	1	11000935	1	1000	14010508	1			
492	1	11000935	1	1000	14010509	1			
493	1	11000935	1	1000	14010510	1			
494	1	11000935	1	1000	14010511	1			
495	1	11000935	1	1000	14010512	1			
496	1	11000935	1	1000	14010513	1			
497	1	11000935	1	1000	14010514	1			
498	1	11000935	1	1000	14010515	1			
499	1	11000935	1	1000	14010516	1			
500	1	11000935	1	1000	14010517	1			
501	1	11000935	1	1000	14010518	1			
502	1	11000935	1	1000	14010519	1			
503	1	11000935	1	1000	14010520	1			
504	1	11000935	1	1000	14010521	1			
505	1	11000935	1	1000	14010522	1			
506	1	11000935	1	1000	14010523	1			
507	1	11000935	1	1000	14010524	1			
508	1	11000935	1	1000	14010525	1			
509	1	11000935	1	1000	14010526	1			
510	1	11000935	1	1000	14010527	1			
511	1	11000935	1	1000	14010528	1			
512	1	11000935	1	1000	14010529	1			
513	1	11000935	1	1000	14010530	1			
514	1	11000935	1	1000	14010531	1			
515	1	11000935	1	1000	14010532	1			
516	1	11000935	1	1000	14010533	1			
517	1	11000935	1	1000	14010534	1			
518	1	11000935	1	1000	14010535	1			
519	1	11000935	1	1000	14010536	1			
520	1	11000935	1	1000	14010537	1			
521	1	11000935	1	1000	14010538	1			
522	1	11000935	1	1000	14010539	1			
523	1	11000935	1	1000	14010540	1			
524	1	11000935	1	1000	14010541	1			
525	1	11000935	1	1000	14010542	1			
526	1	11000935	1	1000	14010543	1			
527	1	11000935	1	1000	14010544	1			
528	1	11000935	1	1000	14010545	1			
529	1	11000935	1	1000	14010546	1			
530	1	11000935	1	1000	14010547	1			
531	1	11000935	1	1000	14010548	1			
532	1	11000935	1	1000	14010549	1			
533	1	11000935	1	1000	14010550	1			
534	1	11000935	1	1000	14010551	1			
535	1	11000935	1	1000	14010552	1			
536	1	11000935	1	1000	14010553	1			
537	1	11000935	1	1000	14010554	1			
538	1	11000935	1	1000	14010555	1			
539	1	11000935	1	1000	14010556	1			
540	1	11000935	1	1000	14010557	1			
541	1	11000935	1	1000	14010558	1			
542	1	11000935	1	1000	14010559	1			
543	1	11000935	1	1000	14010560	1			
544	1	11000935	1	1000	14010561	1			
545	1	11000935	1	1000	14010562	1			
546	1	11000935	1	1000	14010563	1			
547	1	11000935	1	1000	14010564	1			
548	1	11000935	1	1000	14010565	1			
549	1	11000935	1	1000	14010566	1			
550	1	11000935	1	1000	14010567	1			
551	1	11000935	1	1000	14010568	1			
552	1	11000935	1	1000	14010569	1			
553	1	11000935	1	1000	14010570	1			
554	1	11000935	1	1000	14010571	1			
555	1	11000935	1	1000	14010572	1			
556	1	11000905	1	1000	14010661	1			
557	1	11000905	1	1000	14010662	1			
558	1	11000905	1	1000	14010663	1			
559	1	11000905	1	1000	14010664	1			
560	1	11000905	1	1000	14010665	1			
561	1	11000905	1	1000	14010666	1			
562	1	11000905	1	1000	14010667	1			
563	1	11000905	1	1000	14010668	1			
564	1	11000905	1	1000	14010669	1			
565	1	11000905	1	1000	14010670	1			
566	1	11000905	1	1000	14010671	1			
567	1	11000905	1	1000	14010672	1			
568	1	11000905	1	1000	14010673	1			
569	1	11000905	1	1000	14010674	1			
570	1	11000905	1	1000	14010675	1			
571	1	11000905	1	1000	14010676	1			
572	1	11000905	1	1000	14010677	1			
573	1	11000905	1	1000	14010678	1			
574	1	11000905	1	1000	14010679	1			
575	1	11000905	1	1000	14010680	1			
576	1	11000905	1	1000	14010681	1			
577	1	11000905	1	1000	14010682	1			
578	1	11000905	1	1000	14010683	1			
579	1	11000905	1	1000	14010684	1			
580	1	11000905	1	1000	14010685	1			
581	1	11000905	1	1000	14010686	1			
582	1	11000905	1	1000	14010687	1			
583	1	11000905	1	1000	14010688	1			
584	1	11000905	1	1000	14010689	1			
585	1	11000905	1	1000	14010690	1			
586	1	11000905	1	1000	14010691	1			
587	1	11000905	1	1000	14010692	1			
588	1	11000905	1	1000	14010693	1			
589	1	11000905	1	1000	14010694	1			
590	1	11000905	1	1000	14010695	1			
591	1	11000905	1	1000	14010696	1			
592	1	11000905	1	1000	14010697	1			
593	1	11000905	1	1000	14010698	1			
594	1	11000905	1	1000	14010699	1			
595	1	11000905	1	1000	14010700	1			
596	1	11000905	1	1000	14010701	1			
597	1	11000905	1	1000	14010702	1			
598	1	11000905	1	1000	14010703	1			
599	1	11000905	1	1000	14010704	1			
600	1	11000905	1	1000	14010705	1			
601	1	11000905	1	1000	14010706	1			
602	1	11000905	1	1000	14010707	1			
603	1	11000905	1	1000	14010708	1			
604	1	11000905	1	1000	14010709	1			
605	1	11000905	1	1000	14010710	1			
606	1	11000905	1	1000	14010711	1			
607	1	11000905	1	1000	14010712	1			
608	1	11000905	1	1000	14010713	1			
609	1	11000905	1	1000	14010714	1			
610	1	11000905	1	1000	14010715	1			
611	1	11000905	1	1000	14010716	1			
612	1	11000905	1	1000	14010717	1			
613	1	11000905	1	1000	14010718	1			
614	1	11000905	1	1000	14010719	1			
615	1	11000905	1	1000	14010720	1			
616	1	11000905	1	1000	14010721	1			
617	1	11000905	1	1000	14010722	1			
618	1	11000905	1	1000	14010723	1			
619	1	11000905	1	1000	14010724	1			
620	1	11000905	1	1000	14010725	1			
621	1	11000905	1	1000	14010726	1			
622	1	11000905	1	1000	14010727	1			
623	1	11000905	1	1000	14010728	1			
624	1	11000905	1	1000	14010729	1			
625	1	11000905	1	1000	14010730	1			
626	1	11000905	1	1000	14010731	1			
627	1	11000905	1	1000	14010732	1			
628	1	11000905	1	1000	14010733	1			
629	1	11000905	1	1000	14010734	1			
630	1	11000905	1	1000	14010735	1			
631	1	11000905	1	1000	14010736	1			
632	1	11000905	1	1000	14010737	1			
633	1	11000905	1	1000	14010738	1			
634	1	11000905	1	1000	14010739	1			
635	1	11000905	1	1000	14010740	1			
636	1	11000905	1	1000	14010741	1			
637	1	11000905	1	1000	14010742	1			
638	1	11000905	1	1000	14010743	1			
639	1	11000905	1	1000	14010744	1			
640	1	11000905	1	1000	14010745	1			
641	1	11000905	1	1000	14010746	1			
642	1	11000905	1	1000	14010747	1			
643	1	11000905	1	1000	14010748	1			
644	1	11000935	1	1000	14010749	1			
645	1	11000935	1	1000	14010750	1			
646	1	11000935	1	1000	14010751	1			
647	1	11000935	1	1000	14010752	1			
648	1	11000935	1	1000	14010753	1			
649	1	11000935	1	1000	14010754	1			
650	1	11000935	1	1000	14010755	1			
651	1	11000935	1	1000	14010756	1			
652	1	11000935	1	1000	14010757	1			
653	1	11000935	1	1000	14010758	1			
654	1	11000935	1	1000	14010759	1			
655	1	11000935	1	1000	14010760	1			
656	1	11000935	1	1000	14010761	1			
657	1	11000935	1	1000	14010762	1			
658	1	11000935	1	1000	14010763	1			
659	1	11000935	1	1000	14010764	1			
660	1	11000935	1	1000	14010765	1			
661	1	11000935	1	1000	14010766	1			
662	1	11000935	1	1000	14010767	1			
663	1	11000935	1	1000	14010768	1			
664	1	11000935	1	1000	14010769	1			
665	1	11000935	1	1000	14010770	1			
666	1	11000935	1	1000	14010771	1			
667	1	11000935	1	1000	14010772	1			
668	1	11000935	1	1000	14010773	1			
669	1	11000935	1	1000	14010774	1			
670	1	11000935	1	1000	14010775	1			
671	1	11000935	1	1000	14010776	1			
672	1	11000935	1	1000	14010777	1			
673	1	11000935	1	1000	14010778	1			
674	1	11000935	1	1000	14010779	1			
675	1	11000935	1	1000	14010780	1			
676	1	11000935	1	1000	14010781	1			
677	1	11000935	1	1000	14010782	1			
678	1	11000935	1	1000	14010783	1			
679	1	11000935	1	1000	14010784	1			
680	1	11000935	1	1000	14010785	1			
681	1	11000935	1	1000	14010786	1			
682	1	11000935	1	1000	14010787	1			
683	1	11000935	1	1000	14010788	1			
684	1	11000935	1	1000	14010789	1			
685	1	11000935	1	1000	14010790	1			
686	1	11000935	1	1000	14010791	1			
687	1	11000935	1	1000	14010792	1			
688	1	11000935	1	1000	14010793	1			
689	1	11000935	1	1000	14010794	1			
690	1	11000935	1	1000	14010795	1			
691	1	11000935	1	1000	14010796	1			
692	1	11000935	1	1000	14010797	1			
693	1	11000935	1	1000	14010798	1			
