NUM	TEXT	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	TEXT	TEXT	TEXT	NUM	
50054	162	通往王国·天山王城	通往王国·天山王城	30	21.3	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50055	163	通往王国·天山王城	通往王国·天山王城	36	19	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50056	51	通往边塞·楼兰密屋	通往边塞·楼兰密屋	45	137	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
50057	151	通往边塞·天山密屋	通往边塞·天山密屋	45	137	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
50058	251	通往边塞·昆仑密屋	通往边塞·昆仑密屋	45	137	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
50062	42	通往大都·中心城	通往大都·中心城	30	21.3	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50063	43	通往大都·中心城	通往大都·中心城	36	19	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50064	61	通往边塞·楼兰边塞	通往边塞·楼兰边塞	36	19	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50065	161	通往边塞·天山边塞	通往边塞·天山边塞	30	21.3	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50066	261	通往边塞·昆仑边塞	通往边塞·昆仑边塞	30	21.3	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50067	361	通往边塞·敦煌边塞	通往边塞·敦煌边塞	30	21.3	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50093	0	通往大都·后宫	通往大都·后宫	255	45	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50094	524	通往大都·皇城	通往大都·皇城	261	433	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86031	50	通往王国·楼兰王宫	通往王国·楼兰王宫	254.5	31	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86032	150	通往王国·天山王宫	通往王国·天山王宫	254.5	31	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86033	250	通往王国·昆仑王宫	通往王国·昆仑王宫	254.5	31	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86034	350	通往王国·敦煌王宫	通往王国·敦煌王宫	254.5	31	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86035	70	通往王国·楼兰王城	通往王国·楼兰王城	64	124	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86036	170	通往王国·天山王城	通往王国·天山王城	64	124	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86037	270	通往王国·昆仑王城	通往王国·昆仑王城	64	124	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
86038	370	通往王国·敦煌王城	通往王国·敦煌王城	64	124	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28854	17	通往领地·85级基辅公国	通往领地·85级基辅公国	22	75	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28855	18	通往领地·80级莫斯科	通往领地·80级莫斯科	239	219	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28856	18	通往领地·90级波兰王国	通往领地·90级波兰王国	15	58	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28857	19	通往领地·85级基辅公国	通往领地·85级基辅公国	240	148	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28858	19	通往领地·90级匈牙利	通往领地·90级匈牙利	14	214	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28859	20	通往领地·90级波兰王国	通往领地·90级波兰王国	239	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28860	20	通往领地·95级神圣罗马	通往领地·95级神圣罗马	17	228	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28861	21	通往领地·90级匈牙利	通往领地·90级匈牙利	239	38	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28862	21	通往领地·100级拜占庭	通往领地·100级拜占庭	240	217	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28863	22	通往领地·95级神圣罗马	通往领地·95级神圣罗马	26	111	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28864	110	通往王国迷宫八层	通往王国迷宫八层	57	222	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28865	111	通往王国迷宫七层	通往王国迷宫七层	213	194	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28866	210	通往王国迷宫八层	通往王国迷宫八层	189	30	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28867	211	通往王国迷宫七层	通往王国迷宫七层	204	198	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28868	310	通往王国迷宫八层	通往王国迷宫八层	222	61	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28869	311	通往王国迷宫七层	通往王国迷宫七层	63.5	61	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28870	410	通往王国迷宫八层	通往王国迷宫八层	57	58	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28871	411	通往王国迷宫七层	通往王国迷宫七层	56	60	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28872	304	通往王国·昆仑王城	通往王国·昆仑王城	56	60	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28873	304	通往王国迷宫二层	通往王国迷宫二层	218	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28874	305	通往王国迷宫一层	通往王国迷宫一层	64	60	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28875	305	通往王国迷宫三层	通往王国迷宫三层	41	188	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28876	306	通往王国迷宫二层	通往王国迷宫二层	220	75	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28877	306	通往王国迷宫四层	通往王国迷宫四层	60	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28878	307	通往王国迷宫三层	通往王国迷宫三层	194	48	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28879	307	通往王国迷宫五层	通往王国迷宫五层	38	198	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28880	308	通往王国迷宫四层	通往王国迷宫四层	199	49	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28881	308	通往王国迷宫六层	通往王国迷宫六层	42	127	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28882	309	通往王国迷宫五层	通往王国迷宫五层	202	54	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28883	309	通往王国迷宫七层	通往王国迷宫七层	189	205	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28884	310	通往王国迷宫六层	通往王国迷宫六层	95	27	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28886	404	通往王国·敦煌王城	通往王国·敦煌王城	65	50	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28887	404	通往王国迷宫二层	通往王国迷宫二层	202	199	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28888	405	通往王国迷宫一层	通往王国迷宫一层	53	60	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28889	405	通往王国迷宫三层	通往王国迷宫三层	40	129	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28890	406	通往王国迷宫二层	通往王国迷宫二层	220	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28891	406	通往王国迷宫四层	通往王国迷宫四层	56	58	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28892	407	通往王国迷宫三层	通往王国迷宫三层	73	226	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28893	407	通往王国迷宫五层	通往王国迷宫五层	63	63	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28894	408	通往王国迷宫四层	通往王国迷宫四层	220	200	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28895	408	通往王国迷宫六层	通往王国迷宫六层	187	37	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28896	409	通往王国迷宫五层	通往王国迷宫五层	60	211	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28897	409	通往王国迷宫七层	通往王国迷宫七层	216	65	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28898	410	通往王国迷宫六层	通往王国迷宫六层	57	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50076	250	通往王国迷宫一层	通往王国迷宫一层	197	210	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
59663	250	通往王国草原罕难河	通往王国草原罕难河	50	47	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28900	250	通往王国·昆仑边塞	通往王国·昆仑边塞	245	480	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28901	250	通往王国·昆仑马场	通往王国·昆仑马场	479	98	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28902	250	通往王国·哲别村	通往王国·哲别村	32	106	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50074	250	通往王国·王国密室	通往王国·王国密室	218	390	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
50075	250	通往王国·王国小屋	通往王国·王国小屋	245	197	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
28903	289	通往王国·昆仑王城	通往王国·昆仑王城	4	136	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28904	287	通往王国·昆仑王城	通往王国·昆仑王城	400	73	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28905	258	通往边塞·昆仑边塞	通往边塞·昆仑边塞	30	20	1	5	区域	c	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28907	286	通往王国·昆仑外城	通往王国·昆仑外城	109	237	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28908	286	通往边塞·昆仑边塞	通往边塞·昆仑边塞	117	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28909	251	通往王国·昆仑王城	通往王国·昆仑王城	57	64	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28910	350	通往王国·敦煌边塞	通往王国·敦煌边塞	245	480	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28911	350	通往王国·敦煌马场	通往王国·敦煌马场	479	98	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28912	350	通往王国·哲别村	通往王国·哲别村	32	106	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
59668	350	通往王国草原罕难河	通往王国草原罕难河	50	47	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50079	350	通往王国迷宫一层	通往王国迷宫一层	197	210	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50077	350	通往王国·王国密室	通往王国·王国密室	218	390	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
50078	350	通往王国·王国小屋	通往王国·王国小屋	245	197	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
28913	389	通往王国·敦煌王城	通往王国·敦煌王城	245	125	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28914	387	通往王国·敦煌王城	通往王国·敦煌王城	400	73	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28915	358	通往边塞·敦煌边塞	通往边塞·敦煌边塞	30	20	1	5	区域	c	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28917	386	通往王国·敦煌外城	通往王国·敦煌外城	166	232	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28918	386	通往边塞·敦煌边塞	通往边塞·敦煌边塞	117	28	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28920	204	通往王国·天山王国	通往王国·天山王国	62	194	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28921	204	通往王国迷宫二层	通往王国迷宫二层	62	60	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28922	205	通往王国迷宫一层	通往王国迷宫一层	203	198	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28923	205	通往王国迷宫三层	通往王国迷宫三层	199	48	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28924	206	通往王国迷宫二层	通往王国迷宫二层	40	128	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28925	206	通往王国迷宫四层	通往王国迷宫四层	202	48	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28926	207	通往王国迷宫三层	通往王国迷宫三层	53	55	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28927	207	通往王国迷宫五层	通往王国迷宫五层	51	196	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28928	208	通往王国迷宫四层	通往王国迷宫四层	225	63	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28929	208	通往王国迷宫六层	通往王国迷宫六层	33	193	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28930	209	通往王国迷宫五层	通往王国迷宫五层	222	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28931	209	通往王国迷宫七层	通往王国迷宫七层	57	59	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28932	210	通往王国迷宫六层	通往王国迷宫六层	189	207	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28934	36	通往领地·45级凤翔府	通往领地·45级凤翔府	187	242	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28935	5	通往大都·南	通往大都·南	128	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28936	3	通往领地·60级阿尔金山	通往领地·60级阿尔金山	23	127	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28937	8	通往边塞·中兴府	通往边塞·中兴府	236	163	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28938	10	通往领地·70级撒马尔罕	通往领地·70级撒马尔罕	28	119	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28939	11	通往领地·70级红沙漠	通往领地·70级红沙漠	242	163	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28940	17	通往领地·75级巴格达	通往领地·75级巴格达	188	240	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28941	13	通往领地·80级莫斯科	通往领地·80级莫斯科	33	24	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
#	28942						5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28943	37	通往大都·中心城	通往大都·中心城	15	137.3	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28944	37	通往大都·泰山	通往大都·泰山	234	73	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28945	36	通往大都·中心城	通往大都·中心城	128	27	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28946	38	通往大都·中心城	通往大都·中心城	237	148	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28947	38	通往王国草原居庸关	通往王国草原居庸关	168	16	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28948	38	通往大都·太行山	通往大都·太行山	16	225	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28949	158	通往边塞·天山边塞	通往边塞·天山边塞	30	20	1	5	区域	c	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28951	150	通往王国·天山马场	通往王国·天山马场	479	98	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28952	104	通往王国·楼兰王城	通往王国·楼兰王城	182	35	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28953	104	通往王国迷宫二层	通往王国迷宫二层	189	197	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28954	105	通往王国迷宫一层	通往王国迷宫一层	56	64	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28955	105	通往王国迷宫三层	通往王国迷宫三层	215	194	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28956	106	通往王国迷宫二层	通往王国迷宫二层	42	188	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28957	106	通往王国迷宫四层	通往王国迷宫四层	213	59	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28958	107	通往王国迷宫三层	通往王国迷宫三层	63	195	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28959	107	通往王国迷宫五层	通往王国迷宫五层	63	59	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28960	108	通往王国迷宫四层	通往王国迷宫四层	190	50	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28961	108	通往王国迷宫六层	通往王国迷宫六层	52	130	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28962	109	通往王国迷宫五层	通往王国迷宫五层	190	54	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28963	109	通往王国迷宫七层	通往王国迷宫七层	193	199	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28964	110	通往王国迷宫六层	通往王国迷宫六层	70	61	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28966	58	通往边塞·楼兰边塞	通往边塞·楼兰边塞	30	20	1	5	区域	c	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28969	16	通往领地·75级巴格达	通往领地·75级巴格达	66	28	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28970	13	通往领地·70级撒马尔罕	通往领地·70级撒马尔罕	231	153	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28971	13	通往领地·80级波斯高原	通往领地·80级波斯高原	139	239	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28972	11	通往领地·75级巴格达	通往领地·75级巴格达	11	127	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28975	10	通往领地·65级碎叶城	通往领地·65级碎叶城	236	132	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28977	9	通往领地·70级红沙漠	通往领地·70级红沙漠	14	180	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28998	6	通往领地·45级凤翔府	通往领地·45级凤翔府	65	20	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
28999	6	通往领地·55级秦岭	通往领地·55级秦岭	127	235	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29000	15	通往大都·泰山	通往大都·泰山	23	111	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29001	2	通往威海港	通往威海港	238	139	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29002	2	通往大都·东	通往大都·东	19	145	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29003	0	通往大都·东	通往大都·东	454	108	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29004	0	通往大都·南	通往大都·南	402	480	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29005	0	通往大都·西	通往大都·西	30	363	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50046	0	通往大都·皇城	通往大都·皇城	255	89	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
50060	0	通往大都·大都密室	通往大都·大都密室	383	171	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
50061	0	通往大都·大都民居	通往大都·大都民居	463	322	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_fangzi	0	
29007	5	通往领地·50级蔡州城	通往领地·50级蔡州城	138	232	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29008	7	通往领地·50级蔡州城	通往领地·50级蔡州城	165	11	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29009	4	通往边塞·中兴府	通往边塞·中兴府	33.5	190	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29010	4	通往大都·西	通往大都·西	230	34	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29011	3	通往大都·太行山	通往大都·太行山	240	131	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29014	8	通往领地·65级碎叶城	通往领地·65级碎叶城	19	112	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29015	9	通往领地·60级阿尔金山	通往领地·60级阿尔金山	235	64	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29016	3	通往边塞·楼兰边塞	通往边塞·楼兰边塞	33	33	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29017	3	通往边塞·天山边塞	通往边塞·天山边塞	231	29	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29018	3	通往边塞·昆仑边塞	通往边塞·昆仑边塞	32	224	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29019	3	通往边塞·敦煌边塞	通往边塞·敦煌边塞	228	228	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29020	51	通往王城·中兴府	通往王城·中兴府	417	469	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29022	51	通往王国·楼兰王城	通往王国·楼兰王城	57	64	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29023	86	通往王国·楼兰外城	通往王国·楼兰外城	109	22	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29024	86	通往边塞·楼兰边塞	通往边塞·楼兰边塞	120	220	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
#29025	89	通往边塞·楼兰边塞	通往边塞·楼兰边塞	148	229	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29026	89	通往王国·楼兰王城	通往王国·楼兰王城	10	145	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29028	87	通往王国·楼兰王城	通往王国·楼兰王城	400	73	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29031	151	通往王城·中兴府	通往王城·中兴府	417	469	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29033	151	通往王国·天山王城	通往王国·天山王城	57	64	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29034	186	通往王国·天山外城	通往王国·天山外城	113	32	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29035	186	通往边塞·天山边塞	通往边塞·天山边塞	141	218	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
#29036	189	通往王国·天山古道	通往王国·天山古道	117	14	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29037	189	通往王国·天山王城	通往王国·天山王城	246	121	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29039	187	通往王国·天山王城	通往王国·天山王城	400	73	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29040	150	通往王国·哲别村	通往王国·哲别村	32	106	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
29041	150	通往王国·天山边塞	通往王国·天山边塞	245	480	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0	
