NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
20000010	20	0	10	0	1	车身·神·御龙战车	5		KHan2_zhanche_08_10	2826	70	-1	-1	100	200	-1	7	7	10	100	0	100	0	1500	200	30000	300	0	-1	2	6	2	7200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20000011	20	0	11	0	1	车身·神·御龙战车	5		KHan2_zhanche_08_10	2826	70	-1	-1	100	200	-1	7	7	10	100	0	100	0	1500	200	30000	300	0	-1	2	6	2	7200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010001	20	1	1	1	1	御行甲·苍狼	1		KHan2_zhanche_03_11	-1	70	-1	-1	100	200	-1	7	7	10	0	20	0	10	-1	261	-1	-1	1	1	1	2	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010002	20	1	2	1	1	御行甲·猛虎	1		KHan2_zhanche_03_12	-1	70	-1	-1	100	200	-1	7	7	10	0	19	0	10	-1	174	-1	-1	1	1	1	2	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010003	20	1	3	1	1	御行甲·暴熊	1		KHan2_zhanche_03_9	-1	70	-1	-1	100	200	-1	7	7	10	0	26	0	10	-1	305	-1	-1	1	1	1	2	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010004	20	1	4	1	1	御行甲·新手	1		KHan2_zhanche_03_10	-1	70	-1	-1	100	200	-1	7	7	10	0	20	0	10	-1	218	-1	-1	1	1	1	2	1	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010005	20	1	5	1	1	御行甲·神·轻风	5		KHan2_zhanche_03_11	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	1750	12500	-1	0	-1	2	6	1	750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010006	20	1	6	1	1	御行甲·神·踏云	5		KHan2_zhanche_03_12	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	2450	17500	-1	0	-1	2	6	1	1050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010007	20	1	7	1	1	御行甲·神·御龙	5		KHan2_zhanche_03_9	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	3500	25000	-1	0	-1	2	6	1	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20010008	20	1	8	1	1	御行甲·神·七杀	5		KHan2_zhanche_03_9	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	3500	25000	-1	0	-1	2	6	1	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020001	20	2	1	2	1	底盘·苍狼	1		KHan2_zhanche_04_1	-1	70	-1	-1	100	200	-1	7	7	10	0	0	0	10	-1	-1	6552	-1	1	1	1	3	1	1	2	1	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020002	20	2	2	2	1	底盘·猛虎	1		KHan2_zhanche_04_2	-1	70	-1	-1	100	200	-1	7	7	10	0	0	0	5	-1	-1	4368	-1	1	1	1	3	1	1	2	1	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020003	20	2	3	2	1	底盘·暴熊	1		KHan2_zhanche_04_3	-1	70	-1	-1	100	200	-1	7	7	10	0	0	0	8	-1	-1	7644	-1	1	1	1	3	1	1	2	1	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020004	20	2	4	2	1	底盘·新手	1		KHan2_zhanche_04_4	-1	70	-1	-1	100	200	-1	7	7	10	0	0	0	10	-1	-1	5460	-1	1	1	1	3	1	1	2	1	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020005	20	2	5	2	1	底盘·神·轻风	5		KHan2_zhanche_04_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	-1	12500	-1	0	-1	2	6	7	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020006	20	2	6	2	1	底盘·神·踏云	5		KHan2_zhanche_04_2	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	-1	17500	-1	0	-1	2	6	7	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020007	20	2	7	2	1	底盘·神·御龙	5		KHan2_zhanche_04_3	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	-1	25000	-1	0	-1	2	6	7	195	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20020008	20	2	8	2	1	底盘·神·七杀	5		KHan2_zhanche_04_3	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	-1	25000	-1	0	-1	2	6	7	195	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030001	20	3	1	3	1	机枢·苍狼	1		KHan2_zhanche_04_13	-1	70	-1	-1	100	200	-1	7	7	10	0	20	0	0	-1	-1	-1	504	1	1	1	4	0	20	3	20	4	20	6	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030002	20	3	2	3	1	机枢·猛虎	1		KHan2_zhanche_04_14	-1	70	-1	-1	100	200	-1	7	7	10	0	20	0	0	-1	-1	-1	588	1	1	1	4	0	20	3	20	4	20	6	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030003	20	3	3	3	1	机枢·暴熊	1		KHan2_zhanche_04_15	-1	70	-1	-1	100	200	-1	7	7	10	0	15	0	0	-1	-1	-1	336	1	1	1	4	0	20	3	20	4	20	6	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030004	20	3	4	3	1	机枢·新手	1		KHan2_zhanche_04_16	-1	70	-1	-1	100	200	-1	7	7	10	0	20	0	0	-1	-1	-1	420	1	1	1	4	0	20	3	20	4	20	6	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030005	20	3	5	3	1	机枢·神·轻风	5		KHan2_zhanche_04_13	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	750	-1	12500	300	0	-1	2	6	8	158	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030006	20	3	6	3	1	机枢·神·踏云	5		KHan2_zhanche_04_14	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1050	-1	17500	420	0	-1	2	6	8	221	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030007	20	3	7	3	1	机枢·神·御龙	5		KHan2_zhanche_04_15	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	-1	25000	600	0	-1	2	6	8	315	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20030008	20	3	8	3	1	机枢·神·七杀	5		KHan2_zhanche_04_15	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	-1	25000	600	0	-1	2	6	8	315	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040001	20	4	1	4	1	疾风辕·苍狼	1		KHan2_zhanche_04_5	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	141	-1	-1	1	1	1	4	1	20	2	20	5	20	7	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040002	20	4	2	4	1	疾风辕·猛虎	1		KHan2_zhanche_04_6	-1	70	-1	-1	100	200	-1	7	7	10	0	4	0	7	-1	94	-1	-1	1	1	1	4	1	20	2	20	5	20	7	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040003	20	4	3	4	1	疾风辕·暴熊	1		KHan2_zhanche_04_7	-1	70	-1	-1	100	200	-1	7	7	10	0	14	0	20	-1	165	-1	-1	1	1	1	4	1	20	2	20	5	20	7	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040004	20	4	4	4	1	疾风辕·新手	1		KHan2_zhanche_04_8	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	-1	118	-1	-1	1	1	1	4	1	20	2	20	5	20	7	20	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040005	20	4	5	4	1	疾风辕·神·轻风	5		KHan2_zhanche_04_5	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	750	150	12500	-1	0	-1	2	6	9	158	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040006	20	4	6	4	1	疾风辕·神·踏云	5		KHan2_zhanche_04_6	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1050	210	17500	-1	0	-1	2	6	9	221	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040007	20	4	7	4	1	疾风辕·神·御龙	5		KHan2_zhanche_04_7	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	300	25000	-1	0	-1	2	6	9	315	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20040008	20	4	7	4	1	疾风辕·神·七杀	5		KHan2_zhanche_04_7	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	300	25000	-1	0	-1	2	6	9	315	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20050001	20	5	1	5	1	龙击炮·冰冻	1		KHan2_zhanche_03_1	-1	70	-1	-1	100	200	-1	7	7	10	0	20	0	10	604	-1	-1	-1	1	1	1	2	0	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10605	-1
20050002	20	5	2	5	1	龙击炮·毒疫	1		KHan2_zhanche_03_2	-1	70	-1	-1	100	200	-1	7	7	10	0	26	0	24	705	-1	-1	-1	1	1	1	2	0	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10606	-1
20050003	20	5	3	5	1	龙击炮·碎甲	1		KHan2_zhanche_03_3	-1	70	-1	-1	100	200	-1	7	7	10	0	26	0	14	403	-1	-1	-1	1	1	1	2	0	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10609	-1
20050004	20	5	4	5	1	龙击炮·新手	1		KHan2_zhanche_03_4	-1	70	-1	-1	100	200	-1	7	7	10	0	20	0	10	504	-1	-1	-1	1	1	1	2	0	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10604	-1
20050005	20	5	5	5	1	龙击炮·神·轻风	5		KHan2_zhanche_03_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	2750	-1	12500	-1	0	-1	2	6	0	750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10604	-1
20050006	20	5	6	5	1	龙击炮·神·踏云	5		KHan2_zhanche_03_2	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	3850	-1	17500	-1	0	-1	2	6	0	1050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10604	-1
20050007	20	5	7	5	1	龙击炮·神·御龙	5		KHan2_zhanche_03_3	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	5500	-1	25000	-1	0	-1	2	6	0	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10604	-1
20050008	20	5	8	5	1	龙击炮·神·七杀	5		KHan2_zhanche_03_3	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	5500	-1	25000	-1	0	-1	2	6	0	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	10604	-1
20060001	20	6	1	6	1	精准仪·苍狼	1		KHan2_zhanche_04_13	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	20	403	-1	-1	-1	1	1	1	3	0	1	3	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20060002	20	6	2	6	1	精准仪·猛虎	1		KHan2_zhanche_04_14	-1	70	-1	-1	100	200	-1	7	7	10	0	16	0	18	470	-1	-1	-1	1	1	1	3	0	1	3	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
