NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
123	37	1	100	0	38500	370	2	105	111	0
124	38	1	100	0	39500	380	2	105	112	0
125	39	1	100	0	40500	390	2	105	113	0
126	40	1	100	0	41500	400	2	105	114	0
127	41	1	100	0	42500	410	2	105	115	1
128	42	1	100	0	43500	420	2	115	116	0
129	43	1	100	0	44500	430	2	115	117	0
130	44	1	100	0	45500	440	2	115	118	0
131	45	1	100	0	46500	450	2	115	119	0
132	46	1	100	0	47500	460	2	115	120	0
133	47	1	100	0	48500	470	2	115	121	0
134	48	1	100	0	50000	480	2	115	122	0
135	49	1	100	0	50000	490	2	115	123	0
136	50	1	100	0	50000	500	2	115	124	0
137	51	1	100	0	50000	510	2	115	125	0
138	52	1	100	0	50000	520	2	115	126	0
139	53	1	100	0	50000	530	2	115	127	0
140	54	1	100	0	50000	540	2	115	128	0
141	55	1	100	0	50000	550	2	115	129	0
142	56	1	100	0	50000	560	2	115	130	0
143	57	1	100	0	50000	570	2	115	131	0
144	58	1	100	0	50000	580	2	115	132	0
145	59	1	100	0	50000	590	2	115	133	0
146	60	1	100	0	50000	600	2	115	134	0
147	61	1	100	0	50000	610	2	115	135	0
148	62	1	100	0	50000	620	2	115	136	0
149	63	1	100	0	50000	630	2	115	137	0
150	64	1	100	0	50000	640	2	115	138	0
151	65	1	100	0	50000	650	2	115	139	0
152	66	1	100	0	50000	660	2	115	140	0
153	67	1	100	0	50000	670	2	115	141	0
154	68	1	100	0	50000	680	2	115	142	0
155	69	1	100	0	50000	690	2	115	143	0
156	70	1	100	0	50000	700	2	115	144	0
157	71	1	100	0	50000	710	2	115	145	0
158	72	1	100	0	50000	720	2	115	146	0
159	73	1	100	0	50000	730	2	115	147	0
160	74	1	100	0	50000	740	2	115	148	0
161	75	1	100	0	50000	750	2	115	149	0
162	76	1	100	0	50000	760	2	115	150	0
163	77	1	100	0	50000	770	2	115	151	0
164	78	1	100	0	50000	780	2	115	152	0
165	79	1	100	0	50000	790	2	115	153	0
166	80	1	100	0	50000	800	2	115	154	0
167	81	1	100	0	50000	810	2	115	155	0
168	82	1	100	0	50000	820	2	115	156	0
169	83	1	100	0	50000	830	2	115	157	0
170	84	1	100	0	50000	840	2	115	158	0
171	85	1	100	0	50000	850	2	115	159	0
172	86	1	100	0	50000	860	2	115	160	0
173	1	2	100	0	2500	10	2	75	75	0
174	2	2	100	0	3500	20	2	75	76	0
175	3	2	100	0	4500	30	2	75	77	0
176	4	2	100	0	5500	40	2	75	78	0
177	5	2	100	0	6500	50	2	75	79	0
178	6	2	100	0	7500	60	2	75	80	0
179	7	2	100	0	8500	70	2	75	81	0
180	8	2	100	0	9500	80	2	75	82	0
181	9	2	100	0	10500	90	2	75	83	0
182	10	2	100	0	11500	100	2	75	84	0
183	11	2	100	0	12500	110	2	75	85	1
184	12	2	100	0	13500	120	2	85	86	0
185	13	2	100	0	14500	130	2	85	87	0
186	14	2	100	0	15500	140	2	85	88	0
187	15	2	100	0	16500	150	2	85	89	0
188	16	2	100	0	17500	160	2	85	90	0
189	17	2	100	0	18500	170	2	85	91	0
190	18	2	100	0	19500	180	2	85	92	0
191	19	2	100	0	20500	190	2	85	93	0
192	20	2	100	0	21500	200	2	85	94	0
193	21	2	100	0	22500	210	2	85	95	1
194	22	2	100	0	23500	220	2	95	96	0
195	23	2	100	0	24500	230	2	95	97	0
196	24	2	100	0	25500	240	2	95	98	0
197	25	2	100	0	26500	250	2	95	99	0
198	26	2	100	0	27500	260	2	95	100	0
199	27	2	100	0	28500	270	2	95	101	0
200	28	2	100	0	29500	280	2	95	102	0
201	29	2	100	0	30500	290	2	95	103	0
202	30	2	100	0	31500	300	2	95	104	0
203	31	2	100	0	32500	310	2	95	105	1
204	32	2	100	0	33500	320	2	105	106	0
205	33	2	100	0	34500	330	2	105	107	0
206	34	2	100	0	35500	340	2	105	108	0
207	35	2	100	0	36500	350	2	105	109	0
208	36	2	100	0	37500	360	2	105	110	0
209	37	2	100	0	38500	370	2	105	111	0
210	38	2	100	0	39500	380	2	105	112	0
211	39	2	100	0	40500	390	2	105	113	0
212	40	2	100	0	41500	400	2	105	114	0
213	41	2	100	0	42500	410	2	105	115	1
214	42	2	100	0	43500	420	2	115	116	0
215	43	2	100	0	44500	430	2	115	117	0
216	44	2	100	0	45500	440	2	115	118	0
217	45	2	100	0	46500	450	2	115	119	0
218	46	2	100	0	47500	460	2	115	120	0
219	47	2	100	0	48500	470	2	115	121	0
220	48	2	100	0	50000	480	2	115	122	0
221	49	2	100	0	50000	490	2	115	123	0
222	50	2	100	0	50000	500	2	115	124	0
223	51	2	100	0	50000	510	2	115	125	0
224	52	2	100	0	50000	520	2	115	126	0
225	53	2	100	0	50000	530	2	115	127	0
226	54	2	100	0	50000	540	2	115	128	0
227	55	2	100	0	50000	550	2	115	129	0
228	56	2	100	0	50000	560	2	115	130	0
229	57	2	100	0	50000	570	2	115	131	0
230	58	2	100	0	50000	580	2	115	132	0
231	59	2	100	0	50000	590	2	115	133	0
232	60	2	100	0	50000	600	2	115	134	0
233	61	2	100	0	50000	610	2	115	135	0
234	62	2	100	0	50000	620	2	115	136	0
235	63	2	100	0	50000	630	2	115	137	0
236	64	2	100	0	50000	640	2	115	138	0
237	65	2	100	0	50000	650	2	115	139	0
238	66	2	100	0	50000	660	2	115	140	0
239	67	2	100	0	50000	670	2	115	141	0
240	68	2	100	0	50000	680	2	115	142	0
241	69	2	100	0	50000	690	2	115	143	0
242	70	2	100	0	50000	700	2	115	144	0
243	71	2	100	0	50000	710	2	115	145	0
244	72	2	100	0	50000	720	2	115	146	0
245	73	2	100	0	50000	730	2	115	147	0
246	74	2	100	0	50000	740	2	115	148	0
247	75	2	100	0	50000	750	2	115	149	0
248	76	2	100	0	50000	760	2	115	150	0
249	77	2	100	0	50000	770	2	115	151	0
250	78	2	100	0	50000	780	2	115	152	0
251	79	2	100	0	50000	790	2	115	153	0
252	80	2	100	0	50000	800	2	115	154	0
253	81	2	100	0	50000	810	2	115	155	0
254	82	2	100	0	50000	820	2	115	156	0
255	83	2	100	0	50000	830	2	115	157	0
256	84	2	100	0	50000	840	2	115	158	0
257	85	2	100	0	50000	850	2	115	159	0
258	86	2	100	0	50000	860	2	115	160	0
259	1	3	100	0	2500	10	2	75	75	0
260	2	3	100	0	3500	20	2	75	76	0
261	3	3	100	0	4500	30	2	75	77	0
262	4	3	100	0	5500	40	2	75	78	0
263	5	3	100	0	6500	50	2	75	79	0
264	6	3	100	0	7500	60	2	75	80	0
265	7	3	100	0	8500	70	2	75	81	0
266	8	3	100	0	9500	80	2	75	82	0
267	9	3	100	0	10500	90	2	75	83	0
268	10	3	100	0	11500	100	2	75	84	0
269	11	3	100	0	12500	110	2	75	85	1
270	12	3	100	0	13500	120	2	85	86	0
271	13	3	100	0	14500	130	2	85	87	0
272	14	3	100	0	15500	140	2	85	88	0
273	15	3	100	0	16500	150	2	85	89	0
274	16	3	100	0	17500	160	2	85	90	0
275	17	3	100	0	18500	170	2	85	91	0
276	18	3	100	0	19500	180	2	85	92	0
277	19	3	100	0	20500	190	2	85	93	0
278	20	3	100	0	21500	200	2	85	94	0
279	21	3	100	0	22500	210	2	85	95	1
280	22	3	100	0	23500	220	2	95	96	0
281	23	3	100	0	24500	230	2	95	97	0
282	24	3	100	0	25500	240	2	95	98	0
283	25	3	100	0	26500	250	2	95	99	0
284	26	3	100	0	27500	260	2	95	100	0
285	27	3	100	0	28500	270	2	95	101	0
286	28	3	100	0	29500	280	2	95	102	0
287	29	3	100	0	30500	290	2	95	103	0
288	30	3	100	0	31500	300	2	95	104	0
289	31	3	100	0	32500	310	2	95	105	1
290	32	3	100	0	33500	320	2	105	106	0
291	33	3	100	0	34500	330	2	105	107	0
292	34	3	100	0	35500	340	2	105	108	0
293	35	3	100	0	36500	350	2	105	109	0
294	36	3	100	0	37500	360	2	105	110	0
295	37	3	100	0	38500	370	2	105	111	0
296	38	3	100	0	39500	380	2	105	112	0
297	39	3	100	0	40500	390	2	105	113	0
298	40	3	100	0	41500	400	2	105	114	0
299	41	3	100	0	42500	410	2	105	115	1
300	42	3	100	0	43500	420	2	115	116	0
301	43	3	100	0	44500	430	2	115	117	0
302	44	3	100	0	45500	440	2	115	118	0
303	45	3	100	0	46500	450	2	115	119	0
304	46	3	100	0	47500	460	2	115	120	0
305	47	3	100	0	48500	470	2	115	121	0
306	48	3	100	0	50000	480	2	115	122	0
307	49	3	100	0	50000	490	2	115	123	0
308	50	3	100	0	50000	500	2	115	124	0
309	51	3	100	0	50000	510	2	115	125	0
310	52	3	100	0	50000	520	2	115	126	0
311	53	3	100	0	50000	530	2	115	127	0
312	54	3	100	0	50000	540	2	115	128	0
313	55	3	100	0	50000	550	2	115	129	0
314	56	3	100	0	50000	560	2	115	130	0
315	57	3	100	0	50000	570	2	115	131	0
316	58	3	100	0	50000	580	2	115	132	0
317	59	3	100	0	50000	590	2	115	133	0
318	60	3	100	0	50000	600	2	115	134	0
319	61	3	100	0	50000	610	2	115	135	0
320	62	3	100	0	50000	620	2	115	136	0
321	63	3	100	0	50000	630	2	115	137	0
322	64	3	100	0	50000	640	2	115	138	0
323	65	3	100	0	50000	650	2	115	139	0
324	66	3	100	0	50000	660	2	115	140	0
325	67	3	100	0	50000	670	2	115	141	0
326	68	3	100	0	50000	680	2	115	142	0
327	69	3	100	0	50000	690	2	115	143	0
328	70	3	100	0	50000	700	2	115	144	0
329	71	3	100	0	50000	710	2	115	145	0
330	72	3	100	0	50000	720	2	115	146	0
331	73	3	100	0	50000	730	2	115	147	0
332	74	3	100	0	50000	740	2	115	148	0
333	75	3	100	0	50000	750	2	115	149	0
334	76	3	100	0	50000	760	2	115	150	0
335	77	3	100	0	50000	770	2	115	151	0
336	78	3	100	0	50000	780	2	115	152	0
337	79	3	100	0	50000	790	2	115	153	0
338	80	3	100	0	50000	800	2	115	154	0
339	81	3	100	0	50000	810	2	115	155	0
340	82	3	100	0	50000	820	2	115	156	0
341	83	3	100	0	50000	830	2	115	157	0
342	84	3	100	0	50000	840	2	115	158	0
343	85	3	100	0	50000	850	2	115	159	0
344	86	3	100	0	50000	860	2	115	160	0
345	1	4	100	0	2500	10	2	75	75	0
346	2	4	100	0	3500	20	2	75	76	0
347	3	4	100	0	4500	30	2	75	77	0
348	4	4	100	0	5500	40	2	75	78	0
349	5	4	100	0	6500	50	2	75	79	0
350	6	4	100	0	7500	60	2	75	80	0
351	7	4	100	0	8500	70	2	75	81	0
352	8	4	100	0	9500	80	2	75	82	0
353	9	4	100	0	10500	90	2	75	83	0
354	10	4	100	0	11500	100	2	75	84	0
355	11	4	100	0	12500	110	2	75	85	1
356	12	4	100	0	13500	120	2	85	86	0
357	13	4	100	0	14500	130	2	85	87	0
358	14	4	100	0	15500	140	2	85	88	0
359	15	4	100	0	16500	150	2	85	89	0
360	16	4	100	0	17500	160	2	85	90	0
361	17	4	100	0	18500	170	2	85	91	0
362	18	4	100	0	19500	180	2	85	92	0
363	19	4	100	0	20500	190	2	85	93	0
364	20	4	100	0	21500	200	2	85	94	0
365	21	4	100	0	22500	210	2	85	95	1
366	22	4	100	0	23500	220	2	95	96	0
367	23	4	100	0	24500	230	2	95	97	0
368	24	4	100	0	25500	240	2	95	98	0
369	25	4	100	0	26500	250	2	95	99	0
370	26	4	100	0	27500	260	2	95	100	0
371	27	4	100	0	28500	270	2	95	101	0
372	28	4	100	0	29500	280	2	95	102	0
373	29	4	100	0	30500	290	2	95	103	0
374	30	4	100	0	31500	300	2	95	104	0
375	31	4	100	0	32500	310	2	95	105	1
376	32	4	100	0	33500	320	2	105	106	0
377	33	4	100	0	34500	330	2	105	107	0
378	34	4	100	0	35500	340	2	105	108	0
379	35	4	100	0	36500	350	2	105	109	0
380	36	4	100	0	37500	360	2	105	110	0
381	37	4	100	0	38500	370	2	105	111	0
382	38	4	100	0	39500	380	2	105	112	0
383	39	4	100	0	40500	390	2	105	113	0
384	40	4	100	0	41500	400	2	105	114	0
385	41	4	100	0	42500	410	2	105	115	1
386	42	4	100	0	43500	420	2	115	116	0
387	43	4	100	0	44500	430	2	115	117	0
388	44	4	100	0	45500	440	2	115	118	0
389	45	4	100	0	46500	450	2	115	119	0
390	46	4	100	0	47500	460	2	115	120	0
391	47	4	100	0	48500	470	2	115	121	0
392	48	4	100	0	50000	480	2	115	122	0
393	49	4	100	0	50000	490	2	115	123	0
394	50	4	100	0	50000	500	2	115	124	0
395	51	4	100	0	50000	510	2	115	125	0
396	52	4	100	0	50000	520	2	115	126	0
397	53	4	100	0	50000	530	2	115	127	0
398	54	4	100	0	50000	540	2	115	128	0
399	55	4	100	0	50000	550	2	115	129	0
400	56	4	100	0	50000	560	2	115	130	0
401	57	4	100	0	50000	570	2	115	131	0
402	58	4	100	0	50000	580	2	115	132	0
403	59	4	100	0	50000	590	2	115	133	0
404	60	4	100	0	50000	600	2	115	134	0
405	61	4	100	0	50000	610	2	115	135	0
406	62	4	100	0	50000	620	2	115	136	0
407	63	4	100	0	50000	630	2	115	137	0
408	64	4	100	0	50000	640	2	115	138	0
409	65	4	100	0	50000	650	2	115	139	0
410	66	4	100	0	50000	660	2	115	140	0
411	67	4	100	0	50000	670	2	115	141	0
412	68	4	100	0	50000	680	2	115	142	0
413	69	4	100	0	50000	690	2	115	143	0
414	70	4	100	0	50000	700	2	115	144	0
415	71	4	100	0	50000	710	2	115	145	0
416	72	4	100	0	50000	720	2	115	146	0
417	73	4	100	0	50000	730	2	115	147	0
418	74	4	100	0	50000	740	2	115	148	0
419	75	4	100	0	50000	750	2	115	149	0
420	76	4	100	0	50000	760	2	115	150	0
421	77	4	100	0	50000	770	2	115	151	0
422	78	4	100	0	50000	780	2	115	152	0
423	79	4	100	0	50000	790	2	115	153	0
424	80	4	100	0	50000	800	2	115	154	0
425	81	4	100	0	50000	810	2	115	155	0
426	82	4	100	0	50000	820	2	115	156	0
427	83	4	100	0	50000	830	2	115	157	0
428	84	4	100	0	50000	840	2	115	158	0
429	85	4	100	0	50000	850	2	115	159	0
430	86	4	100	0	50000	860	2	115	160	0
431	1	5	100	0	2500	10	2	75	75	0
432	2	5	100	0	3500	20	2	75	76	0
433	3	5	100	0	4500	30	2	75	77	0
434	4	5	100	0	5500	40	2	75	78	0
435	5	5	100	0	6500	50	2	75	79	0
436	6	5	100	0	7500	60	2	75	80	0
437	7	5	100	0	8500	70	2	75	81	0
438	8	5	100	0	9500	80	2	75	82	0
439	9	5	100	0	10500	90	2	75	83	0
440	10	5	100	0	11500	100	2	75	84	0
441	11	5	100	0	12500	110	2	75	85	1
442	12	5	100	0	13500	120	2	85	86	0
443	13	5	100	0	14500	130	2	85	87	0
444	14	5	100	0	15500	140	2	85	88	0
445	15	5	100	0	16500	150	2	85	89	0
446	16	5	100	0	17500	160	2	85	90	0
447	17	5	100	0	18500	170	2	85	91	0
448	18	5	100	0	19500	180	2	85	92	0
449	19	5	100	0	20500	190	2	85	93	0
450	20	5	100	0	21500	200	2	85	94	0
451	21	5	100	0	22500	210	2	85	95	1
452	22	5	100	0	23500	220	2	95	96	0
453	23	5	100	0	24500	230	2	95	97	0
454	24	5	100	0	25500	240	2	95	98	0
455	25	5	100	0	26500	250	2	95	99	0
456	26	5	100	0	27500	260	2	95	100	0
457	27	5	100	0	28500	270	2	95	101	0
458	28	5	100	0	29500	280	2	95	102	0
459	29	5	100	0	30500	290	2	95	103	0
460	30	5	100	0	31500	300	2	95	104	0
461	31	5	100	0	32500	310	2	95	105	1
462	32	5	100	0	33500	320	2	105	106	0
463	33	5	100	0	34500	330	2	105	107	0
464	34	5	100	0	35500	340	2	105	108	0
465	35	5	100	0	36500	350	2	105	109	0
466	36	5	100	0	37500	360	2	105	110	0
467	37	5	100	0	38500	370	2	105	111	0
468	38	5	100	0	39500	380	2	105	112	0
469	39	5	100	0	40500	390	2	105	113	0
470	40	5	100	0	41500	400	2	105	114	0
471	41	5	100	0	42500	410	2	105	115	1
472	42	5	100	0	43500	420	2	115	116	0
473	43	5	100	0	44500	430	2	115	117	0
474	44	5	100	0	45500	440	2	115	118	0
475	45	5	100	0	46500	450	2	115	119	0
476	46	5	100	0	47500	460	2	115	120	0
477	47	5	100	0	48500	470	2	115	121	0
478	48	5	100	0	50000	480	2	115	122	0
479	49	5	100	0	50000	490	2	115	123	0
480	50	5	100	0	50000	500	2	115	124	0
481	51	5	100	0	50000	510	2	115	125	0
482	52	5	100	0	50000	520	2	115	126	0
483	53	5	100	0	50000	530	2	115	127	0
484	54	5	100	0	50000	540	2	115	128	0
485	55	5	100	0	50000	550	2	115	129	0
486	56	5	100	0	50000	560	2	115	130	0
487	57	5	100	0	50000	570	2	115	131	0
488	58	5	100	0	50000	580	2	115	132	0
489	59	5	100	0	50000	590	2	115	133	0
490	60	5	100	0	50000	600	2	115	134	0
491	61	5	100	0	50000	610	2	115	135	0
492	62	5	100	0	50000	620	2	115	136	0
493	63	5	100	0	50000	630	2	115	137	0
494	64	5	100	0	50000	640	2	115	138	0
495	65	5	100	0	50000	650	2	115	139	0
496	66	5	100	0	50000	660	2	115	140	0
497	67	5	100	0	50000	670	2	115	141	0
498	68	5	100	0	50000	680	2	115	142	0
499	69	5	100	0	50000	690	2	115	143	0
500	70	5	100	0	50000	700	2	115	144	0
501	71	5	100	0	50000	710	2	115	145	0
502	72	5	100	0	50000	720	2	115	146	0
503	73	5	100	0	50000	730	2	115	147	0
504	74	5	100	0	50000	740	2	115	148	0
505	75	5	100	0	50000	750	2	115	149	0
506	76	5	100	0	50000	760	2	115	150	0
507	77	5	100	0	50000	770	2	115	151	0
508	78	5	100	0	50000	780	2	115	152	0
509	79	5	100	0	50000	790	2	115	153	0
510	80	5	100	0	50000	800	2	115	154	0
511	81	5	100	0	50000	810	2	115	155	0
512	82	5	100	0	50000	820	2	115	156	0
513	83	5	100	0	50000	830	2	115	157	0
514	84	5	100	0	50000	840	2	115	158	0
515	85	5	100	0	50000	850	2	115	159	0
516	86	5	100	0	50000	860	2	115	160	0
517	1	6	100	0	2500	10	2	75	75	0
518	2	6	100	0	3500	20	2	75	76	0
519	3	6	100	0	4500	30	2	75	77	0
520	4	6	100	0	5500	40	2	75	78	0
521	5	6	100	0	6500	50	2	75	79	0
522	6	6	100	0	7500	60	2	75	80	0
523	7	6	100	0	8500	70	2	75	81	0
524	8	6	100	0	9500	80	2	75	82	0
525	9	6	100	0	10500	90	2	75	83	0
526	10	6	100	0	11500	100	2	75	84	0
527	11	6	100	0	12500	110	2	75	85	1
528	12	6	100	0	13500	120	2	85	86	0
529	13	6	100	0	14500	130	2	85	87	0
530	14	6	100	0	15500	140	2	85	88	0
531	15	6	100	0	16500	150	2	85	89	0
532	16	6	100	0	17500	160	2	85	90	0
533	17	6	100	0	18500	170	2	85	91	0
534	18	6	100	0	19500	180	2	85	92	0
535	19	6	100	0	20500	190	2	85	93	0
536	20	6	100	0	21500	200	2	85	94	0
537	21	6	100	0	22500	210	2	85	95	1
538	22	6	100	0	23500	220	2	95	96	0
539	23	6	100	0	24500	230	2	95	97	0
540	24	6	100	0	25500	240	2	95	98	0
541	25	6	100	0	26500	250	2	95	99	0
542	26	6	100	0	27500	260	2	95	100	0
543	27	6	100	0	28500	270	2	95	101	0
544	28	6	100	0	29500	280	2	95	102	0
545	29	6	100	0	30500	290	2	95	103	0
546	30	6	100	0	31500	300	2	95	104	0
547	31	6	100	0	32500	310	2	95	105	1
548	32	6	100	0	33500	320	2	105	106	0
549	33	6	100	0	34500	330	2	105	107	0
550	34	6	100	0	35500	340	2	105	108	0
551	35	6	100	0	36500	350	2	105	109	0
552	36	6	100	0	37500	360	2	105	110	0
553	37	6	100	0	38500	370	2	105	111	0
554	38	6	100	0	39500	380	2	105	112	0
555	39	6	100	0	40500	390	2	105	113	0
556	40	6	100	0	41500	400	2	105	114	0
557	41	6	100	0	42500	410	2	105	115	1
558	42	6	100	0	43500	420	2	115	116	0
559	43	6	100	0	44500	430	2	115	117	0
560	44	6	100	0	45500	440	2	115	118	0
561	45	6	100	0	46500	450	2	115	119	0
562	46	6	100	0	47500	460	2	115	120	0
563	47	6	100	0	48500	470	2	115	121	0
564	48	6	100	0	50000	480	2	115	122	0
565	49	6	100	0	50000	490	2	115	123	0
566	50	6	100	0	50000	500	2	115	124	0
567	51	6	100	0	50000	510	2	115	125	0
568	52	6	100	0	50000	520	2	115	126	0
569	53	6	100	0	50000	530	2	115	127	0
570	54	6	100	0	50000	540	2	115	128	0
571	55	6	100	0	50000	550	2	115	129	0
572	56	6	100	0	50000	560	2	115	130	0
573	57	6	100	0	50000	570	2	115	131	0
574	58	6	100	0	50000	580	2	115	132	0
575	59	6	100	0	50000	590	2	115	133	0
576	60	6	100	0	50000	600	2	115	134	0
577	61	6	100	0	50000	610	2	115	135	0
578	62	6	100	0	50000	620	2	115	136	0
579	63	6	100	0	50000	630	2	115	137	0
580	64	6	100	0	50000	640	2	115	138	0
581	65	6	100	0	50000	650	2	115	139	0
582	66	6	100	0	50000	660	2	115	140	0
583	67	6	100	0	50000	670	2	115	141	0
584	68	6	100	0	50000	680	2	115	142	0
585	69	6	100	0	50000	690	2	115	143	0
586	70	6	100	0	50000	700	2	115	144	0
587	71	6	100	0	50000	710	2	115	145	0
588	72	6	100	0	50000	720	2	115	146	0
589	73	6	100	0	50000	730	2	115	147	0
590	74	6	100	0	50000	740	2	115	148	0
591	75	6	100	0	50000	750	2	115	149	0
592	76	6	100	0	50000	760	2	115	150	0
593	77	6	100	0	50000	770	2	115	151	0
594	78	6	100	0	50000	780	2	115	152	0
595	79	6	100	0	50000	790	2	115	153	0
596	80	6	100	0	50000	800	2	115	154	0
597	81	6	100	0	50000	810	2	115	155	0
598	82	6	100	0	50000	820	2	115	156	0
599	83	6	100	0	50000	830	2	115	157	0
600	84	6	100	0	50000	840	2	115	158	0
601	85	6	100	0	50000	850	2	115	159	0
