NUM	TEXT	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM
10059918	冥魂可汗之杖	1	10059925	玄魂可汗之杖	11000630	幽冥之华	8	100000	0
10059919	冥王武威之杖	1	10059926	玄王武威之杖	11000630	幽冥之华	8	100000	0
10059920	冥通斗神之杖	1	10059927	冥通战神之杖	11000630	幽冥之华	8	100000	0
10059921	冥尊斗神之杖	1	10059928	冥尊战神之杖	11000630	幽冥之华	8	100000	0
10059922	冥君斗神之杖	1	10059929	冥君战神之杖	11000630	幽冥之华	8	100000	0
10059937	冥龙战神之杖	1	10059944	玄龙战神之杖	11000630	幽冥之华	8	100000	0
10059938	冥炎洪荒之杖	1	10059945	玄炎洪荒之杖	11000630	幽冥之华	8	100000	0
10059939	冥魂可汗之杖	1	10059946	玄魂可汗之杖	11000630	幽冥之华	8	100000	0
10059940	冥王武威之杖	1	10059947	玄王武威之杖	11000630	幽冥之华	8	100000	0
10059941	冥通斗神之杖	1	10059948	冥通战神之杖	11000630	幽冥之华	8	100000	0
10059942	冥尊斗神之杖	1	10059949	冥尊战神之杖	11000630	幽冥之华	8	100000	0
10059943	冥君斗神之杖	1	10059950	冥君战神之杖	11000630	幽冥之华	8	100000	0
10059958	冥龙战神之杖	1	10059965	玄龙战神之杖	11000630	幽冥之华	8	100000	0
10059959	冥炎洪荒之杖	1	10059966	玄炎洪荒之杖	11000630	幽冥之华	8	100000	0
10059960	冥魂可汗之杖	1	10059967	玄魂可汗之杖	11000630	幽冥之华	8	100000	0
10059961	冥王武威之杖	1	10059968	玄王武威之杖	11000630	幽冥之华	8	100000	0
10059962	冥通斗神之杖	1	10059969	冥通战神之杖	11000630	幽冥之华	8	100000	0
10059963	冥尊斗神之杖	1	10059970	冥尊战神之杖	11000630	幽冥之华	8	100000	0
10059964	冥君斗神之杖	1	10059971	冥君战神之杖	11000630	幽冥之华	8	100000	0
10059979	冥龙战神之杖	1	10059986	玄龙战神之杖	11000630	幽冥之华	8	100000	0
10059980	冥炎洪荒之杖	1	10059987	玄炎洪荒之杖	11000630	幽冥之华	8	100000	0
10059981	冥魂可汗之杖	1	10059988	玄魂可汗之杖	11000630	幽冥之华	8	100000	0
10059982	冥王武威之杖	1	10059989	玄王武威之杖	11000630	幽冥之华	8	100000	0
10059983	冥通斗神之杖	1	10059990	冥通战神之杖	11000630	幽冥之华	8	100000	0
10059984	冥尊斗神之杖	1	10059991	冥尊战神之杖	11000630	幽冥之华	8	100000	0
10059985	冥君斗神之杖	1	10059992	冥君战神之杖	11000630	幽冥之华	8	100000	0
10068850	冥传君主之槌	0	10069006	玄传君主之槌	11000630	幽冥之华	8	100000	0
10068852	冥传君主之槌	0	10069007	玄传君主之槌	11000630	幽冥之华	8	100000	0
10069860	天·混元	0	10069861	冥·搏浪	11000304	残破的神兵之魂	20	200000	1
10069861	冥·搏浪	0	10069862	玄·青龙	11000304	残破的神兵之魂	20	200000	1
10069862	玄·青龙	0	10069877	圣·铁壁	11000304	残破的神兵之魂	40	200000	1
10069863	天·混元	0	10069864	冥·搏浪	11000304	残破的神兵之魂	20	200000	1
10069864	冥·搏浪	0	10069865	玄·青龙	11000304	残破的神兵之魂	20	200000	1
10069865	玄·青龙	0	10069878	圣·铁壁	11000304	残破的神兵之魂	40	200000	1
10069916	冥龙战神之槌	1	10069923	玄龙战神之槌	11000630	幽冥之华	8	100000	0
10069917	冥炎洪荒之槌	1	10069924	玄炎洪荒之槌	11000630	幽冥之华	8	100000	0
10069918	冥魂可汗之槌	1	10069925	玄魂可汗之槌	11000630	幽冥之华	8	100000	0
10069919	冥王武威之槌	1	10069926	玄王武威之槌	11000630	幽冥之华	8	100000	0
10069920	冥通斗神之槌	1	10069927	冥通战神之槌	11000630	幽冥之华	8	100000	0
10069921	冥尊斗神之槌	1	10069928	冥尊战神之槌	11000630	幽冥之华	8	100000	0
10069922	冥君斗神之槌	1	10069929	冥君战神之槌	11000630	幽冥之华	8	100000	0
10069937	冥龙战神之槌	1	10069944	玄龙战神之槌	11000630	幽冥之华	8	100000	0
10069938	冥炎洪荒之槌	1	10069945	玄炎洪荒之槌	11000630	幽冥之华	8	100000	0
10069939	冥魂可汗之槌	1	10069946	玄魂可汗之槌	11000630	幽冥之华	8	100000	0
10069940	冥王武威之槌	1	10069947	玄王武威之槌	11000630	幽冥之华	8	100000	0
10069941	冥通斗神之槌	1	10069948	冥通战神之槌	11000630	幽冥之华	8	100000	0
10069942	冥尊斗神之槌	1	10069949	冥尊战神之槌	11000630	幽冥之华	8	100000	0
10069943	冥君斗神之槌	1	10069950	冥君战神之槌	11000630	幽冥之华	8	100000	0
10069958	冥龙战神之槌	1	10069965	玄龙战神之槌	11000630	幽冥之华	8	100000	0
10069959	冥炎洪荒之槌	1	10069966	玄炎洪荒之槌	11000630	幽冥之华	8	100000	0
10069960	冥魂可汗之槌	1	10069967	玄魂可汗之槌	11000630	幽冥之华	8	100000	0
10069961	冥王武威之槌	1	10069968	玄王武威之槌	11000630	幽冥之华	8	100000	0
10069962	冥通斗神之槌	1	10069969	冥通战神之槌	11000630	幽冥之华	8	100000	0
10069963	冥尊斗神之槌	1	10069970	冥尊战神之槌	11000630	幽冥之华	8	100000	0
10069964	冥君斗神之槌	1	10069971	冥君战神之槌	11000630	幽冥之华	8	100000	0
10069979	冥龙战神之槌	1	10069986	玄龙战神之槌	11000630	幽冥之华	8	100000	0
10069980	冥炎洪荒之槌	1	10069987	玄炎洪荒之槌	11000630	幽冥之华	8	100000	0
10069981	冥魂可汗之槌	1	10069988	玄魂可汗之槌	11000630	幽冥之华	8	100000	0
10069982	冥王武威之槌	1	10069989	玄王武威之槌	11000630	幽冥之华	8	100000	0
10069983	冥通斗神之槌	1	10069990	冥通战神之槌	11000630	幽冥之华	8	100000	0
10069984	冥尊斗神之槌	1	10069991	冥尊战神之槌	11000630	幽冥之华	8	100000	0
10069985	冥君斗神之槌	1	10069992	冥君战神之槌	11000630	幽冥之华	8	100000	0
10077850	冥传君主之盾	0	10078006	玄传君主之盾	11000630	幽冥之华	8	100000	0
10077852	冥传君主之盾	0	10078007	玄传君主之盾	11000630	幽冥之华	8	100000	0
10079860	天·浮月盾	0	10079861	冥·镇妖盾	11000317	星魄碎片	20	200000	1
10079861	冥·镇妖盾	0	10079862	玄·御龙盾	11000317	星魄碎片	20	200000	1
10079862	玄·御龙盾	0	10079877	圣·蛮怒	11000317	星魄碎片	40	200000	1
10079863	天·浮月盾	0	10079864	冥·镇妖盾	11000317	星魄碎片	20	200000	1
10079864	冥·镇妖盾	0	10079865	玄·御龙盾	11000317	星魄碎片	20	200000	1
10079865	玄·御龙盾	0	10079878	圣·蛮怒	11000317	星魄碎片	40	200000	1
10079916	冥龙战神之盾	1	10079923	玄龙战神之盾	11000630	幽冥之华	8	100000	0
10079917	冥炎洪荒之盾	1	10079924	玄炎洪荒之盾	11000630	幽冥之华	8	100000	0
10079918	冥魂可汗之盾	1	10079925	玄魂可汗之盾	11000630	幽冥之华	8	100000	0
10079919	冥王武威之盾	1	10079926	玄王武威之盾	11000630	幽冥之华	8	100000	0
10079920	冥通斗神之盾	1	10079927	冥通战神之盾	11000630	幽冥之华	8	100000	0
10079921	冥尊斗神之盾	1	10079928	冥尊战神之盾	11000630	幽冥之华	8	100000	0
10079922	冥君斗神之盾	1	10079929	冥君战神之盾	11000630	幽冥之华	8	100000	0
10079937	冥龙战神之盾	1	10079944	玄龙战神之盾	11000630	幽冥之华	8	100000	0
10079938	冥炎洪荒之盾	1	10079945	玄炎洪荒之盾	11000630	幽冥之华	8	100000	0
10079939	冥魂可汗之盾	1	10079946	玄魂可汗之盾	11000630	幽冥之华	8	100000	0
10079940	冥王武威之盾	1	10079947	玄王武威之盾	11000630	幽冥之华	8	100000	0
10079941	冥通斗神之盾	1	10079948	冥通战神之盾	11000630	幽冥之华	8	100000	0
10079942	冥尊斗神之盾	1	10079949	冥尊战神之盾	11000630	幽冥之华	8	100000	0
10079943	冥君斗神之盾	1	10079950	冥君战神之盾	11000630	幽冥之华	8	100000	0
10079958	冥龙战神之盾	1	10079965	玄龙战神之盾	11000630	幽冥之华	8	100000	0
10079959	冥炎洪荒之盾	1	10079966	玄炎洪荒之盾	11000630	幽冥之华	8	100000	0
10079960	冥魂可汗之盾	1	10079967	玄魂可汗之盾	11000630	幽冥之华	8	100000	0
10079961	冥王武威之盾	1	10079968	玄王武威之盾	11000630	幽冥之华	8	100000	0
10079962	冥通斗神之盾	1	10079969	冥通战神之盾	11000630	幽冥之华	8	100000	0
10079963	冥尊斗神之盾	1	10079970	冥尊战神之盾	11000630	幽冥之华	8	100000	0
10079964	冥君斗神之盾	1	10079971	冥君战神之盾	11000630	幽冥之华	8	100000	0
10079979	冥龙战神之盾	1	10079986	玄龙战神之盾	11000630	幽冥之华	8	100000	0
10079980	冥炎洪荒之盾	1	10079987	玄炎洪荒之盾	11000630	幽冥之华	8	100000	0
10079981	冥魂可汗之盾	1	10079988	玄魂可汗之盾	11000630	幽冥之华	8	100000	0
10079982	冥王武威之盾	1	10079989	玄王武威之盾	11000630	幽冥之华	8	100000	0
10079983	冥通斗神之盾	1	10079990	冥通战神之盾	11000630	幽冥之华	8	100000	0
10079984	冥尊斗神之盾	1	10079991	冥尊战神之盾	11000630	幽冥之华	8	100000	0
10079985	冥君斗神之盾	1	10079992	冥君战神之盾	11000630	幽冥之华	8	100000	0
10087850	冥传君主之锏	0	10088006	玄传君主之锏	11000630	幽冥之华	8	100000	0
10087852	冥传君主之锏	0	10088007	玄传君主之锏	11000630	幽冥之华	8	100000	0
10089860	天·影舞	0	10089861	冥·冰封	11000317	星魄碎片	20	200000	1
10089861	冥·冰封	0	10089862	玄·凤鸣	11000317	星魄碎片	20	200000	1
10089862	玄·凤鸣	0	10089877	圣·春雷	11000317	星魄碎片	40	200000	1
10089863	天·影舞	0	10089864	冥·冰封	11000317	星魄碎片	20	200000	1
10089864	冥·冰封	0	10089865	玄·凤鸣	11000317	星魄碎片	20	200000	1
10089865	玄·凤鸣	0	10089878	圣·春雷	11000317	星魄碎片	40	200000	1
10089916	冥龙战神之锏	1	10089923	玄龙战神之锏	11000630	幽冥之华	8	100000	0
10089917	冥炎洪荒之锏	1	10089924	玄炎洪荒之锏	11000630	幽冥之华	8	100000	0
10089918	冥魂可汗之锏	1	10089925	玄魂可汗之锏	11000630	幽冥之华	8	100000	0
10089919	冥王武威之锏	1	10089926	玄王武威之锏	11000630	幽冥之华	8	100000	0
10089920	冥通斗神之锏	1	10089927	冥通战神之锏	11000630	幽冥之华	8	100000	0
10089921	冥尊斗神之锏	1	10089928	冥尊战神之锏	11000630	幽冥之华	8	100000	0
10089922	冥君斗神之锏	1	10089929	冥君战神之锏	11000630	幽冥之华	8	100000	0
10089937	冥龙战神之锏	1	10089944	玄龙战神之锏	11000630	幽冥之华	8	100000	0
10089938	冥炎洪荒之锏	1	10089945	玄炎洪荒之锏	11000630	幽冥之华	8	100000	0
10089939	冥魂可汗之锏	1	10089946	玄魂可汗之锏	11000630	幽冥之华	8	100000	0
10089940	冥王武威之锏	1	10089947	玄王武威之锏	11000630	幽冥之华	8	100000	0
10089941	冥通斗神之锏	1	10089948	冥通战神之锏	11000630	幽冥之华	8	100000	0
10089942	冥尊斗神之锏	1	10089949	冥尊战神之锏	11000630	幽冥之华	8	100000	0
10089943	冥君斗神之锏	1	10089950	冥君战神之锏	11000630	幽冥之华	8	100000	0
10089958	冥龙战神之锏	1	10089965	玄龙战神之锏	11000630	幽冥之华	8	100000	0
10089959	冥炎洪荒之锏	1	10089966	玄炎洪荒之锏	11000630	幽冥之华	8	100000	0
10089960	冥魂可汗之锏	1	10089967	玄魂可汗之锏	11000630	幽冥之华	8	100000	0
10089961	冥王武威之锏	1	10089968	玄王武威之锏	11000630	幽冥之华	8	100000	0
10089962	冥通斗神之锏	1	10089969	冥通战神之锏	11000630	幽冥之华	8	100000	0
10089963	冥尊斗神之锏	1	10089970	冥尊战神之锏	11000630	幽冥之华	8	100000	0
10089964	冥君斗神之锏	1	10089971	冥君战神之锏	11000630	幽冥之华	8	100000	0
10089979	冥龙战神之锏	1	10089986	玄龙战神之锏	11000630	幽冥之华	8	100000	0
10089980	冥炎洪荒之锏	1	10089987	玄炎洪荒之锏	11000630	幽冥之华	8	100000	0
10089981	冥魂可汗之锏	1	10089988	玄魂可汗之锏	11000630	幽冥之华	8	100000	0
10089982	冥王武威之锏	1	10089989	玄王武威之锏	11000630	幽冥之华	8	100000	0
10089983	冥通斗神之锏	1	10089990	冥通战神之锏	11000630	幽冥之华	8	100000	0
10089984	冥尊斗神之锏	1	10089991	冥尊战神之锏	11000630	幽冥之华	8	100000	0
10089985	冥君斗神之锏	1	10089992	冥君战神之锏	11000630	幽冥之华	8	100000	0
