NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	TEXT	TEXT	NUM	TEXT	TEXT	NUM	TEXT	NUM	TEXT	NUM	TEXT
编号	天介绍	月介绍	所有人可见，1肯定，0否定	可见等级区间	国家限制	帮会限制	家族限制	类型，0是循环任务，1为活动日程	名字	月限制	以星期限制或日期限制，0表示星期，1表示日期	时限（星期几或日期）	时段限制	MD标识方式 0:按天标识 1:按周标识	MD变量	次数上限	描述	发布NPC编号	图片
17	0	0	1	25~160	1	0	0	0	【个人】内政任务	0	1	0	0	0	0|22|9|1|6|8	10	超高经验，千万别放弃	126041	
18	0	0	1	25~160	2	0	0	0	【个人】内政任务	0	1	0	0	0	0|22|9|1|6|8	10	超高经验，千万别放弃	129042	
19	0	0	1	25~160	3	0	0	0	【个人】内政任务	0	1	0	0	0	0|22|9|1|6|8	10	超高经验，千万别放弃	132041	
20	0	0	1	60~160	0	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	10	消灭盗宝客	124057	
21	0	0	1	60~160	1	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	10	消灭盗宝客	124057	
22	0	0	1	60~160	2	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	10	消灭盗宝客	124057	
23	0	0	1	60~160	3	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	10	消灭盗宝客	124057	
24	0	0	1	40~49	0	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	2	消灭盗宝客	124057	
25	0	0	1	40~49	1	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	2	消灭盗宝客	124057	
26	0	0	1	40~49	2	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	2	消灭盗宝客	124057	
27	0	0	1	40~49	3	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	2	消灭盗宝客	124057	
28	0	0	1	50~59	0	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	5	消灭盗宝客	124057	
29	0	0	1	50~59	1	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	5	消灭盗宝客	124057	
30	0	0	1	50~59	2	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	5	消灭盗宝客	124057	
31	0	0	1	50~59	3	0	0	0	【个人】大漠盗宝客	0	1	0	0	0	42|21|9|42|17|4	5	消灭盗宝客	124057	
32	0	0	1	30~160	0	0	0	0	【个人】官府押运	0	1	0	0	0	16|0|9|16|9|7	3	风险与经验并存	123767	
33	0	0	1	30~160	1	0	0	0	【个人】官府押运	0	1	0	0	0	16|0|9|16|9|7	3	风险与经验并存	126063	
34	0	0	1	30~160	2	0	0	0	【个人】官府押运	0	1	0	0	0	16|0|9|16|9|7	3	风险与经验并存	129066	
35	0	0	1	30~160	3	0	0	0	【个人】官府押运	0	1	0	0	0	16|0|9|16|9|7	3	风险与经验并存	132063	
36	0	0	1	30~160	0	0	0	0	【个人】黑金押运	0	1	0	0	0	17|0|9|17|9|7	3	高风险必然带来高利润	123767	
37	0	0	1	30~160	1	0	0	0	【个人】黑金押运	0	1	0	0	0	17|0|9|17|9|7	3	高风险必然带来高利润	126063	
38	0	0	1	30~160	2	0	0	0	【个人】黑金押运	0	1	0	0	0	17|0|9|17|9|7	3	高风险必然带来高利润	129066	
39	0	0	1	30~160	3	0	0	0	【个人】黑金押运	0	1	0	0	0	17|0|9|17|9|7	3	高风险必然带来高利润	132063	
40	0	0	1	30~160	0	0	0	0	【个人】国家守边	0	1	0	0	0	17|16|9|17|25|7	3	为国守边，经验荣誉并存	125508	
41	0	0	1	30~160	1	0	0	0	【个人】国家守边	0	1	0	0	0	17|16|9|17|25|7	3	为国守边，经验荣誉并存	128510	
42	0	0	1	30~160	2	0	0	0	【个人】国家守边	0	1	0	0	0	17|16|9|17|25|7	3	为国守边，经验荣誉并存	131510	
43	0	0	1	30~160	3	0	0	0	【个人】国家守边	0	1	0	0	0	17|16|9|17|25|7	3	为国守边，经验荣誉并存	134510	
44	0	0	1	30~160	0	0	0	1	【队伍】轮回台	0	1	0	1130~1330	0	205|16|9|205|25|7	1	每天一次，经验无限	123712	
45	0	0	1	30~160	0	0	0	1	【队伍】轮回台	0	1	0	2030~2230	0	205|16|9|205|25|7	1	每天一次，经验无限	123712	
46	0	0	1	30~160	1	0	0	1	【队伍】轮回台	0	1	0	1130~1330	0	205|16|9|205|25|7	1	每天一次，经验无限	126011	
47	0	0	1	30~160	1	0	0	1	【队伍】轮回台	0	1	0	2030~2230	0	205|16|9|205|25|7	1	每天一次，经验无限	126011	
48	0	0	1	30~160	2	0	0	1	【队伍】轮回台	0	1	0	1130~1330	0	205|16|9|205|25|7	1	每天一次，经验无限	129009	
49	0	0	1	30~160	2	0	0	1	【队伍】轮回台	0	1	0	2030~2230	0	205|16|9|205|25|7	1	每天一次，经验无限	129009	
50	0	0	1	30~160	3	0	0	1	【队伍】轮回台	0	1	0	1130~1330	0	205|16|9|205|25|7	1	每天一次，经验无限	132011	
51	0	0	1	30~160	3	0	0	1	【队伍】轮回台	0	1	0	2030~2230	0	205|16|9|205|25|7	1	每天一次，经验无限	132011	
52	0	0	1	30~160	0	0	0	0	【队伍】轮回台	0	1	0	0	0	205|16|9|205|25|7	1	每天一次，经验无限	123712	
53	0	0	1	30~160	1	0	0	0	【队伍】轮回台	0	1	0	0	0	205|16|9|205|25|7	1	每天一次，经验无限	126011	
54	0	0	1	30~160	2	0	0	0	【队伍】轮回台	0	1	0	0	0	205|16|9|205|25|7	1	每天一次，经验无限	129009	
55	0	0	1	30~160	3	0	0	0	【队伍】轮回台	0	1	0	0	0	205|16|9|205|25|7	1	每天一次，经验无限	132011	
56	0	0	1	40~160	0	0	0	1	【队伍】十八魔君	0	1	0	0~2400	0	0	1	珍贵道具由这里产出	123719
57	0	0	1	40~160	1	0	0	1	【队伍】十八魔君	0	1	0	0~2400	0	0	1	珍贵道具由这里产出	126016
58	0	0	1	40~160	2	0	0	1	【队伍】十八魔君	0	1	0	0~2400	0	0	1	珍贵道具由这里产出	129016
59	0	0	1	40~160	3	0	0	1	【队伍】十八魔君	0	1	0	0~2400	0	0	1	珍贵道具由这里产出	132016
60	0	0	1	50~64	0~3	0	0	0	【个人】五耀律诀	0	1	0	0	0	27|5|9|0|0|0	1	获得五耀之证	129705
61	0	0	1	65~160	0~3	0	0	0	【个人】五耀律诀	0	1	0	0	0	27|5|9|0|0|0	1	获得五耀之证	129702
62	0	1	1	30~160	0	0	0	0	【好友】意气相投	0	0	1|3	0	0	31|0|9|31|18|9	1	意气相投真朋友	123759	set:CJSH_fuben_2 image:CJSH_fuben_2_15
63	0	1	1	30~160	1	0	0	0	【好友】意气相投	0	0	1|3	0	0	31|0|9|31|18|9	1	意气相投真朋友	126055	set:CJSH_fuben_2 image:CJSH_fuben_2_15
64	0	1	1	30~160	2	0	0	0	【好友】意气相投	0	0	1|3	0	0	31|0|9|31|18|9	1	意气相投真朋友	129057	set:CJSH_fuben_2 image:CJSH_fuben_2_15
65	0	1	1	30~160	3	0	0	0	【好友】意气相投	0	0	1|3	0	0	31|0|9|31|18|9	1	意气相投真朋友	132055	set:CJSH_fuben_2 image:CJSH_fuben_2_15
66	0	0	1	50~160	0	0	0	1	【队伍】圣山地宫	0	1	0	0200~0220	0	0	0	使用五耀之力消灭敌人	124539|124540|124541|124542|124543|124544
67	0	0	1	50~160	1	0	0	1	【队伍】圣山地宫	0	1	0	0200~0220	0	0	0	使用五耀之力消灭敌人	127550|127551|127552|127553|127554|12755
68	0	0	1	50~160	2	0	0	1	【队伍】圣山地宫	0	1	0	0200~0220	0	0	0	使用五耀之力消灭敌人	130543|130544|130545|130546|130547|130548
69	0	0	1	50~160	3	0	0	1	【队伍】圣山地宫	0	1	0	0200~0220	0	0	0	使用五耀之力消灭敌人	133539|133540|133541|133542|133543|133544
70	0	0	1	50~160	0	0	0	1	【队伍】圣山地宫	0	1	0	0600~0620	0	0	0	使用五耀之力消灭敌人	124539|124540|124541|124542|124543|124544
71	0	0	1	50~160	1	0	0	1	【队伍】圣山地宫	0	1	0	0600~0620	0	0	0	使用五耀之力消灭敌人	127550|127551|127552|127553|127554|12755
72	0	0	1	50~160	2	0	0	1	【队伍】圣山地宫	0	1	0	0600~0620	0	0	0	使用五耀之力消灭敌人	130543|130544|130545|130546|130547|130548
73	0	0	1	50~160	3	0	0	1	【队伍】圣山地宫	0	1	0	0600~0620	0	0	0	使用五耀之力消灭敌人	133539|133540|133541|133542|133543|133544
74	0	0	1	50~160	0	0	0	1	【队伍】圣山地宫	0	1	0	1000~1020	0	0	0	使用五耀之力消灭敌人	124539|124540|124541|124542|124543|124544
75	0	0	1	50~160	1	0	0	1	【队伍】圣山地宫	0	1	0	1000~1020	0	0	0	使用五耀之力消灭敌人	127550|127551|127552|127553|127554|12755
76	0	0	1	50~160	2	0	0	1	【队伍】圣山地宫	0	1	0	1000~1020	0	0	0	使用五耀之力消灭敌人	130543|130544|130545|130546|130547|130548
77	0	0	1	50~160	3	0	0	1	【队伍】圣山地宫	0	1	0	1000~1020	0	0	0	使用五耀之力消灭敌人	133539|133540|133541|133542|133543|133544
78	0	0	1	50~160	0	0	0	1	【队伍】圣山地宫	0	1	0	1400~1420	0	0	0	使用五耀之力消灭敌人	124539|124540|124541|124542|124543|124544
79	0	0	1	50~160	1	0	0	1	【队伍】圣山地宫	0	1	0	1400~1420	0	0	0	使用五耀之力消灭敌人	127550|127551|127552|127553|127554|12755
80	0	0	1	50~160	2	0	0	1	【队伍】圣山地宫	0	1	0	1400~1420	0	0	0	使用五耀之力消灭敌人	130543|130544|130545|130546|130547|130548
81	0	0	1	50~160	3	0	0	1	【队伍】圣山地宫	0	1	0	1400~1420	0	0	0	使用五耀之力消灭敌人	133539|133540|133541|133542|133543|133544
82	0	0	1	50~160	0	0	0	1	【队伍】圣山地宫	0	1	0	1800~1820	0	0	0	使用五耀之力消灭敌人	124539|124540|124541|124542|124543|124544
83	0	0	1	50~160	1	0	0	1	【队伍】圣山地宫	0	1	0	1800~1820	0	0	0	使用五耀之力消灭敌人	127550|127551|127552|127553|127554|12755
84	0	0	1	50~160	2	0	0	1	【队伍】圣山地宫	0	1	0	1800~1820	0	0	0	使用五耀之力消灭敌人	130543|130544|130545|130546|130547|130548
85	0	0	1	50~160	3	0	0	1	【队伍】圣山地宫	0	1	0	1800~1820	0	0	0	使用五耀之力消灭敌人	133539|133540|133541|133542|133543|133544
86	0	0	1	50~160	0	0	0	1	【队伍】圣山地宫	0	1	0	2200~2220	0	0	0	使用五耀之力消灭敌人	124539|124540|124541|124542|124543|124544
87	0	0	1	50~160	1	0	0	1	【队伍】圣山地宫	0	1	0	2200~2220	0	0	0	使用五耀之力消灭敌人	127550|127551|127552|127553|127554|12755
88	0	0	1	50~160	2	0	0	1	【队伍】圣山地宫	0	1	0	2200~2220	0	0	0	使用五耀之力消灭敌人	130543|130544|130545|130546|130547|130548
89	0	0	1	50~160	3	0	0	1	【队伍】圣山地宫	0	1	0	2200~2220	0	0	0	使用五耀之力消灭敌人	133539|133540|133541|133542|133543|133544
90	0	0	1	50~160	0	0	0	0	【队伍】圣山地宫	0	1	0	0	1	128|5|12|128|2|3	7	使用五耀之力消灭敌人	124539|124540|124541|124542|124543|124544
91	0	0	1	50~160	1	0	0	0	【队伍】圣山地宫	0	1	0	0	1	128|5|12|128|2|3	7	使用五耀之力消灭敌人	127550|127551|127552|127553|127554|12755
92	0	0	1	50~160	2	0	0	0	【队伍】圣山地宫	0	1	0	0	1	128|5|12|128|2|3	7	使用五耀之力消灭敌人	130543|130544|130545|130546|130547|130548
93	0	0	1	50~160	3	0	0	0	【队伍】圣山地宫	0	1	0	0	1	128|5|12|128|2|3	7	使用五耀之力消灭敌人	133539|133540|133541|133542|133543|133544
94	0	1	1	65~160	0~3	0	0	0	【队伍】钧窑厂	0	0	6|7	0	1	200|16|9|200|25|7	1	带你进入国粹陶瓷的世界	145004	set:CJSH_fuben_2 image:CJSH_fuben_2_10
95	0	1	1	65~160	0~3	0	0	0	【队伍】勾栏曲台	0	0	6|7	0	1	203|16|9|203|25|7	1	带你进入国粹京剧的世界	145004	set:CJSH_fuben_1 image:CJSH_fuben_1_3
96	0	0	1	20~160	0~3	0	0	1	【个人】答题	0	1	0	1920~1930	0	0	2	每日答题，轻松学知识	-1
97	0	0	1	20~160	0	0	0	1	【个人】天降宝箱	0	1	0	1230~1300	0	0	1	收集宝石吧，经验等着你	123762
98	0	0	1	20~160	1	0	0	1	【个人】天降宝箱	0	1	0	1230~1300	0	0	1	收集宝石吧，经验等着你	126058
99	0	0	1	20~160	2	0	0	1	【个人】天降宝箱	0	1	0	1230~1300	0	0	1	收集宝石吧，经验等着你	129060
100	0	0	1	20~160	3	0	0	1	【个人】天降宝箱	0	1	0	1230~1300	0	0	1	收集宝石吧，经验等着你	132058
101	0	0	1	20~160	0	0	0	1	【个人】天降宝箱	0	1	0	1930~2000	0	0	1	收集宝石吧，经验等着你	123762
102	0	0	1	20~160	1	0	0	1	【个人】天降宝箱	0	1	0	1930~2000	0	0	1	收集宝石吧，经验等着你	126058
103	0	0	1	20~160	2	0	0	1	【个人】天降宝箱	0	1	0	1930~2000	0	0	1	收集宝石吧，经验等着你	129060
104	0	0	1	20~160	3	0	0	1	【个人】天降宝箱	0	1	0	1930~2000	0	0	1	收集宝石吧，经验等着你	132058
105	0	0	1	20~160	0	0	0	1	【个人】玄武飞艇	0	1	0	1215~1245	0	0	0	累了吗？休息休息吧	123832
106	0	0	1	20~160	1	0	0	1	【个人】玄武飞艇	0	1	0	1215~1245	0	0	0	累了吗？休息休息吧	126132
107	0	0	1	20~160	2	0	0	1	【个人】玄武飞艇	0	1	0	1215~1245	0	0	0	累了吗？休息休息吧	129179
108	0	0	1	20~160	3	0	0	1	【个人】玄武飞艇	0	1	0	1215~1245	0	0	0	累了吗？休息休息吧	132158
109	0	0	1	20~160	0	0	0	1	【个人】玄武飞艇	0	1	0	1415~1445	0	0	0	累了吗？休息休息吧	123832
110	0	0	1	20~160	1	0	0	1	【个人】玄武飞艇	0	1	0	1415~1445	0	0	0	累了吗？休息休息吧	126132
111	0	0	1	20~160	2	0	0	1	【个人】玄武飞艇	0	1	0	1415~1445	0	0	0	累了吗？休息休息吧	129179
112	0	0	1	20~160	3	0	0	1	【个人】玄武飞艇	0	1	0	1415~1445	0	0	0	累了吗？休息休息吧	132158
113	0	0	1	20~160	0	0	0	1	【个人】玄武飞艇	0	1	0	1615~1645	0	0	0	累了吗？休息休息吧	123832
114	0	0	1	20~160	1	0	0	1	【个人】玄武飞艇	0	1	0	1615~1645	0	0	0	累了吗？休息休息吧	126132
115	0	0	1	20~160	2	0	0	1	【个人】玄武飞艇	0	1	0	1615~1645	0	0	0	累了吗？休息休息吧	129179
116	0	0	1	20~160	3	0	0	1	【个人】玄武飞艇	0	1	0	1615~1645	0	0	0	累了吗？休息休息吧	132158
117	0	0	1	20~160	0	0	0	1	【个人】玄武飞艇	0	1	0	1815~1845	0	0	0	累了吗？休息休息吧	123832
118	0	0	1	20~160	1	0	0	1	【个人】玄武飞艇	0	1	0	1815~1845	0	0	0	累了吗？休息休息吧	126132
119	0	0	1	20~160	2	0	0	1	【个人】玄武飞艇	0	1	0	1815~1845	0	0	0	累了吗？休息休息吧	129179
120	0	0	1	20~160	3	0	0	1	【个人】玄武飞艇	0	1	0	1815~1845	0	0	0	累了吗？休息休息吧	132158
121	0	0	1	40~160	0~3	0	0	1	【体】新铁人三项	0	1	0	1930~2400	0	28|3|9|28|12|11|28|23|9	1	比拼速度的地方	139100
122	0	1	1	20~160	0	1~10	0	1	【帮会】帮会战场	0	0	2	2000~2020	0	0	1	这是证明帮派实力的机会	123721	set:CJSH_fuben_1 image:CJSH_fuben_1_6
123	0	1	1	20~160	1	1~10	0	1	【帮会】帮会战场	0	0	2	2000~2020	0	0	1	这是证明帮派实力的机会	126018	set:CJSH_fuben_1 image:CJSH_fuben_1_6
124	0	1	1	20~160	2	1~10	0	1	【帮会】帮会战场	0	0	2	2000~2020	0	0	1	这是证明帮派实力的机会	129018	set:CJSH_fuben_1 image:CJSH_fuben_1_6
125	0	1	1	20~160	3	1~10	0	1	【帮会】帮会战场	0	0	2	2000~2020	0	0	1	这是证明帮派实力的机会	132018	set:CJSH_fuben_1 image:CJSH_fuben_1_6
126	0	1	1	20~160	0	1~10	0	1	【帮会】帮会战场	0	0	5	2000~2020	0	0	1	这是证明帮派实力的机会	123721	set:CJSH_fuben_1 image:CJSH_fuben_1_6
127	0	1	1	20~160	1	1~10	0	1	【帮会】帮会战场	0	0	5	2000~2020	0	0	1	这是证明帮派实力的机会	126018	set:CJSH_fuben_1 image:CJSH_fuben_1_6
128	0	1	1	20~160	2	1~10	0	1	【帮会】帮会战场	0	0	5	2000~2020	0	0	1	这是证明帮派实力的机会	129018	set:CJSH_fuben_1 image:CJSH_fuben_1_6
129	0	1	1	20~160	3	1~10	0	1	【帮会】帮会战场	0	0	5	2000~2020	0	0	1	这是证明帮派实力的机会	132018	set:CJSH_fuben_1 image:CJSH_fuben_1_6
130	0	1	1	40~160	0	1~10	0	1	【国家】国王战场	0	0	7	2000~2020	0	0	1	国王，国家的最高荣誉	123724	set:CJSH_fuben_1 image:CJSH_fuben_1_8
131	0	1	1	40~160	1	1~10	0	1	【国家】国王战场	0	0	7	2000~2020	0	0	1	国王，国家的最高荣誉	126021	set:CJSH_fuben_1 image:CJSH_fuben_1_8
132	0	1	1	40~160	2	1~10	0	1	【国家】国王战场	0	0	7	2000~2020	0	0	1	国王，国家的最高荣誉	129021	set:CJSH_fuben_1 image:CJSH_fuben_1_8
133	0	1	1	40~160	3	1~10	0	1	【国家】国王战场	0	0	7	2000~2020	0	0	1	国王，国家的最高荣誉	132021	set:CJSH_fuben_1 image:CJSH_fuben_1_8
134	0	1	1	40~160	0~3	0	0	1	【战场】双人战场	0	0	1|4	2000~2100	0	0	0	和队友并肩作战吧！	141105	set:CJSH_fuben_2 image:CJSH_fuben_2_12
135	0	1	1	40~160	0~3	0	0	1	【战场】双人战场	0	0	7	1300~1500	0	0	0	和队友并肩作战吧！	141105	set:CJSH_fuben_2 image:CJSH_fuben_2_12
136	0	1	1	60~160	0~3	0	0	1	【战场】六人战场	0	0	3	1930~2100	0	0	0	和队友并肩作战吧！	140606	set:CJSH_fuben_2 image:CJSH_fuben_2_11
137	0	0	1	40~160	1	0	0	0	【个人】敌国除奸(楼兰)	0	1	0	0	0	20|0|9|20|9|7	1	敌国除奸，经验荣誉并存	128503
138	0	0	1	40~160	1	0	0	0	【个人】敌国刺杀(楼兰)	0	1	0	0	0	18|0|9|18|9|7	1	敌国刺杀，经验荣誉并存	128505
139	0	0	1	40~160	1	0	0	0	【个人】敌国情报(楼兰)	0	1	0	0	0	22|0|9|22|9|7	1	敌国情报，经验荣誉并存	128504
140	0	0	1	40~160	1	0	0	0	【个人】敌国夺旗(楼兰)	0	1	0	0	0	24|0|9|24|9|7	1	敌国夺旗，经验荣誉并存	128502
141	0	0	1	40~160	2	0	0	0	【个人】敌国除奸(楼兰)	0	1	0	0	0	20|0|9|20|9|7	1	敌国除奸，经验荣誉并存	131503
142	0	0	1	40~160	2	0	0	0	【个人】敌国刺杀(楼兰)	0	1	0	0	0	18|0|9|18|9|7	1	敌国刺杀，经验荣誉并存	131505
143	0	0	1	40~160	2	0	0	0	【个人】敌国情报(楼兰)	0	1	0	0	0	22|0|9|22|9|7	1	敌国情报，经验荣誉并存	131504
144	0	0	1	40~160	2	0	0	0	【个人】敌国夺旗(楼兰)	0	1	0	0	0	24|0|9|24|9|7	1	敌国夺旗，经验荣誉并存	131502
145	0	0	1	40~160	3	0	0	0	【个人】敌国除奸(楼兰)	0	1	0	0	0	20|0|9|20|9|7	1	敌国除奸，经验荣誉并存	134503
146	0	0	1	40~160	3	0	0	0	【个人】敌国刺杀(楼兰)	0	1	0	0	0	18|0|9|18|9|7	1	敌国刺杀，经验荣誉并存	134505
147	0	0	1	40~160	3	0	0	0	【个人】敌国情报(楼兰)	0	1	0	0	0	22|0|9|22|9|7	1	敌国情报，经验荣誉并存	134504
148	0	0	1	40~160	3	0	0	0	【个人】敌国夺旗(楼兰)	0	1	0	0	0	24|0|9|24|9|7	1	敌国夺旗，经验荣誉并存	134502
149	0	0	1	40~160	0	0	0	0	【个人】敌国除奸(天山)	0	1	0	0	0	20|16|9|20|25|7	1	敌国除奸，经验荣誉并存	125501
150	0	0	1	40~160	0	0	0	0	【个人】敌国刺杀(天山)	0	1	0	0	0	18|16|9|18|25|7	1	敌国刺杀，经验荣誉并存	125503
151	0	0	1	40~160	0	0	0	0	【个人】敌国情报(天山)	0	1	0	0	0	22|16|9|22|25|7	1	敌国情报，经验荣誉并存	125502
152	0	0	1	40~160	0	0	0	0	【个人】敌国夺旗(天山)	0	1	0	0	0	24|16|9|24|25|7	1	敌国夺旗，经验荣誉并存	125500
153	0	0	1	40~160	2	0	0	0	【个人】敌国除奸(天山)	0	1	0	0	0	20|16|9|20|25|7	1	敌国除奸，经验荣誉并存	131503
154	0	0	1	40~160	2	0	0	0	【个人】敌国刺杀(天山)	0	1	0	0	0	18|16|9|18|25|7	1	敌国刺杀，经验荣誉并存	131505
155	0	0	1	40~160	2	0	0	0	【个人】敌国情报(天山)	0	1	0	0	0	22|16|9|22|25|7	1	敌国情报，经验荣誉并存	131504
156	0	0	1	40~160	2	0	0	0	【个人】敌国夺旗(天山)	0	1	0	0	0	24|16|9|24|25|7	1	敌国夺旗，经验荣誉并存	131502
157	0	0	1	40~160	3	0	0	0	【个人】敌国除奸(天山)	0	1	0	0	0	20|16|9|20|25|7	1	敌国除奸，经验荣誉并存	134503
158	0	0	1	40~160	3	0	0	0	【个人】敌国刺杀(天山)	0	1	0	0	0	18|16|9|18|25|7	1	敌国刺杀，经验荣誉并存	134505
159	0	0	1	40~160	3	0	0	0	【个人】敌国情报(天山)	0	1	0	0	0	22|16|9|22|25|7	1	敌国情报，经验荣誉并存	134504
160	0	0	1	40~160	3	0	0	0	【个人】敌国夺旗(天山)	0	1	0	0	0	24|16|9|24|25|7	1	敌国夺旗，经验荣誉并存	134502
161	0	0	1	40~160	0	0	0	0	【个人】敌国除奸(昆仑)	0	1	0	0	0	21|0|9|21|9|7	1	敌国除奸，经验荣誉并存	125501
162	0	0	1	40~160	0	0	0	0	【个人】敌国刺杀(昆仑)	0	1	0	0	0	19|0|9|19|9|7	1	敌国刺杀，经验荣誉并存	125503
163	0	0	1	40~160	0	0	0	0	【个人】敌国情报(昆仑)	0	1	0	0	0	23|0|9|23|9|7	1	敌国情报，经验荣誉并存	125502
164	0	0	1	40~160	0	0	0	0	【个人】敌国夺旗(昆仑)	0	1	0	0	0	25|0|9|25|9|7	1	敌国夺旗，经验荣誉并存	125500
165	0	0	1	40~160	1	0	0	0	【个人】敌国除奸(昆仑)	0	1	0	0	0	21|0|9|21|9|7	1	敌国除奸，经验荣誉并存	128503
166	0	0	1	40~160	1	0	0	0	【个人】敌国刺杀(昆仑)	0	1	0	0	0	19|0|9|19|9|7	1	敌国刺杀，经验荣誉并存	128505
167	0	0	1	40~160	1	0	0	0	【个人】敌国情报(昆仑)	0	1	0	0	0	23|0|9|23|9|7	1	敌国情报，经验荣誉并存	128504
168	0	0	1	40~160	1	0	0	0	【个人】敌国夺旗(昆仑)	0	1	0	0	0	25|0|9|25|9|7	1	敌国夺旗，经验荣誉并存	128502
169	0	0	1	40~160	3	0	0	0	【个人】敌国除奸(昆仑)	0	1	0	0	0	21|0|9|21|9|7	1	敌国除奸，经验荣誉并存	134503
170	0	0	1	40~160	3	0	0	0	【个人】敌国刺杀(昆仑)	0	1	0	0	0	19|0|9|19|9|7	1	敌国刺杀，经验荣誉并存	134505
171	0	0	1	40~160	3	0	0	0	【个人】敌国情报(昆仑)	0	1	0	0	0	23|0|9|23|9|7	1	敌国情报，经验荣誉并存	134504
172	0	0	1	40~160	3	0	0	0	【个人】敌国夺旗(昆仑)	0	1	0	0	0	25|0|9|25|9|7	1	敌国夺旗，经验荣誉并存	134502
173	0	0	1	40~160	0	0	0	0	【个人】敌国除奸(敦煌)	0	1	0	0	0	21|16|9|21|25|7	1	敌国除奸，经验荣誉并存	125501
174	0	0	1	40~160	0	0	0	0	【个人】敌国刺杀(敦煌)	0	1	0	0	0	19|16|9|19|25|7	1	敌国刺杀，经验荣誉并存	125503
175	0	0	1	40~160	0	0	0	0	【个人】敌国情报(敦煌)	0	1	0	0	0	23|16|9|23|25|7	1	敌国情报，经验荣誉并存	125502
