NUM	NUM	NUM	NUM	NUM
130	2	6	5600	1	体质点数
131	2	6	5800	1	体质点数
132	2	6	6000	1	体质点数
133	2	6	6200	1	体质点数
134	2	8	5000	1000	所有属性
135	2	8	5000	1000	所有属性
136	2	8	5000	1000	所有属性
137	2	8	5000	1000	所有属性
138	2	8	5000	1000	所有属性
139	2	10	4600	1	魔攻伤害点数
140	2	10	4600	1	魔攻伤害点数
141	2	10	4600	1	魔攻伤害点数
142	2	10	4600	1	魔攻伤害点数
143	2	10	4600	1	魔攻伤害点数
144	2	12	4600	1	近攻伤害点数
145	2	12	4600	1	近攻伤害点数
146	2	12	4600	1	近攻伤害点数
147	2	12	4600	1	近攻伤害点数
148	2	12	4600	1	近攻伤害点数
149	2	14	4600	1	远攻伤害点数
150	2	14	4600	1	远攻伤害点数
151	2	14	4600	1	远攻伤害点数
152	2	14	4600	1	远攻伤害点数
153	2	14	4600	1	远攻伤害点数
154	2	16	400	1	魔攻防御点数
155	2	16	500	1	魔攻防御点数
156	2	16	600	1	魔攻防御点数
157	2	16	700	1	魔攻防御点数
158	2	16	800	1	魔攻防御点数
159	2	18	400	1	近攻防御点数
160	2	18	500	1	近攻防御点数
161	2	18	600	1	近攻防御点数
162	2	18	700	1	近攻防御点数
163	2	18	800	1	近攻防御点数
164	2	20	400	1	远攻防御点数
165	2	20	500	1	远攻防御点数
166	2	20	600	1	远攻防御点数
167	2	20	700	1	远攻防御点数
168	2	20	800	1	远攻防御点数
169	2	22	9000	1	生命值上限点数
170	2	22	12000	1	生命值上限点数
171	2	22	18000	1	生命值上限点数
172	2	22	27000	1	生命值上限点数
173	2	22	32000	1	生命值上限点数
174	2	50	20	1	命中
175	2	50	30	1	命中
176	2	50	40	1	命中
177	2	50	50	1	命中
178	2	50	70	1	命中
179	2	51	20	1	闪避
180	2	51	30	1	闪避
181	2	51	40	1	闪避
182	2	51	50	1	闪避
183	2	51	70	1	闪避
184	2	53	500	1000	暴击
185	2	53	500	1000	暴击
186	2	53	500	1000	暴击
187	2	53	500	1000	暴击
188	2	53	500	1000	暴击
189	2	54	200	1	韧性
190	2	54	200	1	韧性
191	2	54	200	1	韧性
192	2	54	200	1	韧性
193	2	54	200	1	韧性
194	2	221	10	1	几率触发减移动速度2秒
195	2	221	20	1	几率触发减移动速度2秒
196	2	223	10	1	几率触发眩晕1秒
197	2	223	20	1000	几率触发眩晕1秒
198	3	0	4600	1	力量点数
199	3	0	4600	1	力量点数
200	3	0	4600	1	力量点数
201	3	0	4600	1	力量点数
202	3	0	4600	1	力量点数
203	3	2	4600	1	敏捷点数
204	3	2	4600	1	敏捷点数
205	3	2	4600	1	敏捷点数
206	3	2	4600	1	敏捷点数
207	3	2	4600	1	敏捷点数
208	3	4	4600	1	智力点数
209	3	4	4600	1	智力点数
210	3	4	4600	1	智力点数
211	3	4	4600	1	智力点数
212	3	4	4600	1	智力点数
213	3	6	2600	1	体质点数
214	3	6	2800	1	体质点数
215	3	6	3000	1	体质点数
216	3	6	3200	1	体质点数
217	3	6	3400	1	体质点数
218	3	6	3600	1	体质点数
219	3	6	3800	1	体质点数
220	3	6	4000	1	体质点数
221	3	6	4200	1	体质点数
222	3	6	4400	1	体质点数
223	3	6	4600	1	体质点数
224	3	6	4800	1	体质点数
225	3	6	5000	1	体质点数
226	3	6	5200	1	体质点数
227	3	6	5400	1	体质点数
228	3	6	5600	1	体质点数
229	3	6	5800	1	体质点数
230	3	6	6000	1	体质点数
231	3	6	6200	1	体质点数
232	3	8	5000	1000	所有属性
233	3	8	5000	1000	所有属性
234	3	8	5000	1000	所有属性
235	3	8	5000	1000	所有属性
236	3	8	5000	1000	所有属性
237	3	10	4600	1	魔攻伤害点数
238	3	10	4600	1	魔攻伤害点数
239	3	10	4600	1	魔攻伤害点数
240	3	10	4600	1	魔攻伤害点数
241	3	10	4600	1	魔攻伤害点数
242	3	12	4600	1	近攻伤害点数
243	3	12	4600	1	近攻伤害点数
244	3	12	4600	1	近攻伤害点数
245	3	12	4600	1	近攻伤害点数
246	3	12	4600	1	近攻伤害点数
247	3	14	4600	1	远攻伤害点数
248	3	14	4600	1	远攻伤害点数
249	3	14	4600	1	远攻伤害点数
250	3	14	4600	1	远攻伤害点数
251	3	14	4600	1	远攻伤害点数
252	3	16	400	1	魔攻防御点数
253	3	16	500	1	魔攻防御点数
254	3	16	600	1	魔攻防御点数
255	3	16	700	1	魔攻防御点数
256	3	16	800	1	魔攻防御点数
257	3	18	400	1	近攻防御点数
258	3	18	500	1	近攻防御点数
259	3	18	600	1	近攻防御点数
260	3	18	700	1	近攻防御点数
261	3	18	800	1	近攻防御点数
262	3	20	400	1	远攻防御点数
263	3	20	500	1	远攻防御点数
264	3	20	600	1	远攻防御点数
265	3	20	700	1	远攻防御点数
266	3	20	800	1	远攻防御点数
267	3	22	9000	1	生命值上限点数
268	3	22	12000	1	生命值上限点数
269	3	22	18000	1	生命值上限点数
270	3	22	27000	1	生命值上限点数
271	3	22	32000	1	生命值上限点数
272	3	50	20	1	命中
273	3	50	30	1	命中
274	3	50	40	1	命中
275	3	50	50	1	命中
276	3	50	70	1	命中
277	3	51	20	1	闪避
278	3	51	30	1	闪避
279	3	51	40	1	闪避
280	3	51	50	1	闪避
281	3	51	70	1	闪避
282	3	53	500	1000	暴击
283	3	53	500	1000	暴击
284	3	53	500	1000	暴击
285	3	53	500	1000	暴击
286	3	53	500	1000	暴击
287	3	54	200	1	韧性
288	3	54	200	1	韧性
289	3	54	200	1	韧性
290	3	54	200	1	韧性
291	3	54	200	1	韧性
292	3	221	10	1	几率触发减移动速度2秒
293	3	221	20	1	几率触发减移动速度2秒
294	3	223	10	1	几率触发眩晕1秒
295	3	223	20	1000	几率触发眩晕1秒
296	4	0	4600	1	力量点数
297	4	0	4600	1	力量点数
298	4	0	4600	1	力量点数
299	4	0	4600	1	力量点数
300	4	0	4600	1	力量点数
301	4	2	4600	1	敏捷点数
302	4	2	4600	1	敏捷点数
303	4	2	4600	1	敏捷点数
304	4	2	4600	1	敏捷点数
305	4	2	4600	1	敏捷点数
306	4	4	4600	1	智力点数
307	4	4	4600	1	智力点数
308	4	4	4600	1	智力点数
309	4	4	4600	1	智力点数
310	4	4	4600	1	智力点数
311	4	6	2600	1	体质点数
312	4	6	2800	1	体质点数
313	4	6	3000	1	体质点数
314	4	6	3200	1	体质点数
315	4	6	3400	1	体质点数
316	4	6	3600	1	体质点数
317	4	6	3800	1	体质点数
318	4	6	4000	1	体质点数
319	4	6	4200	1	体质点数
320	4	6	4400	1	体质点数
321	4	6	4600	1	体质点数
322	4	6	4800	1	体质点数
323	4	6	5000	1	体质点数
324	4	6	5200	1	体质点数
325	4	6	5400	1	体质点数
326	4	6	5600	1	体质点数
327	4	6	5800	1	体质点数
328	4	6	6000	1	体质点数
329	4	6	6200	1	体质点数
330	4	8	500	1	所有属性
331	4	8	600	1	所有属性
332	4	8	700	1	所有属性
333	4	8	800	1	所有属性
334	4	8	900	1	所有属性
335	4	10	4600	1	魔攻伤害点数
336	4	10	4600	1	魔攻伤害点数
337	4	10	4600	1	魔攻伤害点数
338	4	10	4600	1	魔攻伤害点数
339	4	10	4600	1	魔攻伤害点数
340	4	12	4600	1	近攻伤害点数
341	4	12	4600	1	近攻伤害点数
342	4	12	4600	1	近攻伤害点数
343	4	12	4600	1	近攻伤害点数
344	4	12	4600	1	近攻伤害点数
345	4	14	4600	1	远攻伤害点数
346	4	14	4600	1	远攻伤害点数
347	4	14	4600	1	远攻伤害点数
348	4	14	4600	1	远攻伤害点数
349	4	14	4600	1	远攻伤害点数
350	4	16	400	1	魔攻防御点数
351	4	16	500	1	魔攻防御点数
352	4	16	600	1	魔攻防御点数
353	4	16	700	1	魔攻防御点数
354	4	16	800	1	魔攻防御点数
355	4	18	400	1	近攻防御点数
356	4	18	500	1	近攻防御点数
357	4	18	600	1	近攻防御点数
358	4	18	700	1	近攻防御点数
359	4	18	800	1	近攻防御点数
360	4	20	400	1	远攻防御点数
361	4	20	500	1	远攻防御点数
362	4	20	600	1	远攻防御点数
363	4	20	700	1	远攻防御点数
364	4	20	800	1	远攻防御点数
365	4	22	9000	1	生命值上限点数
366	4	22	12000	1	生命值上限点数
367	4	22	18000	1	生命值上限点数
368	4	22	27000	1	生命值上限点数
369	4	22	32000	1	生命值上限点数
370	4	50	20	1	命中
371	4	50	30	1	命中
372	4	50	40	1	命中
373	4	50	50	1	命中
374	4	50	70	1	命中
375	4	51	20	1	闪避
376	4	51	30	1	闪避
377	4	51	40	1	闪避
378	4	51	50	1	闪避
379	4	51	70	1	闪避
380	4	53	500	1000	暴击
381	4	53	500	1000	暴击
382	4	53	500	1000	暴击
383	4	53	500	1000	暴击
384	4	53	500	1000	暴击
385	4	54	200	1	韧性
386	4	54	200	1	韧性
387	4	54	200	1	韧性
388	4	54	200	1	韧性
389	4	54	200	1	韧性
390	4	246	10	1	抵抗几率落马
391	4	246	20	1	抵抗几率落马
392	4	247	10	1	几率触发破坏装备耐久
393	4	247	20	1	几率触发破坏装备耐久
394	5	0	4600	1	力量点数
395	5	0	4600	1	力量点数
396	5	0	4600	1	力量点数
397	5	0	4600	1	力量点数
398	5	0	4600	1	力量点数
399	5	2	4600	1	敏捷点数
400	5	2	4600	1	敏捷点数
401	5	2	4600	1	敏捷点数
402	5	2	4600	1	敏捷点数
403	5	2	4600	1	敏捷点数
404	5	4	4600	1	智力点数
405	5	4	4600	1	智力点数
406	5	4	4600	1	智力点数
407	5	4	4600	1	智力点数
408	5	4	4600	1	智力点数
409	5	6	2600	1	体质点数
410	5	6	2800	1	体质点数
411	5	6	3000	1	体质点数
412	5	6	3200	1	体质点数
413	5	6	3400	1	体质点数
414	5	6	3600	1	体质点数
415	5	6	3800	1	体质点数
416	5	6	4000	1	体质点数
417	5	6	4200	1	体质点数
418	5	6	4400	1	体质点数
419	5	6	4600	1	体质点数
420	5	6	4800	1	体质点数
421	5	6	5000	1	体质点数
422	5	6	5200	1	体质点数
423	5	6	5400	1	体质点数
424	5	6	5600	1	体质点数
425	5	6	5800	1	体质点数
426	5	6	6000	1	体质点数
427	5	6	6200	1	体质点数
428	5	8	5000	1000	所有属性
429	5	8	5000	1000	所有属性
430	5	8	5000	1000	所有属性
431	5	8	5000	1000	所有属性
432	5	8	5000	1000	所有属性
433	5	10	4600	1	魔攻伤害点数
434	5	10	4600	1	魔攻伤害点数
435	5	10	4600	1	魔攻伤害点数
436	5	10	4600	1	魔攻伤害点数
437	5	10	4600	1	魔攻伤害点数
438	5	12	4600	1	近攻伤害点数
439	5	12	4600	1	近攻伤害点数
440	5	12	4600	1	近攻伤害点数
441	5	12	4600	1	近攻伤害点数
442	5	12	4600	1	近攻伤害点数
443	5	14	4600	1	远攻伤害点数
444	5	14	4600	1	远攻伤害点数
445	5	14	4600	1	远攻伤害点数
446	5	14	4600	1	远攻伤害点数
447	5	14	4600	1	远攻伤害点数
448	5	16	400	1	魔攻防御点数
449	5	16	500	1	魔攻防御点数
450	5	16	600	1	魔攻防御点数
451	5	16	700	1	魔攻防御点数
452	5	16	800	1	魔攻防御点数
453	5	18	400	1	近攻防御点数
454	5	18	500	1	近攻防御点数
455	5	18	600	1	近攻防御点数
456	5	18	700	1	近攻防御点数
457	5	18	800	1	近攻防御点数
458	5	20	400	1	远攻防御点数
459	5	20	500	1	远攻防御点数
460	5	20	600	1	远攻防御点数
461	5	20	700	1	远攻防御点数
462	5	20	800	1	远攻防御点数
463	5	22	9000	1	生命值上限点数
464	5	22	12000	1	生命值上限点数
465	5	22	18000	1	生命值上限点数
466	5	22	27000	1	生命值上限点数
467	5	22	32000	1	生命值上限点数
468	5	50	20	1	命中
469	5	50	30	1	命中
470	5	50	40	1	命中
471	5	50	50	1	命中
472	5	50	70	1	命中
473	5	51	20	1	闪避
474	5	51	30	1	闪避
475	5	51	40	1	闪避
476	5	51	50	1	闪避
477	5	51	70	1	闪避
478	5	53	500	1000	暴击
479	5	53	500	1000	暴击
480	5	53	500	1000	暴击
481	5	53	500	1000	暴击
482	5	53	500	1000	暴击
483	5	54	200	1	韧性
484	5	54	200	1	韧性
485	5	54	200	1	韧性
486	5	54	200	1	韧性
487	5	54	200	1	韧性
488	5	221	10	1	几率触发减移动速度2秒
489	5	221	20	1	几率触发减移动速度2秒
490	5	223	10	1	几率触发眩晕1秒
491	5	223	20	1000	几率触发眩晕1秒
492	6	0	4600	1	力量点数
493	6	0	4600	1	力量点数
494	6	0	4600	1	力量点数
495	6	0	4600	1	力量点数
496	6	0	4600	1	力量点数
497	6	2	4600	1	敏捷点数
498	6	2	4600	1	敏捷点数
499	6	2	4600	1	敏捷点数
500	6	2	4600	1	敏捷点数
501	6	2	4600	1	敏捷点数
502	6	4	4600	1	智力点数
503	6	4	4600	1	智力点数
504	6	4	4600	1	智力点数
505	6	4	4600	1	智力点数
506	6	4	4600	1	智力点数
507	6	6	2600	1	体质点数
508	6	6	2800	1	体质点数
509	6	6	3000	1	体质点数
510	6	6	3200	1	体质点数
511	6	6	3400	1	体质点数
512	6	6	3600	1	体质点数
513	6	6	3800	1	体质点数
514	6	6	4000	1	体质点数
515	6	6	4200	1	体质点数
516	6	6	4400	1	体质点数
517	6	6	4600	1	体质点数
518	6	6	4800	1	体质点数
519	6	6	5000	1	体质点数
520	6	6	5200	1	体质点数
521	6	6	5400	1	体质点数
522	6	6	5600	1	体质点数
523	6	6	5800	1	体质点数
524	6	6	6000	1	体质点数
525	6	6	6200	1	体质点数
526	6	8	5000	1000	所有属性
527	6	8	5000	1000	所有属性
528	6	8	5000	1000	所有属性
529	6	8	5000	1000	所有属性
530	6	8	5000	1000	所有属性
531	6	10	4600	1	魔攻伤害点数
532	6	10	4600	1	魔攻伤害点数
533	6	10	4600	1	魔攻伤害点数
534	6	10	4600	1	魔攻伤害点数
535	6	10	4600	1	魔攻伤害点数
536	6	12	4600	1	近攻伤害点数
537	6	12	4600	1	近攻伤害点数
538	6	12	4600	1	近攻伤害点数
539	6	12	4600	1	近攻伤害点数
540	6	12	4600	1	近攻伤害点数
541	6	14	4600	1	远攻伤害点数
542	6	14	4600	1	远攻伤害点数
543	6	14	4600	1	远攻伤害点数
544	6	14	4600	1	远攻伤害点数
545	6	14	4600	1	远攻伤害点数
546	6	16	400	1	魔攻防御点数
547	6	16	500	1	魔攻防御点数
548	6	16	600	1	魔攻防御点数
549	6	16	700	1	魔攻防御点数
550	6	16	800	1	魔攻防御点数
551	6	18	400	1	近攻防御点数
552	6	18	500	1	近攻防御点数
553	6	18	600	1	近攻防御点数
554	6	18	700	1	近攻防御点数
555	6	18	800	1	近攻防御点数
556	6	20	400	1	远攻防御点数
557	6	20	500	1	远攻防御点数
558	6	20	600	1	远攻防御点数
559	6	20	700	1	远攻防御点数
560	6	20	800	1	远攻防御点数
561	6	22	9000	1	生命值上限点数
562	6	22	12000	1	生命值上限点数
563	6	22	18000	1	生命值上限点数
564	6	22	27000	1	生命值上限点数
565	6	22	32000	1	生命值上限点数
566	6	50	20	1	命中
567	6	50	30	1	命中
568	6	50	40	1	命中
569	6	50	50	1	命中
570	6	50	70	1	命中
571	6	51	20	1	闪避
572	6	51	30	1	闪避
573	6	51	40	1	闪避
574	6	51	50	1	闪避
575	6	51	70	1	闪避
576	6	53	500	1000	暴击
577	6	53	500	1000	暴击
578	6	53	500	1000	暴击
579	6	53	500	1000	暴击
580	6	53	200	1000	暴击
581	6	54	200	1	韧性
582	6	54	200	1	韧性
583	6	54	200	1	韧性
584	6	54	200	1	韧性
585	6	54	200	1	韧性
586	6	221	10	1	几率触发减移动速度2秒
587	6	221	20	1	几率触发减移动速度2秒
588	6	223	10	1	几率触发眩晕1秒
589	6	223	20	1000	几率触发眩晕1秒
