NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT
3207	-1	-1	-1	-1	-1	-1	-1	1	0	0	138006	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3208	-1	-1	-1	-1	-1	-1	-1	2	0	0	80006	-1	12003|4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3209	-1	-1	-1	-1	-1	-1	-1	0	0	0	80002	-1	195|1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3210	-1	-1	-1	-1	-1	-1	-1	1	0	0	137834	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3212	-1	-1	-1	-1	-1	-1	-1	5	0	0	80005	-1	13810501|1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3213	-1	-1	-1	-1	-1	-1	-1	4	0	0	80008	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3214	-1	-1	-1	-1	-1	-1	-1	4	4	0	80009	-1	1	2	0	0	80007	-1	12002|5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3295	-1	-1	-1	-1	-1	-1	-1	1	0	0	138609	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3395	-1	-1	-1	-1	-1	-1	-1	1	0	0	138609	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3498	-1	-1	-1	-1	-1	-1	-1	1	0	0	138609	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3795	-1	-1	-1	-1	-1	-1	-1	1	0	0	138609	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#						-1	-1						-1						-1						-1							-1					-1
3269	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3270	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3271	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3272	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3273	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3274	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3275	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3276	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3277	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3278	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3279	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3280	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3281	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3282	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3283	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3284	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3285	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3286	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3287	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3288	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3289	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3290	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3291	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3292	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3620	-1	-1	-1	-1	-1	-1	-1	1	0	0	123702	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6002	-1	-1	-1	-1	-1	-1	-1	4	-1	0	82055	-1	-1	1	0	0	101001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6003	-1	-1	-1	-1	-1	-1	-1	4	0	0	59630	108	1	1	-1	-1	101000	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3369	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3370	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3371	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3372	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3373	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3374	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3375	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3376	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3377	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3378	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3379	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3380	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3381	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3382	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3383	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3384	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3385	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3386	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3387	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3388	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3389	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3390	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3391	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3392	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3621	-1	-1	-1	-1	-1	-1	-1	1	0	0	126002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6102	-1	-1	-1	-1	-1	-1	-1	4	-1	0	82057	-1	-1	1	0	0	101001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6103	-1	-1	-1	-1	-1	-1	-1	4	0	0	59631	108	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3462	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3463	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3464	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3465	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3466	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3467	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3468	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3469	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3470	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3471	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3472	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3473	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3474	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3475	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3476	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3477	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3478	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3479	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3480	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3481	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3482	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3483	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3484	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3485	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3622	-1	-1	-1	-1	-1	-1	-1	1	0	0	129056	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6202	-1	-1	-1	-1	-1	-1	-1	4	-1	0	82062	-1	-1	1	0	0	101001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6203	-1	-1	-1	-1	-1	-1	-1	4	0	0	59632	108	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3769	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3770	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3771	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3772	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3773	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3774	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3775	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3776	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3777	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3778	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3779	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3780	-1	-1	-1	-1	-1	-1	-1	1	0	0	132002	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
