NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	FLOAT	NUM	TEXT	TEXT	NUM	NUM	NUM	CNC	NUM	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	FLOAT	NUM
4	-1	突刺		十字军的基础攻击技能		set:CJSH_equip_jian_1 image:CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	230		102;103	0	0	0	1	0	0	3	-1	0	1	4	1	|生效一次的附加效果1	311	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
5	-1	重击		圣火使的基础攻击技能		set:CJSH_equip_jian_1 image:CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	231		102;103	0	0	0	1	0	0	3	-1	0	1	4	1	|生效一次的附加效果1	321	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
6	-1	弩射		刺客的基础攻击技能		set:CJSH_equip_jian_1 image:CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	232		102;103	0	0	0	1	0	0	16	-1	0	1	4	1	|生效一次的附加效果1	331	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	3200	-1	0	0	6	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
7	-1	开火		近卫军的基础攻击技能		set:CJSH_equip_jian_1 image:CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	233		102;103	0	0	0	1	0	0	20	-1	0	1	4	1	|生效一次的附加效果1	341	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	1411|1412	50|100				-1	0
8	-1	宽恕		隐修士的基础攻击技能		set:CJSH_equip_jian_1 image:CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	234		102;103	0	0	0	1	0	0	16	-1	0	1	4	1	|生效一次的附加效果1	351	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
9	-1	惩罚		僧侣的基础攻击技能		set:CJSH_equip_jian_1 image:CJSH_equip_jian_1_3	0	1	1300	-1	-1	-1	-1	1	1	0	0	1	0	2	235		102;103	0	0	0	1	0	0	16	-1	0	1	4	1	|生效一次的附加效果1	361	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
10	-1	展示技能	展示技能	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放		set:Ability_Food image:Ability_Food	0	5	1000|1000|1000|1000|1000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	2	223		121	0	0	0	0	-1	0|0|0|0|0	15|15|15|15|15	-1	0	0	8	0	|生效一次的附加效果1	0|0|0|0|0	-1	-1	-1			0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	1	-1	0	-1	-1	1	-1	360	2	-1	0	0	0	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
11	-1	诱捕	诱捕	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放		set:Ability_Food image:Ability_Food_256	0	5	0|0|0|0|0	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	0	1	0	224	200	-1	0	0	0	1	-1	0|0|0|0|0	15|15|15|15|15	0	0	0	15	-1	生效一次的附加效果1	1|1|1|1|1	-1	-1	-1			10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	-1	0	-1	-1	1	-1	360	6	-1	0	0	0	1	0	6	50	0	-1	-1	引导周期的附加效果1	1|1|1|1|1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
12	-1	捕获	捕获	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放		set:Ability_Food image:Ability_Food_256	0	5	0|0|0|0|0	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	0	1	0	225	200	-1	0	0	0	1	-1	0|0|0|0|0	15|15|15|15|15	0	0	0	15	-1	生效一次的附加效果1	1|1|1|1|1	-1	-1	-1			13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	-1	0	-1	-1	1	-1	360	6	-1	0	0	0	1	0	6	50	0	-1	-1	引导周期的附加效果1	1|1|1|1|1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
13	-1	骑乘	骑乘	骑乘		set:Ability image:Ability_BackStab	0	5	0|0|0|0|1	2000|2000|2000|2000|2000	-1|-1|-1|-1|-1	1	1	0	1	0	0	1	0	0	226	200	-1	0	0	0	4	-1	0|0|0|0|0	2|2|2|2|2	-1	0	0	0	1	|生效一次的附加效果1	105|105|105|105|105	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	0	0	-1	-1	1	-1	360	1	-1	0	0	0	1	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
14	6	预留技能	系统预留	系统预留		set:Ability image:Ability_BackStab	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	2	227		201	0	0	0	1	-1	0|0|0|0|0	2|2|2|2|2	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
15	6	预留技能	系统预留	系统预留		set:Ability image:Ability_BackStab	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	0	0	0	1	0	2	228		201	0	0	0	1	-1	0|0|0|0|0	2|2|2|2|2	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
16	-1	回城	回到王国	角色10级之前传送至本国猎场，10级以上传送回王城		set:CJSH_quest_xinjia_1 image:CJSH_quest_xinjia_1_5	0	1	0	0	-1	-1	-1	0	1	0	0	1	-1	0	229	200	-1	0	0	0	0	3	-1	-1	1	0	0	0	1	|生效一次的附加效果1	9842	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
17	-1	1秒读条	1秒读条	1秒读条	1秒读条		0	1	1	1	-1	-1	-1	0	1	0	0	1	-1	0	89	200	-1	0	0	0	0	3	-1	-1	1	0	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	7629|8823	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
18	-1	魔君石5小时	1秒读条	1秒读条	1秒读条		0	1	1	1	-1	-1	-1	0	1	0	0	1	-1	0	92	200	-1	0	0	0	0	3	-1	-1	1	0	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	7629|8823	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
19	-1	魔君石3小时	1秒读条	1秒读条	1秒读条		0	1	1	1	-1	-1	-1	0	1	0	0	1	-1	0	92	200	-1	0	0	0	0	3	-1	-1	1	0	0	0	1	|生效一次的附加效果1	1|1|1|1|1	-1	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	7629|8823	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	0
