NUM	NUM	NUM	NUM	NUM
10049004	1	9800	0	0
10049005	1	9800	0	0
10049010	1	10000	0	0
10049011	1	10000	0	0
10049012	1	10000	0	0
10049013	1	14000	0	0
10049014	1	14000	0	0
10049015	1	14000	0	0
10054001	4	1050	0	0
10054002	4	7560	0	0
10054003	4	25200	0	0
10054004	4	60760	0	0
10058600	1	42000	0	0
10058700	10	756	0	0
10058701	10	2268	0	0
10058801	4	1500	0	0
10058802	4	10800	0	0
10058803	4	36000	0	0
10058804	1	60000	0	0
10058805	10	1080	0	0
10058810	4	86800	0	0
10058811	10	3240	0	0
10058850	4	121520	0	0
10058851	10	4536	0	0
10058852	4	173600	0	0
10058853	10	6480	0	0
10058854	1	84000	0	0
10058855	1	84000	0	0
10058856	1	84000	0	0
10058857	1	120000	0	0
10058858	1	120000	0	0
10058859	1	120000	0	0
10059000	1	7000	0	0
10059001	1	7000	0	0
10059002	1	7000	0	0
10059003	1	9800	0	0
10059004	1	9800	0	0
10059005	1	9800	0	0
10059010	1	10000	0	0
10059011	1	10000	0	0
10059012	1	10000	0	0
10059013	1	14000	0	0
10059014	1	14000	0	0
10059015	1	14000	0	0
10064001	4	1050	0	0
10064002	4	7560	0	0
10064003	4	25200	0	0
10064004	4	60760	0	0
10068600	1	42000	0	0
10068700	10	756	0	0
10068701	10	2268	0	0
10068801	4	1500	0	0
10068802	4	10800	0	0
10068803	4	36000	0	0
10068804	1	60000	0	0
10068805	10	1080	0	0
10068810	4	86800	0	0
10068811	10	3240	0	0
10068850	4	121520	0	0
10068851	10	4536	0	0
10068852	4	173600	0	0
10068853	10	6480	0	0
10068854	1	84000	0	0
10068855	1	84000	0	0
10068856	1	84000	0	0
10068857	1	120000	0	0
10068858	1	120000	0	0
10068859	1	120000	0	0
10069000	1	7000	0	0
10069001	1	7000	0	0
10069002	1	7000	0	0
10069003	1	9800	0	0
10069004	1	9800	0	0
10069005	1	9800	0	0
10069010	1	10000	0	0
10069011	1	10000	0	0
10069012	1	10000	0	0
10069013	1	14000	0	0
10069014	1	14000	0	0
10069015	1	14000	0	0
10074001	4	1260	0	0
10074002	4	3780	0	0
10074003	4	12600	0	0
10074004	4	40320	0	0
10077600	1	42000	0	0
10077700	10	455	0	0
10077701	10	1365	0	0
10077801	4	1800	0	0
10077802	4	5400	0	0
10077803	4	18000	0	0
10077804	1	60000	0	0
10077805	10	650	0	0
10077810	4	57600	0	0
10077811	10	1950	0	0
10077850	4	80640	0	0
10077851	10	2730	0	0
10077852	4	115200	0	0
10077853	10	3900	0	0
10077854	1	50400	0	0
10077855	1	50400	0	0
10077856	1	50400	0	0
10077857	1	72000	0	0
10077858	1	72000	0	0
10077859	1	72000	0	0
10078000	1	7000	0	0
10078001	1	7000	0	0
10078002	1	7000	0	0
10078003	1	9800	0	0
10078004	1	9800	0	0
10078005	1	9800	0	0
10078010	1	10000	0	0
10078011	1	10000	0	0
10078012	1	10000	0	0
10078013	1	14000	0	0
10078014	1	14000	0	0
10078015	1	14000	0	0
10084001	4	1260	0	0
10084002	4	3780	0	0
10084003	4	12600	0	0
10084004	4	40320	0	0
10087600	1	42000	0	0
10087700	10	455	0	0
10087701	10	1365	0	0
10087801	4	1800	0	0
10087802	4	5400	0	0
10087803	4	18000	0	0
10087804	1	60000	0	0
10087805	10	650	0	0
10087810	4	57600	0	0
10087811	10	1950	0	0
10087850	4	80640	0	0
10087851	10	2730	0	0
10087852	4	115200	0	0
10087853	10	3900	0	0
10087854	1	50400	0	0
10087855	1	50400	0	0
10087856	1	50400	0	0
10087857	1	72000	0	0
10087858	1	72000	0	0
10087859	1	72000	0	0
10088000	1	7000	0	0
10088001	1	7000	0	0
10088002	1	7000	0	0
10088003	1	9800	0	0
10088004	1	9800	0	0
10088005	1	9800	0	0
10088010	1	10000	0	0
10088011	1	10000	0	0
10088012	1	10000	0	0
10088013	1	14000	0	0
10088014	1	14000	0	0
10088015	1	14000	0	0
10094001	4	1260	0	0
10094002	4	3780	0	0
10094003	4	12600	0	0
10094004	4	40320	0	0
10097600	1	42000	0	0
10097700	10	455	0	0
10097701	10	1365	0	0
10097801	4	1800	0	0
10097802	4	5400	0	0
10097803	4	18000	0	0
10097804	1	60000	0	0
10097805	10	650	0	0
10097810	4	57600	0	0
10097811	10	1950	0	0
10097850	4	80640	0	0
10097851	10	2730	0	0
10097852	4	115200	0	0
10097853	10	3900	0	0
10097854	1	50400	0	0
10097855	1	50400	0	0
10097856	1	50400	0	0
10097857	1	72000	0	0
10097858	1	72000	0	0
10097859	1	72000	0	0
10098000	1	7000	0	0
10098001	1	7000	0	0
10098002	1	7000	0	0
10098003	1	9800	0	0
10098004	1	9800	0	0
10098005	1	9800	0	0
10098010	1	10000	0	0
10098011	1	10000	0	0
10098012	1	10000	0	0
10098013	1	14000	0	0
10098014	1	14000	0	0
10098015	1	14000	0	0
10104001	4	1260	0	0
10104002	4	3780	0	0
10104003	4	12600	0	0
10104004	4	40320	0	0
10107600	1	42000	0	0
10107700	10	455	0	0
10107701	10	1365	0	0
10107801	4	1800	0	0
10107802	4	5400	0	0
10107803	4	18000	0	0
10107804	1	60000	0	0
10107805	10	650	0	0
10107810	4	57600	0	0
10107811	10	1950	0	0
10107850	4	80640	0	0
10107851	10	2730	0	0
10107852	4	115200	0	0
10107853	10	3900	0	0
10107854	1	50400	0	0
10107855	1	50400	0	0
10107856	1	50400	0	0
10107857	1	72000	0	0
10107858	1	72000	0	0
10107859	1	72000	0	0
10108000	1	7000	0	0
10108001	1	7000	0	0
10108002	1	7000	0	0
10108003	1	9800	0	0
10108004	1	9800	0	0
10108005	1	9800	0	0
10108010	1	10000	0	0
10108011	1	10000	0	0
10108012	1	10000	0	0
10108013	1	14000	0	0
10108014	1	14000	0	0
10108015	1	14000	0	0
10114001	4	1260	0	0
10114002	4	3780	0	0
10114003	4	12600	0	0
10114004	4	40320	0	0
10117600	1	42000	0	0
10117700	10	455	0	0
10117701	10	1365	0	0
10117801	4	1800	0	0
10117802	4	5400	0	0
10117803	4	18000	0	0
10117804	1	60000	0	0
10117805	10	650	0	0
10117810	4	57600	0	0
10117811	10	1950	0	0
10117850	4	80640	0	0
10117851	10	2730	0	0
10117852	4	115200	0	0
10117853	10	3900	0	0
10117854	1	50400	0	0
10117855	1	50400	0	0
10117856	1	50400	0	0
10117857	1	72000	0	0
10117858	1	72000	0	0
10117859	1	72000	0	0
10118000	1	7000	0	0
10118001	1	7000	0	0
10118002	1	7000	0	0
10118003	1	9800	0	0
10118004	1	9800	0	0
10118005	1	9800	0	0
10118010	1	10000	0	0
10118011	1	10000	0	0
10118012	1	10000	0	0
10118013	1	14000	0	0
10118014	1	14000	0	0
10118015	1	14000	0	0
10124001	4	1260	0	0
10124002	4	3780	0	0
10124003	4	12600	0	0
10124004	4	40320	0	0
10127600	1	42000	0	0
10127700	10	455	0	0
10127701	10	1365	0	0
10127801	4	1800	0	0
10127802	4	5400	0	0
10127803	4	18000	0	0
10127804	1	60000	0	0
10127805	10	650	0	0
10127810	4	57600	0	0
10127811	10	1950	0	0
10127850	4	80640	0	0
10127851	10	2730	0	0
10127852	4	115200	0	0
10127853	10	3900	0	0
10127854	1	50400	0	0
10127855	1	50400	0	0
10127856	1	50400	0	0
10127857	1	72000	0	0
10127858	1	72000	0	0
10127859	1	72000	0	0
10128000	1	7000	0	0
10128001	1	7000	0	0
10128002	1	7000	0	0
10128003	1	9800	0	0
10128004	1	9800	0	0
10128005	1	9800	0	0
10128010	1	10000	0	0
10128011	1	10000	0	0
10128012	1	10000	0	0
10128013	1	14000	0	0
10128014	1	14000	0	0
10128015	1	14000	0	0
10204001	1	13650	0	0
10204002	1	45500	0	0
10204003	1	171500	0	0
10204004	1	220500	0	0
10204011	1	13650	0	0
10204012	1	45500	0	0
10204013	1	171500	0	0
10204014	1	220500	0	0
10204021	1	13650	0	0
10204022	1	45500	0	0
10204023	1	171500	0	0
10204024	1	220500	0	0
10204031	1	13650	0	0
10204032	1	45500	0	0
10204033	1	171500	0	0
10204034	1	220500	0	0
10204041	1	13650	0	0
10204042	1	45500	0	0
10204043	1	171500	0	0
10204044	1	220500	0	0
10204051	1	13650	0	0
10204052	1	45500	0	0
10204053	1	171500	0	0
10204054	1	220500	0	0
10204061	1	13650	0	0
10204062	1	45500	0	0
10204063	1	171500	0	0
10204064	1	220500	0	0
10204071	1	13650	0	0
10204072	1	45500	0	0
10204073	1	171500	0	0
10204074	1	220500	0	0
10204081	1	13650	0	0
10204082	1	45500	0	0
10204083	1	171500	0	0
10204084	1	220500	0	0
10204091	1	13650	0	0
10204092	1	45500	0	0
10204093	1	171500	0	0
10204094	1	220500	0	0
10204101	1	13650	0	0
10204102	1	45500	0	0
10204103	1	171500	0	0
10204104	1	220500	0	0
10204111	1	13650	0	0
10204112	1	45500	0	0
10204113	1	171500	0	0
10204114	1	220500	0	0
10208600	1	42000	0	0
10208610	1	42000	0	0
10208620	1	42000	0	0
10208630	1	42000	0	0
10208640	1	42000	0	0
10208650	1	42000	0	0
10208700	10	595	0	0
10208710	10	595	0	0
10208720	10	595	0	0
10208730	10	595	0	0
10208740	10	595	0	0
10208750	10	595	0	0
10208760	10	1785	0	0
10208761	10	1785	0	0
10208762	10	1785	0	0
10208763	10	1785	0	0
10208764	10	1785	0	0
10208765	10	1785	0	0
10208801	1	19500	0	0
10208802	1	65000	0	0
10208803	1	245000	0	0
10208804	1	60000	0	0
10208805	10	850	0	0
10208811	1	19500	0	0
10208812	1	65000	0	0
10208813	1	245000	0	0
10208814	1	60000	0	0
10208815	10	850	0	0
10208821	1	19500	0	0
10208822	1	65000	0	0
10208823	1	245000	0	0
10208824	1	60000	0	0
10208825	10	850	0	0
10208831	1	19500	0	0
10208832	1	65000	0	0
10208833	1	245000	0	0
10208834	1	60000	0	0
10208835	10	850	0	0
10208841	1	19500	0	0
10208842	1	65000	0	0
10208843	1	245000	0	0
10208844	1	60000	0	0
10208845	10	850	0	0
10208851	1	19500	0	0
10208852	1	65000	0	0
10208853	1	245000	0	0
10208854	1	60000	0	0
10208855	10	850	0	0
10208900	1	315000	0	0
10208901	1	315000	0	0
10208902	1	315000	0	0
10208903	1	315000	0	0
10208904	1	315000	0	0
10208905	1	315000	0	0
10208910	10	2550	0	0
10208911	10	2550	0	0
10208912	10	2550	0	0
10208913	10	2550	0	0
10208914	10	2550	0	0
10208915	10	2550	0	0
10209000	1	7000	0	0
10209001	1	7000	0	0
10209002	1	7000	0	0
10209003	1	7000	0	0
10209004	1	7000	0	0
10209005	1	7000	0	0
10209006	1	7000	0	0
10209007	1	7000	0	0
10209008	1	7000	0	0
10209009	1	7000	0	0
10209010	1	7000	0	0
10209011	1	7000	0	0
10209012	1	7000	0	0
10209013	1	7000	0	0
10209014	1	7000	0	0
10209015	1	7000	0	0
10209016	1	7000	0	0
10209017	1	7000	0	0
10209018	1	9800	0	0
10209019	1	9800	0	0
10209020	1	9800	0	0
10209021	1	9800	0	0
10209022	1	9800	0	0
10209023	1	9800	0	0
10209024	1	9800	0	0
10209025	1	9800	0	0
10209026	1	9800	0	0
10209027	1	9800	0	0
10209028	1	9800	0	0
10209029	1	9800	0	0
10209030	1	9800	0	0
10209031	1	9800	0	0
10209032	1	9800	0	0
10209033	1	9800	0	0
10209034	1	9800	0	0
10209035	1	9800	0	0
10209100	1	10000	0	0
10209101	1	10000	0	0
10209102	1	10000	0	0
10209103	1	10000	0	0
10209104	1	10000	0	0
10209105	1	10000	0	0
10209106	1	10000	0	0
10209107	1	10000	0	0
10209108	1	10000	0	0
10209109	1	10000	0	0
10209110	1	10000	0	0
10209111	1	10000	0	0
10209112	1	10000	0	0
10209113	1	10000	0	0
10209114	1	10000	0	0
10209115	1	10000	0	0
10209116	1	10000	0	0
10209117	1	10000	0	0
10209118	1	14000	0	0
10209119	1	14000	0	0
10209120	1	14000	0	0
10209121	1	14000	0	0
10209122	1	14000	0	0
10209123	1	14000	0	0
10209124	1	14000	0	0
10209125	1	14000	0	0
10209126	1	14000	0	0
10209127	1	14000	0	0
10209128	1	14000	0	0
10209129	1	14000	0	0
10209130	1	14000	0	0
10209131	1	14000	0	0
10209132	1	14000	0	0
10209133	1	14000	0	0
10209134	1	14000	0	0
10209135	1	14000	0	0
10209254	1	42000	0	0
10209255	1	42000	0	0
10209256	1	42000	0	0
10209257	1	42000	0	0
10209258	1	42000	0	0
10209259	1	42000	0	0
10209260	10	595	0	0
10209261	10	595	0	0
10209262	10	595	0	0
10209263	10	595	0	0
10209264	10	595	0	0
10209265	10	595	0	0
10209266	10	1785	0	0
10209267	10	1785	0	0
10209268	10	1785	0	0
10209269	10	1785	0	0
10209270	10	1785	0	0
10209271	10	1785	0	0
10209272	1	19500	0	0
10209273	1	65000	0	0
10209274	1	245000	0	0
10209275	1	60000	0	0
10209276	10	850	0	0
10209277	1	19500	0	0
10209278	1	65000	0	0
10209279	1	245000	0	0
10209280	1	60000	0	0
10209281	10	850	0	0
10209282	1	19500	0	0
10209283	1	65000	0	0
10209284	1	245000	0	0
10209285	1	60000	0	0
10209286	10	850	0	0
10209287	1	19500	0	0
10209288	1	65000	0	0
10209289	1	245000	0	0
10209290	1	60000	0	0
10209291	10	850	0	0
10209292	1	19500	0	0
10209293	1	65000	0	0
10209294	1	245000	0	0
10209295	1	60000	0	0
10209296	10	850	0	0
10209297	1	19500	0	0
10209298	1	65000	0	0
10209299	1	245000	0	0
10209300	1	60000	0	0
10209301	10	850	0	0
10209302	1	315000	0	0
10209303	1	315000	0	0
10209304	1	315000	0	0
10209305	1	315000	0	0
10209306	1	315000	0	0
10209307	1	315000	0	0
10209308	10	2550	0	0
10209309	10	2550	0	0
10209310	10	2550	0	0
10209311	10	2550	0	0
10209312	10	2550	0	0
10209313	10	2550	0	0
10209314	1	7000	0	0
10209315	1	7000	0	0
10209316	1	7000	0	0
10209317	1	7000	0	0
10209318	1	7000	0	0
10209319	1	7000	0	0
10209320	1	7000	0	0
10209321	1	7000	0	0
10209322	1	7000	0	0
10209323	1	7000	0	0
10209324	1	7000	0	0
10209325	1	7000	0	0
10209326	1	7000	0	0
10209327	1	7000	0	0
10209328	1	7000	0	0
10209329	1	7000	0	0
10209330	1	7000	0	0
10209331	1	7000	0	0
10209332	1	9800	0	0
10209333	1	9800	0	0
10209334	1	9800	0	0
10209335	1	9800	0	0
10209336	1	9800	0	0
10209337	1	9800	0	0
10209338	1	9800	0	0
10209339	1	9800	0	0
10209340	1	9800	0	0
10209341	1	9800	0	0
10209342	1	9800	0	0
10209343	1	9800	0	0
10209344	1	9800	0	0
10209345	1	9800	0	0
10209346	1	9800	0	0
10209347	1	9800	0	0
10209348	1	9800	0	0
10209349	1	9800	0	0
10209350	1	10000	0	0
10209351	1	10000	0	0
10209352	1	10000	0	0
10209353	1	10000	0	0
10209354	1	10000	0	0
10209355	1	10000	0	0
10209356	1	10000	0	0
10209357	1	10000	0	0
10209358	1	10000	0	0
10209359	1	10000	0	0
10209360	1	10000	0	0
10209361	1	10000	0	0
10209362	1	10000	0	0
10209363	1	10000	0	0
10209364	1	10000	0	0
10209365	1	10000	0	0
10209366	1	10000	0	0
10209367	1	10000	0	0
10209368	1	14000	0	0
10209369	1	14000	0	0
10209370	1	14000	0	0
10209371	1	14000	0	0
10209372	1	14000	0	0
10209373	1	14000	0	0
10209374	1	14000	0	0
10209375	1	14000	0	0
10209376	1	14000	0	0
10209377	1	14000	0	0
10209378	1	14000	0	0
10209379	1	14000	0	0
10209380	1	14000	0	0
10209381	1	14000	0	0
10209382	1	14000	0	0
10209383	1	14000	0	0
10209384	1	14000	0	0
10209385	1	14000	0	0
10209500	1	350000	0	0
10209501	1	350000	0	0
10209502	1	350000	0	0
10209503	1	350000	0	0
10209504	1	350000	0	0
10209505	1	350000	0	0
10209506	1	350000	0	0
10209507	1	350000	0	0
10209508	1	350000	0	0
10209509	1	350000	0	0
10209510	1	350000	0	0
10209511	1	350000	0	0
10209512	10	3570	0	0
10209513	10	3570	0	0
10209514	10	3570	0	0
10209515	10	3570	0	0
10209516	10	3570	0	0
10209517	10	3570	0	0
10209518	10	3570	0	0
10209519	10	3570	0	0
10209520	10	3570	0	0
10209521	10	3570	0	0
10209522	10	3570	0	0
10209523	10	3570	0	0
10209524	1	500000	0	0
10209525	1	500000	0	0
10209526	1	500000	0	0
10209527	1	500000	0	0
10209528	1	500000	0	0
10209529	1	500000	0	0
10209530	1	500000	0	0
10209531	1	500000	0	0
10209532	1	500000	0	0
10209533	1	500000	0	0
10209534	1	500000	0	0
10209535	1	500000	0	0
10209536	10	5100	0	0
10209537	10	5100	0	0
10209538	10	5100	0	0
10209539	10	5100	0	0
10209540	10	5100	0	0
10209541	10	5100	0	0
10209542	10	5100	0	0
10209543	10	5100	0	0
10209544	10	5100	0	0
10209545	10	5100	0	0
10209546	10	5100	0	0
10209547	10	5100	0	0
10209600	1	67200	0	0
10209601	1	67200	0	0
10209602	1	67200	0	0
10209603	1	67200	0	0
10209604	1	67200	0	0
10209605	1	67200	0	0
10209606	1	67200	0	0
10209607	1	67200	0	0
10209608	1	67200	0	0
10209609	1	67200	0	0
10209610	1	67200	0	0
10209611	1	67200	0	0
10209612	1	96000	0	0
10209613	1	96000	0	0
10209614	1	96000	0	0
10209615	1	96000	0	0
10209616	1	96000	0	0
10209617	1	96000	0	0
10209618	1	96000	0	0
10209619	1	96000	0	0
10209620	1	96000	0	0
10209621	1	96000	0	0
10209622	1	96000	0	0
10209623	1	96000	0	0
10209630	1	67200	0	0
10209631	1	67200	0	0
10209632	1	67200	0	0
10209633	1	67200	0	0
10209634	1	67200	0	0
10209635	1	67200	0	0
10209636	1	67200	0	0
10209637	1	67200	0	0
10209638	1	67200	0	0
10209639	1	67200	0	0
10209640	1	67200	0	0
10209641	1	67200	0	0
10209642	1	96000	0	0
10209643	1	96000	0	0
10209644	1	96000	0	0
10209645	1	96000	0	0
10209646	1	96000	0	0
10209647	1	96000	0	0
10209648	1	96000	0	0
10209649	1	96000	0	0
10209650	1	96000	0	0
10209651	1	96000	0	0
10209652	1	96000	0	0
10209653	1	96000	0	0
10209660	1	67200	0	0
10209661	1	67200	0	0
10209662	1	67200	0	0
10209663	1	67200	0	0
10209664	1	67200	0	0
10209665	1	67200	0	0
10209666	1	67200	0	0
10209667	1	67200	0	0
10209668	1	67200	0	0
10209669	1	67200	0	0
10209670	1	67200	0	0
10209671	1	67200	0	0
10209672	1	96000	0	0
10209673	1	96000	0	0
10209674	1	96000	0	0
10209675	1	96000	0	0
10209676	1	96000	0	0
10209677	1	96000	0	0
10209678	1	96000	0	0
10209679	1	96000	0	0
10209680	1	96000	0	0
10209681	1	96000	0	0
10209682	1	96000	0	0
10209683	1	96000	0	0
10213100	5	1050	0	0
10213101	5	4200	0	0
10213102	5	25200	0	0
10213103	5	63000	0	0
10213104	5	126000	0	0
10213105	5	252000	0	0
10213106	5	504000	0	0
10213200	5	44100	0	0
10213201	5	94500	0	0
10213202	5	189000	0	0
10213203	5	378000	0	0
10217000	5	1500	0	0
10217001	5	6000	0	0
10217002	5	36000	0	0
10217003	5	90000	0	0
10217004	5	180000	0	0
10217005	5	360000	0	0
10217006	5	720000	0	0
10217100	5	63000	0	0
10217101	5	135000	0	0
10217102	5	270000	0	0
10217103	5	540000	0	0
10221105	6	350	0	0
10221108	6	1120	0	0
10221109	6	7000	0	0
10221110	6	2520	0	0
10221111	6	12950	0	0
10221112	6	24500	0	0
10221113	6	49000	0	0
10227100	6	500	0	0
10227101	6	1600	0	0
10227102	6	3600	0	0
10227103	6	10000	0	0
10227104	6	18500	0	0
10227105	6	35000	0	0
10227106	6	70000	0	0
10234001	4	2030	0	0
10234002	4	6090	0	0
10234003	4	18270	0	0
10234004	4	43400	0	0
10234011	4	2030	0	0
10234012	4	6090	0	0
10234013	4	18270	0	0
10234014	4	43400	0	0
10234021	4	2030	0	0
10234022	4	6090	0	0
10234023	4	18270	0	0
10234024	4	43400	0	0
10234031	4	2030	0	0
10234032	4	6090	0	0
10234033	4	18270	0	0
10234034	4	43400	0	0
10234041	4	2030	0	0
10234042	4	6090	0	0
10234043	4	18270	0	0
10234044	4	43400	0	0
10234051	4	2030	0	0
10234052	4	6090	0	0
10234053	4	18270	0	0
10234054	4	43400	0	0
10238600	1	42000	0	0
10238610	1	42000	0	0
10238620	1	42000	0	0
10238630	1	42000	0	0
10238640	1	42000	0	0
10238650	1	42000	0	0
10238700	10	630	0	0
10238710	10	630	0	0
10238720	10	630	0	0
10238730	10	630	0	0
10238740	10	630	0	0
10238750	10	630	0	0
10238760	10	1890	0	0
10238761	10	1890	0	0
10238762	10	1890	0	0
10238763	10	1890	0	0
10238764	10	1890	0	0
10238765	10	1890	0	0
10238801	4	2900	0	0
10238802	4	8700	0	0
10238803	4	26100	0	0
10238804	1	60000	0	0
10238805	10	900	0	0
10238811	4	2900	0	0
10238812	4	8700	0	0
10238813	4	26100	0	0
10238814	1	60000	0	0
10238815	10	900	0	0
10238821	4	2900	0	0
10238822	4	8700	0	0
10238823	4	26100	0	0
10238824	1	60000	0	0
10238825	10	900	0	0
10238831	4	2900	0	0
10238832	4	8700	0	0
10238833	4	26100	0	0
10238834	1	60000	0	0
10238835	10	900	0	0
10238841	4	2900	0	0
10238842	4	8700	0	0
10238843	4	26100	0	0
10238844	1	60000	0	0
10238845	10	900	0	0
10238851	4	2900	0	0
10238852	4	8700	0	0
10238853	4	26100	0	0
10238854	1	60000	0	0
10238855	10	900	0	0
10238900	4	62000	0	0
10238901	4	62000	0	0
10238902	4	62000	0	0
10238903	4	62000	0	0
10238904	4	62000	0	0
10238905	4	62000	0	0
10238910	10	2700	0	0
10238911	10	2700	0	0
10238912	10	2700	0	0
10238913	10	2700	0	0
10238914	10	2700	0	0
10238915	10	2700	0	0
10239000	1	7000	0	0
10239001	1	7000	0	0
10239002	1	7000	0	0
10239003	1	7000	0	0
10239004	1	7000	0	0
10239005	1	7000	0	0
10239006	1	7000	0	0
10239007	1	7000	0	0
10239008	1	7000	0	0
10239009	1	7000	0	0
10239010	1	7000	0	0
10239011	1	7000	0	0
10239012	1	7000	0	0
10239013	1	7000	0	0
10239014	1	7000	0	0
10239015	1	7000	0	0
10239016	1	7000	0	0
10239017	1	7000	0	0
10239018	1	9800	0	0
10239019	1	9800	0	0
10239020	1	9800	0	0
10239021	1	9800	0	0
10239022	1	9800	0	0
10239023	1	9800	0	0
10239024	1	9800	0	0
10239025	1	9800	0	0
10239026	1	9800	0	0
10239027	1	9800	0	0
10239028	1	9800	0	0
10239029	1	9800	0	0
10239030	1	9800	0	0
10239031	1	9800	0	0
10239032	1	9800	0	0
10239033	1	9800	0	0
10239034	1	9800	0	0
10239035	1	9800	0	0
10239100	1	10000	0	0
10239101	1	10000	0	0
10239102	1	10000	0	0
10239103	1	10000	0	0
10239104	1	10000	0	0
10239105	1	10000	0	0
10239106	1	10000	0	0
10239107	1	10000	0	0
10239108	1	10000	0	0
10239109	1	10000	0	0
10239110	1	10000	0	0
10239111	1	10000	0	0
10239112	1	10000	0	0
10239113	1	10000	0	0
10239114	1	10000	0	0
10239115	1	10000	0	0
10239116	1	10000	0	0
10239117	1	10000	0	0
10239118	1	14000	0	0
10239119	1	14000	0	0
10239120	1	14000	0	0
10239121	1	14000	0	0
10239122	1	14000	0	0
10239123	1	14000	0	0
10239124	1	14000	0	0
10239125	1	14000	0	0
10239126	1	14000	0	0
10239127	1	14000	0	0
10239128	1	14000	0	0
10239129	1	14000	0	0
10239130	1	14000	0	0
10239131	1	14000	0	0
10239132	1	14000	0	0
10239133	1	14000	0	0
10239134	1	14000	0	0
10239135	1	14000	0	0
10239218	4	2030	0	0
10239219	4	6090	0	0
10239220	4	18270	0	0
10239221	4	43400	0	0
10239222	4	2030	0	0
10239223	4	6090	0	0
10239224	4	18270	0	0
10239225	4	43400	0	0
10239226	4	2030	0	0
10239227	4	6090	0	0
10239228	4	18270	0	0
10239229	4	43400	0	0
10239230	4	2030	0	0
10239231	4	6090	0	0
10239232	4	18270	0	0
10239233	4	43400	0	0
10239234	4	2030	0	0
10239235	4	6090	0	0
10239236	4	18270	0	0
