NUM	NUM	NUM
14010289	3	1
14010290	3	1
14010291	3	1
14010292	3	1000
14010293	3	1
14010294	3	1
14010295	3	1
14010296	3	1
14010297	3	1
14010298	3	1
14010299	3	1
14010300	3	1000
14010301	3	1
14010302	3	1
14010303	3	1
14010304	3	1
14010305	3	1
14010306	3	1
14010307	3	1
14010308	3	1000
14010309	4	1
14010310	4	1
14010311	4	1
14010312	4	1
14010313	4	1
14010314	4	1
14010315	4	1
14010316	4	1000
14010317	4	1
14010318	4	1
14010319	4	1
14010320	4	1
14010321	4	1
14010322	4	1
14010323	4	1
14010324	4	1000
14010325	4	1
14010326	4	1
14010327	4	1
14010328	4	1
14010329	4	1
14010330	4	1
14010331	4	1
14010332	4	1000
14010333	4	1
14010334	4	1
14010335	4	1
14010336	4	1
14010337	4	1
14010338	4	1
14010339	4	1
14010340	4	1000
14010341	4	1
14010342	4	1
14010343	4	1
14010344	4	1
14010345	4	1
14010346	4	1
14010347	4	1
14010348	4	1000
14010349	4	1
14010350	4	1
14010351	4	1
14010352	4	1
14010353	4	1
14010354	4	1
14010355	4	1
14010356	4	1000
14010357	4	1
14010358	4	1
14010359	4	1
14010360	4	1
14010361	4	1
14010362	4	1
14010363	4	1
14010364	4	1000
14010365	4	1
14010366	4	1
14010367	4	1
14010368	4	1
14010369	4	1
14010370	4	1
14010371	4	1
14010372	4	1000
14010373	4	1
14010374	4	1
14010375	4	1
14010376	4	1
14010377	4	1
14010378	4	1
14010379	4	1
14010380	4	1000
14010381	4	1
14010382	4	1
14010383	4	1
14010384	4	1
14010385	4	1
14010386	4	1
14010387	4	1
14010388	4	1000
14010389	4	1
14010390	4	1
14010391	4	1
14010392	4	1
14010393	4	1
14010394	4	1
14010395	4	1
14010396	4	1000
14010397	5	1
14010398	5	1
14010399	5	1
14010400	5	1
14010401	5	1
14010402	5	1
14010403	5	1
14010404	5	1000
14010405	5	1
14010406	5	1
14010407	5	1
14010408	5	1
14010409	5	1
14010410	5	1
14010411	5	1
14010412	5	1000
14010413	5	1
14010414	5	1
14010415	5	1
14010416	5	1
14010417	5	1
14010418	5	1
14010419	5	1
14010420	5	1000
14010421	5	1
14010422	5	1
14010423	5	1
14010424	5	1
14010425	5	1
14010426	5	1
14010427	5	1
14010428	5	1000
14010429	5	1
14010430	5	1
14010431	5	1
14010432	5	1
14010433	5	1
14010434	5	1
14010435	5	1
14010436	5	1000
14010437	5	1
14010438	5	1
14010439	5	1
14010440	5	1
14010441	5	1
14010442	5	1
14010443	5	1
14010444	5	1000
14010445	5	1
14010446	5	1
14010447	5	1
14010448	5	1
14010449	5	1
14010450	5	1
14010451	5	1
14010452	5	1000
14010453	5	1
14010454	5	1
14010455	5	1
14010456	5	1
14010457	5	1
14010458	5	1
14010459	5	1
14010460	5	1000
14010461	5	1
14010462	5	1
14010463	5	1
14010464	5	1
14010465	5	1
14010466	5	1
14010467	5	1
14010468	5	1000
14010469	5	1
14010470	5	1
14010471	5	1
14010472	5	1
14010473	5	1
14010474	5	1
14010475	5	1
14010476	5	1000
14010477	5	1
14010478	5	1
14010479	5	1
14010480	5	1
14010481	5	1
14010482	5	1
14010483	5	1
14010484	5	1000
14010485	6	1
14010486	6	1
14010487	6	1
14010488	6	1
14010489	6	1
14010490	6	1
14010491	6	1
14010492	6	1000
14010493	6	1
14010494	6	1
14010495	6	1
14010496	6	1
14010497	6	1
14010498	6	1
14010499	6	1
14010500	6	1000
14010501	6	1
14010502	6	1
14010503	6	1
14010504	6	1
14010505	6	1
14010506	6	1
14010507	6	1
14010508	6	1000
14010509	6	1
14010510	6	1
14010511	6	1
14010512	6	1
14010513	6	1
14010514	6	1
14010515	6	1
14010516	6	1000
14010517	6	1
14010518	6	1
14010519	6	1
14010520	6	1
14010521	6	1
14010522	6	1
14010523	6	1
14010524	6	1000
14010525	6	1
14010526	6	1
14010527	6	1
14010528	6	1
14010529	6	1
14010530	6	1
14010531	6	1
14010532	6	1000
14010533	6	1
14010534	6	1
14010535	6	1
14010536	6	1
14010537	6	1
14010538	6	1
14010539	6	1
14010540	6	1000
14010541	6	1
14010542	6	1
14010543	6	1
14010544	6	1
14010545	6	1
14010546	6	1
14010547	6	1
14010548	6	1000
14010549	6	1
14010550	6	1
14010551	6	1
14010552	6	1
14010553	6	1
14010554	6	1
14010555	6	1
14010556	6	1000
14010557	6	1
14010558	6	1
14010559	6	1
14010560	6	1
14010561	6	1
14010562	6	1
14010563	6	1
14010564	6	1000
14010565	6	1
14010566	6	1
14010567	6	1
14010568	6	1
14010569	6	1
14010570	6	1
14010571	6	1
14010572	6	1000
14010573	7	1
14010574	7	1
14010575	7	1
14010576	7	1
14010577	7	1
14010578	7	1
14010579	7	1
14010580	7	1000
14010581	7	1
14010582	7	1
14010583	7	1
14010584	7	1
14010585	7	1
14010586	7	1
14010587	7	1
14010588	7	1000
14010589	7	1
14010590	7	1
14010591	7	1
14010592	7	1
14010593	7	1
14010594	7	1
14010595	7	1
14010596	7	1000
14010597	7	1
14010598	7	1
14010599	7	1
14010600	7	1
14010601	7	1
14010602	7	1
14010603	7	1
14010604	7	1000
14010605	7	1
14010606	7	1
14010607	7	1
14010608	7	1
14010609	7	1
14010610	7	1
14010611	7	1
14010612	7	1000
14010613	7	1
14010614	7	1
14010615	7	1
14010616	7	1
14010617	7	1
14010618	7	1
14010619	7	1
14010620	7	1000
14010621	7	1
14010622	7	1
14010623	7	1
14010624	7	1
14010625	7	1
14010626	7	1
14010627	7	1
14010628	7	1000
14010629	7	1
14010630	7	1
14010631	7	1
14010632	7	1
14010633	7	1
14010634	7	1
14010635	7	1
14010636	7	1000
14010637	7	1
14010638	7	1
14010639	7	1
14010640	7	1
14010641	7	1
14010642	7	1
14010643	7	1
14010644	7	1000
14010645	7	1
14010646	7	1
14010647	7	1
14010648	7	1
14010649	7	1
14010650	7	1
14010651	7	1
14010652	7	1000
14010653	7	1
14010654	7	1
14010655	7	1
14010656	7	1
14010657	7	1
14010658	7	1
14010659	7	1
14010660	7	1000
14010661	8	1
14010662	8	1
14010663	8	1
14010664	8	1
14010665	8	1
14010666	8	1
14010667	8	1
14010668	8	1000
14010669	8	1
14010670	8	1
14010671	8	1
14010672	8	1
14010673	8	1
14010674	8	1
14010675	8	1
14010676	8	1000
14010677	8	1
14010678	8	1
14010679	8	1
14010680	8	1
14010681	8	1
14010682	8	1
14010683	8	1
14010684	8	1000
14010685	8	1
14010686	8	1
14010687	8	1
14010688	8	1
14010689	8	1
14010690	8	1
14010691	8	1
14010692	8	1000
14010693	8	1
14010694	8	1
14010695	8	1
14010696	8	1
14010697	8	1
14010698	8	1
14010699	8	1
14010700	8	1000
14010701	8	1
14010702	8	1
14010703	8	1
14010704	8	1
14010705	8	1
14010706	8	1
14010707	8	1
14010708	8	1000
14010709	8	1
14010710	8	1
14010711	8	1
14010712	8	1
14010713	8	1
14010714	8	1
14010715	8	1
14010716	8	1000
14010717	8	1
14010718	8	1
14010719	8	1
14010720	8	1
14010721	8	1
14010722	8	1
14010723	8	1
14010724	8	1000
14010725	8	1
14010726	8	1
14010727	8	1
14010728	8	1
14010729	8	1
14010730	8	1
14010731	8	1
14010732	8	1000
14010733	8	1
14010734	8	1
14010735	8	1
14010736	8	1
14010737	8	1
14010738	8	1
14010739	8	1
14010740	8	1000
14010741	8	1
14010742	8	1
14010743	8	1
14010744	8	1
14010745	8	1
14010746	8	1
14010747	8	1
14010748	8	1000
14010749	9	1
14010750	9	1
14010751	9	1
14010752	9	1
14010753	9	1
14010754	9	1
14010755	9	1
14010756	9	1000
14010757	9	1
14010758	9	1
14010759	9	1
14010760	9	1
14010761	9	1
14010762	9	1
14010763	9	1
14010764	9	1000
14010765	9	1
14010766	9	1
14010767	9	1
14010768	9	1
14010769	9	1
14010770	9	1
14010771	9	1
14010772	9	1000
14010773	9	1
14010774	9	1
14010775	9	1
14010776	9	1
14010777	9	1
14010778	9	1
14010779	9	1
14010780	9	1000
14010781	9	1
14010782	9	1
14010783	9	1
14010784	9	1
14010785	9	1
14010786	9	1
14010787	9	1
14010788	9	1000
14010789	9	1
14010790	9	1
14010791	9	1
14010792	9	1
14010793	9	1
14010794	9	1
14010795	9	1
14010796	9	1000
14010797	9	1
14010798	9	1
14010799	9	1
14010800	9	1
14010801	9	1
14010802	9	1
14010803	9	1
14010804	9	1000
14010805	9	1
14010806	9	1
14010807	9	1
14010808	9	1
14010809	9	1
14010810	9	1
14010811	9	1
14010812	9	1000
14010813	9	1
14010814	9	1
14010815	9	1
14010816	9	1
14010817	9	1
14010818	9	1
14010819	9	1
14010820	9	1000
14010821	9	1
14010822	9	1
14010823	9	1
14010824	9	1
14010825	9	1
14010826	9	1
14010827	9	1
14010828	9	1000
14010829	9	1
14010830	9	1
14010831	9	1
14010832	9	1
14010833	9	1
14010834	9	1
14010835	9	1
14010836	9	1000
14010837	10	1
14010838	10	1
14010839	10	1
14010840	10	1
14010841	10	1
14010842	10	1
14010843	10	1
14010844	10	1000
14010845	10	1
14010846	10	1
14010847	10	1
14010848	10	1
14010849	10	1
14010850	10	1
14010851	10	1
14010852	10	1000
14010853	10	1
14010854	10	1
14010855	10	1
14010856	10	1
14010857	10	1
14010858	10	1
14010859	10	1
14010860	10	1000
14010861	10	1
14010862	10	1
14010863	10	1
14010864	10	1
14010865	10	1
14010866	10	1
14010867	10	1
14010868	10	1000
14010869	10	1
14010870	10	1
14010871	10	1
14010872	10	1
14010873	10	1
14010874	10	1
14010875	10	1
14010876	10	1000
14010877	10	1
14010878	10	1
14010879	10	1
14010880	10	1
14010881	10	1
14010882	10	1
14010883	10	1
14010884	10	1000
14010885	10	1
14010886	10	1
14010887	10	1
14010888	10	1
14010889	10	1
14010890	10	1
14010891	10	1
14010892	10	1000
14010893	10	1
14010894	10	1
14010895	10	1
14010896	10	1
14010897	10	1
14010898	10	1
14010899	10	1
14010900	10	1000
14010901	10	1
14010902	10	1
14010903	10	1
14010904	10	1
14010905	10	1
14010906	10	1
14010907	10	1
14010908	10	1000
14010909	10	1
14010910	10	1
14010911	10	1
14010912	10	1
14010913	10	1
14010914	10	1
14010915	10	1
14010916	10	1000
14010917	10	1
14010918	10	1
14010919	10	1
14010920	10	1
14010921	10	1
14010922	10	1
14010923	10	1
14010924	10	1000
14010928	11	1
14010929	11	1
14010930	11	1
14010931	11	1
14010932	11	1
14010933	11	1
14010934	11	1
14010935	11	1000
14010936	11	1
14010937	11	1
14010938	11	1
14010939	11	1
14010940	11	1
14010941	11	1
14010942	11	1
14010943	11	1000
14010944	11	1
14010945	11	1
14010946	11	1
14010947	11	1
14010948	11	1
14010949	11	1
14010950	11	1
14010951	11	1000
14010952	11	1
14010953	11	1
14010954	11	1
14010955	11	1
14010956	11	1
14010957	11	1
14010958	11	1
14010959	11	1000
14010960	11	1
14010961	11	1
14010962	11	1
14010963	11	1
14010964	11	1
14010965	11	1
14010966	11	1
14010967	11	1000
14010968	11	1
14010969	11	1
14010970	11	1
14010971	11	1
14010972	11	1
14010973	11	1
14010974	11	1
14010975	11	1000
14010976	11	1
14010977	11	1
14010978	11	1
14010979	11	1
14010980	11	1
14010981	11	1
14010982	11	1
14010983	11	1000
14010984	11	1
14010985	11	1
14010986	11	1
14010987	11	1
14010988	11	1
14010989	11	1
14010990	11	1
14010991	11	1000
14010992	11	1
14010993	11	1
14010994	11	1
14010995	11	1
14010996	11	1
14010997	11	1
14010998	11	1
14010999	11	1000
14011000	11	1
14011001	11	1
14011002	11	1
14011003	11	1
14011004	11	1
14011005	11	1
14011006	11	1
14011007	11	1000
14011008	11	1
14011009	11	1
14011010	11	1
14011011	11	1
14011012	11	1
14011013	11	1
14011014	11	1
14011015	11	1000
14011016	12	1
14011017	12	1
14011018	12	1
14011019	12	1
14011020	12	1
14011021	12	1
14011022	12	1
14011023	12	1000
14011024	12	1
14011025	12	1
14011026	12	1
14011027	12	1
14011028	12	1
14011029	12	1
14011030	12	1
14011031	12	1000
14011032	12	1
14011033	12	1
14011034	12	1
14011035	12	1
14011036	12	1
14011037	12	1
14011038	12	1
14011039	12	1000
14011040	12	1
14011041	12	1
14011042	12	1
14011043	12	1
14011044	12	1
14011045	12	1
14011046	12	1
14011047	12	1000
14011048	12	1
14011049	12	1
14011050	12	1
14011051	12	1
14011052	12	1
14011053	12	1
14011054	12	1
14011055	12	1000
14011056	12	1
14011057	12	1
14011058	12	1
14011059	12	1
14011060	12	1
14011061	12	1
14011062	12	1
14011063	12	1000
14011064	12	1
14011065	12	1
14011066	12	1
14011067	12	1
14011068	12	1
14011069	12	1
14011070	12	1
14011071	12	1000
14011072	12	1
14011073	12	1
14011074	12	1
14011075	12	1
14011076	12	1
14011077	12	1
14011078	12	1
14011079	12	1000
14011080	12	1
14011081	12	1
14011082	12	1
14011083	12	1
14011084	12	1
14011085	12	1
14011086	12	1
14011087	12	1000
14011088	12	1
14011089	12	1
14011090	12	1
14011091	12	1
14011092	12	1
14011093	12	1
14011094	12	1
14011095	12	1000
14011096	12	1
14011097	12	1
14011098	12	1
14011099	12	1
14011100	12	1
14011101	12	1
14011102	12	1
14011103	12	1000
14011104	13	1
14011105	13	1
14011106	13	1
14011107	13	1
14011108	13	1
14011109	13	1
14011110	13	1
14011111	13	1000
14011112	13	1
14011113	13	1
14011114	13	1
14011115	13	1
14011116	13	1
14011117	13	1
14011118	13	1
14011119	13	1000
14011120	13	1
14011121	13	1
14011122	13	1
14011123	13	1
14011124	13	1
14011125	13	1
14011126	13	1
14011127	13	1000
14011128	13	1
14011129	13	1
14011130	13	1
14011131	13	1
14011132	13	1
14011133	13	1
14011134	13	1
14011135	13	1000
14011136	13	1
14011137	13	1
14011138	13	1
14011139	13	1
14011140	13	1
14011141	13	1
14011142	13	1
14011143	13	1000
14011144	13	1
14011145	13	1
14011146	13	1
14011147	13	1
14011148	13	1
14011149	13	1
14011150	13	1
14011151	13	1000
14011152	13	1
14011153	13	1
14011154	13	1
14011155	13	1
14011156	13	1
14011157	13	1
14011158	13	1
14011159	13	1000
14011160	13	1
14011161	13	1
14011162	13	1
14011163	13	1
14011164	13	1
14011165	13	1
14011166	13	1
14011167	13	1000
14011168	13	1
14011169	13	1
14011170	13	1
14011171	13	1
14011172	13	1
14011173	13	1
14011174	13	1
14011175	13	1000
14011176	13	1
14011177	13	1
14011178	13	1
14011179	13	1
14011180	13	1
14011181	13	1
14011182	13	1
14011183	13	1000
14011184	13	1
14011185	13	1
14011186	13	1
14011187	13	1
14011188	13	1
14011189	13	1
14011190	13	1
14011191	13	1000
14011192	14	1
14011193	14	1
14011194	14	1
14011195	14	1
14011196	14	1
14011197	14	1
14011198	14	1
14011199	14	1000
14011200	14	1
14011201	14	1
14011202	14	1
14011203	14	1
14011204	14	1
14011205	14	1
14011206	14	1
14011207	14	1000
14011208	14	1
14011209	14	1
14011210	14	1
14011211	14	1
14011212	14	1
14011213	14	1
14011214	14	1
14011215	14	1000
14011216	14	1
14011217	14	1
14011218	14	1
14011219	14	1
14011220	14	1
14011221	14	1
14011222	14	1
14011223	14	1000
14011224	14	1
14011225	14	1
14011226	14	1
14011227	14	1
14011228	14	1
14011229	14	1
14011230	14	1
14011231	14	1000
14011232	14	1
14011233	14	1
14011234	14	1
14011235	14	1
14011236	14	1
14011237	14	1
14011238	14	1
14011239	14	1000
14011240	14	1
14011241	14	1
14011242	14	1
14011243	14	1
14011244	14	1
14011245	14	1
14011246	14	1
14011247	14	1000
14011248	14	1
14011249	14	1
14011250	14	1
14011251	14	1
14011252	14	1
14011253	14	1
14011254	14	1
14011255	14	1000
14011256	14	1
14011257	14	1
14011258	14	1
14011259	14	1
14011260	14	1
14011261	14	1
14011262	14	1
14011263	14	1000
14011264	14	1
14011265	14	1
14011266	14	1
14011267	14	1
14011268	14	1
14011269	14	1
14011270	14	1
14011271	14	1000
14011272	14	1
14011273	14	1
14011274	14	1
14011275	14	1
14011276	14	1
14011277	14	1
14011278	14	1
14011279	14	1000
14011280	15	1
14011281	15	1
14011282	15	1
14011283	15	1
14011284	15	1
14011285	15	1
14011286	15	1
14011287	15	1000
14011288	15	1
14011289	15	1
14011290	15	1
14011291	15	1
14011292	15	1
14011293	15	1
14011294	15	1
14011295	15	1000
14011296	15	1
14011297	15	1
14011298	15	1
14011299	15	1
14011300	15	1
14011301	15	1
14011302	15	1
14011303	15	1000
14011304	15	1
14011305	15	1
14011306	15	1
14011307	15	1
14011308	15	1
14011309	15	1
14011310	15	1
14011311	15	1000
14011312	15	1
14011313	15	1
14011314	15	1
14011315	15	1
14011316	15	1
14011317	15	1
14011318	15	1
14011319	15	1000
14011320	15	1
14011321	15	1
14011322	15	1
14011323	15	1
14011324	15	1
14011325	15	1
14011326	15	1
14011327	15	1000
14011328	15	1
14011329	15	1
14011330	15	1
14011331	15	1
14011332	15	1
14011333	15	1
14011334	15	1
14011335	15	1000
14011336	15	1
14011337	15	1
14011338	15	1
14011339	15	1
14011340	15	1
14011341	15	1
14011342	15	1
14011343	15	1000
14011344	15	1
14011345	15	1
14011346	15	1
14011347	15	1
14011348	15	1
14011349	15	1
14011350	15	1
14011351	15	1000
14011352	15	1
14011353	15	1
14011354	15	1
14011355	15	1
14011356	15	1
14011357	15	1
14011358	15	1
14011359	15	1000
14011360	15	1
14011361	15	1
14011362	15	1
14011363	15	1
14011364	15	1
14011365	15	1
14011366	15	1
14011367	15	1000
14011368	16	1
14011369	16	1
14011370	16	1
14011371	16	1
14011372	16	1
14011373	16	1
14011374	16	1
14011375	16	1000
14011376	16	1
14011377	16	1
14011378	16	1
14011379	16	1
14011380	16	1
14011381	16	1
14011382	16	1
14011383	16	1000
14011384	16	1
14011385	16	1
14011386	16	1
14011387	16	1
14011388	16	1
14011389	16	1
14011390	16	1
14011391	16	1000
14011392	16	1
14011393	16	1
14011394	16	1
14011395	16	1
14011396	16	1
14011397	16	1
14011398	16	1
14011399	16	1000
14011400	16	1
14011401	16	1
14011402	16	1
14011403	16	1
14011404	16	1
14011405	16	1
14011406	16	1
14011407	16	1000
14011408	16	1
14011409	16	1
14011410	16	1
14011411	16	1
14011412	16	1
14011413	16	1
14011414	16	1
14011415	16	1000
14011416	16	1
14011417	16	1
14011418	16	1
14011419	16	1
14011420	16	1
14011421	16	1
14011422	16	1
14011423	16	1000
14011424	16	1
14011425	16	1
14011426	16	1
14011427	16	1
14011428	16	1
14011429	16	1
14011430	16	1
14011431	16	1000
14011432	16	1
14011433	16	1
14011434	16	1
14011435	16	1
14011436	16	1
14011437	16	1
14011438	16	1
14011439	16	1000
14011440	16	1
14011441	16	1
14011442	16	1
14011443	16	1
14011444	16	1
14011445	16	1
14011446	16	1
14011447	16	1000
14011448	16	1
14011449	16	1
14011450	16	1
14011451	16	1
14011452	16	1
14011453	16	1
14011454	16	1
14011455	16	1000
14011457	17	1
14011458	17	1
14011459	17	1
14011460	17	1
14011461	17	1
14011462	17	1
14011463	17	1
14011464	17	1000
14011465	17	1
14011466	17	1
14011467	17	1
14011468	17	1
14011469	17	1
14011470	17	1
14011471	17	1
14011472	17	1000
14011473	17	1
14011474	17	1
14011475	17	1
14011476	17	1
14011477	17	1
14011478	17	1
14011479	17	1
14011480	17	1000
14011481	17	1
14011482	17	1
14011483	17	1
14011484	17	1
14011485	17	1
14011486	17	1
14011487	17	1
14011488	17	1000
14011489	17	1
14011490	17	1
14011491	17	1
14011492	17	1
14011493	17	1
14011494	17	1
14011495	17	1
14011496	17	1000
14011497	17	1
14011498	17	1
14011499	17	1
14011500	17	1
14011501	17	1
14011502	17	1
14011503	17	1
14011504	17	1000
14011505	17	1
14011506	17	1
14011507	17	1
14011508	17	1
14011509	17	1
14011510	17	1
14011511	17	1
14011512	17	1000
14011513	17	1
14011514	17	1
14011515	17	1
14011516	17	1
14011517	17	1
14011518	17	1
14011519	17	1
14011520	17	1000
14011521	17	1
14011522	17	1
14011523	17	1
14011524	17	1
14011525	17	1
14011526	17	1
14011527	17	1
14011528	17	1000
14011529	17	1
14011530	17	1
14011531	17	1
14011532	17	1
14011533	17	1
14011534	17	1
14011535	17	1
14011536	17	1000
14011537	17	1
14011538	17	1
14011539	17	1
14011540	17	1
14011541	17	1
14011542	17	1
14011543	17	1
14011544	17	1000
14011545	18	1
14011546	18	1
14011547	18	1
14011548	18	1
14011549	18	1
14011550	18	1
14011551	18	1
14011552	18	1000
14011553	18	1
14011554	18	1
14011555	18	1
14011556	18	1
14011557	18	1
14011558	18	1
14011559	18	1
14011560	18	1000
14011561	18	1
14011562	18	1
14011563	18	1
14011564	18	1
14011565	18	1
14011566	18	1
14011567	18	1
14011568	18	1000
14011569	18	1
14011570	18	1
14011571	18	1
14011572	18	1
14011573	18	1
14011574	18	1
14011575	18	1
14011576	18	1000
14011577	18	1
14011578	18	1
14011579	18	1
14011580	18	1
14011581	18	1
14011582	18	1
14011583	18	1
14011584	18	1000
14011585	18	1
14011586	18	1
14011587	18	1
14011588	18	1
14011589	18	1
14011590	18	1
14011591	18	1
14011592	18	1000
14011593	18	1
14011594	18	1
14011595	18	1
14011596	18	1
14011597	18	1
14011598	18	1
14011599	18	1
14011600	18	1000
14011601	18	1
14011602	18	1
14011603	18	1
14011604	18	1
14011605	18	1
14011606	18	1
14011607	18	1
14011608	18	1000
14011609	18	1
14011610	18	1
14011611	18	1
14011612	18	1
14011613	18	1
14011614	18	1
14011615	18	1
14011616	18	1000
14011617	18	1
14011618	18	1
14011619	18	1
14011620	18	1
14011621	18	1
14011622	18	1
14011623	18	1
14011624	18	1000
14011625	18	1
14011626	18	1
14011627	18	1
14011628	18	1
14011629	18	1
14011630	18	1
14011631	18	1
14011632	18	1000
14011634	19	1
14011635	19	1
14011636	19	1
14011637	19	1
14011638	19	1
14011639	19	1
14011640	19	1
14011641	19	1000
14011642	19	1
14011643	19	1
14011644	19	1
14011645	19	1
14011646	19	1
14011647	19	1
14011648	19	1
14011649	19	1000
14011650	19	1
14011651	19	1
14011652	19	1
14011653	19	1
14011654	19	1
14011655	19	1
14011656	19	1
14011657	19	1000
14011658	19	1
14011659	19	1
14011660	19	1
14011661	19	1
14011662	19	1
14011663	19	1
14011664	19	1
14011665	19	1000
14011666	19	1
14011667	19	1
14011668	19	1
14011669	19	1
14011670	19	1
14011671	19	1
14011672	19	1
14011673	19	1000
14011674	19	1
14011675	19	1
14011676	19	1
14011677	19	1
14011678	19	1
14011679	19	1
14011680	19	1
14011681	19	1000
14011682	19	1
14011683	19	1
14011684	19	1
14011685	19	1
14011686	19	1
14011687	19	1
14011688	19	1
14011689	19	1000
14011690	19	1
14011691	19	1
14011692	19	1
14011693	19	1
14011694	19	1
14011695	19	1
14011696	19	1
14011697	19	1000
14011698	19	1
14011699	19	1
14011700	19	1
14011701	19	1
14011702	19	1
14011703	19	1
14011704	19	1
14011705	19	1000
14011706	19	1
14011707	19	1
14011708	19	1
14011709	19	1
14011710	19	1
14011711	19	1
14011712	19	1
14011713	19	1000
14011714	19	1
14011715	19	1
14011716	19	1
14011717	19	1
14011718	19	1
14011719	19	1
14011720	19	1
14011721	19	1000
14011722	20	1
14011723	20	1
14011724	20	1
14011725	20	1
14011726	20	1
14011727	20	1
14011728	20	1
14011729	20	1000
14011730	20	1
14011731	20	1
14011732	20	1
14011733	20	1
14011734	20	1
14011735	20	1
14011736	20	1
14011737	20	1000
14011738	20	1
14011739	20	1
14011740	20	1
14011741	20	1
14011742	20	1
14011743	20	1
14011744	20	1
14011745	20	1000
14011746	20	1
14011747	20	1
14011748	20	1
14011749	20	1
14011750	20	1
14011751	20	1
14011752	20	1
14011753	20	1000
14011754	20	1
14011755	20	1
14011756	20	1
14011757	20	1
14011758	20	1
14011759	20	1
14011760	20	1
14011761	20	1000
14011762	20	1
14011763	20	1
14011764	20	1
14011765	20	1
14011766	20	1
