NUM	TEXT	NUM	NUM	NUM	NUM	NUM
169	国家场景预留	169	1	1	115	258
170	天山王宫	-1	1	2	250	110
171	国家场景预留	171	1	1	115	258
172	国家场景预留	172	1	1	115	258
173	测试王城	173	1	1	100	100
174	测试边境	174	1	1	100	100
175	突厥里海魔岛迷宫	-1	1	2	250	110
176	暗道	-1	1	2	250	110
177	国家场景预留	177	1	1	100	100
178	俄罗斯公国	178	1	1	149	226
179	圣山地宫	-1	1	2	250	110
180	对马岛迷宫	-1	1	2	250	110
181	国家场景预留	-1	1	2	250	110
182	国家场景预留	182	1	1	97	106
183	圣山地宫	-1	1	2	250	110
184	圣山地宫	-1	1	2	250	110
185	圣山地宫	-1	1	2	250	110
186	和田古道	-1	1	2	250	110
187	和田牧场	187	1	1	299	318
188	国家场景预留	-1	1	2	250	110
189	和田草场	-1	1	2	250	110
190	东瀛岛	190	1	1	100	100
191	轮回之地	-1	1	2	32	32
192	跨服报名大厅	192	1	1	56	33
193	跨服报名大厅	193	1	1	56	33
194	跨服报名大厅	194	1	1	56	33
195	圣山地宫	-1	1	2	123	57
196	圣山地宫	-1	1	2	123	57
197	圣山地宫	-1	1	2	123	57
198	蒙古罕难河草原	-1	1	2	123	57
199	蒙古乞颜部	-1	1	2	123	57
200	蒙古塔塔尔部	-1	1	2	123	57
201	蒙古克烈部	-1	1	2	123	57
202	蒙古乃蛮部	-1	1	2	123	57
203	居庸关	-1	1	2	123	57
204	国家场景预留	-1	1	2	123	57
205	国家场景预留	-1	1	2	123	57
206	国家场景预留	-1	1	2	123	57
207	国家场景预留	-1	1	2	123	57
208	国家场景预留	-1	1	2	123	57
209	国家场景预留	-1	1	2	123	57
210	国家场景预留	-1	1	2	123	57
211	国家场景预留	-1	1	2	123	57
212	国家场景预留	-1	1	2	123	57
213	国家场景预留	-1	1	2	123	57
214	国家场景预留	-1	1	2	123	57
215	国家场景预留	-1	1	2	123	57
216	国家场景预留	-1	1	2	123	57
217	圣山地宫	-1	1	2	123	57
218	圣山地宫	-1	1	2	123	57
219	圣山地宫	-1	1	2	123	57
220	国家场景预留	-1	1	2	123	57
221	国家场景预留	-1	1	2	123	57
222	国家场景预留	-1	1	2	123	57
223	国家场景预留	-1	1	2	123	57
224	国家场景预留	-1	1	2	123	57
225	国家场景预留	-1	1	2	123	57
226	国家场景预留	-1	1	2	123	57
227	国家场景预留	-1	1	2	123	57
228	国家场景预留	-1	1	2	123	57
229	国家场景预留	-1	1	2	123	57
230	国家场景预留	-1	1	2	123	57
231	国家场景预留	-1	1	2	123	57
232	副本场景预留	232	1	1	100	100
233	副本场景预留	233	1	1	100	100
234	副本场景预留	234	1	1	100	100
235	副本场景预留	235	1	1	100	100
236	副本场景预留	236	1	1	100	100
237	副本场景预留	237	1	1	100	100
238	副本场景预留	238	1	1	100	100
239	副本场景预留	239	1	1	100	100
240	副本场景预留	240	1	1	100	100
241	副本场景预留	241	1	1	100	100
242	副本场景预留	242	1	1	100	100
243	副本场景预留	243	1	1	100	100
244	副本场景预留	244	1	1	100	100
245	副本场景预留	245	1	1	100	100
246	副本场景预留	246	1	1	100	100
247	副本场景预留	247	1	1	100	100
248	副本场景预留	248	1	1	100	100
249	副本场景预留	249	1	1	100	100
250	昆仑王城	-1	1	2	250	110
251	昆仑边塞	-1	1	2	250	110
252	蒙古罕难河草原	252	1	1	123	59
253	蒙古乞颜部	253	1	1	82	149
254	蒙古克烈部	254	1	1	186	175
255	蒙古塔塔尔部	255	1	1	199	202
256	蒙古乃蛮部	256	1	1	83	123
257	居庸关	257	1	1	73	65
258	昆仑外城	-1	1	2	250	110
259	昆仑密室	-1	1	2	250	110
260	昆仑小屋	-1	1	2	250	110
261	国家场景预留	261	1	1	115	82
262	王国密室	-1	1	2	250	110
263	王国小屋	-1	1	2	250	110
264	国家场景预留	-1	1	2	250	110
265	国家场景预留	265	1	1	196	209
266	国家场景预留	266	1	1	192.2	228.2
267	昆仑丝绸古道	-1	1	2	250	110
268	国家场景预留	-1	1	2	250	110
269	国家场景预留	269	1	1	115	258
270	昆仑王宫	-1	1	2	250	110
271	国家场景预留	271	1	1	115	258
272	国家场景预留	272	1	1	115	258
273	测试王城	273	1	1	100	100
274	测试边境	274	1	1	100	100
275	突厥里海魔岛迷宫	-1	1	2	250	110
276	暗道	-1	1	2	250	110
277	国家场景预留	277	1	1	100	100
278	俄罗斯公国	278	1	1	149	226
279	圣山地宫	-1	1	2	250	110
280	对马岛迷宫	-1	1	2	250	110
281	国家场景预留	-1	1	2	250	110
282	国家场景预留	282	1	1	97	106
283	圣山地宫	-1	1	2	250	110
284	圣山地宫	-1	1	2	250	110
285	圣山地宫	-1	1	2	250	110
286	青海古道	-1	1	2	250	110
287	昆仑猎场	287	1	1	299	318
288	国家场景预留	-1	1	2	250	110
289	青海草场	-1	1	2	250	110
290	东瀛岛	290	1	1	100	100
291	轮回之地	-1	1	2	32	32
292	跨服报名大厅	292	1	1	56	33
293	跨服报名大厅	293	1	1	56	33
294	跨服报名大厅	294	1	1	56	33
295	圣山地宫	-1	1	2	123	57
296	圣山地宫	-1	1	2	123	57
297	圣山地宫	-1	1	2	123	57
298	蒙古罕难河草原	-1	1	2	123	57
299	蒙古乞颜部	-1	1	2	123	57
300	蒙古塔塔尔部	-1	1	2	123	57
301	蒙古克烈部	-1	1	2	123	57
302	蒙古乃蛮部	-1	1	2	123	57
303	居庸关	-1	1	2	123	57
304	国家场景预留	-1	1	2	123	57
305	国家场景预留	-1	1	2	123	57
306	国家场景预留	-1	1	2	123	57
307	国家场景预留	-1	1	2	123	57
308	国家场景预留	-1	1	2	123	57
309	国家场景预留	-1	1	2	123	57
310	国家场景预留	-1	1	2	123	57
311	国家场景预留	-1	1	2	123	57
312	国家场景预留	-1	1	2	123	57
313	国家场景预留	-1	1	2	123	57
314	国家场景预留	-1	1	2	123	57
315	国家场景预留	-1	1	2	123	57
316	国家场景预留	-1	1	2	123	57
317	圣山地宫	-1	1	2	123	57
318	圣山地宫	-1	1	2	123	57
319	圣山地宫	-1	1	2	123	57
320	国家场景预留	-1	1	2	123	57
321	国家场景预留	-1	1	2	123	57
322	国家场景预留	-1	1	2	123	57
323	国家场景预留	-1	1	2	123	57
324	国家场景预留	-1	1	2	123	57
325	国家场景预留	-1	1	2	123	57
326	国家场景预留	-1	1	2	123	57
327	国家场景预留	-1	1	2	123	57
328	国家场景预留	-1	1	2	123	57
329	国家场景预留	-1	1	2	123	57
330	国家场景预留	-1	1	2	123	57
331	国家场景预留	-1	1	2	123	57
332	副本场景预留	332	1	1	100	100
333	副本场景预留	333	1	1	100	100
334	副本场景预留	334	1	1	100	100
335	副本场景预留	335	1	1	100	100
336	副本场景预留	336	1	1	100	100
337	副本场景预留	337	1	1	100	100
338	副本场景预留	338	1	1	100	100
339	副本场景预留	339	1	1	100	100
340	副本场景预留	340	1	1	100	100
341	副本场景预留	341	1	1	100	100
342	副本场景预留	342	1	1	100	100
343	副本场景预留	343	1	1	100	100
344	副本场景预留	344	1	1	100	100
345	副本场景预留	345	1	1	100	100
346	副本场景预留	346	1	1	100	100
347	副本场景预留	347	1	1	100	100
348	副本场景预留	348	1	1	100	100
349	副本场景预留	349	1	1	100	100
350	敦煌王城	-1	1	2	250	110
351	敦煌边境	-1	1	2	250	110
352	蒙古罕难河草原	352	1	1	123	59
353	蒙古乞颜部	353	1	1	82	149
354	蒙古克烈部	354	1	1	186	175
355	蒙古塔塔尔部	355	1	1	199	202
356	蒙古乃蛮部	356	1	1	83	123
357	居庸关	357	1	1	73	65
358	敦煌外城	-1	1	2	250	110
359	敦煌密室	-1	1	2	250	110
360	敦煌小屋	-1	1	2	250	110
361	国家场景预留	361	1	1	115	82
362	王国密室	-1	1	2	250	110
363	王国小屋	-1	1	2	250	110
364	国家场景预留	-1	1	2	250	110
365	国家场景预留	365	1	1	196	209
366	国家场景预留	366	1	1	192.2	228.2
367	敦煌丝绸古道	-1	1	2	250	110
368	国家场景预留	-1	1	2	250	110
369	国家场景预留	369	1	1	115	258
370	敦煌王宫	-1	1	2	250	110
371	国家场景预留	371	1	1	115	258
372	国家场景预留	372	1	1	115	258
373	测试王城	373	1	1	100	100
374	测试边境	374	1	1	100	100
375	突厥里海魔岛迷宫	-1	1	2	250	110
376	暗道	-1	1	2	250	110
377	国家场景预留	377	1	1	100	100
378	俄罗斯公国	378	1	1	149	226
379	圣山地宫	-1	1	2	250	110
380	对马岛迷宫	-1	1	2	250	110
381	国家场景预留	-1	1	2	250	110
382	国家场景预留	382	1	1	97	106
383	圣山地宫	-1	1	2	250	110
384	圣山地宫	-1	1	2	250	110
385	圣山地宫	-1	1	2	250	110
386	甘州古道	-1	1	2	250	110
387	敦煌猎场	387	1	1	299	318
388	国家场景预留	-1	1	2	250	110
389	甘州草场	-1	1	2	250	110
390	东瀛岛	390	1	1	100	100
391	轮回之地	-1	1	2	32	32
392	跨服报名大厅	392	1	1	56	33
393	跨服报名大厅	393	1	1	56	33
394	跨服报名大厅	394	1	1	56	33
395	圣山地宫	-1	1	2	123	57
396	圣山地宫	-1	1	2	123	57
397	圣山地宫	-1	1	2	123	57
398	蒙古罕难河草原	-1	1	2	123	57
399	蒙古乞颜部	-1	1	2	123	57
400	蒙古塔塔尔部	-1	1	2	123	57
401	蒙古克烈部	-1	1	2	123	57
402	蒙古乃蛮部	-1	1	2	123	57
403	居庸关	-1	1	2	123	57
404	国家场景预留	-1	1	2	123	57
405	国家场景预留	-1	1	2	123	57
406	国家场景预留	-1	1	2	123	57
407	国家场景预留	-1	1	2	123	57
408	国家场景预留	-1	1	2	123	57
409	国家场景预留	-1	1	2	123	57
410	国家场景预留	-1	1	2	123	57
411	国家场景预留	-1	1	2	123	57
412	国家场景预留	-1	1	2	123	57
413	国家场景预留	-1	1	2	123	57
414	国家场景预留	-1	1	2	123	57
415	国家场景预留	-1	1	2	123	57
416	国家场景预留	-1	1	2	123	57
417	圣山地宫	-1	1	2	123	57
418	圣山地宫	-1	1	2	123	57
419	圣山地宫	-1	1	2	123	57
420	国家场景预留	-1	1	2	123	57
421	国家场景预留	-1	1	2	123	57
422	国家场景预留	-1	1	2	123	57
423	国家场景预留	-1	1	2	123	57
424	国家场景预留	-1	1	2	123	57
425	国家场景预留	-1	1	2	123	57
426	国家场景预留	-1	1	2	123	57
427	国家场景预留	-1	1	2	123	57
428	国家场景预留	-1	1	2	123	57
429	国家场景预留	-1	1	2	123	57
430	国家场景预留	-1	1	2	123	57
431	国家场景预留	-1	1	2	123	57
432	副本场景预留	432	1	1	100	100
433	副本场景预留	433	1	1	100	100
434	副本场景预留	434	1	1	100	100
435	副本场景预留	435	1	1	100	100
436	副本场景预留	436	1	1	100	100
437	副本场景预留	437	1	1	100	100
438	副本场景预留	438	1	1	100	100
439	副本场景预留	439	1	1	100	100
440	副本场景预留	440	1	1	100	100
441	副本场景预留	441	1	1	100	100
442	副本场景预留	442	1	1	100	100
443	副本场景预留	443	1	1	100	100
444	副本场景预留	444	1	1	100	100
445	副本场景预留	445	1	1	100	100
446	副本场景预留	446	1	1	100	100
447	副本场景预留	447	1	1	100	100
448	副本场景预留	448	1	1	100	100
449	副本场景预留	449	1	1	100	100
450	千佛窟	450	1	1	109	14
451	副本场景预留	451	1	1	100	100
452	藏宝洞	452	1	1	109	82
453	囚龙城堡	453	1	1	25	88
454	龙穴	454	1	1	24	25
455	东海眼	455	1	1	24	38
456	和氏璧	456	1	1	61	56
457	金銮殿	457	1	1	64	21
458	逐日之穴	458	1	1	19	32
459	揽月之穴	459	1	1	27	35
460	劈天之穴	460	1	1	22	81
461	勾栏曲台	461	1	1	38	43
462	金矿洞	462	1	1	111	18
463	永夜天牢	463	1	1	112	15
464	轮回台	464	1	1	64	60
465	仙人谷1	-1	1	2	250	110
466	仙人谷2	-1	1	2	250	110
467	仙人谷3	-1	1	2	250	110
468	仙人谷4	-1	1	2	250	110
469	仙人谷5	-1	1	2	250	110
470	后花园秘道	-1	1	2	250	110
471	钧窑厂	471	1	1	121	119
472	沙城	-1	1	2	250	110
473	印度神庙	473	1	1	67	106
474	一打祝家庄	474	1	1	130	46
475	二打祝家庄	475	1	1	130	37
476	三打祝家庄	476	1	1	145	210
477	混沌之路	477	1	2	16	106
478	贺兰山谷	478	1	1	196	53
479	夏王陵	479	1	1	24	99
480	夏王墓穴	480	1	1	113	15
481	囚龙岛海滩	481	1	1	134	181
482	囚龙岭	482	1	1	18	106
483	囚龙堡	483	1	1	25	86
484	北印度丛林	484	1	1	112	49
485	象神谷	485	1	1	34	27
486	印度神庙	486	1	1	112	15
487	麻雀岭	487	1	1	192	65
488	熔岩沼泽	488	1	1	24	63
489	大教堂	489	1	1	18	103
490	禁宫大内	490	1	1	130	215
491	副本场景预留	491	1	1	10	10
492	副本场景预留	492	1	1	23	104
493	对马岛	493	1	1	185	121
494	水师大营	494	1	1	107	80
495	赤血号	495	1	1	116	31
496	倩女幽魂	496	1	1	109	14
497	画皮	497	1	1	69	27
498	副本场景预留	498	1	1	25	98
499	副本场景预留	499	1	1	25	88
500	泰山	500	1	1	24	25
501	中兴府	501	1	1	129	129
502	太行山	502	1	1	145	48
503	凤翔府	503	1	1	108	65
504	蔡州城	504	1	1	113	81
505	秦岭	505	1	1	27	35
506	金山	506	1	1	193	119
507	碎叶城	507	1	1	163	53
508	红沙漠	508	1	1	211	211
509	撒马尔罕	509	1	1	130	115
510	巴格达	510	1	1	180	210
511	波斯高原	511	1	1	119	56
512	莫斯科公国	512	1	1	142	215
513	基辅公国	513	1	1	82	207
514	波兰王国	514	1	1	10	10
515	匈牙利	515	1	1	198	33
516	神圣罗马帝国	516	1	1	33	58
517	拜占庭帝国	517	1	1	121	119
518	大马士革	518	1	1	22	24
519	跨服报名大厅	519	1	1	56	33
520	副本场景预留	520	1	1	100	100
521	副本场景预留	521	1	1	25	98
522	副本场景预留	522	1	1	25	88
523	副本场景预留	523	1	1	24	25
524	副本场景预留	524	1	1	24	38
525	领地·大理	-1	1	2	250	110
526	领地·缅甸	-1	1	2	250	110
527	领地·印度河	-1	1	2	250	110
528	副本场景预留	528	1	1	27	35
529	副本场景预留	529	1	1	22	87
530	跨服报名大厅	530	1	1	56	33
531	跨服报名大厅	531	1	1	56	33
532	跨服报名大厅	532	1	1	56	33
533	浮屠塔	533	1	1	44	84
534	浮屠塔	534	1	1	44	84
535	浮屠塔	535	1	1	44	84
536	浮屠塔	536	1	1	44	84
537	浮屠塔	537	1	1	44	84
538	浮屠塔	538	1	1	44	84
539	副本场景预留	539	1	1	33	58
540	副本场景预留	540	1	1	121	119
541	副本场景预留	541	1	1	22	24
542	副本场景预留	542	1	1	109	14
543	副本场景预留	543	1	1	100	100
544	副本场景预留	-1	1	2	250	110
545	副本场景预留	545	1	1	25	88
546	副本场景预留	546	1	1	24	25
547	副本场景预留	547	1	1	24	38
548	副本场景预留	548	1	1	61	56
549	副本场景预留	549	1	1	64	21
550	沙城·小屋	-1	1	2	250	110
551	沙城·小屋	-1	1	2	250	110
552	沙城·小屋	-1	1	2	250	110
553	沙城·小屋	-1	1	2	250	110
554	沙城·外城密室	-1	1	2	250	110
555	沙城·外城密室	-1	1	2	250	110
556	沙城·民居	-1	1	2	250	110
557	沙城·民居	-1	1	2	250	110
558	沙城·内城密室	-1	1	2	250	110
559	沙城·内城密室	-1	1	2	250	110
560	沙城·小屋	-1	1	2	250	110
561	沙城·小屋	-1	1	2	250	110
562	沙城·小屋	-1	1	2	250	110
563	沙城·小屋	-1	1	2	250	110
564	沙城皇宫	-1	1	2	250	110
565	沙城西·密道	-1	1	2	250	110
566	沙城东·密道	-1	1	2	250	110
567	帕尔马港	-1	1	2	250	110
568	那不勒斯港	-1	1	2	250	110
569	卡迪兹港	-1	1	2	250	110
570	副本场景预留	570	1	1	100	100
571	副本场景预留	571	1	1	100	100
572	副本场景预留	572	1	1	100	100
573	副本场景预留	573	1	1	100	100
574	副本场景预留	574	1	1	100	100
575	英雄剧场·罕难河	-1	1	2	250	110
576	英雄剧场·乞颜部	-1	1	2	250	110
577	英雄剧场·乃蛮部	-1	1	2	250	110
578	英雄剧场·居庸关	-1	1	2	250	110
579	英雄剧场·凤翔府	-1	1	2	250	110
580	英雄剧场·蔡州城	-1	1	2	250	110
581	英雄剧场·中兴府	-1	1	2	250	110
582	英雄剧场·阿尔金山	-1	1	2	250	110
583	英雄剧场·碎叶城	-1	1	2	250	110
584	英雄剧场·撒马尔罕	-1	1	2	250	110
585	英雄剧场·红沙漠	-1	1	2	250	110
586	英雄剧场·巴格达	-1	1	2	250	110
587	英雄剧场·莫斯科公国	-1	1	2	250	110
588	英雄剧场·基辅公国	-1	1	2	250	110
589	英雄剧场·波兰王国	-1	1	2	250	110
590	英雄剧场·匈牙利王国	-1	1	2	250	110
591	英雄剧场·神圣罗马帝国	-1	1	2	250	110
592	英雄剧场·拜占庭	-1	1	2	250	110
593	英雄剧场·对马岛	-1	1	2	250	110
594	英雄剧场·福冈	-1	1	2	250	110
595	英雄剧场·九州岛	-1	1	2	250	110
596	副本场景预留	596	1	1	100	100
597	副本场景预留	597	1	1	100	100
598	副本场景预留	598	1	1	100	100
599	矿山秘洞	599	1	1	38	23
600	庄园	600	1	1	65	46
601	庄园	601	1	1	65	46
602	庄园	602	1	1	65	46
603	庄园	603	1	1	65	46
604	庄园	604	1	1	65	46
605	庄园	605	1	1	65	46
606	庄园	606	1	1	65	46
607	庄园	607	1	1	65	46
608	庄园	608	1	1	65	46
609	庄园	609	1	1	65	46
610	庄园	610	1	1	65	46
611	庄园	611	1	1	65	46
612	庄园	612	1	1	65	46
613	庄园	613	1	1	65	46
614	庄园	614	1	1	65	46
615	庄园	615	1	1	65	46
616	庄园	616	1	1	65	46
617	庄园	617	1	1	65	46
618	庄园	618	1	1	65	46
619	庄园	619	1	1	65	46
620	庄园	620	1	1	65	46
621	庄园	621	1	1	65	46
622	庄园	622	1	1	65	46
623	庄园	623	1	1	65	46
624	庄园	624	1	1	65	46
625	庄园	625	1	1	65	46
626	庄园	626	1	1	65	46
627	庄园	627	1	1	65	46
628	庄园	628	1	1	65	46
629	庄园	629	1	1	65	46
630	庄园	630	1	1	65	46
631	庄园	631	1	1	65	46
632	庄园	632	1	1	65	46
633	庄园	633	1	1	65	46
634	庄园	634	1	1	65	46
635	庄园	635	1	1	65	46
636	庄园	636	1	1	65	46
637	庄园	637	1	1	65	46
638	庄园	638	1	1	65	46
639	庄园	639	1	1	65	46
640	庄园	640	1	1	65	46
641	庄园	641	1	1	65	46
642	庄园	642	1	1	65	46
643	庄园	643	1	1	65	46
644	庄园	644	1	1	65	46
645	庄园	645	1	1	65	46
646	庄园	646	1	1	65	46
647	庄园	647	1	1	65	46
648	庄园	648	1	1	65	46
649	庄园	649	1	1	65	46
650	高加索战场	650	1	1	100	100
651	高加索战场	651	1	1	100	100
652	高加索战场	652	1	1	100	100
653	高加索战场	653	1	1	100	100
654	高加索战场	654	1	1	100	100
655	高加索战场	655	1	1	100	100
656	高加索战场	656	1	1	100	100
657	高加索战场	657	1	1	100	100
658	高加索战场	658	1	1	100	100
659	高加索战场	659	1	1	100	100
660	高加索战场	660	1	1	100	100
661	高加索战场	661	1	1	100	100
662	高加索战场	662	1	1	100	100
663	高加索战场	663	1	1	100	100
664	高加索战场	664	1	1	100	100
665	高加索战场	665	1	1	100	100
666	高加索战场	666	1	1	100	100
667	高加索战场	667	1	1	100	100
668	高加索战场	668	1	1	100	100
669	高加索战场	669	1	1	100	100
670	高加索战场	670	1	1	100	100
671	高加索战场	671	1	1	100	100
672	高加索战场	672	1	1	100	100
673	高加索战场	673	1	1	100	100
674	高加索战场	674	1	1	100	100
675	高加索战场	675	1	1	100	100
676	高加索战场	676	1	1	100	100
677	高加索战场	677	1	1	100	100
678	高加索战场	678	1	1	100	100
679	高加索战场	679	1	1	100	100
680	高加索战场	680	1	1	100	100
681	高加索战场	681	1	1	100	100
682	高加索战场	682	1	1	100	100
683	高加索战场	683	1	1	100	100
684	高加索战场	684	1	1	100	100
685	高加索战场	685	1	1	100	100
686	高加索战场	686	1	1	100	100
687	高加索战场	687	1	1	100	100
688	高加索战场	688	1	1	100	100
689	高加索战场	689	1	1	100	100
690	高加索战场	690	1	1	100	100
691	高加索战场	691	1	1	100	100
692	高加索战场	692	1	1	100	100
693	高加索战场	693	1	1	100	100
694	高加索战场	694	1	1	100	100
695	高加索战场	695	1	1	100	100
696	高加索战场	696	1	1	100	100
697	高加索战场	697	1	1	100	100
698	高加索战场	698	1	1	100	100
699	高加索战场	699	1	1	100	100
700	高加索战场	700	1	1	100	100
701	高加索战场	701	1	1	100	100
702	高加索战场	702	1	1	100	100
703	高加索战场	703	1	1	100	100
704	高加索战场	704	1	1	100	100
705	高加索战场	705	1	1	100	100
706	高加索战场	706	1	1	100	100
707	高加索战场	707	1	1	100	100
708	高加索战场	708	1	1	100	100
709	高加索战场	709	1	1	100	100
710	高加索战场	710	1	1	100	100
