NUM	TEXT												
203413	/quest/conglingmuchang/quest_conglingmuchang_xinbingdezhuangbei0.lua												
203414	/quest/conglingmuchang/quest_conglingmuchang_xinbingdebuji.lua												
203415	/quest/conglingmuchang/quest_conglingmuchang_xinbingxunlian.lua												
203420	/quest/hetianmuchang/quest_hetianmuchang_canglangzhanglao.lua												
203421	/quest/hetianmuchang/quest_hetianmuchang_chiguidesuicong.lua												
203422	/quest/hetianmuchang/quest_hetianmuchang_xinbingruwu.lua												
203423	/quest/hetianmuchang/quest_hetianmuchang_xinbingdezhuangbei0.lua												
203424	/quest/hetianmuchang/quest_hetianmuchang_xinbingdebuji.lua												
203425	/quest/hetianmuchang/quest_hetianmuchang_xinbingxunlian.lua												
203430	/quest/qinghaimuchang/quest_qinghaimuchang_canglangzhanglao.lua												
203431	/quest/qinghaimuchang/quest_qinghaimuchang_chiguidesuicong.lua												
203432	/quest/qinghaimuchang/quest_qinghaimuchang_xinbingruwu.lua												
203433	/quest/qinghaimuchang/quest_qinghaimuchang_xinbingdezhuangbei0.lua												
203434	/quest/qinghaimuchang/quest_qinghaimuchang_xinbingdebuji.lua												
203435	/quest/qinghaimuchang/quest_qinghaimuchang_xinbingxunlian.lua												
203440	/quest/ganzhoumuchang/quest_ganzhoumuchang_canglangzhanglao.lua												
203441	/quest/ganzhoumuchang/quest_ganzhoumuchang_chiguidesuicong.lua												
203442	/quest/ganzhoumuchang/quest_ganzhoumuchang_xinbingruwu.lua												
203443	/quest/ganzhoumuchang/quest_ganzhoumuchang_xinbingdezhuangbei0.lua												
203444	/quest/ganzhoumuchang/quest_ganzhoumuchang_xinbingdebuji.lua												
203445	/quest/ganzhoumuchang/quest_ganzhoumuchang_xinbingxunlian.lua												
#	楼兰葱岭牧场												
203500	/quest/conglingmuchang/quest_conglingmuchang_churushijie.lua												
203501	/quest/conglingmuchang/quest_conglingmuchang_chengzhangzhilu.lua												
203502	/quest/conglingmuchang/quest_conglingmuchang_wushiwuqi.lua												
203503	/quest/conglingmuchang/quest_conglingmuchang_jianxiawuqi.lua												
203504	/quest/conglingmuchang/quest_conglingmuchang_qishewuqi.lua												
203505	/quest/conglingmuchang/quest_conglingmuchang_huoqiangwuqi.lua												
203506	/quest/conglingmuchang/quest_conglingmuchang_xianzhiwuqi.lua												
203507	/quest/conglingmuchang/quest_conglingmuchang_samanwuqi.lua												
203508	/quest/conglingmuchang/quest_conglingmuchang_shizijunwuqi.lua												
203509	/quest/conglingmuchang/quest_conglingmuchang_shenghuoshiwuqi.lua												
203510	/quest/conglingmuchang/quest_conglingmuchang_cikewuqi.lua												
203511	/quest/conglingmuchang/quest_conglingmuchang_jinweijunwuqi.lua												
203512	/quest/conglingmuchang/quest_conglingmuchang_yinxiushiwuqi.lua												
203513	/quest/conglingmuchang/quest_conglingmuchang_lamawuqi.lua												
203514	/quest/conglingmuchang/quest_conglingmuchang_churuloulan.lua												
203515	/quest/conglingmuchang/quest_conglingmuchang_wushijieshao.lua												
203516	/quest/conglingmuchang/quest_conglingmuchang_jianxiajieshao.lua												
203517	/quest/conglingmuchang/quest_conglingmuchang_qishejieshao.lua												
203518	/quest/conglingmuchang/quest_conglingmuchang_huoqiangjieshao.lua												
203519	/quest/conglingmuchang/quest_conglingmuchang_xianzhijieshao.lua												
203520	/quest/conglingmuchang/quest_conglingmuchang_samanjieshao.lua												
203521	/quest/conglingmuchang/quest_conglingmuchang_shizijunjieshao.lua												
203522	/quest/conglingmuchang/quest_conglingmuchang_shenghuoshijieshao.lua												
203523	/quest/conglingmuchang/quest_conglingmuchang_cikejieshao.lua												
203524	/quest/conglingmuchang/quest_conglingmuchang_jinweijunjieshao.lua												
203525	/quest/conglingmuchang/quest_conglingmuchang_yinxiushijieshao.lua												
203526	/quest/conglingmuchang/quest_conglingmuchang_lamajieshao.lua												
203527	/quest/conglingmuchang/quest_conglingmuchang_wushijineng.lua												
203528	/quest/conglingmuchang/quest_conglingmuchang_jianxiajineng.lua												
203529	/quest/conglingmuchang/quest_conglingmuchang_qishejineng.lua												
203530	/quest/conglingmuchang/quest_conglingmuchang_huoqiangjineng.lua												
203531	/quest/conglingmuchang/quest_conglingmuchang_xianzhijineng.lua												
203532	/quest/conglingmuchang/quest_conglingmuchang_samanjineng.lua												
203533	/quest/conglingmuchang/quest_conglingmuchang_shizijunjineng.lua												
203534	/quest/conglingmuchang/quest_conglingmuchang_shenghuoshijineng.lua												
203535	/quest/conglingmuchang/quest_conglingmuchang_cikejineng.lua												
203536	/quest/conglingmuchang/quest_conglingmuchang_jinweijunjineng.lua												
203537	/quest/conglingmuchang/quest_conglingmuchang_yinxiushijineng.lua												
203538	/quest/conglingmuchang/quest_conglingmuchang_lamajineng.lua												
203539	/quest/conglingmuchang/quest_conglingmuchang_zhuama.lua												
203540	/quest/conglingmuchang/quest_conglingmuchang_shangma.lua												
203541	/quest/conglingmuchang/quest_conglingmuchang_bingqidejinjie.lua												
203542	/quest/conglingmuchang/quest_conglingmuchang_xiaoshiniudao.lua												
203543	/quest/conglingmuchang/quest_conglingmuchang_fangju.lua												
203545	/quest/conglingmuchang/quest_conglingmuchang_xinbingdezhuangbei.lua												
#	青海牧场												
203449	/quest/qinghaimuchang/quest_qinghaimuchang_bailuzhanglao.lua												
203550	/quest/qinghaimuchang/quest_qinghaimuchang_churushijie.lua												
203551	/quest/qinghaimuchang/quest_qinghaimuchang_chengzhangzhilu.lua												
203552	/quest/qinghaimuchang/quest_qinghaimuchang_wushiwuqi.lua												
203553	/quest/qinghaimuchang/quest_qinghaimuchang_jianxiawuqi.lua												
203554	/quest/qinghaimuchang/quest_qinghaimuchang_qishewuqi.lua												
203555	/quest/qinghaimuchang/quest_qinghaimuchang_huoqiangwuqi.lua												
203556	/quest/qinghaimuchang/quest_qinghaimuchang_xianzhiwuqi.lua												
203557	/quest/qinghaimuchang/quest_qinghaimuchang_samanwuqi.lua												
203558	/quest/qinghaimuchang/quest_qinghaimuchang_shizijunwuqi.lua												
203559	/quest/qinghaimuchang/quest_qinghaimuchang_shenghuoshiwuqi.lua												
203560	/quest/qinghaimuchang/quest_qinghaimuchang_cikewuqi.lua												
203561	/quest/qinghaimuchang/quest_qinghaimuchang_jinweijunwuqi.lua												
203562	/quest/qinghaimuchang/quest_qinghaimuchang_yinxiushiwuqi.lua												
203563	/quest/qinghaimuchang/quest_qinghaimuchang_lamawuqi.lua												
203565	/quest/qinghaimuchang/quest_qinghaimuchang_wushijieshao.lua												
203566	/quest/qinghaimuchang/quest_qinghaimuchang_jianxiajieshao.lua												
203567	/quest/qinghaimuchang/quest_qinghaimuchang_qishejieshao.lua												
203568	/quest/qinghaimuchang/quest_qinghaimuchang_huoqiangjieshao.lua												
203569	/quest/qinghaimuchang/quest_qinghaimuchang_xianzhijieshao.lua												
203570	/quest/qinghaimuchang/quest_qinghaimuchang_samanjieshao.lua												
203571	/quest/qinghaimuchang/quest_qinghaimuchang_shizijunjieshao.lua												
203572	/quest/qinghaimuchang/quest_qinghaimuchang_shenghuoshijieshao.lua												
203573	/quest/qinghaimuchang/quest_qinghaimuchang_cikejieshao.lua												
203574	/quest/qinghaimuchang/quest_qinghaimuchang_jinweijunjieshao.lua												
203575	/quest/qinghaimuchang/quest_qinghaimuchang_yinxiushijieshao.lua												
203576	/quest/qinghaimuchang/quest_qinghaimuchang_lamajieshao.lua												
203577	/quest/qinghaimuchang/quest_qinghaimuchang_wushijineng.lua												
203578	/quest/qinghaimuchang/quest_qinghaimuchang_jianxiajineng.lua												
203579	/quest/qinghaimuchang/quest_qinghaimuchang_qishejineng.lua												
203580	/quest/qinghaimuchang/quest_qinghaimuchang_huoqiangjineng.lua												
203581	/quest/qinghaimuchang/quest_qinghaimuchang_xianzhijineng.lua												
203582	/quest/qinghaimuchang/quest_qinghaimuchang_samanjineng.lua												
203583	/quest/qinghaimuchang/quest_qinghaimuchang_shizijunjineng.lua												
203584	/quest/qinghaimuchang/quest_qinghaimuchang_shenghuoshijineng.lua												
203585	/quest/qinghaimuchang/quest_qinghaimuchang_cikejineng.lua												
203586	/quest/qinghaimuchang/quest_qinghaimuchang_jinweijunjineng.lua												
203587	/quest/qinghaimuchang/quest_qinghaimuchang_yinxiushijineng.lua												
203588	/quest/qinghaimuchang/quest_qinghaimuchang_lamajineng.lua												
203589	/quest/qinghaimuchang/quest_qinghaimuchang_zhuama.lua												
203590	/quest/qinghaimuchang/quest_qinghaimuchang_shangma.lua												
203591	/quest/qinghaimuchang/quest_qinghaimuchang_bingqidejinjie.lua												
203592	/quest/qinghaimuchang/quest_qinghaimuchang_xiaoshiniudao.lua												
203593	/quest/qinghaimuchang/quest_qinghaimuchang_fangju.lua												
203595	/quest/qinghaimuchang/quest_qinghaimuchang_xinbingdezhuangbei.lua												
#	天山和田牧场												
203600	/quest/hetianmuchang/quest_hetianmuchang_churushijie.lua												
203601	/quest/hetianmuchang/quest_hetianmuchang_chengzhangzhilu.lua												
203602	/quest/hetianmuchang/quest_hetianmuchang_wushiwuqi.lua												
203603	/quest/hetianmuchang/quest_hetianmuchang_jianxiawuqi.lua												
203604	/quest/hetianmuchang/quest_hetianmuchang_qishewuqi.lua												
203605	/quest/hetianmuchang/quest_hetianmuchang_huoqiangwuqi.lua												
203606	/quest/hetianmuchang/quest_hetianmuchang_xianzhiwuqi.lua												
203607	/quest/hetianmuchang/quest_hetianmuchang_samanwuqi.lua												
203608	/quest/hetianmuchang/quest_hetianmuchang_shizijunwuqi.lua												
203609	/quest/hetianmuchang/quest_hetianmuchang_shenghuoshiwuqi.lua												
203610	/quest/hetianmuchang/quest_hetianmuchang_cikewuqi.lua												
203611	/quest/hetianmuchang/quest_hetianmuchang_jinweijunwuqi.lua												
203612	/quest/hetianmuchang/quest_hetianmuchang_yinxiushiwuqi.lua												
203613	/quest/hetianmuchang/quest_hetianmuchang_lamawuqi.lua												
203614	/quest/hetianmuchang/quest_hetianmuchang_churuloulan.lua												
203615	/quest/hetianmuchang/quest_hetianmuchang_wushijieshao.lua												
203616	/quest/hetianmuchang/quest_hetianmuchang_jianxiajieshao.lua												
203617	/quest/hetianmuchang/quest_hetianmuchang_qishejieshao.lua												
203618	/quest/hetianmuchang/quest_hetianmuchang_huoqiangjieshao.lua												
203619	/quest/hetianmuchang/quest_hetianmuchang_xianzhijieshao.lua												
203620	/quest/hetianmuchang/quest_hetianmuchang_samanjieshao.lua												
203621	/quest/hetianmuchang/quest_hetianmuchang_shizijunjieshao.lua												
203622	/quest/hetianmuchang/quest_hetianmuchang_shenghuoshijieshao.lua												
203623	/quest/hetianmuchang/quest_hetianmuchang_cikejieshao.lua												
203624	/quest/hetianmuchang/quest_hetianmuchang_jinweijunjieshao.lua												
203625	/quest/hetianmuchang/quest_hetianmuchang_yinxiushijieshao.lua												
203626	/quest/hetianmuchang/quest_hetianmuchang_lamajieshao.lua												
203627	/quest/hetianmuchang/quest_hetianmuchang_wushijineng.lua												
203628	/quest/hetianmuchang/quest_hetianmuchang_jianxiajineng.lua												
203629	/quest/hetianmuchang/quest_hetianmuchang_qishejineng.lua												
203630	/quest/hetianmuchang/quest_hetianmuchang_huoqiangjineng.lua												
203631	/quest/hetianmuchang/quest_hetianmuchang_xianzhijineng.lua												
203632	/quest/hetianmuchang/quest_hetianmuchang_samanjineng.lua												
203633	/quest/hetianmuchang/quest_hetianmuchang_shizijunjineng.lua												
203634	/quest/hetianmuchang/quest_hetianmuchang_shenghuoshijineng.lua												
203635	/quest/hetianmuchang/quest_hetianmuchang_cikejineng.lua												
203636	/quest/hetianmuchang/quest_hetianmuchang_jinweijunjineng.lua												
203637	/quest/hetianmuchang/quest_hetianmuchang_yinxiushijineng.lua												
203638	/quest/hetianmuchang/quest_hetianmuchang_lamajineng.lua												
203639	/quest/hetianmuchang/quest_hetianmuchang_zhuama.lua												
203640	/quest/hetianmuchang/quest_hetianmuchang_shangma.lua												
203641	/quest/hetianmuchang/quest_hetianmuchang_bingqidejinjie.lua												
203642	/quest/hetianmuchang/quest_hetianmuchang_xiaoshiniudao.lua												
203643	/quest/hetianmuchang/quest_hetianmuchang_fangju.lua												
203644	/quest/hetianmuchang/quest_hetianmuchang_bailuzhanglao.lua												
203645	/quest/hetianmuchang/quest_hetianmuchang_xinbingdezhuangbei.lua												
#	甘州牧场 敦煌牧场												
203650	/quest/ganzhoumuchang/quest_ganzhoumuchang_churushijie.lua												
203651	/quest/ganzhoumuchang/quest_ganzhoumuchang_chengzhangzhilu.lua												
203652	/quest/ganzhoumuchang/quest_ganzhoumuchang_wushiwuqi.lua												
203653	/quest/ganzhoumuchang/quest_ganzhoumuchang_jianxiawuqi.lua												
203654	/quest/ganzhoumuchang/quest_ganzhoumuchang_qishewuqi.lua												
203655	/quest/ganzhoumuchang/quest_ganzhoumuchang_huoqiangwuqi.lua												
203656	/quest/ganzhoumuchang/quest_ganzhoumuchang_xianzhiwuqi.lua												
203657	/quest/ganzhoumuchang/quest_ganzhoumuchang_samanwuqi.lua												
203658	/quest/ganzhoumuchang/quest_ganzhoumuchang_shizijunwuqi.lua												
203659	/quest/ganzhoumuchang/quest_ganzhoumuchang_shenghuoshiwuqi.lua												
203660	/quest/ganzhoumuchang/quest_ganzhoumuchang_cikewuqi.lua												
203661	/quest/ganzhoumuchang/quest_ganzhoumuchang_jinweijunwuqi.lua												
203662	/quest/ganzhoumuchang/quest_ganzhoumuchang_yinxiushiwuqi.lua												
203663	/quest/ganzhoumuchang/quest_ganzhoumuchang_lamawuqi.lua												
203665	/quest/ganzhoumuchang/quest_ganzhoumuchang_wushijieshao.lua												
203666	/quest/ganzhoumuchang/quest_ganzhoumuchang_jianxiajieshao.lua												
203667	/quest/ganzhoumuchang/quest_ganzhoumuchang_qishejieshao.lua												
203668	/quest/ganzhoumuchang/quest_ganzhoumuchang_huoqiangjieshao.lua												
203669	/quest/ganzhoumuchang/quest_ganzhoumuchang_xianzhijieshao.lua												
203670	/quest/ganzhoumuchang/quest_ganzhoumuchang_samanjieshao.lua												
203671	/quest/ganzhoumuchang/quest_ganzhoumuchang_shizijunjieshao.lua												
203672	/quest/ganzhoumuchang/quest_ganzhoumuchang_shenghuoshijieshao.lua												
203673	/quest/ganzhoumuchang/quest_ganzhoumuchang_cikejieshao.lua												
203674	/quest/ganzhoumuchang/quest_ganzhoumuchang_jinweijunjieshao.lua												
203675	/quest/ganzhoumuchang/quest_ganzhoumuchang_yinxiushijieshao.lua												
203676	/quest/ganzhoumuchang/quest_ganzhoumuchang_lamajieshao.lua												
203677	/quest/ganzhoumuchang/quest_ganzhoumuchang_wushijineng.lua												
203678	/quest/ganzhoumuchang/quest_ganzhoumuchang_jianxiajineng.lua												
203679	/quest/ganzhoumuchang/quest_ganzhoumuchang_qishejineng.lua												
203680	/quest/ganzhoumuchang/quest_ganzhoumuchang_huoqiangjineng.lua												
203681	/quest/ganzhoumuchang/quest_ganzhoumuchang_xianzhijineng.lua												
203682	/quest/ganzhoumuchang/quest_ganzhoumuchang_samanjineng.lua												
203683	/quest/ganzhoumuchang/quest_ganzhoumuchang_shizijunjineng.lua												
203684	/quest/ganzhoumuchang/quest_ganzhoumuchang_shenghuoshijineng.lua												
203685	/quest/ganzhoumuchang/quest_ganzhoumuchang_cikejineng.lua												
203686	/quest/ganzhoumuchang/quest_ganzhoumuchang_jinweijunjineng.lua												
203687	/quest/ganzhoumuchang/quest_ganzhoumuchang_yinxiushijineng.lua												
203688	/quest/ganzhoumuchang/quest_ganzhoumuchang_lamajineng.lua												
203689	/quest/ganzhoumuchang/quest_ganzhoumuchang_zhuama.lua												
203690	/quest/ganzhoumuchang/quest_ganzhoumuchang_shangma.lua												
203691	/quest/ganzhoumuchang/quest_ganzhoumuchang_bingqidejinjie.lua												
203692	/quest/ganzhoumuchang/quest_ganzhoumuchang_xiaoshiniudao.lua												
203693	/quest/ganzhoumuchang/quest_ganzhoumuchang_fangju.lua												
203694	/quest/ganzhoumuchang/quest_ganzhoumuchang_bailuzhanglao.lua												
203695	/quest/ganzhoumuchang/quest_ganzhoumuchang_xinbingdezhuangbei.lua												
#	楼兰王城技能脚本												
203700	/quest/conglingmuchang/quest_conglingmuchang_level10jineng.lua												
203701	/quest/conglingmuchang/quest_conglingmuchang_level20jineng.lua												
203702	/quest/conglingmuchang/quest_conglingmuchang_level30jineng.lua												
203703	/quest/conglingmuchang/quest_conglingmuchang_huoqiangbuff.lua												
203704	/quest/conglingmuchang/quest_conglingmuchang_xianzhibuff.lua												
203705	/quest/conglingmuchang/quest_conglingmuchang_samanbuff.lua												
203706	/quest/conglingmuchang/quest_conglingmuchang_shizijunbuff.lua												
203707	/quest/conglingmuchang/quest_conglingmuchang_shenghuoshibuff.lua												
203708	/quest/conglingmuchang/quest_conglingmuchang_cikebuff.lua												
203709	/quest/conglingmuchang/quest_conglingmuchang_jinweijunbuff.lua												
203710	/quest/conglingmuchang/quest_conglingmuchang_yinxiushibuff.lua												
203711	/quest/conglingmuchang/quest_conglingmuchang_lamabuff.lua												
#	天山王城技能脚本												
203712	/quest/hetianmuchang/quest_hetianmuchang_level10jineng.lua												
203713	/quest/hetianmuchang/quest_hetianmuchang_level20jineng.lua												
203714	/quest/hetianmuchang/quest_hetianmuchang_level30jineng.lua												
203715	/quest/hetianmuchang/quest_hetianmuchang_huoqiangbuff.lua												
203716	/quest/hetianmuchang/quest_hetianmuchang_xianzhibuff.lua												
203717	/quest/hetianmuchang/quest_hetianmuchang_samanbuff.lua												
203718	/quest/hetianmuchang/quest_hetianmuchang_shizijunbuff.lua												
203719	/quest/hetianmuchang/quest_hetianmuchang_shenghuoshibuff.lua												
203720	/quest/hetianmuchang/quest_hetianmuchang_cikebuff.lua												
