NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
10010203	10	1	203	5	0	1	-1	30	-1	-1	300	75	-1	0	0	7	0	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10010204	10	1	204	5	0	1	-1	40	-1	-1	400	87	-1	0	0	7	0	-1	0	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10010205	10	1	205	5	0	1	-1	50	-1	-1	500	100	-1	0	0	7	0	-1	0	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10010206	10	1	206	5	0	1	-1	60	-1	-1	600	112	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10010207	10	1	207	5	0	1	-1	70	-1	-1	700	125	-1	0	0	7	0	-1	0	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10010208	10	1	208	5	0	1	-1	80	-1	-1	800	137	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10010209	10	1	209	5	0	1	-1	90	-1	-1	900	150	-1	0	0	7	0	-1	0	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10010210	10	1	210	5	0	1	-1	100	50	90	1000	162	-1	0	0	7	0	-1	0	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10011001	10	1	1001	1	0	2	-1	1	-1	-1	10	50	-1	0	0	7	0	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10011002	10	1	1002	1	0	1	-1	1	-1	-1	70	50	-1	0	0	7	0	-1	0	7	-1	-1	-1	-1	-1	-1	22	10	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10011101	10	1	1101	1	0	21	-1	10	-1	-1	100	50	-1	0	0	7	0	-1	0	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10011102	10	1	1102	1	0	21	-1	20	-1	-1	200	62	-1	0	0	7	0	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10011103	10	1	1103	1	0	21	-1	30	-1	-1	300	75	-1	0	0	7	0	-1	0	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10011104	10	1	1104	1	0	21	-1	40	-1	-1	400	87	-1	0	0	7	0	-1	0	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10011105	10	1	1105	1	0	21	-1	50	-1	-1	500	100	-1	0	0	7	0	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10011106	10	1	1106	1	0	21	-1	60	-1	-1	600	112	-1	0	0	7	0	-1	0	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10011107	10	1	1107	1	0	21	-1	70	-1	-1	700	125	-1	0	0	7	0	-1	0	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10011108	10	1	1108	1	0	21	-1	80	-1	-1	800	137	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10011109	10	1	1109	1	0	21	-1	90	-1	-1	900	150	-1	0	0	7	0	-1	0	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10011110	10	1	1110	1	0	21	-1	100	50	90	1000	162	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10012001	10	1	2001	1	0	2	-1	1	-1	-1	10	50	-1	0	0	7	0	-1	0	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10012201	10	1	2201	1	0	2	-1	10	-1	-1	100	50	-1	0	0	7	0	-1	0	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10012202	10	1	2202	1	0	2	-1	20	-1	-1	200	62	-1	0	0	7	0	-1	0	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10012203	10	1	2203	1	0	2	-1	30	-1	-1	300	75	-1	0	0	7	0	-1	0	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10012204	10	1	2204	1	0	2	-1	40	-1	-1	400	87	-1	0	0	7	0	-1	0	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10012205	10	1	2205	1	0	2	-1	50	-1	-1	500	100	-1	0	0	7	0	-1	0	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10012206	10	1	2206	1	0	2	-1	60	-1	-1	600	112	-1	0	0	7	0	-1	0	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10012207	10	1	2207	1	0	2	-1	70	-1	-1	700	125	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10012208	10	1	2208	1	0	2	-1	80	-1	-1	800	137	-1	0	0	7	0	-1	0	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10012209	10	1	2209	1	0	2	-1	90	-1	-1	900	150	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10012210	10	1	2210	1	0	2	-1	100	50	90	1000	162	-1	0	0	7	0	-1	0	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10013001	10	1	3001	4	0	18	-1	50	-1	-1	500	100	-1	0	0	7	0	-1	0	84	-1	-1	-1	-1	-1	-1	0	20	6	20	12	40	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10013002	10	1	3002	4	0	18	-1	80	-1	-1	800	137	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	0	40	6	45	12	45	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10013003	10	1	3003	4	0	18	-1	100	50	90	1000	162	-1	0	0	7	0	-1	0	144	-1	-1	-1	-1	-1	-1	0	50	6	60	12	65	53	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10014001	10	1	4001	4	0	18	100	20	-1	-1	300	75	-1	0	0	7	0	-1	0	48	-1	-1	-1	-1	-1	-1	0	50	6	20	12	20	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	256217	-1	0	0	1	-1	1	1
10014002	10	1	4002	4	0	18	101	40	-1	-1	600	112	-1	0	0	7	0	-1	0	72	-1	-1	-1	-1	-1	-1	0	100	6	40	12	40	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	256217	-1	0	0	1	-1	1	1
10014003	10	1	4003	4	0	18	102	60	-1	-1	900	150	-1	0	0	7	0	-1	0	96	-1	-1	-1	-1	-1	-1	0	150	6	60	12	60	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	256217	-1	0	0	1	-1	0	1
10014004	10	1	4004	4	0	18	658	80	-1	-1	2000	195	-1	0	0	7	0	-1	0	120	-1	-1	-1	-1	-1	-1	0	160	22	800	53	4	50	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10016001	10	1	6001	2	0	2	-1	10	-1	-1	150	59	-1	0	0	7	0	-1	0	21	-1	-1	-1	-1	-1	-1	12	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016002	10	1	6002	2	0	2	2	15	-1	-1	150	60	-1	0	0	7	0	-1	0	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016010	10	1	6010	2	0	2	-1	10	-1	-1	120	56	-1	0	0	7	0	-1	0	12	-1	-1	-1	-1	-1	-1	12	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016020	10	1	6020	2	0	2	-1	20	-1	-1	250	69	-1	0	0	7	0	-1	0	33	-1	-1	-1	-1	-1	-1	0	10	12	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016030	10	1	6030	2	0	2	-1	20	-1	-1	200	63	-1	0	0	7	0	-1	0	26	-1	-1	-1	-1	-1	-1	0	6	12	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016040	10	1	6040	2	0	2	-1	30	-1	-1	350	79	-1	0	0	7	0	-1	0	45	-1	-1	-1	-1	-1	-1	0	12	12	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016050	10	1	6050	2	0	2	-1	30	-1	-1	300	73	-1	0	0	7	0	-1	0	38	-1	-1	-1	-1	-1	-1	0	11	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016060	10	1	6060	2	0	2	-1	45	-1	-1	50	89	-1	0	0	7	0	-1	0	54	-1	-1	-1	-1	-1	-1	0	15	12	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10016070	10	1	6070	2	0	2	-1	40	-1	-1	50	82	-1	0	0	7	0	-1	0	48	-1	-1	-1	-1	-1	-1	0	13	12	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10016080	10	1	6080	2	0	2	-1	50	-1	-1	50	92	-1	0	0	7	0	-1	0	60	-1	-1	-1	-1	-1	-1	0	20	12	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10016090	10	1	6090	2	0	2	-1	55	-1	-1	50	97	-1	0	0	7	0	-1	0	66	-1	-1	-1	-1	-1	-1	0	24	12	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10016100	10	1	6100	2	0	2	28	30	-1	-1	160	86	-1	0	0	7	0	-1	0	42	-1	-1	-1	-1	-1	-1	0	12	12	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
