NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
11000103	11	0	103	CJSH_item_dakong_10	炼银钻	炼银所制成的精巧钻头，可以为装备打第四个孔。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第四个孔。#r #r#g印度珠宝术（9级）#cC8B88E制作。#r #r适用装备：#O主武器、副武器#cC8B88E。	35	-1	-1	99	14000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000104	11	0	104	CJSH_quest_mabian_1_1	血玉髓	鲜红的玉髓，可以为装备打第五个孔。	35	-1	-1	99	18000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	8	-1	0	-1	-1	-1	1	1	-1	0	-1
11000105	11	0	105	CJSH_quest_mabian_1_1	冰种玉	如寒冰一般的玉石，可以为装备打第六个孔。	35	-1	-1	99	20000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	9	-1	0	-1	-1	-1	1	1	-1	0	-1
11000106	11	0	106	CJSH_quest_mabian_1_1	蛟王齿	及其罕见的蛟王牙齿，可以为装备打第七个孔。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	10	-1	0	-1	-1	-1	1	1	-1	0	-1
11000110	11	0	110	CJSH_item_dakong_2	青铜钻	青铜所制造的小巧的钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第一个孔。#r #r#g印度珠宝术（1级）#cC8B88E制作。#r #r适用装备：#O主武器、副武器、徽章、项链、戒指#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落打孔_05.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1	1	-1	0	-1
11000111	11	0	111	CJSH_item_dakong_4	铸铁钻	质地较为坚硬的铸铁所制造而成的小钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第二个孔。#r #r#g印度珠宝术（3级）#cC8B88E制作。#r #r适用装备：#O主武器、副武器、徽章、项链、戒指#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落打孔_04.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1	1	-1	0	-1
11000120	11	0	120	CJSH_item_dakong_14	翠玉钻	天然翠玉所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第三个孔。#r #r#g金币商城（快捷键J）#O装备打造区#N宝石加工类#cC8B88E出售。#r #r适用装备：#O帽子、衣服、腰带#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落打孔_02.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1	1	-1	0	-1
11000121	11	0	121	CJSH_item_dakong_6	釉玉钻	天然釉玉所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第三个孔。#r #r大都#S战场积分商人#cC8B88E处出售。#r #r适用装备：#O主武器、副武器#cC8B88E。	35	-1	-1	99	25000	10	27	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落打孔_02.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1	1	-1	0	-1
11000123	11	0	123	CJSH_item_dakong_5	墨玉钻	天然墨玉所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第三个孔。#r #r副本#g勾栏曲台#cC8B88E和#g画皮#cC8B88E产出。#r #r适用装备：#O项链、戒指#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落打孔_02.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1	1	-1	0	-1
11000124	11	0	124	CJSH_item_dakong_12	血玉钻	天然血玉所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第三个孔。#r #r#g印度珠宝术（7级）#cC8B88E制造。#r #r适用装备：#O披风、徽章#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落打孔_02.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1	1	-1	0	-1
11000130	11	0	130	CJSH_item_dakong_9	淬银钻	淬银所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第四个孔。#r #r#g罗马铸甲术（9级）#cC8B88E制造。#r #r适用装备：#O帽子、衣服、腰带#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000131	11	0	131	CJSH_item_dakong_8	血银钻	血银所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第四个孔。#r #r#g突厥锻造术（9级）#cC8B88E制作。#r #r适用装备：#O披风、徽章#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000132	11	0	132	CJSH_item_dakong_11	玄银钻	玄银所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第四个孔。#r #r#g波斯工艺术（9级）#cC8B88E制造。#r #r适用装备：#O项链、戒指#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000133	11	0	133	CJSH_item_dakong_13	铭银钻	铭银所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第四个孔。#r #r#g金币商城（快捷键J）#O装备打造区#N宝石加工类#cC8B88E出售。#r #r适用装备：#O手镯、护手、靴子#cC8B88E。	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000134	11	0	134	Khan2_item_dakong_1	炼金钻·主武器	炼金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O主武器#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000135	11	0	135	Khan2_item_dakong_2	淬金钻·帽子	淬金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O帽子#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000136	11	0	136	Khan2_item_dakong_3	血金钻·披风	血金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O披风#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000137	11	0	137	Khan2_item_dakong_4	玄金钻·戒指	玄金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O戒指#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000138	11	0	138	Khan2_item_dakong_5	铭金钻·手镯	铭金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O手镯#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000139	11	0	139	CJSH_item_dakong_7	白玉	坚硬的白玉，可以为装备打第四个孔。适用装备：护手	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000140	11	0	140	CJSH_item_dakong_7	白玉	坚硬的白玉，可以为装备打第四个孔。适用装备：靴子	35	-1	-1	99	25000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000141	11	0	141	Khan2_item_dakong_6	庚金钻·项链	庚金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O项链#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000142	11	0	142	Khan2_item_dakong_7	昊金钻·副武器	昊金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O副武器#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000143	11	0	143	Khan2_item_dakong_8	乾金钻·衣服	乾金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O衣服#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000144	11	0	144	Khan2_item_dakong_9	辉金钻·腰带	辉金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O腰带#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000145	11	0	145	Khan2_item_dakong_10	恪金钻·徽章	恪金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O徽章#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000146	11	0	146	Khan2_item_dakong_11	尊金钻·护手	尊金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O护手#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000147	11	0	147	Khan2_item_dakong_12	镗金钻·鞋子	镗金所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为装备增加第五个孔。#r #r适用装备：#O鞋子#cC8B88E。	35	-1	-1	99	25000	100000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000148	11	0	148	Khan2_item_dakong_6	丹木解玉钻	玉佩、掌门牌打孔所必需，昆吾山上千年丹阳木所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为玉佩、掌门牌增加第一个孔。#r #r#cC8B88E三番副本#S战车雷爪之王#cC8B88E，沙城日常任务召唤的#S战车之灵逃亡者#cC8B88E、#S战车之灵抹杀者#cC8B88E和沙城#S野外战车Boss#cC8B88E掉落，#g金币商城（快捷键J）#O装备打造区#N宝石加工类#cC8B88E出售。#r #r适用装备：#O玉佩、掌门牌#cC8B88E。	35	-1	-1	99	25000	20000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000149	11	0	149	Khan2_item_dakong_7	建木解玉钻	玉佩、掌门牌打孔所必需，天地造化之时建木所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为玉佩、掌门牌增加第二个孔。#r #r沙城日常任务召唤的#S战车之灵逃亡者#cC8B88E、#S战车之灵抹杀者#cC8B88E和沙城#S野外战车Boss#cC8B88E掉落，#g金币商城（快捷键J）#O装备打造区#N宝石加工类#cC8B88E出售。#r #r适用装备：#O玉佩、掌门牌#cC8B88E。	35	-1	-1	99	25000	30000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000150	11	0	150	Khan2_item_dakong_8	虎骨解玉钻	玉佩、掌门牌打孔所必需，神兽白虎之脊骨所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为玉佩、掌门牌增加第三个孔。#r #r沙城日常任务召唤的#S战车之灵逃亡者#cC8B88E、#S战车之灵抹杀者#cC8B88E和沙城#S野外战车Boss#cC8B88E掉落，#g金币商城（快捷键J）#O装备打造区#N宝石加工类#cC8B88E出售。#r #r适用装备：#O玉佩、掌门牌#cC8B88E。	35	-1	-1	99	25000	40000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000151	11	0	151	Khan2_item_dakong_9	龙骨解玉钻	玉佩、掌门牌打孔所必需，大禹治水时应龙遗留之骨所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为玉佩、掌门牌增加第四个孔。#r #r沙城日常任务召唤的#S战车之灵逃亡者#cC8B88E、#S战车之灵抹杀者#cC8B88E和沙城#S野外战车Boss#cC8B88E掉落，通过#O外装·黄金藏宝图#cC8B88E寻宝获得。#r #r适用装备：#O玉佩、掌门牌#cC8B88E。	35	-1	-1	99	25000	50000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000152	11	0	152	Khan2_item_dakong_10	金刚解玉钻	玉佩、掌门牌打孔所必需，万年金刚石所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为玉佩、掌门牌增加第五个孔。#r #r适用装备：#O玉佩、掌门牌#cC8B88E。	35	-1	-1	99	25000	60000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000153	11	0	153	Khan2_item_dakong_11	烙银解玉钻	玉佩、掌门牌打孔所必需，周天子所用的烙银剑残片所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为玉佩、掌门牌增加第六个孔。#r #r适用装备：#O玉佩、掌门牌#cC8B88E。	35	-1	-1	99	25000	70000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000154	11	0	154	Khan2_item_dakong_12	锘金解玉钻	玉佩、掌门牌打孔所必需，神剑布工再溶后所制成的精巧钻头。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为玉佩、掌门牌增加第七个孔。#r #r适用装备：#O玉佩、掌门牌#cC8B88E。	35	-1	-1	99	25000	80000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000155	11	0	155	CJSH_Add_1_13	钻头碎片	玲珑剔透，浑然天成。精致的钻头碎片，可以在#S装备镶嵌大师#cC8B88E处兑换主武器、副武器、衣服、项链、手镯、腰带、徽章#S五孔钻#cC8B88E。	1	-1	-1	99	1000	10	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	特殊道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000156	11	0	156	Khan2_equip_zuantou_1_1	天枢镶玉钻	时装打孔所必需。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为时装增加第一个孔。#r #r适用装备：#O时装#cC8B88E。	35	-1	-1	99	25000	10000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000157	11	0	157	Khan2_equip_zuantou_1_14	天璇镶玉钻	时装打孔所必需。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为时装增加第二个孔。#r #r适用装备：#O时装#cC8B88E。	35	-1	-1	99	25000	20000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
11000158	11	0	158	Khan2_equip_zuantou_1_12	天玑镶玉钻	时装打孔所必需。#r #r在王城#S装备镶嵌大师（王城装备强化区）#cC8B88E或大都#S装备镶嵌大师（大都装备强化区）#cC8B88E处使用，可以为时装增加第三个孔。#r #r适用装备：#O时装#cC8B88E。	35	-1	-1	99	25000	30000	5	20	-1	-1	-1	-1	-1	4	0	-1	0	0	打孔道具	掉落牙齿.lmodel	cj_yingguang_huang	0	ffffff	-1	7	-1	0	-1	-1	-1	1	1	-1	0	-1
