NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
158	401	214	206				1
159	401	188	87				1
160	401	200	88				1
161	401	120	49				1
162	401	83	314				1
163	401	105	283				1
164	401	176	318				1
165	401	231	316				1
166	401	178	271				1
167	401	288	280				1
168	401	325	283				1
169	401	305	267				1
170	401	437	292				1
171	401	448	318				1
172	401	453	287				1
173	401	434	50				1
174	401	386	39				1
175	401	392	65				1
176	401	370	64				1
177	401	398	41				1
178	401	446	42				1
179	401	69	67				1
180	401	78	81				1
181	401	94	79				1
182	401	104	73				1
183	401	66	74				1
184	401	134	69				1
185	401	99	86				1
186	401	91	308				1
187	401	113	286				1
188	401	109	319				1
189	401	90	301				1
190	401	192	286				1
191	401	207	292				1
192	401	220	293				1
193	401	233	299				1
194	401	214	278				1
195	401	189	295				1
196	401	304	281				1
197	401	286	297				1
198	401	321	293				1
199	401	312	271				1
200	401	457	300				1
201	401	468	278				1
202	401	449	262				1
203	401	456	273				1
204	401	452	293				1
205	401	383	53				1
206	401	392	70				1
207	401	418	46				1
208	401	442	41				1
209	401	424	53				1
210	401	424	42				1
211	401	421	50				1
212	401	375	66				1
213	401	216	195				1
214	401	202	193				1
215	401	203	92				1
216	401	198	45				1
217	401	303	73				1
218	401	299	179				1
219	401	297	192				1
220	401	309	176				1
221	402	121	69				1
222	402	107	47				1
223	402	62	51				1
224	402	62	83				1
225	402	104	313				1
226	402	89	293				1
227	402	88	276				1
228	402	103	293				1
229	402	112	280				1
230	402	189	311				1
231	402	191	272				1
232	402	200	308				1
233	402	218	326				1
234	402	217	298				1
235	402	209	274				1
236	402	235	275				1
237	402	284	290				1
238	402	317	288				1
239	402	461	306				1
240	402	456	318				1
241	402	446	282				1
242	402	467	297				1
243	402	385	62				1
244	402	418	53				1
245	402	439	45				1
246	402	455	57				1
247	402	202	47				1
248	402	202	39				1
249	402	221	199				1
250	402	229	177				1
251	402	303	51				1
252	402	304	164				1
253	402	324	165				1
254	402	294	200				1
255	402	201	52				1
256	402	227	205				1
257	402	280	198				1
258	402	294	179				1
259	402	299	46				1
260	402	313	85				1
261	402	298	72				1
262	402	294	168				1
263	402	291	191				1
264	402	214	172				1
265	402	211	90				1
266	402	201	78				1
267	402	110	66				1
268	402	102	302				1
269	402	231	305				1
270	402	230	293				1
271	402	195	300				1
272	402	308	307				1
273	402	275	286				1
274	402	317	309				1
275	402	459	291				1
276	402	473	290				1
277	402	450	305				1
278	402	448	272				1
279	402	421	43				1
280	402	389	52				1
281	402	378	51				1
282	402	378	63				1
283	402	439	39				1
284	402	69	57				1
285	402	85	72				1
286	402	99	93				1
287	402	125	75				1
288	402	83	58				1
289	402	92	73				1
290	402	105	64				1
291	402	97	273				1
292	402	115	271				1
293	402	105	307				1
294	402	108	276				1
295	402	195	274				1
296	402	210	315				1
297	402	227	300				1
298	402	230	287				1
299	402	226	275				1
300	402	292	275				1
301	402	281	280				1
302	402	310	300				1
303	402	315	281				1
304	402	292	268				1
305	402	467	289				1
306	402	474	269				1
307	402	444	268				1
308	402	460	275				1
309	402	441	286				1
310	402	391	57				1
311	402	380	66				1
312	402	425	46				1
313	402	440	52				1
314	402	437	55				1
315	402	420	56				1
316	402	397	64				1
317	402	380	58				1
318	402	220	178				1
319	402	224	190				1
320	402	196	82				1
321	402	301	41				1
322	402	306	79				1
323	402	300	201				1
324	402	293	185				1
325	402	291	205				1
326	711	97	299				-1
327	712	368	299				-1
328	931	255	278	1	1	-1	-1
329	934	255	278	1	1	-1	-1
330	935	255	278	1	1	-1	-1
331	937	255	278	1	1	-1	-1
332	1032	367.835117	57.376387	0	1	-1	-1
333	1032	375.471543	53.728535	0	1	-1	-1
334	1032	373.562227	46.063047	0	1	-1	-1
335	1032	369.200254	54.402148	0	1	-1	-1
336	1032	376.377402	49.744336	0	1	-1	-1
337	1033	393.087812	275.967426	0	1	-1	-1
338	1033	394.414043	272.345723	0	1	-1	-1
339	1033	398.125352	270.726042	0	1	-1	-1
340	1033	401.437324	268.955222	0	1	-1	-1
341	1033	394.073398	278.447903	0	1	-1	-1
342	1050	59	145				1
343	1050	157	239				1
344	1050	87	302				1
345	1050	192	306				1
346	1050	276	343				1
347	1050	333	395				1
348	1050	363	268				1
349	1050	473	285				1
350	1050	382	104				1
351	1050	463	57				1
