NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
index	guid	type	obj_id	camp_id	name	title	pos_x	pos_z	dir	script_id	respawn_time	group_id	team_id	base_ai	ai_file	patrol_id	shop0	shop1	shop2	shop3	ReputationID	level	viewgroup
35	36	18803	-1	21	╩ПардЯ		68.567131	99.378723	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
36	37	18803	-1	21	╩ПардЯ		68.567131	97.378723	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
37	38	18803	-1	21	╩ПардЯ		69.567131	98.378723	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
38	39	18803	-1	21	╩ПардЯ		69.567131	99.378723	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
39	40	18803	-1	21	╩ПардЯ		69.567131	97.378723	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
40	41	18803	-1	21	╩ПардЯ		34.540127	177.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
41	42	18803	-1	21	╩ПардЯ		34.640125	177.525742	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
42	43	18803	-1	21	╩ПардЯ		33.540127	177.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
43	44	18803	-1	21	╩ПардЯ		33.540127	178.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
44	45	18803	-1	21	╩ПардЯ		33.540127	176.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
45	46	18803	-1	21	╩ПардЯ		34.540127	178.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
46	47	18803	-1	21	╩ПардЯ		34.540127	176.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
47	48	18803	-1	21	╩ПардЯ		35.540127	177.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
48	49	18803	-1	21	╩ПардЯ		35.540127	178.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
49	50	18803	-1	21	╩ПардЯ		35.540127	176.625748	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
50	51	18801	-1	21	©ждЯ		208.132233	215.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
51	52	18801	-1	21	©ждЯ		208.232239	215.852158	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
52	53	18801	-1	21	©ждЯ		207.132233	215.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
53	54	18801	-1	21	©ждЯ		207.132233	216.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
54	55	18801	-1	21	©ждЯ		207.132233	214.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
55	56	18801	-1	21	©ждЯ		208.132233	216.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
56	57	18801	-1	21	©ждЯ		208.132233	214.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
57	58	18801	-1	21	©ждЯ		209.132233	215.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
58	59	18801	-1	21	©ждЯ		209.132233	216.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
59	60	18801	-1	21	©ждЯ		209.132233	214.952164	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
60	61	18803	-1	21	╩ПардЯ		135.437057	155.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
61	62	18803	-1	21	╩ПардЯ		135.537064	155.699951	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
62	63	18803	-1	21	╩ПардЯ		134.437057	155.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
63	64	18803	-1	21	╩ПардЯ		134.437057	156.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
64	65	18803	-1	21	╩ПардЯ		134.437057	154.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
65	66	18803	-1	21	╩ПардЯ		135.437057	156.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
66	67	18803	-1	21	╩ПардЯ		135.437057	154.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
67	68	18803	-1	21	╩ПардЯ		136.437057	155.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
68	69	18803	-1	21	╩ПардЯ		136.437057	156.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
69	70	18803	-1	21	╩ПардЯ		136.437057	154.799957	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
70	71	18803	-1	21	╩ПардЯ		132.364548	28.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
71	72	18803	-1	21	╩ПардЯ		132.464554	28.607920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
72	73	18803	-1	21	╩ПардЯ		131.364548	28.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
73	74	18803	-1	21	╩ПардЯ		131.364548	29.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
74	75	18803	-1	21	╩ПардЯ		131.364548	27.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
75	76	18803	-1	21	╩ПардЯ		132.364548	29.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
76	77	18803	-1	21	╩ПардЯ		132.364548	27.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
77	78	18803	-1	21	╩ПардЯ		133.364548	28.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
78	79	18803	-1	21	╩ПардЯ		133.364548	29.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
79	80	18803	-1	21	╩ПардЯ		133.364548	27.707920	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
80	81	18803	-1	21	╩ПардЯ		40.895176	39.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
81	82	18803	-1	21	╩ПардЯ		40.995174	39.666641	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
82	83	18803	-1	21	╩ПардЯ		39.895176	39.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
83	84	18803	-1	21	╩ПардЯ		39.895176	40.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
84	85	18803	-1	21	╩ПардЯ		39.895176	38.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
85	86	18803	-1	21	╩ПардЯ		40.895176	40.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
86	87	18803	-1	21	╩ПардЯ		40.895176	38.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
87	88	18803	-1	21	╩ПардЯ		41.895176	39.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
88	89	18803	-1	21	╩ПардЯ		41.895176	40.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
89	90	18803	-1	21	╩ПардЯ		41.895176	38.766640	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
90	91	18801	-1	21	©ждЯ		120.942039	165.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
91	92	18801	-1	21	©ждЯ		121.042038	165.626892	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
92	93	18801	-1	21	©ждЯ		119.942039	165.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
93	94	18801	-1	21	©ждЯ		119.942039	166.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
94	95	18801	-1	21	©ждЯ		119.942039	164.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
95	96	18801	-1	21	©ждЯ		120.942039	166.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
96	97	18801	-1	21	©ждЯ		120.942039	164.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
97	98	18801	-1	21	©ждЯ		121.942039	165.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
98	99	18801	-1	21	©ждЯ		121.942039	166.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
99	100	18801	-1	21	©ждЯ		121.942039	164.726898	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
100	101	18803	-1	21	╩ПардЯ		78.540665	157.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
101	102	18803	-1	21	╩ПардЯ		78.640663	157.322540	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
102	103	18803	-1	21	╩ПардЯ		77.540665	157.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
103	104	18803	-1	21	╩ПардЯ		77.540665	158.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
104	105	18803	-1	21	╩ПардЯ		77.540665	156.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
105	106	18803	-1	21	╩ПардЯ		78.540665	158.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
106	107	18803	-1	21	╩ПардЯ		78.540665	156.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
107	108	18803	-1	21	╩ПардЯ		79.540665	157.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
108	109	18803	-1	21	╩ПардЯ		79.540665	158.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
109	110	18803	-1	21	╩ПардЯ		79.540665	156.422546	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
110	111	18803	-1	21	╩ПардЯ		213.871811	64.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
111	112	18803	-1	21	╩ПардЯ		213.971817	63.949394	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
112	113	18803	-1	21	╩ПардЯ		212.871811	64.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
113	114	18803	-1	21	╩ПардЯ		212.871811	65.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
114	115	18803	-1	21	╩ПардЯ		212.871811	63.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
115	116	18803	-1	21	╩ПардЯ		213.871811	65.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
116	117	18803	-1	21	╩ПардЯ		213.871811	63.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
117	118	18803	-1	21	╩ПардЯ		214.871811	64.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
118	119	18803	-1	21	╩ПардЯ		214.871811	65.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
119	120	18803	-1	21	╩ПардЯ		214.871811	63.049393	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
120	121	18803	-1	21	╩ПардЯ		123.328873	201.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
121	122	18803	-1	21	╩ПардЯ		123.428871	201.121735	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
122	123	18803	-1	21	╩ПардЯ		122.328873	201.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
123	124	18803	-1	21	╩ПардЯ		122.328873	202.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
124	125	18803	-1	21	╩ПардЯ		122.328873	200.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
125	126	18803	-1	21	╩ПардЯ		123.328873	202.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
126	127	18803	-1	21	╩ПардЯ		123.328873	200.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
127	128	18803	-1	21	╩ПардЯ		124.328873	201.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
128	129	18803	-1	21	╩ПардЯ		124.328873	202.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
129	130	18803	-1	21	╩ПардЯ		124.328873	200.221741	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
130	131	18801	-1	21	©ждЯ		84.503601	31.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
131	132	18801	-1	21	©ждЯ		84.603600	31.553499	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
132	133	18801	-1	21	©ждЯ		83.503601	31.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
133	134	18801	-1	21	©ждЯ		83.503601	32.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
134	135	18801	-1	21	©ждЯ		83.503601	30.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
135	136	18801	-1	21	©ждЯ		84.503601	32.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
136	137	18801	-1	21	©ждЯ		84.503601	30.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
137	138	18801	-1	21	©ждЯ		85.503601	31.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
138	139	18801	-1	21	©ждЯ		85.503601	32.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
139	140	18801	-1	21	©ждЯ		85.503601	30.653500	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
140	141	18801	-1	21	©ждЯ		167.999237	191.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
141	142	18801	-1	21	©ждЯ		168.099243	191.412415	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
142	143	18801	-1	21	©ждЯ		166.999237	191.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
143	144	18801	-1	21	©ждЯ		166.999237	192.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
144	145	18801	-1	21	©ждЯ		166.999237	190.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
145	146	18801	-1	21	©ждЯ		167.999237	192.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
146	147	18801	-1	21	©ждЯ		167.999237	190.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
147	148	18801	-1	21	©ждЯ		168.999237	191.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
148	149	18801	-1	21	©ждЯ		168.999237	192.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
149	150	18801	-1	21	©ждЯ		168.999237	190.512421	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
150	151	18803	-1	21	╩ПардЯ		175.876770	222.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
151	152	18803	-1	21	╩ПардЯ		175.976776	221.940536	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
152	153	18803	-1	21	╩ПардЯ		174.876770	222.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
153	154	18803	-1	21	╩ПардЯ		174.876770	223.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
154	155	18803	-1	21	╩ПардЯ		174.876770	221.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
155	156	18803	-1	21	╩ПардЯ		175.876770	223.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
156	157	18803	-1	21	╩ПардЯ		175.876770	221.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
157	158	18803	-1	21	╩ПардЯ		176.876770	222.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
158	159	18803	-1	21	╩ПардЯ		176.876770	223.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
159	160	18803	-1	21	╩ПардЯ		176.876770	221.040543	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	110	0	
160	161	1	-1	20	х╔╤тбМ╣╨╣дгЬсРдз		24.798700	131.880997	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	60	0	
161	162	1	-1	20	╢с╤тбМ╣╨ю╢╣дхК©з		40.029202	127.567001	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	60	0	
162	163	1	-1	20	х╔╬ежщ╣дгЬсРдз		238.619995	120.031998	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	60	0	
163	164	1	-1	20	╢с╬ежщю╢╣дхК©з		228.763718	119.746048	0	0	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	60	0	
