NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
╠Ю╨е	кФ╩З╠Ю╨е	attr╠Ю╨е	бъ╪╜╠М╠Ю╨е	уСс╙╠Ю╨е	цШЁф	Ёф╨е	xжАвЬ╠Й	zжАвЬ╠Й	Ё╞оР	╫е╠╬╠Ю╨е	жьиЗй╠╪Д	╥жвИ╠Ю╨е	╤снИ╠Ю╨е	╩Ы╢║AI	AIнд╪Ч	я╡бъб╥╬╤	ил╣Й0	ил╣Й1	ил╣Й2	ил╣Й3	цШсЧID	╣х╪╤	╬╣оЯвИ
43	7336613	6901	-1	21	сдущж╝╥Д		192.744553	157.506363	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
44	7336614	6901	-1	21	сдущж╝╥Д		187.552124	182.653564	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
45	7336615	6900	-1	21	сд╨зж╝жК		57.883499	81.168793	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
46	7336616	6900	-1	21	сд╨зж╝жК		82.586632	51.899834	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
47	7336617	6900	-1	21	сд╨зж╝жК		146.567108	81.70034	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
48	7336618	6900	-1	21	сд╨зж╝жК		99.789902	68.987328	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
49	7336619	6900	-1	21	сд╨зж╝жК		195.322113	59.55463	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
50	7336620	6900	-1	21	сд╨зж╝жК		120.906151	85.225746	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
51	7336621	6901	-1	21	сдущж╝╥Д		110.886665	178.023193	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
52	7336622	6901	-1	21	сдущж╝╥Д		82.885139	167.481247	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
53	7336623	6901	-1	21	сдущж╝╥Д		79.222282	191.727875	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
54	7336624	6901	-1	21	сдущж╝╥Д		112.933479	193.806992	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
55	7336625	6901	-1	21	сдущж╝╥Д		103.265182	166.120392	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
56	7336626	6901	-1	21	сдущж╝╥Д		135.550842	119.132042	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
57	7336627	6901	-1	21	сдущж╝╥Д		181.217316	127.110001	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
58	7336628	6901	-1	21	сдущж╝╥Д		192.428223	155.136765	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
59	7336629	6901	-1	21	сдущж╝╥Д		186.816574	184.693893	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
60	7336630	6900	-1	21	сд╨зж╝жК		57.427055	78.17849	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
61	7336631	6900	-1	21	сд╨зж╝жК		82.697739	54.336021	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
62	7336632	6900	-1	21	сд╨зж╝жК		149.67923	80.23053	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
63	7336633	6900	-1	21	сд╨зж╝жК		99.899597	71.565048	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
64	7336634	6900	-1	21	сд╨зж╝жК		196.442871	55.226974	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
65	7336635	6900	-1	21	сд╨зж╝жК		122.663834	85.854218	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
66	7336636	6901	-1	21	сдущж╝╥Д		113.334351	180.165207	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
67	7336637	6901	-1	21	сдущж╝╥Д		80.962219	170.52034	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
68	7336638	6901	-1	21	сдущж╝╥Д		79.186111	194.791779	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
69	7336639	6901	-1	21	сдущж╝╥Д		117.713051	193.176926	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
70	7336640	6901	-1	21	сдущж╝╥Д		109.756393	163.578751	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
71	7336641	6901	-1	21	сдущж╝╥Д		135.73941	121.036308	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
72	7336642	6901	-1	21	сдущж╝╥Д		176.987473	127.196205	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
73	7336643	6901	-1	21	сдущж╝╥Д		190.138046	154.332245	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
74	7336644	6901	-1	21	сдущж╝╥Д		191.449768	181.521881	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
75	7336645	6900	-1	21	сд╨зж╝жК		57.389042	84.030304	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
76	7336646	6900	-1	21	сд╨зж╝жК		82.236549	56.441753	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
77	7336647	6900	-1	21	сд╨зж╝жК		147.404602	85.396263	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
78	7336648	6900	-1	21	сд╨зж╝жК		99.003952	74.418182	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
79	7336649	6900	-1	21	сд╨зж╝жК		194.338715	55.939816	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
80	7336650	6900	-1	21	сд╨зж╝жК		123.372726	84.650627	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
81	7336651	6901	-1	21	сдущж╝╥Д		111.949104	177.484894	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
82	7336652	6901	-1	21	сдущж╝╥Д		82.523865	174.504669	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
83	7336653	6901	-1	21	сдущж╝╥Д		82.940742	194.835297	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
84	7336654	6901	-1	21	сдущж╝╥Д		117.727486	196.825882	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
85	7336655	6901	-1	21	сдущж╝╥Д		101.435059	166.098129	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
86	7336656	6901	-1	21	сдущж╝╥Д		135.355728	122.621048	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
87	7336657	6901	-1	21	сдущж╝╥Д		181.241562	124.540787	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
88	7336658	6901	-1	21	сдущж╝╥Д		190.029129	160.534073	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
89	7336659	6901	-1	21	сдущж╝╥Д		192.904251	183.866882	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
90	7336660	6900	-1	21	сд╨зж╝жК		62.83371	83.730934	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
91	7336661	6900	-1	21	сд╨зж╝жК		77.793312	52.140522	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
92	7336662	6900	-1	21	сд╨зж╝жК		146.444443	81.468933	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
93	7336663	6900	-1	21	сд╨зж╝жК		97.839157	68.952324	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
94	7336664	6900	-1	21	сд╨зж╝жК		196.886108	51.652679	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
95	7336665	6900	-1	21	сд╨зж╝жК		121.452667	84.002449	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
96	7336666	6901	-1	21	сдущж╝╥Д		108.860863	185.237411	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
97	7336667	6901	-1	21	сдущж╝╥Д		86.67868	174.504669	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
98	7336668	6901	-1	21	сдущж╝╥Д		86.443085	190.98584	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
99	7336669	6901	-1	21	сдущж╝╥Д		113.094749	196.688858	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
100	7336670	6901	-1	21	сдущж╝╥Д		105.552406	163.578766	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
101	7336671	6901	-1	21	сдущж╝╥Д		131.140335	118.874451	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
102	7336672	6901	-1	21	сдущж╝╥Д		181.07254	129.317612	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
103	7336673	6901	-1	21	сдущж╝╥Д		188.934967	155.742661	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
104	7336674	6901	-1	21	сдущж╝╥Д		191.974045	185.94342	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
105	7336675	6900	-1	21	сд╨зж╝жК		62.733109	77.634323	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
106	7336676	6900	-1	21	сд╨зж╝жК		77.827858	54.287914	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
107	7336677	6900	-1	21	сд╨зж╝жК		188.619888	80.052376	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
108	7336678	6900	-1	21	сд╨зж╝жК		97.548462	71.660789	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
109	7336679	6900	-1	21	сд╨зж╝жК		193.074921	57.421001	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
110	7336680	6900	-1	21	сд╨зж╝жК		121.083862	85.412743	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
111	7336681	6901	-1	21	сдущж╝╥Д		106.909607	180.033279	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
112	7336682	6901	-1	21	сдущж╝╥Д		87.35421	170.36261	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
113	7336683	6901	-1	21	сдущж╝╥Д		85.983124	195.042755	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
114	7336684	6901	-1	21	сдущж╝╥Д		117.768448	199.561203	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
115	7336685	6901	-1	21	сдущж╝╥Д		112.297546	164.077271	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
116	7336686	6901	-1	21	сдущж╝╥Д		131.113373	120.721001	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
117	7336687	6901	-1	21	сдущж╝╥Д		177.349258	124.446228	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
118	7336688	6901	-1	21	сдущж╝╥Д		188.680878	158.841354	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
119	7336689	6901	-1	21	сдущж╝╥Д		188.217957	185.892105	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
120	7336690	6900	-1	21	сд╨зж╝жК		62.580456	80.855743	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
121	7336691	6900	-1	21	сд╨зж╝жК		75.888702	54.920799	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
122	7336692	6900	-1	21	сд╨зж╝жК		146.718094	84.056107	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
123	7336693	6900	-1	21	сд╨зж╝жК		96.661232	74.636269	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
124	7336694	6900	-1	21	сд╨зж╝жК		199.676285	53.552101	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
125	7336695	6900	-1	21	сд╨зж╝жК		120.766708	85.740456	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
126	7336696	6901	-1	21	сдущж╝╥Д		109.357224	180.428696	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
127	7336697	6901	-1	21	сдущж╝╥Д		79.587845	172.832352	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
128	7336698	6901	-1	21	сдущж╝╥Д		81.258469	193.200256	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
129	7336699	6901	-1	21	сдущж╝╥Д		113.436417	199.795792	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
130	7336700	6901	-1	21	сдущж╝╥Д		103.198204	164.256012	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
131	7336701	6901	-1	21	сдущж╝╥Д		131.258118	122.851059	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
132	7336702	6901	-1	21	сдущж╝╥Д		177.419174	129.673019	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
133	7336703	6901	-1	21	сдущж╝╥Д		187.439285	157.483017	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
134	7336704	6901	-1	21	сдущж╝╥Д		190.04184	186.132919	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
135	7336705	6900	-1	21	сд╨зж╝жК		60.206318	86.066353	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
136	7336706	6900	-1	21	сд╨зж╝жК		78.612823	50.793682	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
137	7336707	6900	-1	21	сд╨зж╝жК		148.997894	81.912361	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
138	7336708	6900	-1	21	сд╨зж╝жК		103.047226	73.651039	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
139	7336709	6900	-1	21	сд╨зж╝жК		199.629608	56.224365	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
140	7336710	6900	-1	21	сд╨зж╝жК		123.574982	84.956841	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
141	7336711	6901	-1	21	сдущж╝╥Д		108.719925	176.262726	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
142	7336712	6901	-1	21	сдущж╝╥Д		85.895607	166.136154	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
143	7336713	6901	-1	21	сдущж╝╥Д		81.048698	189.403488	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
144	7336714	6901	-1	21	сдущж╝╥Д		116.162056	195.320633	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
145	7336715	6901	-1	21	сдущж╝╥Д		104.1064	167.156326	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
146	7336716	6901	-1	21	сдущж╝╥Д		133.881409	125.312042	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
147	7336717	6901	-1	21	сдущж╝╥Д		179.911514	126.115952	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
148	7336718	6901	-1	21	сдущж╝╥Д		188.223801	161.310806	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
149	7336719	6901	-1	21	сдущж╝╥Д		185.718369	182.966751	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
150	7336720	6900	-1	21	сд╨зж╝жК		55.047924	81.125252	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
151	7336721	6900	-1	21	сд╨зж╝жК		81.780548	50.327061	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
152	7336722	6900	-1	21	сд╨зж╝жК		149.516357	82.376068	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
153	7336723	6900	-1	21	сд╨зж╝жК		98.53701	70.591576	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
154	7336724	6900	-1	21	сд╨зж╝жК		196.306122	57.817646	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
155	7336725	6900	-1	21	сд╨зж╝жК		120.931206	85.164803	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
156	7336726	6901	-1	21	сдущж╝╥Д		111.447067	183.569427	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
157	7336727	6901	-1	21	сдущж╝╥Д		84.656349	174.957886	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
158	7336728	6901	-1	21	сдущж╝╥Д		78.78228	187.65831	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
159	7336729	6901	-1	21	сдущж╝╥Д		84.476555	192.877182	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
160	7336730	6901	-1	21	сдущж╝╥Д		107.149223	164.569702	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
161	7336731	6901	-1	21	сдущж╝╥Д		133.860947	144.378525	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
162	7336732	6901	-1	21	сдущж╝╥Д		152.541931	124.639244	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
163	7336733	6901	-1	21	сдущж╝╥Д		202.048843	131.974487	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
164	7336734	6901	-1	21	сдущж╝╥Д		191.644043	182.999878	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
165	7191855	3846	400046	20			190	73	32	0	2000	-1	-1	5	0	0	-1	-1	-1	-1	-1	30	0	
166	7191856	3847	400047	20			99	54	32	0	2000	-1	-1	5	0	1	-1	-1	-1	-1	-1	30	0	
167	7191858	3849	400049	20			76	170	32	0	2000	-1	-1	5	0	2	-1	-1	-1	-1	-1	35	0	
168	7191859	3850	400050	20			133	119	32	0	2000	-1	-1	5	0	3	-1	-1	-1	-1	-1	35	0	
169	7336735	6901	-1	21	сдущж╝╥Д		188.434494	153.524887	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
170	7336736	6901	-1	21	сдущж╝╥Д		202.029343	127.164978	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
171	7336737	6901	-1	21	сдущж╝╥Д		203.725876	127.94278	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
172	7336738	6901	-1	21	сдущж╝╥Д		203.569366	131.072784	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
173	7336739	6901	-1	21	сдущж╝╥Д		204.554016	129.830322	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
174	7336740	6901	-1	21	сдущж╝╥Д		200.617874	128.209763	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
