NUM	NUM	NUM	TEXT	NUM	NUM	NUM
182	3	45012521	纳兰真	1250	0	5000
183	3	45012776	米山	1250	0	5000
184	3	45012996	娜菲	1250	0	5000
185	3	45013226	特律	1250	0	5000
186	3	45013231	娜姬	1250	0	5000
187	3	45013376	魔·李德旺	1250	0	5000
188	3	45013381	魔·嵬名令公	1250	0	5000
189	3	45013386	魔·阿沙敢不	1250	0	5000
190	3	45011126	安洁拉	620	0	5000
191	3	45011356	乔薇娜	620	0	5000
192	3	45011596	成贤骏	620	0	5000
193	3	45011826	萝拉	620	0	5000
194	3	45012071	完颜虎	620	0	5000
195	3	45012301	卫绍王	620	0	5000
196	3	45012526	章宗	620	0	5000
197	3	45012531	许化	620	0	5000
198	3	45012781	完颜怒	620	0	5000
199	3	45013001	完颜烈	620	0	5000
200	3	45013006	刘盛	620	0	5000
201	3	45013236	杨国方	620	0	5000
202	3	45013391	魔·绯烈特	620	0	5000
203	3	45013396	魔·奥施特恩	620	0	5000
204	3	45013401	魔·吉尔多姆	620	0	5000
205	3	45011131	独卡斯	310	0	5000
206	3	45011361	狄奥德儒斯	310	0	5000
207	3	45011601	迦牙伏曼	310	0	5000
208	3	45011831	撒姆太克	310	0	5000
209	3	45012076	曼卡法斯	310	0	5000
210	3	45012306	孝宗	310	0	5000
211	3	45012536	赵惇	310	0	5000
212	3	45012541	罕失剌	310	0	5000
213	3	45012786	郭宝玉	310	0	5000
214	3	45013011	赫尔温	310	0	5000
215	3	45013241	耶律楚材	310	0	5000
216	3	45013246	图特阿海	310	0	5000
217	3	45013421	魔·西莱斯廷	310	0	5000
218	3	45013426	魔·英诺森	310	0	5000
219	3	45013431	魔·亚历山大	310	0	5000
220	3	45011136	安道尔	150	0	5000
221	3	45011366	贝拉三世	150	0	5000
222	3	45011606	哈康六世	150	0	5000
223	3	45011611	卡玛拉	150	0	5000
224	3	45011836	玛格丽特	150	0	5000
225	3	45011841	穆默塔思	150	0	5000
226	3	45012081	斯维列	150	0	5000
227	3	45012086	帕多咪	150	0	5000
228	3	45012311	赫肯三世	150	0	5000
229	3	45012316	薇拉狄亚	150	0	5000
230	3	45012546	杜根	150	0	5000
231	3	45012791	耶律豹	150	0	5000
232	3	45013016	耶律朗	150	0	5000
233	3	45013251	耶律虎	150	0	5000
234	4	45011141	安华迩	5000	0	5000
235	4	45011146	美吉尔乐	5000	0	5000
236	4	45011371	爱威姬托	5000	0	5000
237	4	45011376	贝特丽斯	5000	0	5000
238	4	45011616	婕拉	5000	0	5000
239	4	45011621	科拉拉	5000	0	5000
240	4	45011846	满都拉图	5000	0	5000
241	4	45012091	苏白塔	5000	0	5000
242	4	45012321	汗灭里	5000	0	5000
243	4	45012551	史弥远	5000	0	5000
244	4	45012796	哈森德	5000	0	5000
245	4	45013021	涅夫斯基	5000	0	5000
246	4	45013256	彼特拉克	5000	0	5000
247	4	45011151	爱露丝	2500	0	5000
248	4	45011156	铁木儿	2500	0	5000
249	4	45011381	其福梯	2500	0	5000
250	4	45011626	库妮昆妲	2500	0	5000
251	4	45011851	史纳都	2500	0	5000
252	4	45011856	麦墨迪斯	2500	0	5000
253	4	45012096	哈非	2500	0	5000
254	4	45012101	莎罗美亚	2500	0	5000
255	4	45012326	图希	2500	0	5000
256	4	45012331	雅图维卡	2500	0	5000
257	4	45012556	苏尔坦夏	2500	0	5000
258	4	45012561	甘麻刺	2500	0	5000
259	4	45012801	朱拜尔	2500	0	5000
260	4	45012806	卡尔木	2500	0	5000
261	4	45013026	抹然尽忠	2500	0	5000
262	4	45013031	答刺麻八刺	2500	0	5000
263	4	45013261	耶律荣	2500	0	5000
264	4	45013526	铁木儿不花	2500	0	5000
265	4	45013531	八的麻的	2500	0	5000
266	4	45011161	爱丽娜	1250	0	5000
267	4	45011386	北条义时	1250	0	5000
268	4	45011631	北条泰时	1250	0	5000
269	4	45011861	斯诺里	1250	0	5000
270	4	45012106	端察尔	1250	0	5000
271	4	45012111	雅洛布娜	1250	0	5000
272	4	45012336	希林	1250	0	5000
273	4	45012566	阿勒赤	1250	0	5000
274	4	45012811	易卜阿拉比	1250	0	5000
275	4	45013036	萨尔干	1250	0	5000
276	4	45013041	北条时政	1250	0	5000
277	4	45013266	伊尔斯	1250	0	5000
278	4	45011166	承天妃	620	0	5000
279	4	45011391	法茹玛	620	0	5000
280	4	45011636	库尔答尔	620	0	5000
281	4	45011641	合答安	620	0	5000
282	4	45011646	完颜福兴	620	0	5000
283	4	45011866	阿瑞哈	620	0	5000
284	4	45011871	忽兰	620	0	5000
285	4	45011876	完颜陈和尚	620	0	5000
286	4	45012116	太阳汗	620	0	5000
287	4	45012121	歧国公主	620	0	5000
288	4	45012126	完颜胡沙	620	0	5000
289	4	45012341	屈出律	620	0	5000
290	4	45012346	真德秀	620	0	5000
291	4	45012571	真圣公主	620	0	5000
292	4	45012576	也遂	620	0	5000
293	4	45012581	完颜留哥	620	0	5000
294	4	45012816	贤英公主	620	0	5000
295	4	45013046	蔑古真	620	0	5000
296	4	45013271	孛儿帖	620	0	5000
297	4	45013406	魔·圣路易	620	0	5000
298	4	45013411	魔·雅克德莫莱	620	0	5000
299	4	45013416	魔·阿尔芒	620	0	5000
300	4	45011171	木华黎	310	0	5000
301	4	45011396	博尔术	310	0	5000
302	4	45011651	基塔	310	0	5000
303	4	45011881	蒙哥	310	0	5000
304	4	45012131	泰察尔	310	0	5000
305	4	45012351	李安远	310	0	5000
306	4	45012586	札答剌	310	0	5000
307	4	45012591	亦合鲁	310	0	5000
308	4	45012821	桑昆	310	0	5000
309	4	45012826	巴里黑	310	0	5000
310	4	45013051	王汗	310	0	5000
311	4	45013056	哈喇察	310	0	5000
312	4	45013276	伊珊	310	0	5000
313	4	45013281	亦难出	310	0	5000
314	4	45013286	伊鲁萨斯	310	0	5000
315	4	45013436	魔·王汗	310	0	5000
316	4	45013441	魔·太阳汗	310	0	5000
317	4	45013446	魔·屈出律	310	0	5000
318	4	45013451	魔·札木合	310	0	5000
319	4	45011176	凯乐	150	0	5000
320	4	45011401	必勒格别乞	150	0	5000
321	4	45011406	卡朱米歇二世	150	0	5000
322	4	45011411	长春真人	150	0	5000
323	4	45011656	格利西母连	150	0	5000
324	4	45011661	合不勒可汗	150	0	5000
325	4	45011666	陆象山	150	0	5000
326	4	45011886	高德宗	150	0	5000
327	4	45011891	李治	150	0	5000
328	4	45012136	特都恩	150	0	5000
329	4	45012356	合丹	150	0	5000
330	4	45012361	汉斯	150	0	5000
331	4	45012596	朱熹	150	0	5000
332	4	45012601	贝尔	150	0	5000
333	4	45012831	和鲁夫	150	0	5000
334	4	45012836	亨利	150	0	5000
335	4	45013061	萨伊	150	0	5000
336	4	45013066	弗朗克	150	0	5000
337	4	45013291	腓特烈	150	0	5000
338	4	45013456	魔·北条时宗	150	0	5000
339	4	45013461	魔·足利尊氏	150	0	5000
340	4	45013466	魔·安达义景	150	0	5000
341	4	45013471	魔·北条长时	150	0	5000
342	4	45013641	忽哥赤	150	0	5000
343	5	45011181	阿尔阿西尔	5000	1	5000
344	5	45011416	程大昌	5000	1	5000
345	5	45011671	阿克迷儿	5000	1	5000
346	5	45011896	雅珀仁斯基	5000	1	5000
347	5	45012141	特都原泰	5000	1	5000
348	5	45012366	雅克特	5000	1	5000
349	5	45012606	朱瓦泥	5000	1	5000
350	5	45012841	弗拉基米尔	5000	1	5000
351	5	45013071	加蒂	5000	1	5000
352	5	45013296	丽莎	5000	1	5000
353	5	45013521	奥鲁赤	5000	1	5000
354	5	45013626	朵儿只	5000	1	5000
355	5	45013651	奥鲁赤	5000	1	5000
356	5	45013671	岁都	5000	1	5000
357	5	45011186	阿里海牙	2500	1	5000
358	5	45011421	胡沙虎	2500	1	5000
359	5	45011426	答里台	2500	1	5000
360	5	45011676	明宗	2500	1	5000
361	5	45011901	兀良合台	2500	1	5000
362	5	45011906	蒙格秃	2500	1	5000
363	5	45012146	藤原泰衡	2500	1	5000
364	5	45012151	捏坤	2500	1	5000
365	5	45012371	藤原国衡	2500	1	5000
366	5	45012611	玛拉纹曼	2500	1	5000
367	5	45012616	也速该	2500	1	5000
368	5	45012846	格洛斯梯特	2500	1	5000
369	5	45012851	完颜陵	2500	1	5000
370	5	45013076	森客斯	2500	1	5000
371	5	45013081	完颜洪烈	2500	1	5000
372	5	45013301	犹瑞斯	2500	1	5000
373	5	45013306	完颜桀	2500	1	5000
374	5	45011191	不合	1250	1	5000
375	5	45011431	弗雷德里希一世	1250	1	5000
376	5	45011436	完颜纲	1250	1	5000
377	5	45011681	忽滩汗	1250	1	5000
378	5	45011911	穆罕默德	1250	1	5000
379	5	45012156	亨利希六世	1250	1	5000
380	5	45012376	施瓦本	1250	1	5000
381	5	45012621	札兰丁	1250	1	5000
382	5	45012626	阿不台	1250	1	5000
383	5	45012856	弗雷德里希二世	1250	1	5000
384	5	45013086	蔑儿真	1250	1	5000
385	5	45013091	刘满	1250	1	5000
386	5	45013311	张不赔	1250	1	5000
387	5	45011196	谢珊迪	620	1	5000
388	5	45011441	富塞柏托三世	620	1	5000
389	5	45011686	哈萨尔	620	1	5000
390	5	45011916	速不台	620	1	5000
391	5	45012161	帖木格	620	1	5000
392	5	45012381	伊戈利	620	1	5000
393	5	45012631	幽利	620	1	5000
394	5	45012636	奥斯曼	620	1	5000
395	5	45012861	萨尔沃	620	1	5000
396	5	45013096	山德鲁	620	1	5000
397	5	45013101	不黑台	620	1	5000
398	5	45013316	乌罕	620	1	5000
399	5	45013321	脱黑塔	620	1	5000
400	5	45011201	陈守度	310	1	5000
401	5	45011206	迪罗西	310	1	5000
402	5	45011211	阿尔喀米尔	310	1	5000
403	5	45011446	高宗	310	1	5000
404	5	45011451	菲尔塔	310	1	5000
405	5	45011691	惠宗	310	1	5000
406	5	45011696	伦夏	310	1	5000
407	5	45011921	勒古台	310	1	5000
408	5	45011926	阔出	310	1	5000
409	5	45012166	土土哈	310	1	5000
410	5	45012171	阔端	310	1	5000
411	5	45012386	虎儿台	310	1	5000
412	5	45012391	西门	310	1	5000
413	5	45012641	玛古尼斯六世	310	1	5000
414	5	45012646	业里	310	1	5000
415	5	45012651	阿尔阿迪尔	310	1	5000
416	5	45012866	德薛禅	310	1	5000
417	5	45012871	合失	310	1	5000
418	5	45013106	圣诺森四世	310	1	5000
419	5	45013326	月伦夫人	310	1	5000
420	5	45011216	察合台	150	1	5000
421	5	45011221	兀迪	150	1	5000
422	5	45011226	旭烈兀	150	1	5000
423	5	45011456	抄真	150	1	5000
424	5	45011461	把儿坛	150	1	5000
425	5	45011701	哈赤温	150	1	5000
426	5	45011706	海都	150	1	5000
427	5	45011711	忽必烈	150	1	5000
428	5	45011931	阿里不哥	150	1	5000
429	5	45011936	豁情	150	1	5000
430	5	45012176	铁木真	150	1	5000
431	5	45012396	也速蒙哥	150	1	5000
432	5	45012401	窝阔台	150	1	5000
433	5	45012406	哲别	150	1	5000
434	5	45012466	真金太子	150	1	5000
435	5	45012656	马可波罗	150	1	5000
436	5	45012661	术赤	150	1	5000
437	5	45012666	萨拉丁	150	1	5000
438	5	45012876	忽都虎	150	1	5000
439	5	45012881	拖雷	150	1	5000
440	5	45013111	察刺合	150	1	5000
441	5	45013116	拔都	150	1	5000
442	5	45013331	贵由	150	1	5000
443	5	45013476	魔·弗拉基米尔	150	1	5000
444	5	45013481	魔·基辅大公	150	1	5000
445	5	45013486	魔·亨利二世	150	1	5000
446	5	45013491	魔·贝拉四世	150	1	5000
447	5	45013496	魔·德古拉公爵 	150	1	5000
448	5	45013501	拙赤 	150	1	5000
449	5	45013506	铁木哥	150	1	5000
450	5	45013511	爱牙赤	150	1	5000
451	5	45013516	孛颜贴木儿	150	1	5000
452	5	45013536	秃花帖木儿	150	1	5000
453	5	45013541	唐古特	150	1	5000
454	5	45013546	土斡耳	150	1	5000
455	5	45013551	莫图根	150	1	5000
456	5	45013556	拜答儿	150	1	5000
457	5	45013561	木儿剌沙	150	1	5000
458	5	45013566	八剌	150	1	5000
459	5	45013571	尼克伯	150	1	5000
460	5	45013576	托喀帖木儿	150	1	5000
461	5	45013581	都哇 	150	1	5000
462	5	45013586	宽阇	150	1	5000
463	5	45013591	塔里忽	150	1	5000
464	5	45013596	也先不花	150	1	5000
465	5	45013601	哈剌察儿	150	1	5000
466	5	45013606	岁哥台	150	1	5000
467	5	45013611	术里客	150	1	5000
468	5	45013616	拔绰	150	1	5000
469	5	45013621	末哥	150	1	5000
470	5	45013631	忙哥刺	150	1	5000
471	5	45013636	那木罕	150	1	5000
472	5	45013646	爱牙赤	150	1	5000
473	5	45013656	脱欢	150	1	5000
474	5	45013661	忽都鲁帖木儿	150	1	5000
475	5	45013666	铁篾赤	150	1	5000
476	5	45013676	速别台	150	1	5000
