NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	TEXT	NUM
45011009	45	2	1013	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_8	set:khan3_item_1 image:khan3_item_1_1	高云	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔21-30层掉落，您是否要自动寻路到浮屠塔？	55	100	10	27	4	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	356	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_8	100103
45011010	45	2	1014	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_8	set:khan3_item_1 image:khan3_item_1_1	高云	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔21-30层掉落，您是否要自动寻路到浮屠塔？	55	100	10	27	5	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	446	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_8	100103
45011011	45	3	1020	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_11	set:khan3_item_1 image:khan3_item_1_1	李定邦	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	1	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	40	-1	-1	-1	-1	-1	-1	0	国家：高丽#r出身地区：朝鲜	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_11	100103
45011012	45	3	1021	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_11	set:khan3_item_1 image:khan3_item_1_1	李定邦	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	2	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	202	-1	-1	-1	-1	-1	-1	0	国家：高丽#r出身地区：朝鲜	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_11	100103
45011013	45	3	1022	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_11	set:khan3_item_1 image:khan3_item_1_1	李定邦	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	3	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	506	-1	-1	-1	-1	-1	-1	0	国家：高丽#r出身地区：朝鲜	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_11	100103
45011014	45	3	1023	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_11	set:khan3_item_1 image:khan3_item_1_1	李定邦	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	4	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	842	-1	-1	-1	-1	-1	-1	0	国家：高丽#r出身地区：朝鲜	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_11	100103
45011015	45	3	1024	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_11	set:khan3_item_1 image:khan3_item_1_1	李定邦	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	5	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	1054	-1	-1	-1	-1	-1	-1	0	国家：高丽#r出身地区：朝鲜	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_11	100103
45011016	45	4	1030	set:Khan2_Jiangxing_10 image:Khan2_Jiangxing_10_Icon_7	set:khan3_item_1 image:khan3_item_1_1	傅龙	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔41-50层掉落，您是否要自动寻路到浮屠塔？	75	100	10	27	1	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	70	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_10 image:Khan2_Jiangxinghui_10_Icon_7	100103
45011017	45	4	1031	set:Khan2_Jiangxing_10 image:Khan2_Jiangxing_10_Icon_7	set:khan3_item_1 image:khan3_item_1_1	傅龙	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔41-50层掉落，您是否要自动寻路到浮屠塔？	75	100	10	27	2	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	348	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_10 image:Khan2_Jiangxinghui_10_Icon_7	100103
45011018	45	4	1032	set:Khan2_Jiangxing_10 image:Khan2_Jiangxing_10_Icon_7	set:khan3_item_1 image:khan3_item_1_1	傅龙	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔41-50层掉落，您是否要自动寻路到浮屠塔？	75	100	10	27	3	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	876	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_10 image:Khan2_Jiangxinghui_10_Icon_7	100103
45011019	45	4	1033	set:Khan2_Jiangxing_10 image:Khan2_Jiangxing_10_Icon_7	set:khan3_item_1 image:khan3_item_1_1	傅龙	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔41-50层掉落，您是否要自动寻路到浮屠塔？	75	100	10	27	4	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	1458	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_10 image:Khan2_Jiangxinghui_10_Icon_7	100103
45011020	45	4	1034	set:Khan2_Jiangxing_10 image:Khan2_Jiangxing_10_Icon_7	set:khan3_item_1 image:khan3_item_1_1	傅龙	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔41-50层掉落，您是否要自动寻路到浮屠塔？	75	100	10	27	5	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	1824	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_10 image:Khan2_Jiangxinghui_10_Icon_7	100103
45011021	45	5	1040	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_7	set:khan3_item_1 image:khan3_item_1_1	金湘	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔51-60层掉落，您是否要自动寻路到浮屠塔？	85	100	10	27	1	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	102	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_7	100103
45011022	45	5	1041	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_7	set:khan3_item_1 image:khan3_item_1_1	金湘	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔51-60层掉落，您是否要自动寻路到浮屠塔？	85	100	10	27	2	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	528	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_7	100103
45011023	45	5	1042	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_7	set:khan3_item_1 image:khan3_item_1_1	金湘	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔51-60层掉落，您是否要自动寻路到浮屠塔？	85	100	10	27	3	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	1322	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_7	100103
45011024	45	5	1043	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_7	set:khan3_item_1 image:khan3_item_1_1	金湘	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔51-60层掉落，您是否要自动寻路到浮屠塔？	85	100	10	27	4	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	2204	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_7	100103
45011025	45	5	1044	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_7	set:khan3_item_1 image:khan3_item_1_1	金湘	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔51-60层掉落，您是否要自动寻路到浮屠塔？	85	100	10	27	5	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	2756	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_7	100103
45011026	45	6	1060	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_8	set:khan3_item_1 image:khan3_item_1_1	姚瑶	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔61层以上掉落，您是否要自动寻路到浮屠塔？	95	100	10	27	1	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	146	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_8	100103
45011027	45	6	1061	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_8	set:khan3_item_1 image:khan3_item_1_1	姚瑶	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔61层以上掉落，您是否要自动寻路到浮屠塔？	95	100	10	27	2	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	740	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_8	100103
45011028	45	6	1062	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_8	set:khan3_item_1 image:khan3_item_1_1	姚瑶	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔61层以上掉落，您是否要自动寻路到浮屠塔？	95	100	10	27	3	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	1848	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_8	100103
45011029	45	6	1063	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_8	set:khan3_item_1 image:khan3_item_1_1	姚瑶	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔61层以上掉落，您是否要自动寻路到浮屠塔？	95	100	10	27	4	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	3080	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_8	100103
45011030	45	6	1064	set:Khan2_Jiangxing_63 image:Khan2_Jiangxing_63_Icon_8	set:khan3_item_1 image:khan3_item_1_1	姚瑶	可铭刻部位：帽子，衣服，项链，护手	1	卡牌	此卡牌在浮屠塔61层以上掉落，您是否要自动寻路到浮屠塔？	95	100	10	27	5	250	2|5|6|7	武魂卡01.lmodel	cj_yingguang_huang	0	-1	22	3850	-1	-1	-1	-1	-1	-1	0	国家：南宋#r出身地区：华南	141176	set:Khan2_Jiangxinghui_63 image:Khan2_Jiangxinghui_63_Icon_8	100103
45011031	45	7	1070	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_9	set:khan3_item_1 image:khan3_item_1_2	巴图	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔1-20层掉落，您是否要自动寻路到浮屠塔？	45	100	10	27	1	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	4	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_9	100203
45011032	45	7	1071	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_9	set:khan3_item_1 image:khan3_item_1_2	巴图	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔1-20层掉落，您是否要自动寻路到浮屠塔？	45	100	10	27	2	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	32	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_9	100203
45011033	45	7	1072	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_9	set:khan3_item_1 image:khan3_item_1_2	巴图	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔1-20层掉落，您是否要自动寻路到浮屠塔？	45	100	10	27	3	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	82	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_9	100203
45011034	45	7	1073	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_9	set:khan3_item_1 image:khan3_item_1_2	巴图	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔1-20层掉落，您是否要自动寻路到浮屠塔？	45	100	10	27	4	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	136	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_9	100203
45011035	45	7	1074	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_9	set:khan3_item_1 image:khan3_item_1_2	巴图	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔1-20层掉落，您是否要自动寻路到浮屠塔？	45	100	10	27	5	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	170	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_9	100203
45011036	45	8	1080	set:Khan2_Jiangxing_9 image:Khan2_Jiangxing_9_Icon_9	set:khan3_item_1 image:khan3_item_1_2	大江广原	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔21-30层掉落，您是否要自动寻路到浮屠塔？	55	100	10	27	1	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	17	-1	-1	-1	-1	-1	-1	0	国家：日本#r出身地区：日本	141176	set:Khan2_Jiangxinghui_9 image:Khan2_Jiangxinghui_9_Icon_9	100203
45011037	45	8	1081	set:Khan2_Jiangxing_9 image:Khan2_Jiangxing_9_Icon_9	set:khan3_item_1 image:khan3_item_1_2	大江广原	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔21-30层掉落，您是否要自动寻路到浮屠塔？	55	100	10	27	2	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	92	-1	-1	-1	-1	-1	-1	0	国家：日本#r出身地区：日本	141176	set:Khan2_Jiangxinghui_9 image:Khan2_Jiangxinghui_9_Icon_9	100203
45011038	45	8	1082	set:Khan2_Jiangxing_9 image:Khan2_Jiangxing_9_Icon_9	set:khan3_item_1 image:khan3_item_1_2	大江广原	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔21-30层掉落，您是否要自动寻路到浮屠塔？	55	100	10	27	3	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	234	-1	-1	-1	-1	-1	-1	0	国家：日本#r出身地区：日本	141176	set:Khan2_Jiangxinghui_9 image:Khan2_Jiangxinghui_9_Icon_9	100203
45011039	45	8	1083	set:Khan2_Jiangxing_9 image:Khan2_Jiangxing_9_Icon_9	set:khan3_item_1 image:khan3_item_1_2	大江广原	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔21-30层掉落，您是否要自动寻路到浮屠塔？	55	100	10	27	4	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	390	-1	-1	-1	-1	-1	-1	0	国家：日本#r出身地区：日本	141176	set:Khan2_Jiangxinghui_9 image:Khan2_Jiangxinghui_9_Icon_9	100203
45011040	45	8	1084	set:Khan2_Jiangxing_9 image:Khan2_Jiangxing_9_Icon_9	set:khan3_item_1 image:khan3_item_1_2	大江广原	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔21-30层掉落，您是否要自动寻路到浮屠塔？	55	100	10	27	5	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	486	-1	-1	-1	-1	-1	-1	0	国家：日本#r出身地区：日本	141176	set:Khan2_Jiangxinghui_9 image:Khan2_Jiangxinghui_9_Icon_9	100203
45011041	45	9	1090	set:Khan2_Jiangxing_2 image:Khan2_Jiangxing_2_Icon_12	set:khan3_item_1 image:khan3_item_1_2	呼和	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	1	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	42	-1	-1	-1	-1	-1	-1	0	国家：蒙古#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_2 image:Khan2_Jiangxinghui_2_Icon_12	100203
45011042	45	9	1091	set:Khan2_Jiangxing_2 image:Khan2_Jiangxing_2_Icon_12	set:khan3_item_1 image:khan3_item_1_2	呼和	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	2	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	220	-1	-1	-1	-1	-1	-1	0	国家：蒙古#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_2 image:Khan2_Jiangxinghui_2_Icon_12	100203
45011043	45	9	1092	set:Khan2_Jiangxing_2 image:Khan2_Jiangxing_2_Icon_12	set:khan3_item_1 image:khan3_item_1_2	呼和	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	3	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	552	-1	-1	-1	-1	-1	-1	0	国家：蒙古#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_2 image:Khan2_Jiangxinghui_2_Icon_12	100203
45011044	45	9	1093	set:Khan2_Jiangxing_2 image:Khan2_Jiangxing_2_Icon_12	set:khan3_item_1 image:khan3_item_1_2	呼和	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	4	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	920	-1	-1	-1	-1	-1	-1	0	国家：蒙古#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_2 image:Khan2_Jiangxinghui_2_Icon_12	100203
45011045	45	9	1094	set:Khan2_Jiangxing_2 image:Khan2_Jiangxing_2_Icon_12	set:khan3_item_1 image:khan3_item_1_2	呼和	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔31-40层掉落，您是否要自动寻路到浮屠塔？	65	100	10	27	5	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	1150	-1	-1	-1	-1	-1	-1	0	国家：蒙古#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_2 image:Khan2_Jiangxinghui_2_Icon_12	100203
45011046	45	10	1100	set:Khan2_Jiangxing_8 image:Khan2_Jiangxing_8_Icon_2	set:khan3_item_1 image:khan3_item_1_2	阿尔蒙斯尔	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔41-50层掉落，您是否要自动寻路到浮屠塔？	75	100	10	27	1	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	76	-1	-1	-1	-1	-1	-1	0	国家：基辅公国#r出身地区：西俄罗斯	141176	set:Khan2_Jiangxinghui_8 image:Khan2_Jiangxinghui_8_Icon_2	100203
45011047	45	10	1101	set:Khan2_Jiangxing_8 image:Khan2_Jiangxing_8_Icon_2	set:khan3_item_1 image:khan3_item_1_2	阿尔蒙斯尔	可铭刻部位：帽子，衣服，项链，护手	2	卡牌	此卡牌在浮屠塔41-50层掉落，您是否要自动寻路到浮屠塔？	75	100	10	27	2	250	2|5|6|7	武魂卡02.lmodel	cj_yingguang_huang	0	-1	22	378	-1	-1	-1	-1	-1	-1	0	国家：基辅公国#r出身地区：西俄罗斯	141176	set:Khan2_Jiangxinghui_8 image:Khan2_Jiangxinghui_8_Icon_2	100203
