NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
30001008	30	0	1003	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	12	-1	-1	-1	-1	-1	-1	-1	20	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001009	30	0	1004	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	14	-1	-1	-1	-1	-1	-1	-1	20	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001010	30	0	1005	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	16	-1	-1	-1	-1	-1	-1	-1	20	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001011	30	0	1006	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	18	-1	-1	-1	-1	-1	-1	-1	20	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001012	30	0	1002	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	10	-1	-1	-1	-1	-1	-1	-1	21	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001013	30	0	1003	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	12	-1	-1	-1	-1	-1	-1	-1	21	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001014	30	0	1004	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	14	-1	-1	-1	-1	-1	-1	-1	21	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001015	30	0	1005	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	16	-1	-1	-1	-1	-1	-1	-1	21	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001016	30	0	1006	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	18	-1	-1	-1	-1	-1	-1	-1	21	10	29	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001022	30	0	1022	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	11	-1	-1	-1	-1	-1	-1	-1	19	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001023	30	0	1023	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	13	-1	-1	-1	-1	-1	-1	-1	19	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001024	30	0	1024	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	15	-1	-1	-1	-1	-1	-1	-1	19	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001025	30	0	1025	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	17	-1	-1	-1	-1	-1	-1	-1	19	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001026	30	0	1026	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	19	-1	-1	-1	-1	-1	-1	-1	19	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001027	30	0	1027	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	11	-1	-1	-1	-1	-1	-1	20	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001028	30	0	1028	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	13	-1	-1	-1	-1	-1	-1	20	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001029	30	0	1029	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	15	-1	-1	-1	-1	-1	-1	20	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001030	30	0	1030	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	17	-1	-1	-1	-1	-1	-1	20	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001031	30	0	1031	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	19	-1	-1	-1	-1	-1	-1	20	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001032	30	0	1032	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	11	-1	-1	-1	-1	-1	21	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001033	30	0	1033	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	13	-1	-1	-1	-1	-1	21	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001034	30	0	1034	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	15	-1	-1	-1	-1	-1	21	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001035	30	0	1035	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	17	-1	-1	-1	-1	-1	21	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001036	30	0	1036	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	19	-1	-1	-1	-1	-1	21	11	29	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3000
30001037	30	0	1037	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	10	-1	-1	-1	-1	-1	-1	-1	19	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001038	30	0	1038	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	15	-1	-1	-1	-1	-1	-1	-1	19	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001039	30	0	1039	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	20	-1	-1	-1	-1	-1	-1	-1	19	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001040	30	0	1040	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	25	-1	-1	-1	-1	-1	-1	-1	19	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001041	30	0	1041	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	30	-1	-1	-1	-1	-1	-1	-1	19	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001042	30	0	1042	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	10	-1	-1	-1	-1	-1	-1	20	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001043	30	0	1043	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	15	-1	-1	-1	-1	-1	-1	20	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001044	30	0	1044	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	20	-1	-1	-1	-1	-1	-1	20	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001045	30	0	1045	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	25	-1	-1	-1	-1	-1	-1	20	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001046	30	0	1046	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	30	-1	-1	-1	-1	-1	-1	20	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001047	30	0	1047	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	10	-1	-1	-1	-1	-1	21	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001048	30	0	1048	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	15	-1	-1	-1	-1	-1	21	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001049	30	0	1049	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	20	-1	-1	-1	-1	-1	21	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001050	30	0	1050	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	25	-1	-1	-1	-1	-1	21	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001051	30	0	1051	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	30	-1	-1	-1	-1	-1	21	60	29	500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001052	30	0	1037	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	15	-1	-1	-1	-1	-1	-1	-1	19	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001053	30	0	1038	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	20	-1	-1	-1	-1	-1	-1	-1	19	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001054	30	0	1039	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	25	-1	-1	-1	-1	-1	-1	-1	19	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001055	30	0	1040	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	30	-1	-1	-1	-1	-1	-1	-1	19	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001056	30	0	1041	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	35	-1	-1	-1	-1	-1	-1	-1	19	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001057	30	0	1042	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	15	-1	-1	-1	-1	-1	-1	20	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001058	30	0	1043	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	20	-1	-1	-1	-1	-1	-1	20	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001059	30	0	1044	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	25	-1	-1	-1	-1	-1	-1	20	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001060	30	0	1045	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	30	-1	-1	-1	-1	-1	-1	20	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001061	30	0	1046	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	35	-1	-1	-1	-1	-1	-1	20	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001062	30	0	1047	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	15	-1	-1	-1	-1	-1	21	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001063	30	0	1048	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	20	-1	-1	-1	-1	-1	21	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001064	30	0	1049	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	25	-1	-1	-1	-1	-1	21	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001065	30	0	1050	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	30	-1	-1	-1	-1	-1	21	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001066	30	0	1051	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	35	-1	-1	-1	-1	-1	21	80	29	1000	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001067	30	0	1037	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	20	-1	-1	-1	-1	-1	-1	-1	19	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001068	30	0	1038	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	25	-1	-1	-1	-1	-1	-1	-1	19	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001069	30	0	1039	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	30	-1	-1	-1	-1	-1	-1	-1	19	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001070	30	0	1040	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	35	-1	-1	-1	-1	-1	-1	-1	19	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001071	30	0	1041	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	40	-1	-1	-1	-1	-1	-1	-1	19	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001072	30	0	1042	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	20	-1	-1	-1	-1	-1	-1	20	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001073	30	0	1043	4	0	1	-1	70	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	25	-1	-1	-1	-1	-1	-1	20	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001074	30	0	1044	4	0	1	-1	75	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	30	-1	-1	-1	-1	-1	-1	20	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001075	30	0	1045	4	0	1	-1	80	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	35	-1	-1	-1	-1	-1	-1	20	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001076	30	0	1046	4	0	1	-1	85	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	40	-1	-1	-1	-1	-1	-1	20	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
30001077	30	0	1047	4	0	1	-1	65	-1	-1	100	50	-1	0	0	7	0	-1	0	-1	-1	20	-1	-1	-1	-1	-1	21	100	29	1500	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	3035
