NUM	NUM
10039972	3
10039973	3
10039974	3
10039975	3
10039976	3
10039977	3
10039978	3
10039979	3
10039980	3
10039981	3
10039982	3
10039983	3
10039984	3
10039985	3
10039986	4
10039987	4
10039988	4
10039989	4
10039990	4
10039991	4
10039992	4
10039993	3
10039994	3
10039995	3
10039996	3
10039997	3
10039998	3
10039999	3
10044003	1
10044004	2
10048600	1
10048700	1
10048701	2
10048803	1
10048804	1
10048805	1
10048810	2
10048811	2
10048850	3
10048851	3
10048852	3
10048853	3
10048854	3
10048855	3
10048856	3
10048857	3
10048858	3
10048859	3
10049000	1
10049001	1
10049002	1
10049003	2
10049004	2
10049005	3
10049006	4
10049007	4
10049010	1
10049011	1
10049012	1
10049013	2
10049014	2
10049015	3
10049916	3
10049917	3
10049918	3
10049919	3
10049920	3
10049921	3
10049922	3
10049923	4
10049924	4
10049925	4
10049926	4
10049927	4
10049928	4
10049929	4
10049930	3
10049931	3
10049932	3
10049933	3
10049934	3
10049935	3
10049936	3
10049937	3
10049938	3
10049939	3
10049940	3
10049941	3
10049942	3
10049943	3
10049944	4
10049945	4
10049946	4
10049947	4
10049948	4
10049949	4
10049950	4
10049951	3
10049952	3
10049953	3
10049954	3
10049955	3
10049956	3
10049957	3
10049958	3
10049959	3
10049960	3
10049961	3
10049962	3
10049963	3
10049964	3
10049965	4
10049966	4
10049967	4
10049968	4
10049969	4
10049970	4
10049971	4
10049972	3
10049973	3
10049974	3
10049975	3
10049976	3
10049977	3
10049978	3
10049979	3
10049980	3
10049981	3
10049982	3
10049983	3
10049984	3
10049985	3
10049986	4
10049987	4
10049988	4
10049989	4
10049990	4
10049991	4
10049992	4
10049993	3
10049994	3
10049995	3
10049996	3
10049997	3
10049998	3
10049999	3
10054003	1
10054004	2
10058600	1
10058700	1
10058701	2
10058803	1
10058804	1
10058805	1
10058810	2
10058811	2
10058850	3
10058851	3
10058852	3
10058853	3
10058854	3
10058855	3
10058856	3
10058857	3
10058858	3
10058859	3
10059000	1
10059001	1
10059002	1
10059003	2
10059004	2
10059005	3
10059006	4
10059007	4
10059010	1
10059011	1
10059012	1
10059013	2
10059014	2
10059015	3
10059916	3
10059917	3
10059918	3
10059919	3
10059920	3
10059921	3
10059922	3
10059923	4
10059924	4
10059925	4
10059926	4
10059927	4
10059928	4
10059929	4
10059930	3
10059931	3
10059932	3
10059933	3
10059934	3
10059935	3
10059936	3
10059937	3
10059938	3
10059939	3
10059940	3
10059941	3
10059942	3
10059943	3
10059944	4
10059945	4
10059946	4
10059947	4
10059948	4
10059949	4
10059950	4
10059951	3
10059952	3
10059953	3
10059954	3
10059955	3
10059956	3
10059957	3
10059958	3
10059959	3
10059960	3
10059961	3
10059962	3
10059963	3
10059964	3
10059965	4
10059966	4
10059967	4
10059968	4
10059969	4
10059970	4
10059971	4
10059972	3
10059973	3
10059974	3
10059975	3
10059976	3
10059977	3
10059978	3
10059979	3
10059980	3
10059981	3
10059982	3
10059983	3
10059984	3
10059985	3
10059986	4
10059987	4
10059988	4
10059989	4
10059990	4
10059991	4
10059992	4
10059993	3
10059994	3
10059995	3
10059996	3
10059997	3
10059998	3
10059999	3
10064003	1
10064004	2
10068600	1
10068700	1
10068701	2
10068803	1
10068804	1
10068805	1
10068810	2
10068811	2
10068850	3
10068851	3
10068852	3
10068853	3
10068854	3
10068855	3
10068856	3
10068857	3
10068858	3
10068859	3
10069000	1
10069001	1
10069002	1
10069003	2
10069004	2
10069005	3
10069006	4
10069007	4
10069010	1
10069011	1
10069012	1
10069013	2
10069014	2
10069015	3
10069916	3
10069917	3
10069918	3
10069919	3
10069920	3
10069921	3
10069922	3
10069923	4
10069924	4
10069925	4
10069926	4
10069927	4
10069928	4
10069929	4
10069930	3
10069931	3
10069932	3
10069933	3
10069934	3
10069935	3
10069936	3
10069937	3
10069938	3
10069939	3
10069940	3
10069941	3
10069942	3
10069943	3
10069944	4
10069945	4
10069946	4
10069947	4
10069948	4
10069949	4
10069950	4
10069951	3
10069952	3
10069953	3
10069954	3
10069955	3
10069956	3
10069957	3
10069958	3
10069959	3
10069960	3
10069961	3
10069962	3
10069963	3
10069964	3
10069965	4
10069966	4
10069967	4
10069968	4
10069969	4
10069970	4
10069971	4
10069972	3
10069973	3
10069974	3
10069975	3
10069976	3
10069977	3
10069978	3
10069979	3
10069980	3
10069981	3
10069982	3
10069983	3
10069984	3
10069985	3
10069986	4
10069987	4
10069988	4
10069989	4
10069990	4
10069991	4
10069992	4
10069993	3
10069994	3
10069995	3
10069996	3
10069997	3
10069998	3
10069999	3
10074003	1
10074004	2
10077600	1
10077700	1
10077701	2
10077803	1
10077804	1
10077805	1
10077810	2
10077811	2
10077850	3
10077851	3
10077852	3
10077853	3
10077854	3
10077855	3
10077856	3
10077857	3
10077858	3
10077859	3
10078000	1
10078001	1
10078002	1
10078003	2
10078004	2
10078005	3
10078006	4
10078007	4
10078010	1
10078011	1
10078012	1
10078013	2
10078014	2
10078015	3
10079916	3
10079917	3
10079918	3
10079919	3
10079920	3
10079921	3
10079922	3
10079923	4
10079924	4
10079925	4
10079926	4
10079927	4
10079928	4
10079929	4
10079930	3
10079931	3
10079932	3
10079933	3
10079934	3
10079935	3
10079936	3
10079937	3
10079938	3
10079939	3
10079940	3
10079941	3
10079942	3
10079943	3
10079944	4
10079945	4
10079946	4
10079947	4
10079948	4
10079949	4
10079950	4
10079951	3
10079952	3
10079953	3
10079954	3
10079955	3
10079956	3
10079957	3
10079958	3
10079959	3
10079960	3
10079961	3
10079962	3
10079963	3
10079964	3
10079965	4
10079966	4
10079967	4
10079968	4
10079969	4
10079970	4
10079971	4
10079972	3
10079973	3
10079974	3
10079975	3
10079976	3
10079977	3
10079978	3
10079979	3
10079980	3
10079981	3
10079982	3
10079983	3
10079984	3
10079985	3
10079986	4
10079987	4
10079988	4
10079989	4
10079990	4
10079991	4
10079992	4
10079993	3
10079994	3
10079995	3
10079996	3
10079997	3
10079998	3
10079999	3
10084003	1
10084004	2
10087600	1
10087700	1
10087701	2
10087803	1
10087804	1
10087805	1
10087810	2
10087811	2
10087850	3
10087851	3
10087852	3
10087853	3
10087854	3
10087855	3
10087856	3
10087857	3
10087858	3
10087859	3
10088000	1
10088001	1
10088002	1
10088003	2
10088004	2
10088005	3
10088006	4
10088007	4
10088010	1
10088011	1
10088012	1
10088013	2
10088014	2
10088015	3
10089916	3
10089917	3
10089918	3
10089919	3
10089920	3
10089921	3
10089922	3
10089923	4
10089924	4
10089925	4
10089926	4
10089927	4
10089928	4
10089929	4
10089930	3
10089931	3
10089932	3
10089933	3
10089934	3
10089935	3
10089936	3
10089937	3
10089938	3
10089939	3
10089940	3
10089941	3
10089942	3
10089943	3
10089944	4
10089945	4
10089946	4
10089947	4
10089948	4
10089949	4
10089950	4
10089951	3
10089952	3
10089953	3
10089954	3
10089955	3
10089956	3
10089957	3
10089958	3
10089959	3
10089960	3
10089961	3
10089962	3
10089963	3
10089964	3
10089965	4
10089966	4
10089967	4
10089968	4
10089969	4
10089970	4
10089971	4
10089972	3
10089973	3
10089974	3
10089975	3
10089976	3
10089977	3
10089978	3
10089979	3
10089980	3
10089981	3
10089982	3
10089983	3
10089984	3
10089985	3
10089986	4
10089987	4
10089988	4
10089989	4
10089990	4
10089991	4
10089992	4
10089993	3
10089994	3
10089995	3
10089996	3
10089997	3
10089998	3
10089999	3
10094003	1
10094004	2
10097600	1
10097700	1
10097701	2
10097803	1
10097804	1
10097805	1
10097810	2
10097811	2
10097850	3
10097851	3
10097852	3
10097853	3
10097854	3
10097855	3
10097856	3
10097857	3
10097858	3
10097859	3
10098000	1
10098001	1
10098002	1
10098003	2
10098004	2
10098005	3
10098006	4
10098007	4
10098010	1
10098011	1
10098012	1
10098013	2
10098014	2
10098015	3
10099916	3
10099917	3
10099918	3
10099919	3
10099920	3
10099921	3
10099922	3
10099923	4
10099924	4
10099925	4
10099926	4
10099927	4
10099928	4
10099929	4
10099930	3
10099931	3
10099932	3
10099933	3
10099934	3
10099935	3
10099936	3
10099937	3
10099938	3
10099939	3
10099940	3
10099941	3
10099942	3
10099943	3
10099944	4
10099945	4
10099946	4
10099947	4
10099948	4
10099949	4
10099950	4
10099951	3
10099952	3
10099953	3
10099954	3
10099955	3
10099956	3
10099957	3
10099958	3
10099959	3
10099960	3
10099961	3
10099962	3
10099963	3
10099964	3
10099965	4
10099966	4
10099967	4
10099968	4
10099969	4
10099970	4
10099971	4
10099972	3
10099973	3
10099974	3
10099975	3
10099976	3
10099977	3
10099978	3
10099979	3
10099980	3
10099981	3
10099982	3
10099983	3
10099984	3
10099985	3
10099986	4
10099987	4
10099988	4
10099989	4
10099990	4
10099991	4
10099992	4
10099993	3
10099994	3
10099995	3
10099996	3
10099997	3
10099998	3
10099999	3
10104003	1
10104004	2
10107600	1
10107700	1
10107701	2
10107803	1
10107804	1
10107805	1
10107810	2
10107811	2
10107850	3
10107851	3
10107852	3
10107853	3
10107854	3
10107855	3
10107856	3
10107857	3
10107858	3
10107859	3
10108000	1
10108001	1
10108002	1
10108003	2
10108004	2
10108005	3
10108006	4
10108007	4
10108010	1
10108011	1
10108012	1
10108013	2
10108014	2
10108015	3
10109916	3
10109917	3
10109918	3
10109919	3
10109920	3
10109921	3
10109922	3
10109923	4
10109924	4
10109925	4
10109926	4
10109927	4
10109928	4
10109929	4
10109930	3
10109931	3
10109932	3
10109933	3
10109934	3
10109935	3
10109936	3
10109937	3
10109938	3
10109939	3
10109940	3
10109941	3
10109942	3
10109943	3
10109944	4
10109945	4
10109946	4
10109947	4
10109948	4
10109949	4
10109950	4
10109951	3
10109952	3
10109953	3
10109954	3
10109955	3
10109956	3
10109957	3
10109958	3
10109959	3
10109960	3
10109961	3
10109962	3
10109963	3
10109964	3
10109965	4
10109966	4
10109967	4
10109968	4
10109969	4
10109970	4
10109971	4
10109972	3
10109973	3
10109974	3
10109975	3
10109976	3
10109977	3
10109978	3
10109979	3
10109980	3
10109981	3
10109982	3
10109983	3
10109984	3
10109985	3
10109986	4
10109987	4
10109988	4
10109989	4
10109990	4
10109991	4
10109992	4
10109993	3
10109994	3
10109995	3
10109996	3
10109997	3
10109998	3
10109999	3
10114003	1
10114004	2
10117600	1
10117700	1
10117701	2
10117803	1
10117804	1
10117805	1
10117810	2
10117811	2
10117850	3
10117851	3
10117852	3
10117853	3
10117854	3
10117855	3
10117856	3
10117857	3
10117858	3
10117859	3
10118000	1
10118001	1
10118002	1
10118003	2
10118004	2
10118005	3
10118006	4
10118007	4
10118010	1
10118011	1
10118012	1
10118013	2
10118014	2
10118015	3
10119916	3
10119917	3
10119918	3
10119919	3
10119920	3
10119921	3
10119922	3
10119923	4
10119924	4
10119925	4
10119926	4
10119927	4
10119928	4
10119929	4
10119930	3
10119931	3
10119932	3
10119933	3
10119934	3
10119935	3
10119936	3
10119937	3
10119938	3
10119939	3
10119940	3
10119941	3
10119942	3
10119943	3
10119944	4
10119945	4
10119946	4
10119947	4
10119948	4
10119949	4
10119950	4
10119951	3
10119952	3
10119953	3
10119954	3
10119955	3
10119956	3
10119957	3
10119958	3
10119959	3
10119960	3
10119961	3
10119962	3
10119963	3
10119964	3
10119965	4
10119966	4
10119967	4
10119968	4
10119969	4
10119970	4
10119971	4
10119972	3
10119973	3
10119974	3
10119975	3
10119976	3
10119977	3
10119978	3
10119979	3
10119980	3
10119981	3
10119982	3
10119983	3
10119984	3
10119985	3
10119986	4
10119987	4
10119988	4
10119989	4
10119990	4
10119991	4
10119992	4
10119993	3
10119994	3
10119995	3
10119996	3
10119997	3
10119998	3
10119999	3
10124003	1
10124004	2
10127600	1
10127700	1
10127701	2
10127803	1
10127804	1
10127805	1
10127810	2
10127811	2
10127850	3
10127851	3
10127852	3
10127853	3
10127854	3
10127855	3
10127856	3
10127857	3
10127858	3
10127859	3
10128000	1
10128001	1
10128002	1
10128003	2
10128004	2
10128005	3
10128006	4
10128007	4
10128010	1
10128011	1
10128012	1
10128013	2
10128014	2
10128015	3
10129916	3
10129917	3
10129918	3
10129919	3
10129920	3
10129921	3
10129922	3
10129923	4
10129924	4
10129925	4
10129926	4
10129927	4
10129928	4
10129929	4
10129930	3
10129931	3
10129932	3
10129933	3
10129934	3
10129935	3
10129936	3
10129937	3
10129938	3
10129939	3
10129940	3
10129941	3
10129942	3
10129943	3
10129944	4
10129945	4
10129946	4
10129947	4
10129948	4
10129949	4
10129950	4
10129951	3
10129952	3
10129953	3
10129954	3
10129955	3
10129956	3
10129957	3
10129958	3
10129959	3
10129960	3
10129961	3
10129962	3
10129963	3
10129964	3
10129965	4
10129966	4
10129967	4
10129968	4
10129969	4
10129970	4
10129971	4
10129972	3
10129973	3
10129974	3
10129975	3
10129976	3
10129977	3
10129978	3
10129979	3
10129980	3
10129981	3
10129982	3
10129983	3
10129984	3
10129985	3
10129986	4
10129987	4
10129988	4
10129989	4
10129990	4
10129991	4
10129992	4
10129993	3
10129994	3
10129995	3
10129996	3
10129997	3
10129998	3
10129999	3
10200091	1
10204003	1
10204004	2
10204013	1
10204014	2
10204023	1
10204024	2
10204033	1
10204034	2
10204043	1
10204044	2
10204053	1
10204054	2
10204063	1
10204064	2
10204073	1
10204074	2
10204083	1
10204084	2
10204093	1
10204094	2
10204103	1
10204104	2
10204113	1
10204114	2
10207400	2
10207401	3
10207402	4
10207403	2
10207404	3
10207405	4
10207410	2
10207411	3
10207412	4
10207413	2
10207414	3
10207415	4
10207420	2
10207421	3
10207422	4
10207423	2
10207424	3
10207425	4
10207430	2
10207431	3
10207432	4
10207433	2
10207434	3
10207435	4
10207440	2
10207441	3
10207442	4
10207443	2
10207444	3
10207445	4
10207450	2
10207451	3
10207452	4
10207453	2
10207454	3
10207455	4
10207460	2
10207461	3
10207462	4
10207463	2
10207464	3
10207465	4
10207470	2
10207471	3
10207472	4
10207473	2
10207474	3
10207475	4
10207480	2
10207481	3
10207482	4
10207483	2
10207484	3
10207485	4
10207490	2
10207491	3
10207492	4
10207493	2
10207494	3
10207495	4
10207500	2
10207501	3
10207502	4
10207503	2
10207504	3
10207505	4
10207510	2
10207511	3
10207512	4
10207513	2
10207514	3
10207515	4
10207516	1
10207517	1
10207518	1
10207519	1
10207520	1
10207521	1
10207522	1
10207523	1
10207524	1
10207525	1
10207526	1
10207527	1
10207528	1
10207529	1
10207530	1
10207531	1
10207532	1
10207533	1
10207534	1
10207535	1
10207536	1
10207537	1
10207538	1
10207539	1
10208600	1
10208610	1
10208620	1
10208630	1
10208640	1
10208650	1
10208700	1
10208710	1
10208720	1
10208730	1
10208740	1
10208750	1
10208760	2
10208761	2
10208762	2
10208763	2
10208764	2
10208765	2
10208803	1
10208804	1
10208805	1
10208813	1
10208814	1
10208815	1
10208823	1
10208824	1
10208825	1
10208833	1
10208834	1
10208835	1
10208843	1
10208844	1
10208845	1
10208853	1
10208854	1
10208855	1
10208900	2
10208901	2
10208902	2
10208903	2
10208904	2
10208905	2
10208910	2
10208911	2
10208912	2
10208913	2
10208914	2
10208915	2
10209000	1
10209001	1
10209002	1
10209003	1
10209004	1
10209005	1
10209006	1
10209007	1
10209008	1
10209009	1
10209010	1
10209011	1
10209012	1
10209013	1
10209014	1
10209015	1
10209016	1
10209017	1
10209018	2
10209019	2
10209020	2
10209021	2
10209022	2
10209023	2
10209024	2
10209025	2
10209026	2
10209027	2
10209028	2
10209029	2
10209030	3
10209031	3
10209032	3
10209033	3
10209034	3
10209035	3
10209100	1
10209101	1
10209102	1
10209103	1
10209104	1
10209105	1
10209106	1
10209107	1
10209108	1
10209109	1
10209110	1
10209111	1
10209112	1
10209113	1
10209114	1
10209115	1
10209116	1
10209117	1
10209118	2
10209119	2
10209120	2
10209121	2
10209122	2
10209123	2
10209124	2
10209125	2
10209126	2
10209127	2
10209128	2
10209129	2
10209130	3
10209131	3
10209132	3
10209133	3
10209134	3
10209135	3
10209254	1
10209255	1
10209256	1
10209257	1
10209258	1
10209259	1
10209260	1
10209261	1
10209262	1
10209263	1
10209264	1
10209265	1
10209266	2
10209267	2
10209268	2
10209269	2
10209270	2
10209271	2
10209274	1
10209275	1
10209276	1
10209279	1
10209280	1
10209281	1
10209284	1
10209285	1
10209286	1
10209289	1
10209290	1
10209291	1
10209294	1
10209295	1
10209296	1
10209299	1
10209300	1
10209301	1
10209302	2
10209303	2
10209304	2
10209305	2
10209306	2
10209307	2
10209308	2
10209309	2
10209310	2
10209311	2
10209312	2
10209313	2
10209314	1
10209315	1
10209316	1
10209317	1
10209318	1
10209319	1
10209320	1
10209321	1
10209322	1
10209323	1
10209324	1
10209325	1
10209326	1
10209327	1
10209328	1
10209329	1
10209330	1
10209331	1
10209332	2
10209333	2
10209334	2
10209335	2
10209336	2
10209337	2
10209338	2
10209339	2
10209340	2
10209341	2
10209342	2
10209343	2
10209344	3
10209345	3
10209346	3
10209347	3
10209348	3
10209349	3
10209350	1
10209351	1
10209352	1
10209353	1
10209354	1
10209355	1
10209356	1
10209357	1
10209358	1
10209359	1
10209360	1
10209361	1
10209362	1
10209363	1
10209364	1
10209365	1
10209366	1
10209367	1
10209368	2
10209369	2
10209370	2
10209371	2
10209372	2
10209373	2
10209374	2
10209375	2
10209376	2
10209377	2
10209378	2
10209379	2
10209380	3
10209381	3
10209382	3
10209383	3
10209384	3
10209385	3
10209500	3
10209501	3
10209502	3
10209503	3
10209504	3
10209505	3
10209506	3
10209507	3
10209508	3
10209509	3
10209510	3
10209511	3
10209512	3
10209513	3
10209514	3
10209515	3
10209516	3
10209517	3
10209518	3
10209519	3
10209520	3
10209521	3
10209522	3
10209523	3
10209524	3
10209525	3
10209526	3
10209527	3
10209528	3
10209529	3
10209530	3
10209531	3
10209532	3
10209533	3
10209534	3
10209535	3
10209536	3
10209537	3
10209538	3
10209539	3
10209540	3
10209541	3
10209542	3
10209543	3
10209544	3
10209545	3
10209546	3
10209547	3
10209548	4
10209549	4
10209550	4
10209551	4
10209552	4
10209553	4
10209554	4
10209555	4
10209556	4
10209557	4
10209558	4
10209559	4
10209560	4
10209561	4
10209562	4
10209563	4
10209564	4
10209565	4
10209566	4
10209567	4
10209568	4
10209569	4
10209570	4
10209571	4
10209600	3
10209601	3
10209602	3
10209603	3
10209604	3
10209605	3
10209606	3
10209607	3
10209608	3
10209609	3
10209610	3
10209611	3
10209612	3
10209613	3
10209614	3
10209615	3
10209616	3
10209617	3
10209618	3
10209619	3
10209620	3
10209621	3
10209622	3
10209623	3
10209630	3
10209631	3
10209632	3
10209633	3
10209634	3
10209635	3
10209636	3
10209637	3
10209638	3
10209639	3
10209640	3
10209641	3
10209642	3
10209643	3
10209644	3
10209645	3
10209646	3
10209647	3
10209648	3
10209649	3
10209650	3
10209651	3
10209652	3
10209653	3
10209660	3
10209661	3
10209662	3
10209663	3
10209664	3
10209665	3
10209666	3
10209667	3
10209668	3
10209669	3
10209670	3
10209671	3
10209672	3
10209673	3
10209674	3
10209675	3
10209676	3
10209677	3
10209678	3
10209679	3
10209680	3
10209681	3
10209682	3
10209683	3
10209916	3
10209917	3
10209918	3
10209919	3
10209920	3
10209921	3
10209922	3
10209923	4
10209924	4
10209925	4
10209926	4
10209927	4
10209928	4
10209929	4
10209930	3
10209931	3
10209932	3
10209933	3
10209934	3
10209935	3
10209936	3
10209937	3
10209938	3
10209939	3
10209940	3
10209941	3
10209942	3
10209943	3
10209944	4
10209945	4
10209946	4
10209947	4
10209948	4
10209949	4
10209950	4
10209951	3
10209952	3
10209953	3
10209954	3
10209955	3
10209956	3
10209957	3
10209958	3
10209959	3
10209960	3
10209961	3
10209962	3
10209963	3
10209964	3
10209965	4
10209966	4
10209967	4
10209968	4
10209969	4
10209970	4
10209971	4
10209972	3
10209973	3
10209974	3
10209975	3
10209976	3
10209977	3
10209978	3
10209979	3
10209980	3
10209981	3
10209982	3
10209983	3
10209984	3
10209985	3
10209986	4
10209987	4
10209988	4
10209989	4
10209990	4
10209991	4
10209992	4
10209993	3
10209994	3
10209995	3
10209996	3
10209997	3
10209998	3
10209999	3
10234003	1
10234004	2
10234013	1
10234014	2
10234023	1
10234024	2
10234033	1
10234034	2
10234043	1
10234044	2
10234053	1
10234054	2
10237400	2
10237401	3
10237402	4
10237403	2
10237404	3
10237405	4
10237410	2
10237411	3
10237412	4
10237413	2
10237414	3
10237415	4
10237420	2
10237421	3
10237422	4
10237423	2
10237424	3
10237425	4
10237430	2
10237431	3
10237432	4
10237433	2
10237434	3
10237435	4
10237440	2
10237441	3
10237442	4
10237443	2
10237444	3
10237445	4
10237450	2
10237451	3
10237452	4
10237453	2
10237454	3
10237455	4
10237460	2
10237461	3
10237462	4
10237463	2
10237464	3
10237465	4
10237470	2
10237471	3
10237472	4
10237473	2
10237474	3
10237475	4
10237480	2
10237481	3
10237482	4
10237483	2
10237484	3
10237485	4
10237490	2
10237491	3
10237492	4
10237493	2
10237494	3
10237495	4
10237500	2
10237501	3
10237502	4
10237503	2
10237504	3
10237505	4
10237510	2
10237511	3
10237512	4
10237513	2
10237514	3
10237515	4
10237516	1
10237517	1
10237518	1
10237519	1
10237520	1
10237521	1
10237522	1
10237523	1
10237524	1
10237525	1
10237526	1
10237527	1
10237528	1
10237529	1
10237530	1
10237531	1
10237532	1
10237533	1
10237534	1
10237535	1
10237536	1
10237537	1
10237538	1
10237539	1
10238600	1
10238610	1
10238620	1
10238630	1
10238640	1
10238650	1
10238700	1
10238710	1
10238720	1
10238730	1
10238740	1
10238750	1
10238760	2
10238761	2
10238762	2
10238763	2
10238764	2
10238765	2
10238803	1
10238804	1
10238805	1
10238813	1
10238814	1
10238815	1
10238823	1
10238824	1
10238825	1
10238833	1
10238834	1
10238835	1
10238843	1
10238844	1
10238845	1
10238853	1
10238854	1
10238855	1
10238900	2
10238901	2
10238902	2
10238903	2
10238904	2
10238905	2
10238910	2
10238911	2
10238912	2
10238913	2
10238914	2
10238915	2
10239000	1
10239001	1
10239002	1
10239003	1
10239004	1
10239005	1
10239006	1
10239007	1
10239008	1
10239009	1
10239010	1
10239011	1
10239012	1
10239013	1
10239014	1
10239015	1
10239016	1
10239017	1
10239018	2
10239019	2
10239020	2
10239021	2
10239022	2
10239023	2
10239024	2
10239025	2
10239026	2
10239027	2
10239028	2
10239029	2
10239030	3
10239031	3
10239032	3
10239033	3
10239034	3
10239035	3
10239100	1
10239101	1
10239102	1
10239103	1
10239104	1
10239105	1
10239106	1
10239107	1
10239108	1
10239109	1
10239110	1
10239111	1
10239112	1
10239113	1
10239114	1
10239115	1
10239116	1
10239117	1
10239118	2
10239119	2
10239120	2
10239121	2
10239122	2
10239123	2
10239124	2
10239125	2
10239126	2
10239127	2
10239128	2
10239129	2
10239130	3
10239131	3
10239132	3
10239133	3
10239134	3
10239135	3
10239220	1
10239221	2
10239224	1
10239225	2
10239228	1
10239229	2
10239232	1
10239233	2
10239236	1
10239237	2
10239240	1
10239241	2
10239278	1
10239279	1
10239280	1
10239281	1
10239282	1
10239283	1
10239284	1
10239285	1
10239286	1
10239287	1
10239288	1
10239289	1
10239290	2
10239291	2
10239292	2
10239293	2
10239294	2
10239295	2
10239298	1
10239299	1
10239300	1
10239303	1
10239304	1
10239305	1
10239308	1
10239309	1
10239310	1
10239313	1
10239314	1
10239315	1
10239318	1
10239319	1
10239320	1
10239323	1
10239324	1
10239325	1
10239326	2
10239327	2
10239328	2
10239329	2
10239330	2
10239331	2
10239332	2
10239333	2
10239334	2
10239335	2
10239336	2
10239337	2
10239338	1
10239339	1
10239340	1
10239341	1
10239342	1
10239343	1
10239344	1
10239345	1
10239346	1
10239347	1
10239348	1
10239349	1
10239350	1
10239351	1
10239352	1
10239353	1
10239354	1
10239355	1
10239356	2
10239357	2
10239358	2
10239359	2
10239360	2
10239361	2
10239362	2
10239363	2
10239364	2
10239365	2
10239366	2
10239367	2
10239368	3
10239369	3
