NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
╠Ю╨е	кФ╩З╠Ю╨е	attr╠Ю╨е	бъ╪╜╠М╠Ю╨е	уСс╙╠Ю╨е	цШЁф	Ёф╨е	xжАвЬ╠Й	zжАвЬ╠Й	Ё╞оР	╫е╠╬╠Ю╨е	жьиЗй╠╪Д	╥жвИ╠Ю╨е	╤снИ╠Ю╨е	╩Ы╢║AI	AIнд╪Ч	я╡бъб╥╬╤	ил╣Й0	ил╣Й1	ил╣Й2	ил╣Й3	цШсЧID	╣х╪╤	╬╣оЯвИ
32	33	6921	-1	21	сдущж╝╥Д		103.249069	82.95076	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
33	34	6921	-1	21	сдущж╝╥Д		79.646446	36.987648	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
34	35	6921	-1	21	сдущж╝╥Д		129.535278	57.917049	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
35	36	6921	-1	21	сдущж╝╥Д		179.970688	96.186859	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
36	37	6921	-1	21	сдущж╝╥Д		114.713608	113.350784	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
37	38	6921	-1	21	сдущж╝╥Д		70.284988	113.355705	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
38	39	6921	-1	21	сдущж╝╥Д		68.273979	139.849289	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
39	40	6920	-1	21	сд╨зж╝жК		192.996155	150.835876	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
40	41	6920	-1	21	сд╨зж╝жК		196.373215	180.67131	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
41	42	6920	-1	21	сд╨зж╝жК		131.162109	178.675278	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
42	43	6920	-1	21	сд╨зж╝жК		103.045311	177.775543	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
43	44	6920	-1	21	сд╨зж╝жК		135.753357	149.17749	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
44	45	6920	-1	21	сд╨зж╝жК		112.247711	148.620392	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
45	46	6921	-1	21	сдущж╝╥Д		104.568932	81.938957	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
46	47	6921	-1	21	сдущж╝╥Д		79.292374	38.679668	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
47	48	6921	-1	21	сдущж╝╥Д		129.507034	57.034569	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
48	49	6921	-1	21	сдущж╝╥Д		205.04657	92.790749	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
49	50	6921	-1	21	сдущж╝╥Д		114.561928	111.451439	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
50	51	6921	-1	21	сдущж╝╥Д		70.998756	111.307114	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
51	52	6921	-1	21	сдущж╝╥Д		67.82946	143.663757	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
52	53	6920	-1	21	сд╨зж╝жК		194.131592	152.444672	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
53	54	6920	-1	21	сд╨зж╝жК		194.927628	181.325348	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
54	55	6920	-1	21	сд╨зж╝жК		128.53389	177.552567	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
55	56	6920	-1	21	сд╨зж╝жК		104.29454	177.797028	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
56	57	6920	-1	21	сд╨зж╝жК		135.894302	149.814026	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
57	58	6921	-1	21	сдущж╝╥Д		105.376137	81.42907	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
58	59	6921	-1	21	сдущж╝╥Д		100.967834	38.178417	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
59	60	6921	-1	21	сдущж╝╥Д		161.229156	56.912201	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
60	61	6921	-1	21	сдущж╝╥Д		199.200989	114.948135	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
61	62	6921	-1	21	сдущж╝╥Д		146.753387	111.87352	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
62	63	6921	-1	21	сдущж╝╥Д		69.652138	112.390793	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
63	64	6921	-1	21	сдущж╝╥Д		70.331413	142.348099	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
64	65	6920	-1	21	сд╨зж╝жК		195.414551	153.498779	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
65	66	6920	-1	21	сд╨зж╝жК		194.898697	179.378815	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
66	67	6920	-1	21	сд╨зж╝жК		131.043396	178.672821	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
67	68	6920	-1	21	сд╨зж╝жК		103.764503	177.712021	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
68	69	6920	-1	21	сд╨зж╝жК		135.571609	149.68811	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
69	70	6920	-1	21	сд╨зж╝жК		112.978073	146.90506	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
70	71	6921	-1	21	сдущж╝╥Д		104.842323	81.779984	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
71	72	6921	-1	21	сдущж╝╥Д		101.552551	38.809338	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
72	73	6921	-1	21	сдущж╝╥Д		198.015152	52.048691	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
73	74	6921	-1	21	сдущж╝╥Д		200.704193	113.317696	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
74	75	6921	-1	21	сдущж╝╥Д		89.372688	127.352478	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
75	76	6921	-1	21	сдущж╝╥Д		72.000061	112.703171	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
76	77	6921	-1	21	сдущж╝╥Д		67.713104	140.950104	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
77	78	6920	-1	21	сд╨зж╝жК		195.05835	154.170349	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
78	79	6920	-1	21	сд╨зж╝жК		195.570267	177.04126	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
79	80	6920	-1	21	сд╨зж╝жК		129.196213	176.057114	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
80	81	6920	-1	21	сд╨зж╝жК		104.584404	177.88736	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
81	82	6920	-1	21	сд╨зж╝жК		136.492279	150.061462	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
82	83	6920	-1	21	сд╨зж╝жК		111.938477	146.468643	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
83	84	6921	-1	21	сдущж╝╥Д		80.10762	86.310692	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
84	85	6921	-1	21	сдущж╝╥Д		190.844742	67.356659	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
85	86	6921	-1	21	сдущж╝╥Д		201.520142	114.954346	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
86	87	6921	-1	21	сдущж╝╥Д		113.275482	113.281914	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
87	88	6921	-1	21	сдущж╝╥Д		70.926872	110.759529	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
88	89	6921	-1	21	сдущж╝╥Д		68.94162	140.6875	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
89	90	6920	-1	21	сд╨зж╝жК		193.460648	151.811798	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
90	91	6920	-1	21	сд╨зж╝жК		196.511627	179.226135	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
91	92	6920	-1	21	сд╨зж╝жК		131.854675	177.943161	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
92	93	6920	-1	21	сд╨зж╝жК		102.853394	177.779526	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
93	94	6920	-1	21	сд╨зж╝жК		136.179993	150.414917	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
94	95	6920	-1	21	сд╨зж╝жК		112.092934	146.62854	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
95	96	6921	-1	21	сдущж╝╥Д		80.759407	85.38047	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
96	97	6921	-1	21	сдущж╝╥Д		161.449844	56.451126	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
97	98	6921	-1	21	сдущж╝╥Д		201.610809	114.585915	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
98	99	6921	-1	21	сдущж╝╥Д		112.910103	113.596077	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
99	100	6921	-1	21	сдущж╝╥Д		72.102928	111.541557	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
100	101	6921	-1	21	сдущж╝╥Д		88.201752	156.878311	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
101	102	6920	-1	21	сд╨зж╝жК		194.442978	152.589218	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
102	103	6920	-1	21	сд╨зж╝жК		196.405167	181.235672	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
103	104	6920	-1	21	сд╨зж╝жК		129.977097	178.585892	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
104	105	6920	-1	21	сд╨зж╝жК		102.5644	177.737976	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
105	106	6920	-1	21	сд╨зж╝жК		135.173111	150.559143	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
106	107	6920	-1	21	сд╨зж╝жК		112.652733	146.196426	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
107	108	3846	400046	20			131	49	32	0	2000	-1	-1	5	0	0	-1	-1	-1	-1	-1	30	0	
108	109	3847	400047	20			180	94	32	0	2000	-1	-1	5	0	1	-1	-1	-1	-1	-1	30	0	
109	110	3849	400049	20			171	149	32	0	2000	-1	-1	5	0	2	-1	-1	-1	-1	-1	35	0	
110	111	3850	400050	20			103	181	32	0	2000	-1	-1	5	0	3	-1	-1	-1	-1	-1	35	0	
111	112	6921	-1	21	сдущж╝╥Д		130.18309	56.922153	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
112	113	6921	-1	21	сдущж╝╥Д		131.853668	59.258858	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
113	114	6921	-1	21	сдущж╝╥Д		130.870132	57.25148	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
114	115	6921	-1	21	сдущж╝╥Д		131.361313	57.372116	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
115	116	6921	-1	21	сдущж╝╥Д		129.550644	58.257137	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
116	117	6921	-1	21	сдущж╝╥Д		130.978302	58.929272	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
117	118	6921	-1	21	сдущж╝╥Д		131.924347	58.688583	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
118	119	6921	-1	21	сдущж╝╥Д		160.8255	57.259045	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
119	120	6921	-1	21	сдущж╝╥Д		160.086105	57.88942	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
120	121	6921	-1	21	сдущж╝╥Д		159.422745	56.26609	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
121	122	6921	-1	21	сдущж╝╥Д		159.259567	56.937042	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
122	123	6921	-1	21	сдущж╝╥Д		159.457016	57.74313	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
123	124	6921	-1	21	сдущж╝╥Д		198.464645	52.124142	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
124	125	6921	-1	21	сдущж╝╥Д		199.598221	50.967445	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
125	126	6921	-1	21	сдущж╝╥Д		198.480286	50.58144	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
126	127	6921	-1	21	сдущж╝╥Д		197.748611	51.502895	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
127	128	6921	-1	21	сдущж╝╥Д		198.437988	51.149033	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
128	129	6921	-1	21	сдущж╝╥Д		198.308868	51.585838	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
129	130	6921	-1	21	сдущж╝╥Д		199.52887	51.43298	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
130	131	6921	-1	21	сдущж╝╥Д		198.753632	52.015385	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
131	132	6921	-1	21	сдущж╝╥Д		198.482086	51.671841	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
132	133	6921	-1	21	сдущж╝╥Д		189.987671	67.363785	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
133	134	6921	-1	21	сдущж╝╥Д		188.467896	68.493507	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
134	135	6921	-1	21	сдущж╝╥Д		190.289734	67.447075	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
135	136	6921	-1	21	сдущж╝╥Д		189.724594	67.064041	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
136	137	6921	-1	21	сдущж╝╥Д		190.499039	67.18763	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
137	138	6921	-1	21	сдущж╝╥Д		189.829254	68.053261	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
138	139	6921	-1	21	сдущж╝╥Д		190.090271	68.266632	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
139	140	6921	-1	21	сдущж╝╥Д		189.543137	66.590607	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
140	141	6921	-1	21	сдущж╝╥Д		189.365326	66.24633	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
141	142	6921	-1	21	сдущж╝╥Д		190.635345	67.617157	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
142	143	6921	-1	21	сдущж╝╥Д		201.247437	115.371262	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
143	144	6921	-1	21	сдущж╝╥Д		201.24617	116.196152	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
144	145	6921	-1	21	сдущж╝╥Д		200.155365	116.62883	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
145	146	6921	-1	21	сдущж╝╥Д		199.699524	116.912628	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
146	147	6921	-1	21	сдущж╝╥Д		199.563721	116.685539	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
147	148	6921	-1	21	сдущж╝╥Д		180.23056	118.330421	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
148	149	6921	-1	21	сдущж╝╥Д		179.197937	120.25843	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
149	150	6921	-1	21	сдущж╝╥Д		180.603836	119.579384	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
150	151	6921	-1	21	сдущж╝╥Д		179.805099	121.642792	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
151	152	6921	-1	21	сдущж╝╥Д		181.164932	119.335609	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
152	153	6921	-1	21	сдущж╝╥Д		181.444321	119.748657	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
153	154	6921	-1	21	сдущж╝╥Д		180.884781	119.247971	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
154	155	6921	-1	21	сдущж╝╥Д		180.04158	119.776657	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
155	156	6921	-1	21	сдущж╝╥Д		180.743362	119.76265	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
156	157	6921	-1	21	сдущж╝╥Д		179.408554	95.350929	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
157	158	6921	-1	21	сдущж╝╥Д		178.046692	95.728714	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
158	159	6921	-1	21	сдущж╝╥Д		179.736526	95.535896	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
159	160	6921	-1	21	сдущж╝╥Д		179.9245	94.976479	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
160	161	6921	-1	21	сдущж╝╥Д		179.922577	97.211647	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
161	162	6921	-1	21	сдущж╝╥Д		178.514954	97.125122	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
162	163	6921	-1	21	сдущж╝╥Д		180.064972	95.627892	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
163	164	6921	-1	21	сдущж╝╥Д		179.362976	94.232864	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
164	165	6921	-1	21	сдущж╝╥Д		178.282166	94.608643	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
165	166	6921	-1	21	сдущж╝╥Д		178.798981	95.306198	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
166	167	6921	-1	21	сдущж╝╥Д		203.151794	92.455147	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
167	168	6921	-1	21	сдущж╝╥Д		203.917419	93.162956	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
168	169	6921	-1	21	сдущж╝╥Д		204.173431	94.228363	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
169	170	6921	-1	21	сдущж╝╥Д		204.223877	94.611099	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
170	171	6921	-1	21	сдущж╝╥Д		205.32695	94.471848	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
171	172	6921	-1	21	сдущж╝╥Д		204.812332	93.183739	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
172	173	6921	-1	21	сдущж╝╥Д		204.828461	93.044312	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
173	174	6921	-1	21	сдущж╝╥Д		205.196426	92.716492	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
174	175	6921	-1	21	сдущж╝╥Д		205.315125	94.988152	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
175	176	6921	-1	21	сдущж╝╥Д		206.022034	94.60939	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
176	177	6921	-1	21	сдущж╝╥Д		114.941063	112.109741	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
177	178	6921	-1	21	сдущж╝╥Д		113.747269	109.929306	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
178	179	6921	-1	21	сдущж╝╥Д		114.393448	112.633331	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
179	180	6921	-1	21	сдущж╝╥Д		114.655151	111.629616	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
