NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM
102	1112	45.0364	88.007896	1	1	9999999	
103	1112	33.017799	94.0177	1	1	9999999	
104	1112	38.983198	94.024101	1	1	9999999	
105	1112	45.0345	94.033897	1	1	9999999	
106	1113	33.054501	70.027603	1	1	9999999	
107	1113	38.993198	70.027603	1	1	9999999	
108	1113	45.016499	70.027603	1	1	9999999	
109	1113	33.039398	76.0121	1	1	9999999	
110	1113	38.9772	76.0121	1	1	9999999	
111	1113	45.036598	76.017502	1	1	9999999	
112	1113	33.009998	82.001801	1	1	9999999	
113	1113	38.9916	81.990303	1	1	9999999	
114	1113	45.036598	81.986702	1	1	9999999	
115	1113	33.022999	87.999397	1	1	9999999	
116	1113	38.973999	87.996101	1	1	9999999	
117	1113	45.0364	88.007896	1	1	9999999	
118	1113	33.017799	94.0177	1	1	9999999	
119	1113	38.983198	94.024101	1	1	9999999	
120	1113	45.0345	94.033897	1	1	9999999	
121	1120	33.054501	70.027603	1	1	9999999	
122	1120	38.993198	70.027603	1	1	9999999	
123	1120	45.016499	70.027603	1	1	9999999	
124	1120	33.039398	76.0121	1	1	9999999	
125	1120	38.9772	76.0121	1	1	9999999	
126	1120	45.036598	76.017502	1	1	9999999	
127	1120	33.009998	82.001801	1	1	9999999	
128	1120	38.9916	81.990303	1	1	9999999	
129	1120	45.036598	81.986702	1	1	9999999	
130	1120	33.022999	87.999397	1	1	9999999	
131	1120	38.973999	87.996101	1	1	9999999	
132	1120	45.0364	88.007896	1	1	9999999	
133	1120	33.017799	94.0177	1	1	9999999	
134	1120	38.983198	94.024101	1	1	9999999	
135	1120	45.0345	94.033897	1	1	9999999	
136	1121	33.054501	70.027603	1	1	9999999	
137	1121	38.993198	70.027603	1	1	9999999	
138	1121	45.016499	70.027603	1	1	9999999	
139	1121	33.039398	76.0121	1	1	9999999	
140	1121	38.9772	76.0121	1	1	9999999	
141	1121	45.036598	76.017502	1	1	9999999	
142	1121	33.009998	82.001801	1	1	9999999	
143	1121	38.9916	81.990303	1	1	9999999	
144	1121	45.036598	81.986702	1	1	9999999	
145	1121	33.022999	87.999397	1	1	9999999	
146	1121	38.973999	87.996101	1	1	9999999	
147	1121	45.0364	88.007896	1	1	9999999	
148	1121	33.017799	94.0177	1	1	9999999	
149	1121	38.983198	94.024101	1	1	9999999	
150	1121	45.0345	94.033897	1	1	9999999	
151	1122	33.054501	70.027603	1	1	9999999	
152	1122	38.993198	70.027603	1	1	9999999	
153	1122	45.016499	70.027603	1	1	9999999	
154	1122	33.039398	76.0121	1	1	9999999	
155	1122	38.9772	76.0121	1	1	9999999	
156	1122	45.036598	76.017502	1	1	9999999	
157	1122	33.009998	82.001801	1	1	9999999	
158	1122	38.9916	81.990303	1	1	9999999	
159	1122	45.036598	81.986702	1	1	9999999	
160	1122	33.022999	87.999397	1	1	9999999	
161	1122	38.973999	87.996101	1	1	9999999	
162	1122	45.0364	88.007896	1	1	9999999	
163	1122	33.017799	94.0177	1	1	9999999	
164	1122	38.983198	94.024101	1	1	9999999	
165	1122	45.0345	94.033897	1	1	9999999	
166	1123	33.054501	70.027603	1	1	9999999	
167	1123	38.993198	70.027603	1	1	9999999	
168	1123	45.016499	70.027603	1	1	9999999	
169	1123	33.039398	76.0121	1	1	9999999	
170	1123	38.9772	76.0121	1	1	9999999	
171	1123	45.036598	76.017502	1	1	9999999	
172	1123	33.009998	82.001801	1	1	9999999	
173	1123	38.9916	81.990303	1	1	9999999	
174	1123	45.036598	81.986702	1	1	9999999	
175	1123	33.022999	87.999397	1	1	9999999	
176	1123	38.973999	87.996101	1	1	9999999	
177	1123	45.0364	88.007896	1	1	9999999	
178	1123	33.017799	94.0177	1	1	9999999	
179	1123	38.983198	94.024101	1	1	9999999	
180	1123	45.0345	94.033897	1	1	9999999	
181	1130	33.054501	70.027603	1	1	9999999	
182	1130	38.993198	70.027603	1	1	9999999	
183	1130	45.016499	70.027603	1	1	9999999	
184	1130	33.039398	76.0121	1	1	9999999	
185	1130	38.9772	76.0121	1	1	9999999	
186	1130	45.036598	76.017502	1	1	9999999	
187	1130	33.009998	82.001801	1	1	9999999	
188	1130	38.9916	81.990303	1	1	9999999	
189	1130	45.036598	81.986702	1	1	9999999	
190	1130	33.022999	87.999397	1	1	9999999	
191	1130	38.973999	87.996101	1	1	9999999	
192	1130	45.0364	88.007896	1	1	9999999	
193	1130	33.017799	94.0177	1	1	9999999	
194	1130	38.983198	94.024101	1	1	9999999	
195	1130	45.0345	94.033897	1	1	9999999	
196	1131	33.054501	70.027603	1	1	9999999	
197	1131	38.993198	70.027603	1	1	9999999	
198	1131	45.016499	70.027603	1	1	9999999	
199	1131	33.039398	76.0121	1	1	9999999	
200	1131	38.9772	76.0121	1	1	9999999	
201	1131	45.036598	76.017502	1	1	9999999	
202	1131	33.009998	82.001801	1	1	9999999	
203	1131	38.9916	81.990303	1	1	9999999	
204	1131	45.036598	81.986702	1	1	9999999	
205	1131	33.022999	87.999397	1	1	9999999	
206	1131	38.973999	87.996101	1	1	9999999	
207	1131	45.0364	88.007896	1	1	9999999	
208	1131	33.017799	94.0177	1	1	9999999	
209	1131	38.983198	94.024101	1	1	9999999	
210	1131	45.0345	94.033897	1	1	9999999	
211	1132	33.054501	70.027603	1	1	9999999	
212	1132	38.993198	70.027603	1	1	9999999	
213	1132	45.016499	70.027603	1	1	9999999	
214	1132	33.039398	76.0121	1	1	9999999	
215	1132	38.9772	76.0121	1	1	9999999	
216	1132	45.036598	76.017502	1	1	9999999	
217	1132	33.009998	82.001801	1	1	9999999	
218	1132	38.9916	81.990303	1	1	9999999	
219	1132	45.036598	81.986702	1	1	9999999	
220	1132	33.022999	87.999397	1	1	9999999	
221	1132	38.973999	87.996101	1	1	9999999	
222	1132	45.0364	88.007896	1	1	9999999	
223	1132	33.017799	94.0177	1	1	9999999	
224	1132	38.983198	94.024101	1	1	9999999	
225	1132	45.0345	94.033897	1	1	9999999	
226	1133	33.054501	70.027603	1	1	9999999	
227	1133	38.993198	70.027603	1	1	9999999	
228	1133	45.016499	70.027603	1	1	9999999	
229	1133	33.039398	76.0121	1	1	9999999	
230	1133	38.9772	76.0121	1	1	9999999	
231	1133	45.036598	76.017502	1	1	9999999	
232	1133	33.009998	82.001801	1	1	9999999	
233	1133	38.9916	81.990303	1	1	9999999	
234	1133	45.036598	81.986702	1	1	9999999	
235	1133	33.022999	87.999397	1	1	9999999	
236	1133	38.973999	87.996101	1	1	9999999	
237	1133	45.0364	88.007896	1	1	9999999	
238	1133	33.017799	94.0177	1	1	9999999	
239	1133	38.983198	94.024101	1	1	9999999	
240	1133	45.0345	94.033897	1	1	9999999	
