NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
╠Ю╨е	кФ╩З╠Ю╨е	attr╠Ю╨е	бъ╪╜╠М╠Ю╨е	уСс╙╠Ю╨е	цШЁф	Ёф╨е	xжАвЬ╠Й	zжАвЬ╠Й	Ё╞оР	╫е╠╬╠Ю╨е	жьиЗй╠╪Д	╥жвИ╠Ю╨е	╤снИ╠Ю╨е	╩Ы╢║AI	AIнд╪Ч	я╡бъб╥╬╤	ил╣Й0	ил╣Й1	ил╣Й2	ил╣Й3	цШсЧID	╣х╪╤	╬╣оЯвИ
15	1	6940	-1	21	сд╨зж╝жК		70.305977	114.078087	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
16	2	6940	-1	21	сд╨зж╝жК		69.061707	143.081528	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
17	4	6940	-1	21	сд╨зж╝жК		41.821934	111.974777	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
18	5	6940	-1	21	сд╨зж╝жК		88.411896	191.087524	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
19	6	6940	-1	21	сд╨зж╝жК		143.968811	190.49852	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
20	7	6940	-1	21	сд╨зж╝жК		110.734695	205.673737	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
21	8	6940	-1	21	сд╨зж╝жК		141.176025	153.7892	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
22	9	6940	-1	21	сд╨зж╝жК		143.575165	129.351791	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
23	11	6941	-1	21	сдущж╝╥Д		97.19043	56.52858	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
24	12	6941	-1	21	сдущж╝╥Д		146.362946	60.346592	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
25	14	6941	-1	21	сдущж╝╥Д		174.87915	102.137337	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
26	15	6941	-1	21	сдущж╝╥Д		191.813049	122.53936	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
27	16	6941	-1	21	сдущж╝╥Д		177.58017	141.464279	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
28	17	6941	-1	21	сдущж╝╥Д		196.347702	158.440887	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
29	1	6940	-1	21	сд╨зж╝жК		69.489815	114.833145	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
30	2	6940	-1	21	сд╨зж╝жК		68.938797	142.916412	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
31	4	6940	-1	21	сд╨зж╝жК		68.110268	144.19902	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
32	5	6940	-1	21	сд╨зж╝жК		54.270443	189.967438	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
33	6	6940	-1	21	сд╨зж╝жК		146.407532	188.37677	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
34	7	6940	-1	21	сд╨зж╝жК		139.141205	209.143143	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
35	8	6940	-1	21	сд╨зж╝жК		143.11116	154.903168	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
36	9	6940	-1	21	сд╨зж╝жК		105.549484	129.908264	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
37	11	6941	-1	21	сдущж╝╥Д		95.781769	55.469826	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
38	12	6941	-1	21	сдущж╝╥Д		147.439117	99.594902	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
39	13	6941	-1	21	сдущж╝╥Д		192.747986	61.50333	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
40	14	6941	-1	21	сдущж╝╥Д		173.73645	101.518776	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
41	15	6941	-1	21	сдущж╝╥Д		192.69101	124.338058	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
42	16	6941	-1	21	сдущж╝╥Д		175.260315	142.113129	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
43	17	6941	-1	21	сдущж╝╥Д		196.808838	155.017181	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
44	2	6940	-1	21	сд╨зж╝жК		67.773285	143.649414	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
45	4	6940	-1	21	сд╨зж╝жК		40.561962	141.438171	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
46	5	6940	-1	21	сд╨зж╝жК		88.304138	191.765381	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
47	6	6940	-1	21	сд╨зж╝жК		145.153946	189.452896	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
48	7	6940	-1	21	сд╨зж╝жК		140.436844	211.102554	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
49	8	6940	-1	21	сд╨зж╝жК		108.342766	157.670227	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
50	9	6940	-1	21	сд╨зж╝жК		124.266335	195.262024	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
51	11	6941	-1	21	сдущж╝╥Д		96.296135	55.879498	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
52	12	6941	-1	21	сдущж╝╥Д		122.42894	58.969147	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
53	13	6941	-1	21	сдущж╝╥Д		190.554977	61.681828	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
54	14	6941	-1	21	сдущж╝╥Д		172.685867	100.692276	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
55	15	6941	-1	21	сдущж╝╥Д		193.413727	120.814552	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
56	16	6941	-1	21	сдущж╝╥Д		176.765244	141.551559	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
57	17	6941	-1	21	сдущж╝╥Д		197.003815	159.272675	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
58	2	6940	-1	21	сд╨зж╝жК		38.80212	140.000061	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
59	4	6940	-1	21	сд╨зж╝жК		41.344833	110.229309	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
60	5	6940	-1	21	сд╨зж╝жК		87.85331	191.942825	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
61	7	6940	-1	21	сд╨зж╝жК		139.467758	209.474289	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
62	8	6940	-1	21	сд╨зж╝жК		109.35537	157.659164	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
63	9	6940	-1	21	сд╨зж╝жК		123.57975	193.03125	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
64	11	6941	-1	21	сдущж╝╥Д		96.079811	55.98526	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
65	12	6941	-1	21	сдущж╝╥Д		146.867447	60.364464	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
66	13	6941	-1	21	сдущж╝╥Д		191.05423	61.538536	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
67	14	6941	-1	21	сдущж╝╥Д		174.407501	100.375511	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
68	15	6941	-1	21	сдущж╝╥Д		193.164902	122.190727	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
69	16	6941	-1	21	сдущж╝╥Д		175.116913	140.994202	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
70	17	6941	-1	21	сдущж╝╥Д		196.33252	156.772232	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
71	2	6940	-1	21	сд╨зж╝жК		69.893166	143.444351	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
72	4	6940	-1	21	сд╨зж╝жК		70.97036	115.415527	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
73	5	6940	-1	21	сд╨зж╝жК		87.425934	190.930679	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
74	7	6940	-1	21	сд╨зж╝жК		141.134171	210.918091	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
75	8	6940	-1	21	сд╨зж╝жК		108.84259	159.007828	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
76	9	6940	-1	21	сд╨зж╝жК		123.763901	194.305832	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
77	11	6941	-1	21	сдущж╝╥Д		96.021645	55.870323	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
78	12	6941	-1	21	сдущж╝╥Д		148.230255	60.061993	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
79	13	6941	-1	21	сдущж╝╥Д		190.941803	61.589951	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
80	14	6941	-1	21	сдущж╝╥Д		174.467331	102.000015	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
81	15	6941	-1	21	сдущж╝╥Д		191.907028	122.333145	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
82	16	6941	-1	21	сдущж╝╥Д		177.328079	140.198608	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
83	17	6941	-1	21	сдущж╝╥Д		196.245743	157.580032	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
84	2	6940	-1	21	сд╨зж╝жК		71.89505	143.061478	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
85	4	6940	-1	21	сд╨зж╝жК		69.939598	115.173164	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
86	5	6940	-1	21	сд╨зж╝жК		86.876656	191.941452	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
87	7	6940	-1	21	сд╨зж╝жК		141.086899	211.691635	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
88	8	6940	-1	21	сд╨зж╝жК		107.694496	158.957642	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
89	9	6940	-1	21	сд╨зж╝жК		124.711807	192.563965	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
90	11	6941	-1	21	сдущж╝╥Д		97.157379	55.228626	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
91	12	6941	-1	21	сдущж╝╥Д		147.751404	59.518326	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
92	13	6941	-1	21	сдущж╝╥Д		191.990158	61.362637	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
93	14	6941	-1	21	сдущж╝╥Д		175.239792	100.902832	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
94	15	6941	-1	21	сдущж╝╥Д		193.639267	124.104683	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
95	16	6941	-1	21	сдущж╝╥Д		177.476868	140.089905	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
96	17	6941	-1	21	сдущж╝╥Д		195.866302	157.413712	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
97	2	6940	-1	21	сд╨зж╝жК		66.755531	142.605042	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
98	4	6940	-1	21	сд╨зж╝жК		67.966728	144.198441	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
99	5	6940	-1	21	сд╨зж╝жК		86.937714	190.492477	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
100	7	6940	-1	21	сд╨зж╝жК		140.161591	210.804184	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
101	8	6940	-1	21	сд╨зж╝жК		109.245422	159.134857	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
102	9	6940	-1	21	сд╨зж╝жК		124.418907	194.62854	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
103	11	6941	-1	21	сдущж╝╥Д		95.397934	55.570175	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
104	13	6941	-1	21	сдущж╝╥Д		191.139252	61.882355	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
105	14	6941	-1	21	сдущж╝╥Д		174.921066	100.509308	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
106	15	6941	-1	21	сдущж╝╥Д		191.753967	120.966789	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
107	16	6941	-1	21	сдущж╝╥Д		176.287888	142.441635	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
108	17	6941	-1	21	сдущж╝╥Д		195.897125	158.092819	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
109	4	6940	-1	21	сд╨зж╝жК		41.933056	110.723694	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
110	5	6940	-1	21	сд╨зж╝жК		88.497887	189.949615	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
111	7	6940	-1	21	сд╨зж╝жК		140.409195	211.740845	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
112	8	6940	-1	21	сд╨зж╝жК		109.104042	159.665619	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
113	9	6940	-1	21	сд╨зж╝жК		122.277946	193.02002	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
114	11	6941	-1	21	сдущж╝╥Д		96.178284	55.592899	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
115	12	6941	-1	21	сдущж╝╥Д		146.667618	59.831165	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
116	13	6941	-1	21	сдущж╝╥Д		191.355972	61.893673	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
117	14	6941	-1	21	сдущж╝╥Д		174.036087	99.981964	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
118	15	6941	-1	21	сдущж╝╥Д		194.068024	122.060059	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
119	16	6941	-1	21	сдущж╝╥Д		178.092056	141.492386	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
120	17	6941	-1	21	сдущж╝╥Д		197.109421	157.536346	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
121	2	6940	-1	21	сд╨зж╝жК		72.185776	115.24231	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
122	4	6940	-1	21	сд╨зж╝жК		39.943409	141.331604	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
123	5	6940	-1	21	сд╨зж╝жК		88.854759	191.530533	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
124	7	6940	-1	21	сд╨зж╝жК		138.833084	211.258423	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
125	8	6940	-1	21	сд╨зж╝жК		109.301033	160.060028	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
126	9	6940	-1	21	сд╨зж╝жК		125.035477	192.405594	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
127	11	6941	-1	21	сдущж╝╥Д		95.768387	55.014175	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
128	12	6941	-1	21	сдущж╝╥Д		148.572891	59.956364	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
129	13	6941	-1	21	сдущж╝╥Д		191.057602	61.482365	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
130	14	6941	-1	21	сдущж╝╥Д		174.623169	100.722656	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
131	15	6941	-1	21	сдущж╝╥Д		192.718826	122.408211	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
132	16	6941	-1	21	сдущж╝╥Д		175.446777	143.08226	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
133	17	6941	-1	21	сдущж╝╥Д		195.498642	157.494705	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
134	18	3846	400046	20			67	103	32	0	2000	-1	-1	5	0	0	-1	-1	-1	-1	-1	30	0	
135	19	3847	400047	20			108	188	32	0	2000	-1	-1	5	0	1	-1	-1	-1	-1	-1	30	0	
136	20	3849	400049	20			105	155	32	0	2000	-1	-1	5	0	2	-1	-1	-1	-1	-1	35	0	
137	21	3850	400050	20			175	158	32	0	2000	-1	-1	5	0	3	-1	-1	-1	-1	-1	35	0	
138	22	6940	-1	21	сд╨зж╝жК		105.431076	131.226257	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
139	23	6940	-1	21	сд╨зж╝жК		105.471252	128.790344	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
140	24	6940	-1	21	сд╨зж╝жК		106.986481	127.848213	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
141	25	6940	-1	21	сд╨зж╝жК		106.869614	129.297104	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
142	26	6940	-1	21	сд╨зж╝жК		106.959076	131.466812	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
143	27	6940	-1	21	сд╨зж╝жК		107.743042	130.40271	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
144	28	6940	-1	21	сд╨зж╝жК		125.560471	194.95845	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
145	29	6940	-1	21	сд╨зж╝жК		123.077995	192.228439	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
146	30	6940	-1	21	сд╨зж╝жК		124.738762	194.317032	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
147	31	6941	-1	21	сдущж╝╥Д		96.125046	55.648026	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
148	32	6941	-1	21	сдущж╝╥Д		97.22654	55.796871	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
149	33	6941	-1	21	сдущж╝╥Д		97.170311	55.73827	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
150	34	6941	-1	21	сдущж╝╥Д		96.223473	55.254864	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
151	35	6941	-1	21	сдущж╝╥Д		96.328972	55.0886	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
152	44	6940	-1	21	сд╨зж╝жК		147.556564	129.242691	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
153	45	6940	-1	21	сд╨зж╝жК		144.829285	130.518967	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
154	46	6940	-1	21	сд╨зж╝жК		145.967133	127.030281	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
155	47	6940	-1	21	сд╨зж╝жК		147.079285	127.281082	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
156	48	6940	-1	21	сд╨зж╝жК		146.982559	130.429123	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
157	49	6940	-1	21	сд╨зж╝жК		144.140335	127.180244	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
158	50	6940	-1	21	сд╨зж╝жК		144.998245	128.024231	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
159	51	6940	-1	21	сд╨зж╝жК		146.373398	128.403152	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
160	52	6940	-1	21	сд╨зж╝жК		145.79483	129.196365	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
161	53	6940	-1	21	сд╨зж╝жК		145.79483	129.196365	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
162	54	6940	-1	21	сд╨зж╝жК		56.175171	123.24794	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
163	55	6940	-1	21	сд╨зж╝жК		52.579952	120.186913	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
164	56	6940	-1	21	сд╨зж╝жК		56.547745	119.637085	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
165	57	6940	-1	21	сд╨зж╝жК		54.71104	123.466133	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
166	58	6940	-1	21	сд╨зж╝жК		55.469532	121.731171	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
167	59	6940	-1	21	сд╨зж╝жК		55.584015	121.732155	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
168	60	6940	-1	21	сд╨зж╝жК		55.626011	122.198502	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
169	61	6940	-1	21	сд╨зж╝жК		54.865536	118.799751	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
170	62	6940	-1	21	сд╨зж╝жК		56.736362	123.137459	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
171	63	6940	-1	21	сд╨зж╝жК		55.487282	125.779755	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
172	64	6940	-1	21	сд╨зж╝жК		53.65303	119.375954	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
173	65	6941	-1	21	сдущж╝╥Д		183.315948	192.314102	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
174	66	6941	-1	21	сдущж╝╥Д		184.404419	189.978256	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
175	67	6941	-1	21	сдущж╝╥Д		181.696182	191.992065	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
176	68	6941	-1	21	сдущж╝╥Д		185.100998	192.225769	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
177	69	6941	-1	21	сдущж╝╥Д		182.319336	190.216492	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
178	70	6941	-1	21	сдущж╝╥Д		180.980652	190.287415	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
179	71	6941	-1	21	сдущж╝╥Д		183.021255	190.900925	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
