NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
±‡∫≈	ÀÊª˙±‡∫≈	attr±‡∫≈	¬ﬂº≠±Ì±‡∫≈	’Û”™±‡∫≈	√˚≥∆	≥∆∫≈	x÷·◊¯±Í	z÷·◊¯±Í	≥ØœÚ	Ω≈±æ±‡∫≈	÷ÿ…˙ ±º‰	∑÷◊È±‡∫≈	∂”ŒÈ±‡∫≈	ª˘¥°AI	AIŒƒº˛	—≤¬ﬂ¬∑æ∂	…ÃµÍ0	…ÃµÍ1	…ÃµÍ2	…ÃµÍ3	√˚”˛ID	µ»º∂	æµœÒ◊È
62	79	19106	-1	21	∑Á¡È		82.337288	41.557388	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
63	80	19106	-1	21	∑Á¡È		88.329712	42.293358	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
64	81	19106	-1	21	∑Á¡È		93.925766	57.109257	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
65	82	19106	-1	21	∑Á¡È		91.948563	65.075218	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
66	83	19106	-1	21	∑Á¡È		84.012917	73.729515	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
67	84	19106	-1	21	∑Á¡È		85.906708	83.11438	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
68	85	19106	-1	21	∑Á¡È		89.710983	73.889671	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
69	86	19106	-1	21	∑Á¡È		93.515312	81.948563	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
70	87	19106	-1	21	∑Á¡È		86.719872	91.212532	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
71	88	19106	-1	21	∑Á¡È		92.488083	92.187706	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
72	89	19106	-1	21	∑Á¡È		82.396736	80.46418	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
73	90	19106	-1	21	∑Á¡È		87.624702	77.817764	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
74	91	19106	-1	21	∑Á¡È		96.031807	71.966537	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
75	92	19106	-1	21	∑Á¡È		75.931091	84.801514	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
76	93	19106	-1	21	∑Á¡È		82.000778	88.345192	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
77	94	19106	-1	21	∑Á¡È		89.748001	51.91217	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
78	95	19106	-1	21	∑Á¡È		98.015579	46.38768	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
79	96	19106	-1	21	∑Á¡È		94.844284	29.114243	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
80	97	19106	-1	21	∑Á¡È		97.269867	40.218502	0	300640	10000	-1	-1	0	0	-1	-1	-1	-1	-1	-1	115	0	
