NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM
147	敏捷	2	30	39	1	1	5	2
148	敏捷	2	40	50	2	1	5	2
149	智力	4	10	29	1	1	5	2
150	智力	4	30	39	1	1	5	2
151	智力	4	40	50	2	1	5	2
152	魔防	16	10	29	1	1	5	2
153	魔防	16	30	39	1	1	5	2
154	魔防	16	40	50	1	1	5	2
155	近防	18	10	29	1	1	5	2
156	近防	18	30	39	1	1	5	2
157	近防	18	40	50	1	1	5	2
158	远防	20	10	29	1	1	5	2
159	远防	20	30	39	1	1	5	2
160	远防	20	40	50	1	1	5	2
161	魔攻	10	10	19	1	1	5	2
162	魔攻	10	20	29	1	1	5	2
163	魔攻	10	30	40	1	1	5	2
164	近攻	12	10	19	1	1	5	2
165	近攻	12	20	29	1	1	5	2
166	近攻	12	30	40	1	1	5	2
167	远攻	14	10	19	1	1	5	2
168	远攻	14	20	29	1	1	5	2
169	远攻	14	30	40	1	1	5	2
170	体质	6	10	50	1	1	5	2
171	生命值	22	50	250	1	1	5	2
172	命中	50	1	1	1	1	5	2
173	命中	50	1	2	2	1	5	2
174	暴击	53	3	3	2	1	5	2
175	暴击	53	3	3	2	1	5	2
176	韧性	54	3	3	2	1	5	2
177	韧性	54	3	3	2	1	5	2
178	增加经验获得	115	3	3	2	1	5	2
179	力量	0	10	29	1	1	6	2
180	力量	0	30	39	1	1	6	2
181	力量	0	40	50	1	1	6	2
182	敏捷	2	10	29	1	1	6	2
183	敏捷	2	30	39	1	1	6	2
184	敏捷	2	40	50	1	1	6	2
185	智力	4	10	29	1	1	6	2
186	智力	4	30	39	1	1	6	2
187	智力	4	40	50	2	1	6	2
188	魔防	16	10	29	1	1	6	2
189	魔防	16	30	39	1	1	6	2
190	魔防	16	40	50	2	1	6	2
191	近防	18	10	29	1	1	6	2
192	近防	18	30	39	1	1	6	2
193	近防	18	40	50	2	1	6	2
194	远防	20	10	29	1	1	6	2
195	远防	20	30	39	1	1	6	2
196	远防	20	40	50	2	1	6	2
197	魔攻	10	10	19	1	1	6	2
198	魔攻	10	20	29	1	1	6	2
199	魔攻	10	30	40	1	1	6	2
200	近攻	12	10	19	1	1	6	2
201	近攻	12	20	29	1	1	6	2
202	近攻	12	30	40	1	1	6	2
203	远攻	14	10	19	1	1	6	2
204	远攻	14	20	29	1	1	6	2
205	远攻	14	30	40	1	1	6	2
206	体质	6	10	50	1	1	6	2
207	生命值	22	50	250	1	1	6	2
208	命中	50	1	1	1	1	6	2
209	命中	50	1	2	1	1	6	2
210	减少暴击	117	10	10	2	1	6	2
211	马术	246	3	3	2	1	6	1
212	马术	246	3	3	2	1	6	1
213	力量	0	10	29	1	1	7	2
214	力量	0	30	39	1	1	7	2
215	力量	0	40	50	1	1	7	2
216	敏捷	2	10	29	1	1	7	2
217	敏捷	2	30	39	1	1	7	2
218	敏捷	2	40	50	1	1	7	2
219	智力	4	10	29	1	1	7	2
220	智力	4	30	39	1	1	7	2
221	智力	4	40	50	1	1	7	2
222	魔防	16	10	29	1	1	7	2
223	魔防	16	30	39	1	1	7	2
224	魔防	16	40	50	1	1	7	2
225	近防	18	10	29	1	1	7	2
226	近防	18	30	39	1	1	7	2
227	近防	18	40	50	1	1	7	2
228	远防	20	10	29	1	1	7	2
229	远防	20	30	39	1	1	7	2
230	远防	20	40	50	1	1	7	2
231	魔攻	10	10	19	1	1	7	2
232	魔攻	10	20	29	1	1	7	2
233	魔攻	10	30	40	1	1	7	2
234	近攻	12	10	19	1	1	7	2
235	近攻	12	20	29	1	1	7	2
236	近攻	12	30	40	1	1	7	2
237	远攻	14	10	19	1	1	7	2
238	远攻	14	20	29	1	1	7	2
239	远攻	14	30	40	1	1	7	2
240	体质	6	10	50	1	1	7	2
241	生命值	22	50	250	1	1	7	2
242	命中	50	1	1	1	1	7	2
243	命中	50	1	2	1	1	7	2
244	暴击伤害	97	6	10	2	1	7	1
245	必中	250	5	5	2	1	7	1
246	必中	250	5	5	2	1	7	1
247	力量	0	10	29	1	2	1	2
248	力量	0	30	39	1	2	1	2
249	力量	0	40	50	1	2	1	2
250	敏捷	2	10	29	1	2	1	2
251	敏捷	2	30	39	1	2	1	2
252	敏捷	2	40	50	1	2	1	2
253	智力	4	10	29	1	2	1	2
254	智力	4	30	39	1	2	1	2
255	智力	4	40	50	1	2	1	2
256	魔防	16	10	29	1	2	1	2
257	魔防	16	30	39	1	2	1	2
258	魔防	16	40	50	1	2	1	2
259	近防	18	10	29	1	2	1	2
260	近防	18	30	39	1	2	1	2
261	近防	18	40	50	1	2	1	2
262	远防	20	10	29	1	2	1	2
263	远防	20	30	39	1	2	1	2
264	远防	20	40	50	1	2	1	2
265	魔攻	10	10	19	1	2	1	2
266	魔攻	10	20	29	1	2	1	2
267	魔攻	10	30	40	1	2	1	2
268	近攻	12	10	19	1	2	1	2
269	近攻	12	20	29	1	2	1	2
270	近攻	12	30	40	1	2	1	2
271	远攻	14	10	19	1	2	1	2
272	远攻	14	20	29	1	2	1	2
273	远攻	14	30	40	1	2	1	2
274	体质	6	20	100	1	2	1	2
275	生命值	22	100	500	1	2	1	2
276	命中	50	3	3	2	2	1	2
277	命中	50	3	3	2	2	1	2
278	命中	50	3	3	2	2	1	2
279	抵消玩家三系伤害	163	15	15	2	2	1	2
280	抵消玩家三系伤害	163	15	15	2	2	1	2
281	力量	0	10	29	1	2	2	2
282	力量	0	30	39	1	2	2	2
283	力量	0	40	50	1	2	2	2
284	敏捷	2	10	29	1	2	2	2
285	敏捷	2	30	39	1	2	2	2
286	敏捷	2	40	50	1	2	2	2
287	智力	4	10	29	1	2	2	2
288	智力	4	30	39	1	2	2	2
289	智力	4	40	50	1	2	2	2
290	魔防	16	10	29	1	2	2	2
291	魔防	16	30	39	1	2	2	2
292	魔防	16	40	50	1	2	2	2
293	近防	18	10	29	1	2	2	2
294	近防	18	30	39	1	2	2	2
295	近防	18	40	50	1	2	2	2
296	远防	20	10	29	1	2	2	2
297	远防	20	30	39	1	2	2	2
298	远防	20	40	50	1	2	2	2
299	魔攻	10	10	19	1	2	2	2
300	魔攻	10	20	29	1	2	2	2
301	魔攻	10	30	40	1	2	2	2
302	近攻	12	10	19	1	2	2	2
303	近攻	12	20	29	1	2	2	2
304	近攻	12	30	40	1	2	2	2
305	远攻	14	10	19	1	2	2	2
306	远攻	14	20	29	1	2	2	2
307	远攻	14	30	40	1	2	2	2
308	体质	6	20	100	1	2	2	2
309	生命值	22	100	500	1	2	2	2
310	命中	50	3	3	2	2	2	2
311	命中	50	3	3	2	2	2	2
312	命中	50	3	3	2	2	2	2
313	裂甲	247	5	5	2	2	2	2
314	裂甲	247	5	5	2	2	2	2
315	力量	0	10	29	1	2	3	2
316	力量	0	30	39	1	2	3	2
317	力量	0	40	50	1	2	3	2
318	敏捷	2	10	29	1	2	3	2
319	敏捷	2	30	39	1	2	3	2
320	敏捷	2	40	50	1	2	3	2
321	智力	4	10	29	1	2	3	2
322	智力	4	30	39	1	2	3	2
323	智力	4	40	50	1	2	3	2
324	魔防	16	10	29	1	2	3	2
325	魔防	16	30	39	1	2	3	2
326	魔防	16	40	50	1	2	3	2
327	近防	18	10	29	1	2	3	2
328	近防	18	30	39	1	2	3	2
329	近防	18	40	50	1	2	3	2
330	远防	20	10	29	1	2	3	2
331	远防	20	30	39	1	2	3	2
332	远防	20	40	50	1	2	3	2
333	魔攻	10	10	19	1	2	3	2
334	魔攻	10	20	29	1	2	3	2
335	魔攻	10	30	40	1	2	3	2
336	近攻	12	10	19	1	2	3	2
337	近攻	12	20	29	1	2	3	2
338	近攻	12	30	40	1	2	3	2
339	远攻	14	10	19	1	2	3	2
340	远攻	14	20	29	1	2	3	2
341	远攻	14	30	40	1	2	3	2
342	体质	6	20	100	1	2	3	2
343	生命值	22	100	500	1	2	3	2
344	命中	50	3	3	2	2	3	2
345	命中	50	3	3	2	2	3	2
346	命中	50	3	3	2	2	3	2
347	嗜血	218	5	5	2	2	3	2
348	嗜血	218	5	5	2	2	3	2
349	力量	0	10	29	1	2	4	2
350	力量	0	30	39	1	2	4	2
351	力量	0	40	50	1	2	4	2
352	敏捷	2	10	29	1	2	4	2
353	敏捷	2	30	39	1	2	4	2
354	敏捷	2	40	50	1	2	4	2
355	智力	4	10	29	1	2	4	2
356	智力	4	30	39	1	2	4	2
357	智力	4	40	50	1	2	4	2
358	魔防	16	10	29	1	2	4	2
359	魔防	16	30	39	1	2	4	2
360	魔防	16	40	50	1	2	4	2
361	近防	18	10	29	1	2	4	2
362	近防	18	30	39	1	2	4	2
363	近防	18	40	50	1	2	4	2
364	远防	20	10	29	1	2	4	2
365	远防	20	30	39	1	2	4	2
366	远防	20	40	50	2	2	4	2
367	魔攻	10	10	19	1	2	4	2
368	魔攻	10	20	29	1	2	4	2
369	魔攻	10	30	40	2	2	4	2
370	近攻	12	10	19	1	2	4	2
371	近攻	12	20	29	1	2	4	2
372	近攻	12	30	40	2	2	4	2
373	远攻	14	10	19	1	2	4	2
374	远攻	14	20	29	1	2	4	2
375	远攻	14	30	40	2	2	4	2
376	体质	6	20	100	2	2	4	2
377	生命值	22	100	500	2	2	4	2
378	命中	50	1	1	1	2	4	2
379	命中	50	1	2	1	2	4	2
380	命中	50	2	3	2	2	4	2
381	闪避	51	1	1	1	2	4	2
382	闪避	51	1	2	1	2	4	2
383	闪避	51	2	3	2	2	4	2
384	移动速度	88	100	500	3	2	4	2
385	力量	0	10	29	1	2	5	2
386	力量	0	30	39	1	2	5	2
387	力量	0	40	50	1	2	5	2
388	敏捷	2	10	29	1	2	5	2
389	敏捷	2	30	39	1	2	5	2
390	敏捷	2	40	50	1	2	5	2
391	智力	4	10	29	1	2	5	2
392	智力	4	30	39	1	2	5	2
393	智力	4	40	50	1	2	5	2
394	魔防	16	10	29	1	2	5	2
395	魔防	16	30	39	1	2	5	2
396	魔防	16	40	50	1	2	5	2
397	近防	18	10	29	1	2	5	2
398	近防	18	30	39	1	2	5	2
399	近防	18	40	50	1	2	5	2
400	远防	20	10	29	1	2	5	2
401	远防	20	30	39	1	2	5	2
402	远防	20	40	50	1	2	5	2
403	魔攻	10	10	19	1	2	5	2
404	魔攻	10	20	29	1	2	5	2
405	魔攻	10	30	40	1	2	5	2
406	近攻	12	10	19	1	2	5	2
407	近攻	12	20	29	1	2	5	2
408	近攻	12	30	40	1	2	5	2
409	远攻	14	10	19	1	2	5	2
410	远攻	14	20	29	1	2	5	2
411	远攻	14	30	40	1	2	5	2
412	体质	6	20	100	1	2	5	2
413	生命值	22	100	500	1	2	5	2
414	命中	50	1	1	1	2	5	2
415	命中	50	1	2	1	2	5	2
416	命中	50	1	3	1	2	5	2
417	暴击	53	5	5	2	2	5	2
418	暴击	53	5	5	2	2	5	2
419	暴击	53	5	5	2	2	5	2
420	韧性	54	5	5	2	2	5	2
421	韧性	54	5	5	2	2	5	2
422	韧性	54	5	5	2	2	5	2
423	不破	249	5	5	2	2	5	2
424	不破	249	5	5	2	2	5	2
425	力量	0	10	29	1	2	6	2
426	力量	0	30	39	1	2	6	2
427	力量	0	40	50	1	2	6	2
428	敏捷	2	10	29	1	2	6	2
429	敏捷	2	30	39	1	2	6	2
430	敏捷	2	40	50	1	2	6	2
431	智力	4	10	29	1	2	6	2
432	智力	4	30	39	1	2	6	2
433	智力	4	40	50	1	2	6	2
434	魔防	16	10	29	1	2	6	2
435	魔防	16	30	39	1	2	6	2
436	魔防	16	40	50	1	2	6	2
437	近防	18	10	29	1	2	6	2
438	近防	18	30	39	1	2	6	2
439	近防	18	40	50	1	2	6	2
440	远防	20	10	29	1	2	6	2
441	远防	20	30	39	1	2	6	2
442	远防	20	40	50	1	2	6	2
443	魔攻	10	10	19	1	2	6	2
444	魔攻	10	20	29	1	2	6	2
445	魔攻	10	30	40	1	2	6	2
446	近攻	12	10	19	1	2	6	2
447	近攻	12	20	29	1	2	6	2
448	近攻	12	30	40	1	2	6	2
449	远攻	14	10	19	1	2	6	2
450	远攻	14	20	29	1	2	6	2
451	远攻	14	30	40	1	2	6	2
452	体质	6	20	100	1	2	6	2
453	生命值	22	100	500	1	2	6	2
454	命中	50	1	1	1	2	6	2
455	命中	50	1	2	1	2	6	2
456	命中	50	1	3	1	2	6	2
457	减少暴击	117	15	15	2	2	6	2
458	马术	246	5	5	2	2	6	2
459	马术	246	5	5	2	2	6	2
460	力量	0	10	29	1	2	7	2
461	力量	0	30	39	1	2	7	2
462	力量	0	40	50	1	2	7	2
463	敏捷	2	10	29	1	2	7	2
464	敏捷	2	30	39	1	2	7	2
465	敏捷	2	40	50	1	2	7	2
466	智力	4	10	29	1	2	7	2
467	智力	4	30	39	1	2	7	2
468	智力	4	40	50	1	2	7	2
469	魔防	16	10	29	1	2	7	2
470	魔防	16	30	39	1	2	7	2
471	魔防	16	40	50	1	2	7	2
472	近防	18	10	29	1	2	7	2
473	近防	18	30	39	1	2	7	2
474	近防	18	40	50	1	2	7	2
475	远防	20	10	29	1	2	7	2
476	远防	20	30	39	1	2	7	2
477	远防	20	40	50	1	2	7	2
478	魔攻	10	10	19	1	2	7	2
479	魔攻	10	20	29	1	2	7	2
480	魔攻	10	30	40	1	2	7	2
481	近攻	12	10	19	1	2	7	2
482	近攻	12	20	29	1	2	7	2
483	近攻	12	30	40	1	2	7	2
484	远攻	14	10	19	1	2	7	2
485	远攻	14	20	29	1	2	7	2
486	远攻	14	30	40	1	2	7	2
487	体质	6	20	100	1	2	7	2
488	生命值	22	100	500	1	2	7	2
489	命中	50	1	1	1	2	7	2
490	命中	50	1	2	1	2	7	2
491	命中	50	1	3	1	2	7	2
492	暴击伤害	97	6	10	2	2	7	2
493	暴击伤害	97	6	10	2	2	7	2
494	必中	250	5	5	2	2	7	2
495	必中	250	5	5	2	2	7	2
496	力量	0	10	29	1	3	1	2
497	力量	0	30	39	1	3	1	2
498	力量	0	40	50	1	3	1	2
499	敏捷	2	10	29	1	3	1	2
500	敏捷	2	30	39	1	3	1	2
501	敏捷	2	40	50	1	3	1	2
502	智力	4	10	29	1	3	1	2
503	智力	4	30	39	1	3	1	2
504	智力	4	40	50	1	3	1	2
505	魔防	16	10	29	1	3	1	2
506	魔防	16	30	39	1	3	1	2
507	魔防	16	40	50	1	3	1	2
508	近防	18	10	29	1	3	1	2
509	近防	18	30	39	1	3	1	2
510	近防	18	40	50	1	3	1	2
511	远防	20	10	29	1	3	1	2
512	远防	20	30	39	1	3	1	2
513	远防	20	40	50	1	3	1	2
514	魔攻	10	10	19	1	3	1	2
515	魔攻	10	20	29	1	3	1	2
516	魔攻	10	30	40	1	3	1	2
517	近攻	12	10	19	1	3	1	2
518	近攻	12	20	29	1	3	1	2
519	近攻	12	30	40	1	3	1	2
520	远攻	14	10	19	1	3	1	2
521	远攻	14	20	29	1	3	1	2
522	远攻	14	30	40	1	3	1	2
523	体质	6	40	200	1	3	1	2
524	生命值	22	200	1000	1	3	1	2
525	命中	50	1	1	1	3	1	2
526	命中	50	1	2	1	3	1	2
527	命中	50	1	3	1	3	1	2
528	命中	50	3	4	2	3	1	2
529	几率触发近攻免疫	190	1	1	1	3	1	2
530	几率触发远攻免疫	191	1	1	1	3	1	2
531	几率触发魔攻免疫	192	1	1	1	3	1	2
532	几率触发近攻免疫	190	1	2	2	3	1	2
533	几率触发远攻免疫	191	1	2	2	3	1	2
534	几率触发魔攻免疫	192	1	2	2	3	1	2
535	力量	0	10	29	1	3	2	2
536	力量	0	30	39	1	3	2	2
537	力量	0	40	50	1	3	2	2
538	敏捷	2	10	29	1	3	2	2
539	敏捷	2	30	39	1	3	2	2
540	敏捷	2	40	50	1	3	2	2
541	智力	4	10	29	1	3	2	2
542	智力	4	30	39	1	3	2	2
543	智力	4	40	50	1	3	2	2
544	魔防	16	10	29	1	3	2	2
545	魔防	16	30	39	1	3	2	2
546	魔防	16	40	50	1	3	2	2
547	近防	18	10	29	1	3	2	2
548	近防	18	30	39	1	3	2	2
549	近防	18	40	50	1	3	2	2
550	远防	20	10	29	1	3	2	2
551	远防	20	30	39	1	3	2	2
552	远防	20	40	50	1	3	2	2
553	魔攻	10	10	19	1	3	2	2
554	魔攻	10	20	29	1	3	2	2
555	魔攻	10	30	40	1	3	2	2
556	近攻	12	10	19	1	3	2	2
557	近攻	12	20	29	1	3	2	2
558	近攻	12	30	40	1	3	2	2
559	远攻	14	10	19	1	3	2	2
560	远攻	14	20	29	1	3	2	2
561	远攻	14	30	40	2	3	2	2
562	体质	6	40	200	1	3	2	2
563	生命值	22	200	1000	1	3	2	2
564	命中	50	1	1	1	3	2	2
565	命中	50	1	2	1	3	2	2
566	命中	50	1	3	1	3	2	2
567	命中	50	3	4	2	3	2	2
568	减速	221	1	1	1	3	2	2
569	减速	221	1	2	2	3	2	2
570	力量	0	10	29	1	3	3	2
571	力量	0	30	39	1	3	3	2
572	力量	0	40	50	1	3	3	2
573	敏捷	2	10	29	1	3	3	2
574	敏捷	2	30	39	1	3	3	2
575	敏捷	2	40	50	1	3	3	2
576	智力	4	10	29	1	3	3	2
577	智力	4	30	39	1	3	3	2
578	智力	4	40	50	1	3	3	2
579	魔防	16	10	29	1	3	3	2
580	魔防	16	30	39	1	3	3	2
581	魔防	16	40	50	1	3	3	2
582	近防	18	10	29	1	3	3	2
583	近防	18	30	39	1	3	3	2
584	近防	18	40	50	1	3	3	2
585	远防	20	10	29	1	3	3	2
586	远防	20	30	39	1	3	3	2
587	远防	20	40	50	1	3	3	2
588	魔攻	10	10	19	1	3	3	2
589	魔攻	10	20	29	1	3	3	2
590	魔攻	10	30	40	1	3	3	2
591	近攻	12	10	19	1	3	3	2
592	近攻	12	20	29	1	3	3	2
593	近攻	12	30	40	1	3	3	2
594	远攻	14	10	19	1	3	3	2
595	远攻	14	20	29	1	3	3	2
596	远攻	14	30	40	1	3	3	2
597	体质	6	40	200	1	3	3	2
598	生命值	22	200	1000	1	3	3	2
599	命中	50	3	3	2	3	3	2
600	命中	50	3	3	2	3	3	2
601	命中	50	3	3	2	3	3	2
602	命中	50	3	3	2	3	3	2
603	眩晕	223	5	5	2	3	3	2
604	眩晕	223	5	5	2	3	3	2
605	力量	0	10	29	1	3	4	2
606	力量	0	30	39	1	3	4	2
607	力量	0	40	50	1	3	4	2
608	敏捷	2	10	29	1	3	4	2
609	敏捷	2	30	39	1	3	4	2
610	敏捷	2	40	50	1	3	4	2
611	智力	4	10	29	1	3	4	2
612	智力	4	30	39	1	3	4	2
613	智力	4	40	50	1	3	4	2
614	魔防	16	10	29	1	3	4	2
615	魔防	16	30	39	1	3	4	2
616	魔防	16	40	50	1	3	4	2
617	近防	18	10	29	1	3	4	2
618	近防	18	30	39	1	3	4	2
619	近防	18	40	50	1	3	4	2
620	远防	20	10	29	1	3	4	2
621	远防	20	30	39	1	3	4	2
622	远防	20	40	50	1	3	4	2
623	魔攻	10	10	19	1	3	4	2
624	魔攻	10	20	29	1	3	4	2
625	魔攻	10	30	40	1	3	4	2
626	近攻	12	10	19	1	3	4	2
627	近攻	12	20	29	1	3	4	2
628	近攻	12	30	40	1	3	4	2
629	远攻	14	10	19	1	3	4	2
630	远攻	14	20	29	1	3	4	2
631	远攻	14	30	40	1	3	4	2
632	体质	6	40	200	1	3	4	2
633	生命值	22	200	1000	1	3	4	2
634	命中	50	1	1	1	3	4	2
635	命中	50	1	2	1	3	4	2
636	命中	50	1	3	1	3	4	2
637	命中	50	3	4	2	3	4	2
638	闪避	51	1	1	1	3	4	2
639	闪避	51	1	2	1	3	4	2
640	闪避	51	1	3	1	3	4	2
641	闪避	51	3	4	2	3	4	2
642	几率触发忽视近攻防御	251	1	1	1	3	4	2
643	几率触发忽视魔攻防御	252	1	1	1	3	4	2
644	几率触发忽视远攻防御	224	1	1	1	3	4	2
645	几率触发忽视近攻防御	251	1	2	2	3	4	2
646	几率触发忽视魔攻防御	252	1	2	2	3	4	2
647	几率触发忽视远攻防御	224	1	2	2	3	4	2
648	力量	0	10	29	1	3	5	2
649	力量	0	30	39	1	3	5	2
650	力量	0	40	50	1	3	5	2
651	敏捷	2	10	29	1	3	5	2
652	敏捷	2	30	39	1	3	5	2
653	敏捷	2	40	50	1	3	5	2
654	智力	4	10	29	1	3	5	2
655	智力	4	30	39	1	3	5	2
656	智力	4	40	50	1	3	5	2
657	魔防	16	10	29	1	3	5	2
658	魔防	16	30	39	1	3	5	2
659	魔防	16	40	50	1	3	5	2
660	近防	18	10	29	1	3	5	2
661	近防	18	30	39	1	3	5	2
662	近防	18	40	50	1	3	5	2
663	远防	20	10	29	1	3	5	2
664	远防	20	30	39	1	3	5	2
665	远防	20	40	50	1	3	5	2
666	魔攻	10	10	19	1	3	5	2
667	魔攻	10	20	29	1	3	5	2
668	魔攻	10	30	40	1	3	5	2
669	近攻	12	10	19	1	3	5	2
670	近攻	12	20	29	1	3	5	2
671	近攻	12	30	40	1	3	5	2
672	远攻	14	10	19	1	3	5	2
673	远攻	14	20	29	1	3	5	2
674	远攻	14	30	40	1	3	5	2
675	体质	6	40	200	1	3	5	2
676	生命值	22	200	1000	1	3	5	2
677	命中	50	1	1	1	3	5	2
678	命中	50	1	2	1	3	5	2
679	命中	50	1	3	1	3	5	2
680	命中	50	3	4	2	3	5	2
681	暴击	53	1	1	1	3	5	2
682	暴击	53	1	2	1	3	5	2
683	暴击	53	1	3	1	3	5	2
684	暴击	53	3	4	2	3	5	2
685	韧性	54	1	1	1	3	5	2
686	韧性	54	1	2	1	3	5	2
687	韧性	54	2	3	2	3	5	2
688	韧性	54	3	4	2	3	5	2
689	反射远攻伤害	253	1	1	1	3	5	2
690	反射魔攻伤害	254	1	1	1	3	5	2
