NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
62	63	18001	-1	21			111	54	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	204	0
63	64	18002	-1	21			111	54	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	204	0
64	65	18001	-1	21			78	204	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	204	0
65	66	18002	-1	21			78	204	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	204	0
66	67	18004	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	205	0
67	68	18005	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	205	0
68	69	18004	-1	21			53	59	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	205	0
69	70	18005	-1	21			53	59	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	205	0
70	71	18007	-1	21			165	152	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	206	0
71	72	18008	-1	21			165	152	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	206	0
72	73	18007	-1	21			157	87	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	206	0
73	74	18008	-1	21			157	87	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	206	0
74	75	18010	-1	21			197	156	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	207	0
75	76	18011	-1	21			197	156	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	207	0
76	77	18010	-1	21			61	97	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	207	0
77	78	18011	-1	21			61	97	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	207	0
78	79	18013	-1	21			143	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	0
79	80	18014	-1	21			143	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	0
80	81	18013	-1	21			63	95	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	0
81	82	18014	-1	21			63	95	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	0
82	83	18016	-1	21			149	162	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	209	0
83	84	18017	-1	21			149	162	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	209	0
84	85	18016	-1	21			89	68	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	209	0
85	86	18017	-1	21			89	68	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	209	0
86	87	18018	-1	21			71	163	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	210	0
87	88	18019	-1	21			71	163	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	210	0
88	89	18018	-1	21			205	139	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	210	0
89	90	18019	-1	21			205	139	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	210	0
90	91	18020	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	0
91	92	18021	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	0
92	93	18020	-1	21			52	58	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	0
93	94	18021	-1	21			52	58	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	211	0
94	95	18104	-1	21		Ä§¾ýà¶ÂÞ	105	199	0	-1	18000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	251	0
95	96	18100	-1	21		Ä§¾ýà¶ÂÞ	241	310	0	-1	18000000	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	250	0
96	97	18302	-1	21		Ò¹Ä»Ö®Íõ	326	221	0	0	3600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	251	1
97	98	18204	-1	21		Ä§¾ý»¤·¨	416	86	0	0	3600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	251	2
98	99	18102	-1	21		Ä§¾ýà¶ÂÞ	351	409	0	-1	18000000	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	250	1
99	100	18000	-1	21			129	92	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	298	0
100	101	18003	-1	21			155	143	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	299	0
101	102	18006	-1	21			136	138	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0
102	103	18009	-1	21			122	124	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	301	0
103	104	18012	-1	21			136	113	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	302	0
104	105	18015	-1	21			118	123	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	303	0
105	106	18001	-1	21			149	162	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	304	0
106	107	18002	-1	21			149	162	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	304	0
107	108	18001	-1	21			89	68	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	304	0
108	109	18002	-1	21			89	68	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	304	0
109	110	18004	-1	21			188	105	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	305	0
110	111	18005	-1	21			182	169	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	305	0
111	112	18004	-1	21			78	204	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	305	0
112	113	18005	-1	21			78	204	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	305	0
113	114	18007	-1	21			197	156	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	0
114	115	18008	-1	21			197	156	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	0
115	116	18007	-1	21			61	97	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	0
116	117	18008	-1	21			61	97	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	0
117	118	18010	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	307	0
118	119	18011	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	307	0
119	120	18010	-1	21			52	58	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	307	0
120	121	18011	-1	21			52	58	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	307	0
121	122	18013	-1	21			146	168	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	308	0
122	123	18014	-1	21			146	168	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	308	0
123	124	18013	-1	21			175	90	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	308	0
124	125	18014	-1	21			175	90	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	308	0
125	126	18016	-1	21			110	160	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	0
126	127	18017	-1	21			110	160	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	0
127	128	18016	-1	21			202	139	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	0
128	129	18017	-1	21			202	139	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	0
129	130	18018	-1	21			143	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	310	0
130	131	18019	-1	21			143	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	310	0
131	132	18018	-1	21			63	95	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	310	0
132	133	18019	-1	21			63	95	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	310	0
133	134	18020	-1	21			111	54	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	311	0
134	135	18021	-1	21			111	54	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	311	0
135	136	18020	-1	21			53	187	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	311	0
136	137	18021	-1	21			53	187	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	311	0
137	138	18104	-1	21		Ä§¾ýà¶ÂÞ	105	199	0	-1	18000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	351	0
138	139	18100	-1	21		Ä§¾ýà¶ÂÞ	241	310	0	-1	18000000	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	350	0
139	140	18303	-1	21		Ò¹Ä»Ö®Íõ	326	221	0	0	3600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	351	1
140	141	18204	-1	21		Ä§¾ý»¤·¨	416	86	0	0	3600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	351	2
141	142	18102	-1	21		Ä§¾ýà¶ÂÞ	351	409	0	-1	18000000	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	350	1
142	143	18000	-1	21			129	92	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	398	0
143	144	18003	-1	21			155	143	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	399	0
144	145	18006	-1	21			136	138	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	400	0
145	146	18009	-1	21			122	124	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	401	0
146	147	18012	-1	21			136	113	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	402	0
147	148	18015	-1	21			118	123	0	0	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	403	0
148	149	18001	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	404	0
149	150	18002	-1	21			168	150	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	404	0
150	151	18001	-1	21			52	58	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	404	0
151	152	18002	-1	21			52	58	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	404	0
152	153	18004	-1	21			147	132	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	405	0
153	154	18005	-1	21			147	132	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	405	0
154	155	18004	-1	21			175	90	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	405	0
155	156	18005	-1	21			175	90	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	405	0
156	157	18007	-1	21			142	160	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	406	0
157	158	18008	-1	21			142	160	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	406	0
158	159	18007	-1	21			88	69	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	406	0
159	160	18008	-1	21			88	69	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	406	0
160	161	18010	-1	21			111	54	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	407	0
161	162	18011	-1	21			111	54	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	407	0
162	163	18010	-1	21			78	204	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	407	0
163	164	18011	-1	21			78	204	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	407	0
164	165	18013	-1	21			107	167	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	408	0
165	166	18014	-1	21			107	167	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	408	0
166	167	18013	-1	21			78	67	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	408	0
167	168	18014	-1	21			78	67	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	408	0
168	169	18016	-1	21			143	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	409	0
169	170	18017	-1	21			143	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	409	0
170	171	18016	-1	21			63	95	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	409	0
171	172	18017	-1	21			63	95	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	409	0
172	173	18018	-1	21			197	156	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	410	0
173	174	18019	-1	21			197	156	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	410	0
174	175	18018	-1	21			61	97	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	410	0
175	176	18019	-1	21			61	97	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	410	0
176	177	18020	-1	21			143	161	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	411	0
177	178	18021	-1	21			143	161	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	411	0
178	179	18020	-1	21			40	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	411	0
179	180	18021	-1	21			40	157	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	411	0
180	181	18022	-1	21		#G¾«Ó¢	94	98	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	0
181	182	18023	-1	21		#G¾«Ó¢	203	54	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	1
182	183	18024	-1	21		#G¾«Ó¢	207	138	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	2
183	184	18025	-1	21		#G¾«Ó¢	144	207	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	3
184	185	18026	-1	21		#G¾«Ó¢	207	215	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	189	0
185	186	18027	-1	21		#G¾«Ó¢	79	165	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	189	1
186	187	18028	-1	21		#G¾«Ó¢	208	55	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	189	2
187	188	18029	-1	21		#G¾«Ó¢	64	25	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	189	3
188	189	18030	-1	21		#G¾«Ó¢	114	209	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	289	0
189	190	18031	-1	21		#G¾«Ó¢	221	215	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	289	1
190	191	18032	-1	21		#G¾«Ó¢	212	71	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	289	2
191	192	18033	-1	21		#G¾«Ó¢	60	49	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	289	3
192	193	18034	-1	21		#G¾«Ó¢	122	41	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	389	0
193	194	18035	-1	21		#G¾«Ó¢	61	73	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	389	1
194	195	18036	-1	21		#G¾«Ó¢	77	196	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	389	2
195	196	18037	-1	21		#G¾«Ó¢	159	143	0	-1	10800000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	389	3
196	197	18110	-1	21		Ä§¾ýà¶ÂÞ	144	129	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	6	0
197	198	18111	-1	21		Ä§¾ýà¶ÂÞ	47	182	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	8	0
198	199	18112	-1	21		Ä§¾ýà¶ÂÞ	55	154	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	10	0
199	200	18113	-1	21		Ä§¾ýà¶ÂÞ	91	183	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	11	0
200	201	18114	-1	21		Ä§¾ýà¶ÂÞ	71	163	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	16	0
201	202	18115	-1	21		Ä§¾ýà¶ÂÞ	115	159	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	17	0
202	203	18116	-1	21		Ä§¾ýà¶ÂÞ	144	172	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	19	0
203	204	18117	-1	21		Ä§¾ýà¶ÂÞ	206	128	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	20	0
204	205	18118	-1	21		Ä§¾ýà¶ÂÞ	170	114	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	22	0
205	206	18119	-1	21		Ä§¾ýà¶ÂÞ	55	150	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	23	0
206	207	18120	-1	21		Ä§¾ýà¶ÂÞ	88	129	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	25	0
