NUM	FLOAT	FLOAT	FLOAT	FLOAT
-155	10	1	10	1
-154	10	1	10	1
-153	10	1	10	1
-152	10	1	10	1
-151	10	1	10	1
-150	10	1	10	1
-149	10	1	10	1
-148	10	1	10	1
-147	10	1	10	1
-146	10	1	10	1
-145	10	1	10	1
-144	10	1	10	1
-143	10	1	10	1
-142	10	1	10	1
-141	10	1	10	1
-140	10	1	10	1
-139	10	1	10	1
-138	10	1	10	1
-137	10	1	10	1
-136	10	1	10	1
-135	10	1	10	1
-134	10	1	10	1
-133	10	1	10	1
-132	10	1	10	1
-131	10	1	10	1
-130	10	1	10	1
-129	10	1	10	1
-128	10	1	10	1
-127	10	1	10	1
-126	10	1	10	1
-125	10	1	10	1
-124	10	1	10	1
-123	10	1	10	1
-122	10	1	10	1
-121	10	1	10	1
-120	10	1	10	1
-119	10	1	10	1
-118	10	1	10	1
-117	10	1	10	1
-116	10	1	10	1
-115	10	1	10	1
-114	10	1	10	1
-113	10	1	10	1
-112	10	1	10	1
-111	10	1	10	1
-110	10	1	10	1
-109	10	1	10	1
-108	10	1	10	1
-107	10	1	10	1
-106	10	1	10	1
-105	10	1	10	1
-104	10	1	10	1
-103	10	1	10	1
-102	10	1	10	1
-101	10	1	10	1
-100	10	1	10	1
-99	10	1	10	1
-98	10	1	10	1
-97	10	1	10	1
-96	10	1	10	1
-95	10	1	10	1
-94	10	1	10	1
-93	10	1	10	1
-92	10	1	10	1
-91	10	1	10	1
-90	10	1	10	1
-89	10	1	10	1
-88	10	1	10	1
-87	10	1	10	1
-86	10	1	10	1
-85	10	1	10	1
-84	10	1	10	1
-83	10	1	10	1
-82	10	1	10	1
-81	10	1	10	1
-80	10	1	10	1
-79	10	1	10	1
-78	10	1	10	1
-77	10	1	10	1
-76	10	1	10	1
-75	10	1	10	1
-74	10	1	10	1
-73	10	1	10	1
-72	10	1	10	1
-71	10	1	10	1
-70	10	1	10	1
-69	10	1	10	1
-68	10	1	10	1
-67	10	1	10	1
-66	10	1	10	1
-65	10	1	10	1
-64	10	1	10	1
-63	10	1	10	1
-62	10	1	10	1
-61	10	1	10	1
-60	10	1	10	1
-59	10	1	10	1
-58	10	1	10	1
-57	10	1	10	1
-56	10	1	10	1
-55	10	1	10	1
-54	10	1	10	1
-53	10	1	10	1
-52	10	1	10	1
-51	10	1	10	1
-50	10	1	10	1
-49	10	1	10	1
-48	10	1	10	1
-47	10	1	10	1
-46	10	1	10	1
-45	10	1	10	1
-44	10	1	10	1
-43	10	1	10	1
-42	10	1	10	1
-41	10	1	10	1
-40	10	1	10	1
-39	10	1	10	1
-38	10	1	10	1
-37	10	1	10	1
-36	10	1	10	1
-35	10	1	10	1
-34	10	1	10	1
-33	10	1	10	1
-32	10	1	10	1
-31	10	1	10	1
-30	10	1	10	1
-29	10	1	10	1
-28	10	1	10	1
-27	10	1	10	1
-26	10	1	10	1
-25	10	1	10	1
-24	10	1	10	1
-23	10	1	10	1
-22	10	1	10	1
-21	10	1	10	1
-20	10	1	10	1
-19	10	1	10	1
-18	10	1	10	1
-17	10	1	10	1
-16	10	1	10	1
-15	10	1	10	1
-14	10	1	10	1
-13	10	1	10	1
-12	10	1	10	1
-11	10	1	10	1
-10	10	1	10	1
-9	10	1	10	1
-8	10	1	10	1
-7	10	1	10	1
-6	10	1	10	1
-5	10	1	10	1
-4	10	1	10	1
-3	10	1	10	1
-2	10	1	10	1
-1	10	1	10	1
0	10	1	10	1
1	10	1	10	1
2	10	1	10	1
3	10	1	10	1
4	10	1	10	1
5	10	1	10	1
6	10	1	10	1
7	10	1	10	1
8	10	1	10	1
9	10	1	10	1
10	10	1	10	1
11	10	1	10	1
12	10	1	10	1
13	10	1	10	1
14	10	1	10	1
15	10	1	10	1
16	10	1	10	1
17	10	1	10	1
18	10	1	10	1
19	10	1	10	1
20	10	1	10	1
21	10	1	10	1
22	10	1	10	1
23	10	1	10	1
24	10	1	10	1
25	10	1	10	1
26	10	1	10	1
27	10	1	10	1
28	10	1	10	1
29	10	1	10	1
30	10	1	10	1
31	10	1	10	1
32	10	1	10	1
33	10	1	10	1
34	10	1	10	1
35	10	1	10	1
36	10	1	10	1
37	10	1	10	1
38	10	1	10	1
39	10	1	10	1
40	10	1	10	1
41	10	1	10	1
42	10	1	10	1
43	10	1	10	1
44	10	1	10	1
45	10	1	10	1
46	10	1	10	1
47	10	1	10	1
48	10	1	10	1
49	10	1	10	1
50	10	1	10	1
51	10	1	10	1
52	10	1	10	1
53	10	1	10	1
54	10	1	10	1
55	10	1	10	1
56	10	1	10	1
57	10	1	10	1
58	10	1	10	1
59	10	1	10	1
60	10	1	10	1
61	10	1	10	1
62	10	1	10	1
63	10	1	10	1
64	10	1	10	1
65	10	1	10	1
66	10	1	10	1
67	10	1	10	1
68	10	1	10	1
69	10	1	10	1
70	10	1	10	1
71	10	1	10	1
72	10	1	10	1
73	10	1	10	1
74	10	1	10	1
75	10	1	10	1
76	10	1	10	1
77	10	1	10	1
78	10	1	10	1
79	10	1	10	1
80	10	1	10	1
81	10	1	10	1
82	10	1	10	1
83	10	1	10	1
84	10	1	10	1
85	10	1	10	1
86	10	1	10	1
87	10	1	10	1
88	10	1	10	1
89	10	1	10	1
90	10	1	10	1
91	10	1	10	1
92	10	1	10	1
93	10	1	10	1
94	10	1	10	1
95	10	1	10	1
96	10	1	10	1
97	10	1	10	1
98	10	1	10	1
99	10	1	10	1
100	10	1	10	1
101	10	1	10	1
102	10	1	10	1
103	10	1	10	1
104	10	1	10	1
105	10	1	10	1
106	10	1	10	1
107	10	1	10	1
108	10	1	10	1
109	10	1	10	1
110	10	1	10	1
111	10	1	10	1
112	10	1	10	1
113	10	1	10	1
114	10	1	10	1
115	10	1	10	1
116	10	1	10	1
117	10	1	10	1
118	10	1	10	1
119	10	1	10	1
120	10	1	10	1
121	10	1	10	1
122	10	1	10	1
123	10	1	10	1
124	10	1	10	1
125	10	1	10	1
126	10	1	10	1
127	10	1	10	1
128	10	1	10	1
129	10	1	10	1
130	10	1	10	1
131	10	1	10	1
132	10	1	10	1
133	10	1	10	1
134	10	1	10	1
135	10	1	10	1
136	10	1	10	1
137	10	1	10	1
138	10	1	10	1
139	10	1	10	1
140	10	1	10	1
141	10	1	10	1
142	10	1	10	1
143	10	1	10	1
144	10	1	10	1
145	10	1	10	1
146	10	1	10	1
147	10	1	10	1
148	10	1	10	1
149	10	1	10	1
150	10	1	10	1
151	10	1	10	1
152	10	1	10	1
153	10	1	10	1
154	10	1	10	1
155	10	1	10	1
156	10	1	10	1
157	10	1	10	1
158	10	1	10	1
159	10	1	10	1
160	10	1	10	1
161	10	1	10	1
162	10	1	10	1
163	10	1	10	1
164	10	1	10	1
165	10	1	10	1
166	10	1	10	1
167	10	1	10	1
168	10	1	10	1
169	10	1	10	1
170	10	1	10	1
171	10	1	10	1
172	10	1	10	1
173	10	1	10	1
174	10	1	10	1
175	10	1	10	1
176	10	1	10	1
177	10	1	10	1
178	10	1	10	1
179	10	1	10	1
180	10	1	10	1
181	10	1	10	1
182	10	1	10	1
183	10	1	10	1
184	10	1	10	1
185	10	1	10	1
186	10	1	10	1
187	10	1	10	1
188	10	1	10	1
189	10	1	10	1
190	10	1	10	1
191	10	1	10	1
192	10	1	10	1
193	10	1	10	1
194	10	1	10	1
195	10	1	10	1
196	10	1	10	1
197	10	1	10	1
198	10	1	10	1
199	10	1	10	1
200	10	1	10	1
201	10	1	10	1
202	10	1	10	1
203	10	1	10	1
204	10	1	10	1
205	10	1	10	1
206	10	1	10	1
207	10	1	10	1
208	10	1	10	1
209	10	1	10	1
210	10	1	10	1
211	10	1	10	1
212	10	1	10	1
213	10	1	10	1
214	10	1	10	1
215	10	1	10	1
216	10	1	10	1
217	10	1	10	1
218	10	1	10	1
219	10	1	10	1
220	10	1	10	1
221	10	1	10	1
222	10	1	10	1
223	10	1	10	1
224	10	1	10	1
225	10	1	10	1
226	10	1	10	1
227	10	1	10	1
228	10	1	10	1
229	10	1	10	1
230	10	1	10	1
231	10	1	10	1
232	10	1	10	1
233	10	1	10	1
234	10	1	10	1
235	10	1	10	1
236	10	1	10	1
237	10	1	10	1
238	10	1	10	1
239	10	1	10	1
240	10	1	10	1
241	10	1	10	1
242	10	1	10	1
243	10	1	10	1
244	10	1	10	1
245	10	1	10	1
246	10	1	10	1
247	10	1	10	1
248	10	1	10	1
249	10	1	10	1
250	10	1	10	1
251	10	1	10	1
252	10	1	10	1
253	10	1	10	1
254	10	1	10	1
255	10	1	10	1
256	10	1	10	1
