NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
51	新春商店	3	11010111	3	3000	5	3600	10	10	0	0	3600	1	1
52	新春商店	3	11000501	3	1800	50	3600	10	10	0	0	3600	1	1
53	新春商店	3	12054300	3	1800	50	3600	10	10	0	0	3600	1	1
54	新春商店	3	12041101	3	900	50	3600	10	10	0	0	3600	1	1
55	新春商店	3	11010001	3	1800	50	3600	10	10	0	0	3600	1	1
56	新春商店	3	11990011	3	900	50	3600	10	10	0	0	3600	1	1
57	新春商店	3	11990050	3	720	50	3600	10	10	0	0	3600	1	1
58	新春商店	3	12030203	3	15000	5	3600	10	10	0	0	3600	1	1
59	新春商店	3	11990110	3	4500	10	3600	10	10	0	0	3600	1	1
60	新春商店	3	12054301	3	5400	10	3600	10	10	0	0	3600	1	1
61	新春商店	3	12030405	3	2700	20	3600	10	10	0	0	3600	1	1
62	新春商店	3	12041108	3	1800	20	3600	10	10	0	0	3600	1	1
63	新春商店	3	12041110	3	2700	20	3600	10	10	0	0	3600	1	1
64	新春商店	3	12041111	3	2700	20	3600	10	10	0	0	3600	1	1
65	新春商店	3	12041112	3	2700	20	3600	10	10	0	0	3600	1	1
66	新春商店	3	12010024	3	19800	5	3600	10	10	0	0	3600	1	1
67	新春商店	3	11000552	3	7000	20	3600	10	10	0	0	3600	1	1
68	新春商店	3	12030511	3	19600	1	3600	10	10	0	0	3600	1	1
69	新春商店	4	11990115	3	36000	1	3600	10	10	0	0	3600	15	1
70	新春商店	4	11010111	3	3000	5	3600	10	10	0	0	3600	1	1
71	新春商店	4	11000501	3	1800	50	3600	10	10	0	0	3600	1	1
72	新春商店	4	12054300	3	1800	50	3600	10	10	0	0	3600	1	1
73	新春商店	4	12041101	3	900	50	3600	10	10	0	0	3600	1	1
74	新春商店	4	11010001	3	1800	50	3600	10	10	0	0	3600	1	1
75	新春商店	4	11990011	3	900	50	3600	10	10	0	0	3600	1	1
76	新春商店	4	11990050	3	720	50	3600	10	10	0	0	3600	1	1
77	新春商店	4	12030203	3	15000	5	3600	10	10	0	0	3600	1	1
78	新春商店	4	11990110	3	4500	10	3600	10	10	0	0	3600	1	1
79	新春商店	4	12054301	3	5400	10	3600	10	10	0	0	3600	1	1
80	新春商店	4	12030405	3	2700	20	3600	10	10	0	0	3600	1	1
81	新春商店	4	12041108	3	1800	20	3600	10	10	0	0	3600	1	1
82	新春商店	4	12041110	3	2700	20	3600	10	10	0	0	3600	1	1
83	新春商店	4	12041111	3	2700	20	3600	10	10	0	0	3600	1	1
84	新春商店	4	12041112	3	2700	20	3600	10	10	0	0	3600	1	1
85	新春商店	4	12010024	3	19800	5	3600	10	10	0	0	3600	1	1
86	新春商店	4	11000552	3	7000	20	3600	10	10	0	0	3600	1	1
87	新春商店	4	12030511	3	19600	1	3600	10	10	0	0	3600	1	1
88	新春商店	5	19010004	3	40000	1	3600	10	10	0	0	3600	15	1
89	新春商店	5	11010111	3	3000	5	3600	10	10	0	0	3600	1	1
90	新春商店	5	11000501	3	1800	50	3600	10	10	0	0	3600	1	1
91	新春商店	5	12054300	3	1800	50	3600	10	10	0	0	3600	1	1
92	新春商店	5	12041101	3	900	50	3600	10	10	0	0	3600	1	1
93	新春商店	5	11010001	3	1800	50	3600	10	10	0	0	3600	1	1
94	新春商店	5	11990011	3	900	50	3600	10	10	0	0	3600	1	1
95	新春商店	5	11990050	3	720	50	3600	10	10	0	0	3600	1	1
96	新春商店	5	12030203	3	15000	5	3600	10	10	0	0	3600	1	1
97	新春商店	5	11990110	3	4500	10	3600	10	10	0	0	3600	1	1
98	新春商店	5	12054301	3	5400	10	3600	10	10	0	0	3600	1	1
99	新春商店	5	12030405	3	2700	20	3600	10	10	0	0	3600	1	1
100	新春商店	5	12041108	3	1800	20	3600	10	10	0	0	3600	1	1
101	新春商店	5	12041110	3	2700	20	3600	10	10	0	0	3600	1	1
102	新春商店	5	12041111	3	2700	20	3600	10	10	0	0	3600	1	1
103	新春商店	5	12041112	3	2700	20	3600	10	10	0	0	3600	1	1
104	新春商店	5	12010024	3	19800	5	3600	10	10	0	0	3600	1	1
105	新春商店	5	11000552	3	7000	20	3600	10	10	0	0	3600	1	1
106	新春商店	5	12030511	3	19600	1	3600	10	10	0	0	3600	1	1
107	神秘商店	6	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
108	神秘商店	6	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
109	神秘商店	6	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
110	神秘商店	6	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
111	神秘商店	6	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
112	神秘商店	6	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
113	神秘商店	6	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
114	神秘商店	6	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
115	神秘商店	6	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
116	神秘商店	6	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
117	神秘商店	6	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
118	神秘商店	7	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
119	神秘商店	7	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
120	神秘商店	7	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
121	神秘商店	7	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
122	神秘商店	7	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
123	神秘商店	7	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
124	神秘商店	7	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
125	神秘商店	7	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
126	神秘商店	7	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
127	神秘商店	7	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
128	神秘商店	7	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
129	神秘商店	8	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
130	神秘商店	8	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
131	神秘商店	8	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
132	神秘商店	8	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
133	神秘商店	8	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
134	神秘商店	8	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
135	神秘商店	8	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
136	神秘商店	8	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
137	神秘商店	8	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
138	神秘商店	8	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
139	神秘商店	8	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
140	神秘商店	9	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
141	神秘商店	9	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
142	神秘商店	9	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
143	神秘商店	9	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
144	神秘商店	9	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
145	神秘商店	9	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
146	神秘商店	9	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
147	神秘商店	9	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
148	神秘商店	9	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
149	神秘商店	9	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
150	神秘商店	9	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
151	神秘商店	10	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
152	神秘商店	10	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
153	神秘商店	10	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
154	神秘商店	10	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
155	神秘商店	10	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
156	神秘商店	10	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
157	神秘商店	10	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
158	神秘商店	10	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
159	神秘商店	10	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
160	神秘商店	10	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
161	神秘商店	10	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
162	神秘商店	11	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
163	神秘商店	11	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
164	神秘商店	11	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
165	神秘商店	11	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
166	神秘商店	11	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
167	神秘商店	11	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
168	神秘商店	11	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
169	神秘商店	11	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
170	神秘商店	11	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
171	神秘商店	11	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
172	神秘商店	11	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
173	神秘商店	12	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
174	神秘商店	12	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
175	神秘商店	12	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
176	神秘商店	12	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
177	神秘商店	12	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
178	神秘商店	12	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
179	神秘商店	12	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
180	神秘商店	12	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
181	神秘商店	12	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
182	神秘商店	12	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
183	神秘商店	12	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
184	神秘商店	13	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
185	神秘商店	13	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
186	神秘商店	13	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
187	神秘商店	13	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
188	神秘商店	13	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
189	神秘商店	13	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
190	神秘商店	13	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
191	神秘商店	13	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
192	神秘商店	13	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
193	神秘商店	13	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
194	神秘商店	13	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
195	神秘商店	14	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
196	神秘商店	14	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
197	神秘商店	14	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
198	神秘商店	14	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
199	神秘商店	14	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
200	神秘商店	14	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
201	神秘商店	14	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
202	神秘商店	14	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
203	神秘商店	14	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
204	神秘商店	14	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
205	神秘商店	14	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
206	神秘商店	15	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
207	神秘商店	15	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
208	神秘商店	15	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
209	神秘商店	15	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
210	神秘商店	15	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
211	神秘商店	15	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
212	神秘商店	15	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
213	神秘商店	15	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
214	神秘商店	15	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
215	神秘商店	15	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
216	神秘商店	15	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
217	神秘商店	16	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
218	神秘商店	16	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
219	神秘商店	16	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
220	神秘商店	16	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
221	神秘商店	16	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
222	神秘商店	16	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
223	神秘商店	16	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
224	神秘商店	16	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
225	神秘商店	16	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
226	神秘商店	16	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
227	神秘商店	16	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
228	神秘商店	17	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
229	神秘商店	17	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
230	神秘商店	17	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
231	神秘商店	17	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
232	神秘商店	17	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
233	神秘商店	17	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
234	神秘商店	17	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
235	神秘商店	17	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
236	神秘商店	17	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
237	神秘商店	17	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
238	神秘商店	17	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
239	神秘商店	18	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
240	神秘商店	18	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
241	神秘商店	18	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
242	神秘商店	18	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
243	神秘商店	18	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
244	神秘商店	18	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
245	神秘商店	18	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
246	神秘商店	18	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
247	神秘商店	18	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
248	神秘商店	18	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
249	神秘商店	18	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
250	神秘商店	19	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
251	神秘商店	19	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
252	神秘商店	19	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
253	神秘商店	19	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
254	神秘商店	19	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
255	神秘商店	19	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
256	神秘商店	19	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
257	神秘商店	19	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
258	神秘商店	19	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
259	神秘商店	19	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
260	神秘商店	19	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
261	神秘商店	20	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
262	神秘商店	20	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
263	神秘商店	20	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
264	神秘商店	20	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
265	神秘商店	20	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
266	神秘商店	20	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
267	神秘商店	20	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
268	神秘商店	20	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
269	神秘商店	20	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
270	神秘商店	20	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
271	神秘商店	20	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
272	神秘商店	21	12030203	3	15000	1	3660	6	6	0	0	3600	3	1
273	神秘商店	21	12010024	3	19800	1	3660	6	6	0	0	3600	3	1
274	神秘商店	21	12035002	3	2000	1	3660	6	6	0	0	3600	3	1
275	神秘商店	21	11000552	3	7000	5	3660	6	6	0	0	3600	3	1
276	神秘商店	21	11000551	3	2800	10	3660	6	6	0	0	3600	3	1
277	神秘商店	21	12030218	3	2000	5	3660	6	6	0	0	3600	3	1
278	神秘商店	21	11010113	3	15000	1	3660	6	6	0	0	3600	3	1
279	神秘商店	21	19010004	3	40000	1	3660	6	6	0	0	3600	1	1
280	神秘商店	21	11000214	3	3000	1	3660	6	6	0	0	3600	3	1
281	神秘商店	21	11000216	3	3000	1	3660	6	6	0	0	3600	3	1
282	神秘商店	21	12030511	3	19600	1	3660	6	6	0	0	3600	1	1
283	神秘商店	22	11010111	3	3000	5	3600	10	10	0	0	3600	1	1
284	神秘商店	22	11000702	3	80000	1	3600	10	10	0	0	3600	1	1
285	神秘商店	22	11990115	3	36000	1	3600	10	10	0	0	3600	1	1
286	神秘商店	22	19010004	3	40000	1	3600	10	10	0	0	3600	1	1
287	神秘商店	22	11000552	3	7000	20	3600	10	10	0	0	3600	1	1
288	神秘商店	22	12030511	3	19600	1	3600	10	10	0	0	3600	1	1
289	神秘商店	22	11000501	3	1800	10	3600	10	10	0	0	3600	1	1
290	神秘商店	22	12054300	3	1800	10	3600	10	10	0	0	3600	1	1
291	神秘商店	22	12041101	3	900	10	3600	10	10	0	0	3600	1	1
292	神秘商店	22	11010001	3	1800	5	3600	10	10	0	0	3600	1	1
293	神秘商店	22	11990011	3	900	10	3600	10	10	0	0	3600	1	1
294	神秘商店	22	11990050	3	720	10	3600	10	10	0	0	3600	1	1
295	神秘商店	22	12030203	3	15000	1	3600	10	10	0	0	3600	1	1
296	神秘商店	22	11990110	3	4500	1	3600	10	10	0	0	3600	1	1
297	神秘商店	22	12054301	3	5400	5	3600	10	10	0	0	3600	1	1
298	神秘商店	22	12030405	3	2700	10	3600	10	10	0	0	3600	1	1
299	神秘商店	22	12041108	3	1800	10	3600	10	10	0	0	3600	1	1
300	神秘商店	22	12041110	3	2700	5	3600	10	10	0	0	3600	1	1
301	神秘商店	22	12041111	3	2700	5	3600	10	10	0	0	3600	1	1
302	神秘商店	22	12041112	3	2700	5	3600	10	10	0	0	3600	1	1
303	神秘商店	22	12010024	3	19800	1	3600	10	10	0	0	3600	1	1
304	神秘商店	22	11000606	3	15000	3	3600	10	10	0	0	3600	1	1
305	神秘商店	23	11000702	2	80000	1	3600	6	6	0	0	3600	2	1
306	神秘商店	23	11990115	2	36000	1	3600	6	6	0	0	3600	2	1
307	神秘商店	23	19010004	2	40000	1	3600	6	6	0	0	3600	2	1
308	神秘商店	23	11000552	2	7000	20	3600	6	6	0	0	3600	2	1
309	神秘商店	23	12030511	2	19600	1	3600	6	6	0	0	3600	2	1
310	神秘商店	23	11990050	2	720	10	3600	6	6	0	0	3600	2	1
311	神秘商店	23	12030203	2	15000	1	3600	6	6	0	0	3600	2	1
312	神秘商店	23	11990110	2	4500	1	3600	6	6	0	0	3600	2	1
313	神秘商店	23	12054301	2	5400	5	3600	6	6	0	0	3600	2	1
314	神秘商店	23	12041108	2	1800	10	3600	6	6	0	0	3600	2	1
315	神秘商店	23	12010024	2	19800	1	3600	6	6	0	0	3600	2	1
316	神秘商店	23	11000606	2	15000	3	3600	6	6	0	0	3600	2	1
317	神秘商店	23	12035016	2	9800	2	3600	6	6	0	0	3600	1	1
318	神秘商店	23	12266836	2	1000	10	3600	6	6	0	0	3600	999	1
319	神秘商店	24	11990401	2	8000	15	86400	1	1	0	0	3600	1	1
320	神秘商店	25	11990401	2	8000	15	86400	1	1	0	0	3600	1	1
321	神秘商店	26	11990401	2	8000	15	86400	1	1	0	0	3600	1	1
322	神秘商店	27	11990401	2	8000	15	86400	1	1	0	0	3600	1	1
323	赛马商店	28	12271005	1	8000	15	60	3	6	0	0	3600	1	1
324	赛马商店	28	12271006	1	5000	15	60	3	6	0	0	3600	1	1
325	赛马商店	28	12271007	1	3000	15	60	3	6	0	0	3600	1	1
326	赛马商店	28	12271008	1	3000	15	60	3	6	0	0	3600	1	1
327	赛马商店	28	12271009	1	8000	15	60	3	6	0	0	3600	1	1
328	赛马商店	28	12271010	1	5000	15	60	3	6	0	0	3600	1	1
329	赛马商店	28	12271011	1	8000	15	60	3	6	0	0	3600	1	1
330	赛马商店	29	12271005	1	8000	15	60	3	6	0	0	3600	1	1
331	赛马商店	29	12271006	1	5000	15	60	3	6	0	0	3600	1	1
332	赛马商店	29	12271007	1	3000	15	60	3	6	0	0	3600	1	1
333	赛马商店	29	12271008	1	3000	15	60	3	6	0	0	3600	1	1
334	赛马商店	29	12271009	1	8000	15	60	3	6	0	0	3600	1	1
335	赛马商店	29	12271010	1	5000	15	60	3	6	0	0	3600	1	1
336	赛马商店	29	12271011	1	8000	15	60	3	6	0	0	3600	1	1
337	赛马商店	30	12271005	1	8000	15	60	3	6	0	0	3600	1	1
338	赛马商店	30	12271006	1	5000	15	60	3	6	0	0	3600	1	1
339	赛马商店	30	12271007	1	3000	15	60	3	6	0	0	3600	1	1
340	赛马商店	30	12271008	1	3000	15	60	3	6	0	0	3600	1	1
341	赛马商店	30	12271009	1	8000	15	60	3	6	0	0	3600	1	1
342	赛马商店	30	12271010	1	5000	15	60	3	6	0	0	3600	1	1
343	赛马商店	30	12271011	1	8000	15	60	3	6	0	0	3600	1	1
344	赛马商店	31	12271005	1	8000	15	60	3	6	0	0	3600	1	1
345	赛马商店	31	12271006	1	5000	15	60	3	6	0	0	3600	1	1
346	赛马商店	31	12271007	1	3000	15	60	3	6	0	0	3600	1	1
347	赛马商店	31	12271008	1	3000	15	60	3	6	0	0	3600	1	1
348	赛马商店	31	12271009	1	8000	15	60	3	6	0	0	3600	1	1
349	赛马商店	31	12271010	1	5000	15	60	3	6	0	0	3600	1	1
350	赛马商店	31	12271011	1	8000	15	60	3	6	0	0	3600	1	1
351	赛马商店	32	12271005	1	8000	15	60	3	6	0	0	3600	1	1
352	赛马商店	32	12271006	1	5000	15	60	3	6	0	0	3600	1	1
353	赛马商店	32	12271007	1	3000	15	60	3	6	0	0	3600	1	1
354	赛马商店	32	12271008	1	3000	15	60	3	6	0	0	3600	1	1
355	赛马商店	32	12271009	1	8000	15	60	3	6	0	0	3600	1	1
