NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
77	10	国家场景预留	0	test/test.scn	0	0	1	-1	1	64	64	77	16	-1	1	5
78	10	俄罗斯公国	0	test/test.scn	0	0	1	-1	1	100	100	78	16	-1	1	5
79	4	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	79	16	-1	1	5
80	18	公共场景预留	0	test/test.scn	0	0	1	-1	1	18	103	80	16	-1	1	5
81	18	公共场景预留	0	test/test.scn	0	0	1	-1	1	64	95	81	16	-1	1	5
82	4	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	82	16	-1	1	5
83	5	圣山地宫	1	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	83	16	-1	1	5
84	6	圣山地宫	1	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	84	16	-1	1	5
85	7	圣山地宫	1	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	85	16	-1	1	5
86	8	王国·楼兰古道	1	yewai_conglinggudao/yewai_conglinggudao.scn	0	0	1	-1	1	100	100	86	16	-1	1	5
87	2	王国·哲别村	1	city_xinshoucun/city_xinshoucun.scn	0	0	0	-1	1	100	100	87	16	-1	1	5
88	17	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	88	16	-1	1	5
89	9	王国·楼兰马场	1	yewai_conglingcaochang/yewai_conglingcaochang.scn	0	0	0	-1	1	100	100	89	16	0	1	5
90	19	东瀛岛	0	migong_dongyingdao/migong_dongyingdao.scn	0	0	0	-1	1	100	100	90	16	-1	1	5
91	10	轮回之地	0	city_lunhuizhidi/city_lunhuizhidi.scn	0	0	0	-1	1	100	100	91	20	-1	1	5
92	9	跨服双人战场	0	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	0	7	0	0	1	285	191	92	20	-1	1	5
93	33	跨服双人战场	0	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	0	7	0	0	1	285	191	93	20	-1	1	5
94	11	跨服双人战场	0	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	0	7	0	0	1	285	191	94	20	-1	1	5
95	11	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	95	20	-1	1	5
96	11	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	96	16	-1	1	5
97	12	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	97	16	-1	1	5
98	2	王国草原罕难河	0	yewai_hannanhecaoyuan/yewai_hannanhecaoyuan.scn	0	0	0	-1	1	100	100	98	16	-1	1	5
99	2	王国草原乞颜部	0	yewai_qiyanbu/yewai_qiyanbu.scn	0	0	0	-1	1	100	100	99	16	-1	1	5
100	13	王国草原塔塔尔	0	yewai_tataerbu/yewai_tataerbu.scn	0	0	0	-1	1	100	100	100	16	-1	1	5
101	13	王国草原克烈部	0	yewai_keliebu/yewai_keliebu.scn	0	0	0	-1	1	100	100	101	16	-1	1	5
102	13	王国草原乃蛮部	0	yewai_naimanbu/yewai_naimanbu.scn	0	0	0	-1	1	100	100	102	16	-1	1	5
103	14	王国草原居庸关	0	yewai_juyongguan/yewai_juyongguan.scn	0	0	0	-1	1	100	100	103	16	-1	1	5
104	14	王国迷宫一层	0	migong_loulanmigong1/migong_loulanmigong1.scn	0	0	0	-1	1	100	100	104	16	-1	1	5
105	14	王国迷宫二层	0	migong_loulanmigong2/migong_loulanmigong2.scn	0	0	0	-1	1	100	100	105	16	-1	1	5
106	14	王国迷宫三层	0	migong_loulanmigong3/migong_loulanmigong3.scn	0	0	0	-1	1	100	100	106	16	-1	1	5
107	14	王国迷宫四层	0	migong_loulanmigong4/migong_loulanmigong4.scn	0	0	0	-1	1	100	100	107	16	-1	1	5
108	14	王国迷宫五层	0	migong_loulanmigong5/migong_loulanmigong5.scn	0	0	0	-1	1	100	100	108	16	-1	1	5
109	14	王国迷宫六层	0	migong_loulanmigong6/migong_loulanmigong6.scn	0	0	0	-1	1	100	100	109	16	-1	1	5
110	14	王国迷宫七层	0	migong_loulanmigong7/migong_loulanmigong7.scn	0	0	0	-1	1	100	100	110	16	-1	1	5
111	14	王国迷宫八层	0	migong_loulanmigong8/migong_loulanmigong8.scn	0	0	0	-1	1	100	100	111	16	-1	1	5
112	11	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	112	16	-1	1	5
113	12	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	113	16	-1	1	5
114	9	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	114	16	-1	1	5
115	9	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	115	16	-1	1	5
116	9	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	116	16	-1	1	5
117	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	117	16	-1	1	5
118	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	118	16	-1	1	5
119	9	成3边境	0	city_cheng3bianjing/city_cheng3bianjing.scn	0	0	1	-1	1	100	100	119	16	-1	1	5
120	9	成3大都	0	city_cheng3dadu/city_cheng3dadu.scn	0	0	1	-1	1	100	100	120	16	-1	1	5
121	9	成3王城	0	city_cheng3wangcheng/city_cheng3wangcheng.scn	0	0	1	-1	1	100	100	121	16	-1	1	5
122	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	122	16	-1	1	5
123	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	123	16	-1	1	5
124	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	124	16	-1	1	5
125	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	125	16	-1	1	5
126	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	126	16	-1	1	5
127	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	127	16	-1	1	5
128	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	128	16	-1	1	5
129	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	129	16	-1	1	5
130	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	130	16	-1	1	5
131	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	131	16	-1	1	5
132	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	132	20	-1	1	5
133	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	133	20	-1	1	5
134	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	134	20	-1	1	5
135	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	135	20	-1	1	5
136	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	136	20	-1	1	5
137	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	137	20	-1	1	5
138	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	138	20	-1	1	5
139	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	139	20	-1	1	5
140	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	140	20	-1	1	5
141	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	141	20	-1	1	5
142	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	142	20	-1	1	5
143	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	143	20	-1	1	5
144	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	39	83	144	20	-1	1	5
145	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	39	83	145	20	-1	1	5
146	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	39	83	146	20	-1	1	5
147	15	副本场景预留	0	test/test.scn	0	1	0	-1	1	39	83	147	20	-1	1	5
148	0	国王战场	0	zhanchang_guowangzhanchang/zhanchang_guowangzhanchang.scn	0	2	1	0	1	100	100	149	20	-1	1	5
149	0	国王战场	0	zhanchang_guowangzhanchang/zhanchang_guowangzhanchang.scn	0	2	1	0	1	100	100	149	20	-1	1	5
150	0	王国·天山王城	1	city_cheng3wangcheng/city_cheng3wangcheng.scn	0	0	0	-1	1	123	57	150	17	1	1	5
151	1	边塞·天山边塞	1	city_cheng3bianjing/city_cheng3bianjing.scn	0	0	1	-1	1	274	196	151	17	-1	1	5
152	3	罕难河剧场	1	juqing_hannanhecaoyuan/juqing_hannanhecaoyuan.scn	0	0	0	-1	1	55	204	152	17	-1	1	5
153	3	乞颜部剧场	1	juqing_qiyanbu/juqing_qiyanbu.scn	0	0	0	-1	1	86	174	153	17	-1	1	5
154	2	克烈部剧场	1	juqing_keliebu/juqing_keliebu.scn	0	0	0	-1	1	175	64	154	17	-1	1	5
155	2	塔塔尔部剧场	1	juqing_tataerbu/juqing_tataerbu.scn	0	0	0	-1	1	199	202	155	17	-1	1	5
156	2	乃蛮部剧场	1	juqing_naimanbu/juqing_naimanbu.scn	0	0	0	-1	1	59	91	156	17	-1	1	5
157	2	居庸关剧场	1	juqing_juyongguan/juqing_juyongguan.scn	0	0	0	-1	1	210	233	157	17	-1	1	5
158	9	边塞?天山密屋	0	migong_minju08/migong_minju08.scn	0	0	0	-1	0	95	105	158	17	-1	1	5
159	9	边塞·天山密室	0	migong_minju09/migong_minju09.scn	0	0	0	-1	0	191	29	159	17	-1	1	5
160	9	边塞·天山小屋	0	migong_minju10/migong_minju10.scn	0	0	0	-1	0	36	209	160	17	-1	1	5
161	9	边塞·天山民居	0	migong_minju11/migong_minju11.scn	0	0	0	-1	0	227	38	161	17	-1	1	5
162	6	王国·王国密室	0	migong_tianshanshinei04/migong_tianshanshinei04.scn	0	0	0	-1	1	100	100	162	17	-1	1	5
163	7	王国·王国小屋	0	migong_tianshanshinei05/migong_tianshanshinei05.scn	0	0	0	-1	1	100	100	163	17	-1	1	5
164	10	阴阳鬼屋	0	midong_yinyangguiwu/midong_yinyangguiwu.scn	0	0	1	-1	1	100	100	164	17	-1	1	5
165	10	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	165	17	-1	1	5
166	10	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	166	17	-1	1	5
167	1	天山丝绸古道	0	city_tianshansichougudao/city_tianshansichougudao.scn	0	0	1	-1	1	131	70	167	20	-1	1	5
168	2	矿洞	0	city_huangjinkuangdong/city_huangjinkuangdong.scn	0	0	1	-1	1	100	100	168	17	-1	1	5
169	68	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	169	17	-1	1	5
170	68	天山王宫	0	city_cheng3wanggong/city_cheng3wanggong.scn	0	0	0	-1	1	100	100	170	17	-1	1	5
171	68	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	171	17	-1	1	5
172	68	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	172	17	-1	1	5
173	12	测试王城	0	test/test.scn	0	0	1	-1	1	100	100	173	17	-1	1	5
174	12	测试边境	0	test/test.scn	0	0	1	-1	1	100	100	174	17	-1	1	5
175	2	突厥里海魔岛迷宫	0	migong_tujuelihaiemodao/migong_tujuelihaiemodao.scn	0	0	1	-1	1	100	100	175	17	-1	1	5
176	2	边塞·天山暗道	0	migong_andao02/migong_andao02.scn	0	0	1	-1	1	64	64	176	17	-1	1	5
177	14	国家场景预留	0	test/test.scn	0	0	1	-1	1	64	64	177	17	-1	1	5
178	2	俄罗斯公国	0	test/test.scn	0	0	1	-1	1	100	100	178	17	-1	1	5
179	3	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	179	17	-1	1	5
180	4	对马岛迷宫	0	migong_duimadaomigong/migong_duimadaomigong.scn	0	0	1	-1	1	18	103	180	17	-1	1	5
181	68	国家场景预留	0	test/test.scn	0	0	1	-1	1	64	95	181	17	-1	1	5
182	7	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	182	17	-1	1	5
183	4	圣山地宫	1	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	183	17	-1	1	5
184	5	圣山地宫	1	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	184	17	-1	1	5
185	6	圣山地宫	1	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	185	17	-1	1	5
186	7	王国·天山古道	1	yewai_hetiangudao/yewai_hetiangudao.scn	0	0	1	-1	1	100	100	186	17	-1	1	5
187	3	王国·哲别村	1	city_xinshoucun/city_xinshoucun.scn	0	0	0	-1	1	100	100	187	17	-1	1	5
188	21	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	188	17	-1	1	5
189	7	王国·天山马场	1	yewai_hetiancaochang/yewai_hetiancaochang.scn	0	0	0	-1	1	100	100	189	17	1	1	5
190	7	东瀛岛	0	migong_dongyingdao/migong_dongyingdao.scn	0	0	0	-1	1	100	100	190	17	-1	1	5
191	8	轮回之地	0	city_lunhuizhidi/city_lunhuizhidi.scn	0	0	0	-1	1	100	100	191	20	-1	1	5
192	9	跨服双人战场	0	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	0	7	0	0	1	285	191	192	20	-1	1	5
193	33	跨服双人战场	0	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	0	7	0	0	1	285	191	193	20	-1	1	5
194	9	跨服双人战场	0	zhanchang_mshuangrenzhanchang/zhanchang_mshuangrenzhanchang.scn	0	7	0	0	1	285	191	194	20	-1	1	5
195	10	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	195	20	-1	1	5
196	10	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	196	17	-1	1	5
197	11	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	197	17	-1	1	5
198	3	王国草原罕难河	0	yewai_hannanhecaoyuan/yewai_hannanhecaoyuan.scn	0	0	0	-1	1	100	100	198	17	-1	1	5
199	3	王国草原乞颜部	0	yewai_qiyanbu/yewai_qiyanbu.scn	0	0	0	-1	1	100	100	199	17	-1	1	5
200	12	王国草原塔塔尔	0	yewai_tataerbu/yewai_tataerbu.scn	0	0	0	-1	1	100	100	200	17	-1	1	5
201	12	王国草原克烈部	0	yewai_keliebu/yewai_keliebu.scn	0	0	0	-1	1	100	100	201	17	-1	1	5
202	12	王国草原乃蛮部	0	yewai_naimanbu/yewai_naimanbu.scn	0	0	0	-1	1	100	100	202	17	-1	1	5
203	12	王国草原居庸关	0	yewai_juyongguan/yewai_juyongguan.scn	0	0	0	-1	1	100	100	203	17	-1	1	5
204	12	王国迷宫一层	0	migong_tianshanmigong1/migong_tianshanmigong1.scn	0	0	0	-1	1	100	100	204	17	-1	1	5
205	12	王国迷宫二层	0	migong_tianshanmigong2/migong_tianshanmigong2.scn	0	0	0	-1	1	100	100	205	17	-1	1	5
206	12	王国迷宫三层	0	migong_tianshanmigong3/migong_tianshanmigong3.scn	0	0	0	-1	1	100	100	206	17	-1	1	5
207	12	王国迷宫四层	0	migong_tianshanmigong4/migong_tianshanmigong4.scn	0	0	0	-1	1	100	100	207	17	-1	1	5
208	12	王国迷宫五层	0	migong_tianshanmigong5/migong_tianshanmigong5.scn	0	0	0	-1	1	100	100	208	17	-1	1	5
209	12	王国迷宫六层	0	migong_tianshanmigong6/migong_tianshanmigong6.scn	0	0	0	-1	1	100	100	209	17	-1	1	5
210	12	王国迷宫七层	0	migong_tianshanmigong7/migong_tianshanmigong7.scn	0	0	0	-1	1	100	100	210	17	-1	1	5
211	12	王国迷宫八层	0	migong_tianshanmigong8/migong_tianshanmigong8.scn	0	0	0	-1	1	100	100	211	17	-1	1	5
212	11	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	212	17	-1	1	5
213	12	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	213	17	-1	1	5
214	9	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	214	17	-1	1	5
215	9	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	215	17	-1	1	5
216	9	圣山地宫	0	migong_shengshan/migong_shengshan.scn	0	0	0	-1	1	100	100	216	17	-1	1	5
217	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	217	17	-1	1	5
218	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	218	17	-1	1	5
219	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	219	17	-1	1	5
220	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	220	17	-1	1	5
221	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	221	17	-1	1	5
222	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	222	17	-1	1	5
223	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	223	17	-1	1	5
224	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	224	17	-1	1	5
225	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	225	17	-1	1	5
226	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	226	17	-1	1	5
227	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	227	17	-1	1	5
228	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	228	17	-1	1	5
229	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	229	17	-1	1	5
230	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	230	17	-1	1	5
231	9	国家场景预留	0	test/test.scn	0	0	1	-1	1	100	100	231	17	-1	1	5
232	13	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	232	20	-1	1	5
233	13	副本场景预留	0	test/test.scn	0	1	0	-1	1	100	100	233	20	-1	1	5
